"ple0004","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2002","(0) in school","West Germany","4","","",""
"Strong","2002","(0) in school","East Germany","","","",""
"Strong","2002","(1a) inadequately completed","West Germany","62","0.222166322742309","0.173034347002727","0.271298298481891"
"Strong","2002","(1a) inadequately completed","East Germany","2","","",""
"Strong","2002","(1b) general elementary school","West Germany","387","0.217760795336626","0.199784706178059","0.235736884495192"
"Strong","2002","(1b) general elementary school","East Germany","78","0.310511777976541","0.254907303872846","0.366116252080237"
"Strong","2002","(1c) basic vocational qualification","West Germany","722","0.149365937365544","0.139861470163461","0.158870404567628"
"Strong","2002","(1c) basic vocational qualification","East Germany","274","0.234767812695145","0.211289773788157","0.258245851602132"
"Strong","2002","(2b) intermediate general qualification","West Germany","25","","",""
"Strong","2002","(2b) intermediate general qualification","East Germany","4","","",""
"Strong","2002","(2a) intermediate vocational","West Germany","207","0.0833079906046719","0.0741317652555253","0.0924842159538185"
"Strong","2002","(2a) intermediate vocational","East Germany","115","0.0644801808983199","0.0533184579413677","0.0756419038552721"
"Strong","2002","(2c_gen) general maturity certificate","West Germany","8","","",""
"Strong","2002","(2c_gen) general maturity certificate","East Germany","3","","",""
"Strong","2002","(2c_voc) vocational maturity certificate","West Germany","91","0.0816093720399142","0.0673399255923371","0.0958788184874912"
"Strong","2002","(2c_voc) vocational maturity certificate","East Germany","7","","",""
"Strong","2002","(3a) lower tertiary education","West Germany","54","0.0716812864001422","0.0564785426435044","0.08688403015678"
"Strong","2002","(3a) lower tertiary education","East Germany","66","0.104091845258004","0.0814207866052053","0.126762903910802"
"Strong","2002","(3b) higher tertiary education","West Germany","94","0.0601650621106188","0.0500736802381353","0.0702564439831023"
"Strong","2002","(3b) higher tertiary education","East Germany","32","0.0891358574812566","0.0668326488537563","0.111439066108757"
"A little","2002","(0) in school","West Germany","33","0.0790311626528157","0.054430389494919","0.103631935810712"
"A little","2002","(0) in school","East Germany","10","","",""
"A little","2002","(1a) inadequately completed","West Germany","108","0.400968777715228","0.343044349971953","0.458893205458503"
"A little","2002","(1a) inadequately completed","East Germany","8","","",""
"A little","2002","(1b) general elementary school","West Germany","711","0.368848528671289","0.347833673348911","0.389863383993666"
"A little","2002","(1b) general elementary school","East Germany","96","0.370496011089741","0.312459902560144","0.428532119619337"
"A little","2002","(1c) basic vocational qualification","West Germany","1766","0.344022649619653","0.331355801955606","0.3566894972837"
"A little","2002","(1c) basic vocational qualification","East Germany","586","0.466392927696308","0.438759631435174","0.494026223957443"
"A little","2002","(2b) intermediate general qualification","West Germany","92","0.203558182281005","0.167979746592619","0.239136617969391"
"A little","2002","(2b) intermediate general qualification","East Germany","36","0.253696364712618","0.187899022576193","0.319493706849043"
"A little","2002","(2a) intermediate vocational","West Germany","868","0.257435156809521","0.242917044963021","0.271953268656021"
"A little","2002","(2a) intermediate vocational","East Germany","533","0.276351195516533","0.25602827038493","0.296674120648137"
"A little","2002","(2c_gen) general maturity certificate","West Germany","91","0.155239408068471","0.128695621167789","0.181783194969153"
"A little","2002","(2c_gen) general maturity certificate","East Germany","15","","",""
"A little","2002","(2c_voc) vocational maturity certificate","West Germany","328","0.263818984973093","0.240848576636021","0.286789393310164"
"A little","2002","(2c_voc) vocational maturity certificate","East Germany","41","0.252824878489205","0.188975129408285","0.316674627570125"
"A little","2002","(3a) lower tertiary education","West Germany","239","0.247903695948742","0.222455983098396","0.273351408799088"
"A little","2002","(3a) lower tertiary education","East Germany","268","0.444609064567247","0.407718079496813","0.481500049637681"
"A little","2002","(3b) higher tertiary education","West Germany","426","0.217229389060462","0.199729745231627","0.234729032889298"
"A little","2002","(3b) higher tertiary education","East Germany","181","0.333526663516182","0.296622871860633","0.37043045517173"
"Not at all","2002","(0) in school","West Germany","425","0.912127287588341","0.886311710158616","0.937942865018066"
"Not at all","2002","(0) in school","East Germany","144","0.915906716640883","0.872074442133174","0.959738991148592"
"Not at all","2002","(1a) inadequately completed","West Germany","105","0.376864899542463","0.319589820564517","0.434139978520409"
"Not at all","2002","(1a) inadequately completed","East Germany","10","","",""
"Not at all","2002","(1b) general elementary school","West Germany","927","0.413390675992086","0.391942498420828","0.434838853563343"
"Not at all","2002","(1b) general elementary school","East Germany","92","0.318992210933718","0.26298120768546","0.375003214181976"
"Not at all","2002","(1c) basic vocational qualification","West Germany","2915","0.506611413014803","0.493280415681003","0.519942410348604"
"Not at all","2002","(1c) basic vocational qualification","East Germany","392","0.298839259608547","0.273483679690177","0.324194839526917"
"Not at all","2002","(2b) intermediate general qualification","West Germany","375","0.730268654685098","0.69105181626829","0.769485493101905"
"Not at all","2002","(2b) intermediate general qualification","East Germany","128","0.716261728153124","0.648092514726493","0.784430941579756"
"Not at all","2002","(2a) intermediate vocational","West Germany","2409","0.659256852585807","0.643518839230155","0.674994865941459"
"Not at all","2002","(2a) intermediate vocational","East Germany","1212","0.659168623585147","0.637627930816135","0.680709316354158"
