"ple0004","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Strong","2005","Employed","Male","","","",""
"Strong","2005","Employed","Female","","","",""
"A little","2005","Not Employed","Male","","","",""
"A little","2005","Not Employed","Female","","","",""
"A little","2005","Employed","Male","","","",""
"A little","2005","Employed","Female","","","",""
"Not at all","2005","Not Employed","Male","","","",""
"Not at all","2005","Not Employed","Female","","","",""
"Not at all","2005","Employed","Male","","","",""
"Not at all","2005","Employed","Female","","","",""
"Strong","2006","Not Employed","Male","681","0.210695357493062","0.197130724604384","0.22425999038174"
"Strong","2006","Not Employed","Female","1108","0.250577915419964","0.238689406233697","0.26246642460623"
"Strong","2006","Employed","Male","252","0.0430291697773257","0.0382836184725943","0.047774721082057"
"Strong","2006","Employed","Female","240","0.0397025011990828","0.0349306498550875","0.044474352543078"
"A little","2006","Not Employed","Male","1287","0.381549784356291","0.365391836151929","0.397707732560654"
"A little","2006","Not Employed","Female","1841","0.378246340146259","0.364942123736436","0.391550556556081"
"A little","2006","Employed","Male","1630","0.233033990505413","0.223147240921821","0.242920740089006"
"A little","2006","Employed","Female","1845","0.308516656658131","0.297228962259042","0.31980435105722"
"Not at all","2006","Not Employed","Male","1504","0.407754858150647","0.391408968667163","0.42410074763413"
"Not at all","2006","Not Employed","Female","2155","0.371175744433777","0.357921737454325","0.38442975141323"
"Not at all","2006","Employed","Male","5142","0.723936839717261","0.713482167861297","0.734391511573226"
"Not at all","2006","Employed","Female","4347","0.651780842142786","0.640138182567707","0.663423501717865"
"Strong","2007","Not Employed","Male","","","",""
"Strong","2007","Not Employed","Female","","","",""
"Strong","2007","Employed","Male","","","",""
"Strong","2007","Employed","Female","","","",""
"A little","2007","Not Employed","Male","","","",""
"A little","2007","Not Employed","Female","","","",""
"A little","2007","Employed","Male","","","",""
"A little","2007","Employed","Female","","","",""
"Not at all","2007","Not Employed","Male","","","",""
"Not at all","2007","Not Employed","Female","","","",""
"Not at all","2007","Employed","Male","","","",""
"Not at all","2007","Employed","Female","","","",""
"Strong","2008","Not Employed","Male","641","0.223565496768917","0.208822858282563","0.238308135255272"
"Strong","2008","Not Employed","Female","977","0.247133014756884","0.234403727940456","0.259862301573312"
"Strong","2008","Employed","Male","209","0.0359623143570305","0.031315968562484","0.0406086601515771"
"Strong","2008","Employed","Female","231","0.0493849523410852","0.0437777893372699","0.0549921153449005"
"A little","2008","Not Employed","Male","1153","0.377691852921263","0.360536803830526","0.394846902011999"
"A little","2008","Not Employed","Female","1617","0.375208079911226","0.360919687946038","0.389496471876414"
"A little","2008","Employed","Male","1429","0.238498095451987","0.227863556643044","0.24913263426093"
"A little","2008","Employed","Female","1591","0.303688653590409","0.291788308955249","0.31558899822557"
"Not at all","2008","Not Employed","Male","1274","0.39874265030982","0.381416704247988","0.416068596371651"
"Not at all","2008","Not Employed","Female","1817","0.37765890533189","0.363352067092057","0.391965743571723"
"Not at all","2008","Employed","Male","4531","0.725539590190983","0.714404054420922","0.736675125961044"
"Not at all","2008","Employed","Female","3914","0.646926394068505","0.634558277169591","0.65929451096742"
"Strong","2009","Not Employed","Male","","","",""
"Strong","2009","Not Employed","Female","","","",""
"Strong","2009","Employed","Male","","","",""
"Strong","2009","Employed","Female","","","",""
"A little","2009","Not Employed","Male","","","",""
"A little","2009","Not Employed","Female","","","",""
"A little","2009","Employed","Male","","","",""
"A little","2009","Employed","Female","","","",""
"Not at all","2009","Not Employed","Male","","","",""
"Not at all","2009","Not Employed","Female","","","",""
"Not at all","2009","Employed","Male","","","",""
"Not at all","2009","Employed","Female","","","",""
"Strong","2010","Not Employed","Male","576","0.224474190219865","0.208692363134161","0.240256017305569"
"Strong","2010","Not Employed","Female","856","0.285407166818744","0.270790296248684","0.300024037388804"
"Strong","2010","Employed","Male","201","0.0455362930124402","0.0399055434763199","0.0511670425485605"
"Strong","2010","Employed","Female","215","0.0465949675682707","0.0408024395921309","0.0523874955444104"
"A little","2010","Not Employed","Male","1006","0.376930550457688","0.358600027973915","0.395261072941461"
"A little","2010","Not Employed","Female","1437","0.412553868643489","0.396620155579613","0.428487581707365"
"A little","2010","Employed","Male","1371","0.287664070359812","0.275437830845118","0.299890309874505"
"A little","2010","Employed","Female","1505","0.313425095543108","0.300676252946893","0.326173938139323"
"Not at all","2010","Not Employed","Male","1103","0.398595259322447","0.380075922345599","0.417114596299294"
"Not at all","2010","Not Employed","Female","1374","0.302038964537767","0.287178249325013","0.316899679750522"
"Not at all","2010","Employed","Male","3694","0.666799636627748","0.65406876690191","0.679530506353586"
"Not at all","2010","Employed","Female","3366","0.639979936888621","0.626788064407192","0.653171809370051"
"Strong","2011","Not Employed","Male","","","",""
"Strong","2011","Not Employed","Female","","","",""
"Strong","2011","Employed","Male","","","",""
"Strong","2011","Employed","Female","","","",""
"A little","2011","Not Employed","Male","","","",""
"A little","2011","Not Employed","Female","","","",""
"A little","2011","Employed","Male","","","",""
"A little","2011","Employed","Female","","","",""
"Not at all","2011","Not Employed","Male","","","",""
"Not at all","2011","Not Employed","Female","","","",""
"Not at all","2011","Employed","Male","","","",""
"Not at all","2011","Employed","Female","","","",""
"Strong","2012","Not Employed","Male","750","0.229324999442972","0.215347418277172","0.243302580608773"
"Strong","2012","Not Employed","Female","1090","0.2708964763697","0.258017056914415","0.283775895824986"
"Strong","2012","Employed","Male","230","0.0353074877893443","0.030713232378971","0.0399017431997176"
"Strong","2012","Employed","Female","305","0.0533939302237865","0.0478411327780027","0.0589467276695704"
"A little","2012","Not Employed","Male","1353","0.387897432836516","0.371696454558685","0.404098411114348"
"A little","2012","Not Employed","Female","1782","0.405493808754048","0.391264941897643","0.419722675610453"
"A little","2012","Employed","Male","1583","0.269044803245475","0.258005416310846","0.280084190180105"
"A little","2012","Employed","Female","1943","0.328084893790884","0.316488270112267","0.3396815174695"
"Not at all","2012","Not Employed","Male","1372","0.382777567720511","0.366616696237518","0.398938439203505"
"Not at all","2012","Not Employed","Female","1702","0.323609714876252","0.310051282888701","0.337168146863802"
"Not at all","2012","Employed","Male","4386","0.69564770896518","0.684193364483894","0.707102053446466"
"Not at all","2012","Employed","Female","4049","0.61852117598533","0.606523593390674","0.630518758579986"
"Strong","2013","Not Employed","Male","","","",""
"Strong","2013","Not Employed","Female","","","",""
"Strong","2013","Employed","Male","","","",""
"Strong","2013","Employed","Female","","","",""
"A little","2013","Not Employed","Male","","","",""
"A little","2013","Not Employed","Female","","","",""
"A little","2013","Employed","Male","","","",""
"A little","2013","Employed","Female","","","",""
"Not at all","2013","Not Employed","Male","","","",""
"Not at all","2013","Not Employed","Female","","","",""
"Not at all","2013","Employed","Male","","","",""
"Not at all","2013","Employed","Female","","","",""
"Strong","2014","Not Employed","Male","750","0.222088756391504","0.208876702235306","0.235300810547701"
"Strong","2014","Not Employed","Female","1168","0.261652348737075","0.2500991175783","0.273205579895851"
"Strong","2014","Employed","Male","335","0.0421993421913788","0.0379650624069643","0.0464336219757932"
"Strong","2014","Employed","Female","479","0.0585697654903172","0.0537497001327701","0.0633898308478643"
"A little","2014","Not Employed","Male","1292","0.362996693020527","0.3477117363299","0.378281649711154"
"A little","2014","Not Employed","Female","1936","0.387035048635047","0.374232286870434","0.39983781039966"
"A little","2014","Employed","Male","2015","0.249673193085726","0.24055727667648","0.258789109494972"
"A little","2014","Employed","Female","2492","0.287170138505866","0.277882940717497","0.296457336294236"
"Not at all","2014","Not Employed","Male","1760","0.414914550587969","0.399253134920491","0.430575966255447"
"Not at all","2014","Not Employed","Female","2456","0.351312602627878","0.33876458008423","0.363860625171526"
"Not at all","2014","Employed","Male","6310","0.708127464722895","0.698552405260345","0.717702524185445"
"Not at all","2014","Employed","Female","6146","0.654260096003817","0.644497347904852","0.664022844102781"
"Strong","2015","Not Employed","Male","","","",""
"Strong","2015","Not Employed","Female","","","",""
"Strong","2015","Employed","Male","","","",""
"Strong","2015","Employed","Female","","","",""
"A little","2015","Not Employed","Male","","","",""
"A little","2015","Not Employed","Female","","","",""
"A little","2015","Employed","Male","","","",""
"A little","2015","Employed","Female","","","",""
"Not at all","2015","Not Employed","Male","","","",""
"Not at all","2015","Not Employed","Female","","","",""
"Not at all","2015","Employed","Male","","","",""
"Not at all","2015","Employed","Female","","","",""
"Strong","2016","Not Employed","Male","827","0.223004187444804","0.212526386222085","0.233481988667522"
"Strong","2016","Not Employed","Female","1263","0.26489293192487","0.254118836702811","0.275667027146928"
"Strong","2016","Employed","Male","289","0.0419280252949369","0.0374727238315148","0.046383326758359"
"Strong","2016","Employed","Female","456","0.056819457071434","0.0518597358812218","0.0617791782616462"
"A little","2016","Not Employed","Male","1708","0.354575169675797","0.342533649956088","0.366616689395506"
"A little","2016","Not Employed","Female","2205","0.387322525313091","0.375428669773533","0.399216380852649"
"A little","2016","Employed","Male","1827","0.245821532179148","0.236250189884112","0.255392874474183"
"A little","2016","Employed","Female","2365","0.303223544060102","0.293375737696074","0.313071350424131"
"Not at all","2016","Not Employed","Male","3528","0.4224206428794","0.409987449027535","0.434853836731264"
"Not at all","2016","Not Employed","Female","2976","0.34778454276204","0.336156114801598","0.359412970722481"
"Not at all","2016","Employed","Male","5658","0.712250442525916","0.702186931681028","0.722313953370803"
"Not at all","2016","Employed","Female","5548","0.639956998868464","0.629672955718917","0.65024104201801"
"Strong","2017","Not Employed","Male","94","0.0388329083977351","0.0295669731460024","0.0480988436494677"
"Strong","2017","Not Employed","Female","146","0.121835284121497","0.103622054214645","0.140048514028348"
"Strong","2017","Employed","Male","","","",""
"Strong","2017","Employed","Female","","","",""
"A little","2017","Not Employed","Male","264","0.142813063934474","0.126032305114915","0.159593822754032"
"A little","2017","Not Employed","Female","361","0.299003077936663","0.273510818900555","0.32449533697277"
"A little","2017","Employed","Male","","","",""
"A little","2017","Employed","Female","","","",""
"Not at all","2017","Not Employed","Male","1312","0.818354027667791","0.799862476062038","0.836845579273545"
"Not at all","2017","Not Employed","Female","732","0.579161637941841","0.551671938438992","0.60665133744469"
"Not at all","2017","Employed","Male","","","",""
"Not at all","2017","Employed","Female","","","",""
"Strong","2018","Not Employed","Male","857","0.217415341973539","0.206587637010693","0.228243046936386"
"Strong","2018","Not Employed","Female","1293","0.275069609623524","0.264158296434903","0.285980922812145"
"Strong","2018","Employed","Male","348","0.0417717585527634","0.0376028157170162","0.0459407013885106"
"Strong","2018","Employed","Female","489","0.0562383873254569","0.0515132686232982","0.0609635060276156"
"A little","2018","Not Employed","Male","1705","0.360953048520192","0.348345884707568","0.373560212332815"
"A little","2018","Not Employed","Female","2260","0.385894398516573","0.37399942910942","0.397789367923725"
"A little","2018","Employed","Male","2055","0.244100033522668","0.235149144760092","0.253050922285243"
"A little","2018","Employed","Female","2727","0.32125156570358","0.311674285661148","0.330828845746012"
"Not at all","2018","Not Employed","Male","3013","0.421631609506269","0.408668938133052","0.434594280879486"
"Not at all","2018","Not Employed","Female","2881","0.339035991859903","0.327469028206689","0.350602955513117"
"Not at all","2018","Employed","Male","6444","0.714128207924569","0.70471313206774","0.723543283781398"
"Not at all","2018","Employed","Female","5916","0.622510046970963","0.612567651796216","0.632452442145711"
"Strong","2019","Not Employed","Male","19","","",""
"Strong","2019","Not Employed","Female","20","","",""
"Strong","2019","Employed","Male","","","",""
"Strong","2019","Employed","Female","","","",""
"A little","2019","Not Employed","Male","24","","",""
"A little","2019","Not Employed","Female","34","0.226113844289315","0.157552047918407","0.294675640660223"
"A little","2019","Employed","Male","","","",""
"A little","2019","Employed","Female","","","",""
"Not at all","2019","Not Employed","Male","93","0.631646275174587","0.550578521451589","0.712714028897585"
"Not at all","2019","Not Employed","Female","89","0.640759315008216","0.562123517727195","0.719395112289236"
"Not at all","2019","Employed","Male","","","",""
"Not at all","2019","Employed","Female","","","",""
