"ple0004","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Not at all","2003","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Not at all","2003","16-34 y.","1-pers.-HH","","","","","3"
"Not at all","2003","16-34 y.","(Married) couple without C. ","","","","","3"
"Not at all","2003","35-65 y.","1-pers.-HH","","","","","3"
"Not at all","2003","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Not at all","2003","66 and older","Couple + C. LE 16 ","","","","","3"
"Not at all","2003","66 and older","Couple + C. GT 16 ","","","","","3"
"Not at all","2003","16-34 y.","Single parent ","","","","","3"
"Not at all","2003","35-65 y.","(Married) couple without C. ","","","","","3"
"Not at all","2003","35-65 y.","Single parent ","","","","","3"
"Not at all","2003","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Not at all","2003","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Not at all","2003","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Not at all","2003","66 and older","1-pers.-HH","","","","","3"
"Not at all","2003","66 and older","(Married) couple without C. ","","","","","3"
"Not at all","2003","66 and older","Single parent ","","","","","3"
"Strong","2003","16-34 y.","1-pers.-HH","","","","","1"
"Strong","2003","16-34 y.","(Married) couple without C. ","","","","","1"
"Strong","2003","16-34 y.","Single parent ","","","","","1"
"Strong","2003","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Strong","2003","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Strong","2003","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Strong","2003","35-65 y.","1-pers.-HH","","","","","1"
"Strong","2003","35-65 y.","(Married) couple without C. ","","","","","1"
"Strong","2003","35-65 y.","Single parent ","","","","","1"
"Strong","2003","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Strong","2003","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Strong","2003","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Strong","2003","66 and older","1-pers.-HH","","","","","1"
"Strong","2003","66 and older","(Married) couple without C. ","","","","","1"
"Strong","2003","66 and older","Single parent ","","","","","1"
"Strong","2003","66 and older","Couple + C. LE 16 ","","","","","1"
"Strong","2003","66 and older","Couple + C. GT 16 ","","","","","1"
"Strong","2003","66 and older","Couple + C. LE and GT 16","","","","","1"
"A little","2004","35-65 y.","Single parent ","144","0.253052036162539","0.217171524215422","0.288932548109656","2"
"A little","2004","35-65 y.","(Married) couple without C. ","1399","0.369194652352276","0.354054710768337","0.384334593936215","2"
"A little","2004","35-65 y.","1-pers.-HH","345","0.295943332983498","0.270127587227099","0.321759078739897","2"
"A little","2004","35-65 y.","Couple + C. LE 16 ","609","0.243005720200695","0.227228883076558","0.258782557324831","2"
"A little","2004","16-34 y.","Couple + C. LE and GT 16","51","0.0823517325804957","0.0614895535094346","0.103213911651557","2"
"A little","2004","35-65 y.","Couple + C. GT 16 ","812","0.383901773055033","0.364039170139123","0.403764375970943","2"
"A little","2004","66 and older","Couple + C. GT 16 ","79","0.526207187156487","0.450250385575606","0.602163988737367","2"
"A little","2004","16-34 y.","Couple + C. GT 16 ","169","0.120331647367652","0.103579776623058","0.137083518112247","2"
"A little","2004","66 and older","Couple + C. LE and GT 16","2","","","","2"
"A little","2004","66 and older","Couple + C. LE 16 ","1","","","","2"
"A little","2004","35-65 y.","Couple + C. LE and GT 16","297","0.310552358570431","0.283453116726391","0.337651600414471","2"
"A little","2004","16-34 y.","Couple + C. LE 16 ","214","0.169915439981659","0.148867361587358","0.19096351837596","2"
"A little","2004","16-34 y.","(Married) couple without C. ","177","0.155726443502687","0.13358263817641","0.177870248828965","2"
"A little","2004","16-34 y.","Single parent ","45","0.10951365103967","0.0810686890609496","0.137958613018389","2"
"A little","2004","16-34 y.","1-pers.-HH","99","0.166772428584269","0.138137141637012","0.195407715531526","2"
"A little","2004","66 and older","1-pers.-HH","432","0.41170767723999","0.382274508278175","0.441140846201805","2"
"A little","2004","66 and older","(Married) couple without C. ","1082","0.472448973623227","0.452199471965748","0.492698475280706","2"
"A little","2004","66 and older","Single parent ","28","","","","2"
"Not at all","2004","35-65 y.","1-pers.-HH","730","0.595330124844755","0.567570988204588","0.623089261484921","3"
"Not at all","2004","16-34 y.","Couple + C. LE and GT 16","608","0.904726088310809","0.882445290933893","0.927006885687726","3"
"Not at all","2004","66 and older","Couple + C. LE 16 ","3","","","","3"
"Not at all","2004","66 and older","Couple + C. LE and GT 16","1","","","","3"
"Not at all","2004","66 and older","Couple + C. GT 16 ","49","0.279085140601417","0.210850581052079","0.347319700150756","3"
"Not at all","2004","16-34 y.","Couple + C. GT 16 ","1261","0.868671546419442","0.851280684309624","0.88606240852926","3"
"Not at all","2004","16-34 y.","(Married) couple without C. ","836","0.815252512567699","0.791551613435365","0.838953411700034","3"
"Not at all","2004","16-34 y.","Couple + C. LE 16 ","993","0.81575853689977","0.794031056687017","0.837486017112523","3"
"Not at all","2004","16-34 y.","Single parent ","408","0.869491692537753","0.838807874918316","0.900175510157189","3"
"Not at all","2004","16-34 y.","1-pers.-HH","545","0.819654723656814","0.790120507059044","0.849188940254585","3"
"Not at all","2004","35-65 y.","(Married) couple without C. ","2062","0.495528337032199","0.479842725652089","0.511213948412309","3"
"Not at all","2004","35-65 y.","Single parent ","381","0.672069016900547","0.633324816558446","0.710813217242648","3"
"Not at all","2004","35-65 y.","Couple + C. LE 16 ","2164","0.730428976793647","0.714106314509534","0.74675163907776","3"
"Not at all","2004","35-65 y.","Couple + C. GT 16 ","1327","0.536730934899977","0.516365387586431","0.557096482213522","3"
"Not at all","2004","35-65 y.","Couple + C. LE and GT 16","776","0.640122024170562","0.612012849180484","0.668231199160641","3"
"Not at all","2004","66 and older","1-pers.-HH","235","0.185845367761109","0.162581856258273","0.209108879263946","3"
"Not at all","2004","66 and older","(Married) couple without C. ","621","0.244475512675974","0.227043537300405","0.261907488051543","3"
"Not at all","2004","66 and older","Single parent ","7","","","","3"
"Strong","2004","16-34 y.","1-pers.-HH","7","","","","1"
"Strong","2004","16-34 y.","(Married) couple without C. ","17","","","","1"
"Strong","2004","16-34 y.","Single parent ","10","","","","1"
"Strong","2004","16-34 y.","Couple + C. LE 16 ","16","","","","1"
"Strong","2004","16-34 y.","Couple + C. GT 16 ","19","","","","1"
"Strong","2004","16-34 y.","Couple + C. LE and GT 16","8","","","","1"
"Strong","2004","35-65 y.","1-pers.-HH","126","0.108726542171747","0.0911209814220596","0.126332102921435","1"
"Strong","2004","35-65 y.","(Married) couple without C. ","442","0.135277010615525","0.124547020626832","0.146007000604218","1"
"Strong","2004","35-65 y.","Single parent ","39","0.0748789469369142","0.0531575533380666","0.0966003405357619","1"
"Strong","2004","35-65 y.","Couple + C. LE 16 ","66","0.026565303005658","0.0206500109385205","0.0324805950727955","1"
"Strong","2004","35-65 y.","Couple + C. GT 16 ","164","0.0793672920449901","0.0683273929596885","0.0904071911302917","1"
"Strong","2004","35-65 y.","Couple + C. LE and GT 16","47","0.0493256172590066","0.0366435153200148","0.0620077191979984","1"
"Strong","2004","66 and older","1-pers.-HH","407","0.402446954998901","0.373118545930936","0.431775364066866","1"
"Strong","2004","66 and older","(Married) couple without C. ","632","0.283075513700799","0.264803243550694","0.301347783850904","1"
"Strong","2004","66 and older","Single parent ","35","0.486672872206573","0.369584235774794","0.603761508638351","1"
"Strong","2004","66 and older","Couple + C. LE 16 ","","","","","1"
"Strong","2004","66 and older","Couple + C. GT 16 ","38","0.194707672242096","0.134470807382455","0.254944537101736","1"
"Strong","2004","66 and older","Couple + C. LE and GT 16","","","","","1"
"A little","2005","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"A little","2005","35-65 y.","1-pers.-HH","","","","","2"
"A little","2005","35-65 y.","(Married) couple without C. ","","","","","2"
"A little","2005","35-65 y.","Single parent ","","","","","2"
"A little","2005","16-34 y.","Couple + C. GT 16 ","","","","","2"
"A little","2005","35-65 y.","Couple + C. LE 16 ","","","","","2"
"A little","2005","16-34 y.","Couple + C. LE 16 ","","","","","2"
"A little","2005","16-34 y.","Single parent ","","","","","2"
"A little","2005","16-34 y.","(Married) couple without C. ","","","","","2"
"A little","2005","35-65 y.","Couple + C. GT 16 ","","","","","2"
"A little","2005","66 and older","Couple + C. LE 16 ","","","","","2"
"A little","2005","66 and older","Couple + C. GT 16 ","","","","","2"
"A little","2005","66 and older","Couple + C. LE and GT 16","","","","","2"
"A little","2005","16-34 y.","1-pers.-HH","","","","","2"
"A little","2005","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"A little","2005","66 and older","1-pers.-HH","","","","","2"
"A little","2005","66 and older","(Married) couple without C. ","","","","","2"
"A little","2005","66 and older","Single parent ","","","","","2"
"Not at all","2005","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Not at all","2005","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Not at all","2005","16-34 y.","Single parent ","","","","","3"
"Not at all","2005","16-34 y.","(Married) couple without C. ","","","","","3"
"Not at all","2005","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Not at all","2005","35-65 y.","1-pers.-HH","","","","","3"
"Not at all","2005","66 and older","Couple + C. LE 16 ","","","","","3"
"Not at all","2005","66 and older","Couple + C. GT 16 ","","","","","3"
"Not at all","2005","66 and older","Couple + C. LE and GT 16","","","","","3"
"Not at all","2005","16-34 y.","1-pers.-HH","","","","","3"
"Not at all","2005","35-65 y.","(Married) couple without C. ","","","","","3"
"Not at all","2005","35-65 y.","Single parent ","","","","","3"
"Not at all","2005","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Not at all","2005","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Not at all","2005","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Not at all","2005","66 and older","1-pers.-HH","","","","","3"
"Not at all","2005","66 and older","(Married) couple without C. ","","","","","3"
"Not at all","2005","66 and older","Single parent ","","","","","3"
"Strong","2005","16-34 y.","1-pers.-HH","","","","","1"
"Strong","2005","16-34 y.","(Married) couple without C. ","","","","","1"
"Strong","2005","16-34 y.","Single parent ","","","","","1"
"Strong","2005","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Strong","2005","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Strong","2005","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Strong","2005","35-65 y.","1-pers.-HH","","","","","1"
"Strong","2005","35-65 y.","(Married) couple without C. ","","","","","1"
"Strong","2005","35-65 y.","Single parent ","","","","","1"
"Strong","2005","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Strong","2005","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Strong","2005","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Strong","2005","66 and older","1-pers.-HH","","","","","1"
"Strong","2005","66 and older","(Married) couple without C. ","","","","","1"
"Strong","2005","66 and older","Single parent ","","","","","1"
"Strong","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"Strong","2005","66 and older","Couple + C. GT 16 ","","","","","1"
"Strong","2005","66 and older","Couple + C. LE and GT 16","","","","","1"
"A little","2006","16-34 y.","Couple + C. LE 16 ","211","0.187469939997258","0.164540890728129","0.210398989266387","2"
"A little","2006","16-34 y.","Couple + C. GT 16 ","162","0.130344309083252","0.11187109502561","0.148817523140894","2"
"A little","2006","16-34 y.","Couple + C. LE and GT 16","45","0.100409969205402","0.0736897085525768","0.127130229858227","2"
"A little","2006","35-65 y.","1-pers.-HH","398","0.297504619116955","0.273090959445598","0.321918278788311","2"
"A little","2006","35-65 y.","(Married) couple without C. ","1447","0.370621236410914","0.355828710771179","0.38541376205065","2"
"A little","2006","35-65 y.","Single parent ","202","0.32299202485709","0.287153344586216","0.358830705127963","2"
"A little","2006","35-65 y.","Couple + C. LE 16 ","598","0.23520034139376","0.219513252560651","0.250887430226868","2"
"A little","2006","66 and older","Couple + C. GT 16 ","69","0.455806362216991","0.379348665588417","0.532264058845566","2"
"A little","2006","66 and older","Couple + C. LE and GT 16","2","","","","2"
"A little","2006","16-34 y.","Single parent ","68","0.149577532565306","0.116477287685826","0.182677777444786","2"
"A little","2006","66 and older","Couple + C. LE 16 ","","","","","2"
"A little","2006","16-34 y.","1-pers.-HH","114","0.162712977002141","0.13567713775698","0.189748816247302","2"
"A little","2006","16-34 y.","(Married) couple without C. ","162","0.196841659745375","0.171531026068663","0.222152293422088","2"
"A little","2006","35-65 y.","Couple + C. GT 16 ","797","0.365874767247674","0.345883081959768","0.385866452535581","2"
"A little","2006","35-65 y.","Couple + C. LE and GT 16","303","0.369617803528951","0.339759876994496","0.399475730063407","2"
"A little","2006","66 and older","1-pers.-HH","542","0.421746399320742","0.394755803527665","0.44873699511382","2"
"A little","2006","66 and older","(Married) couple without C. ","1285","0.46360328596747","0.445224166719573","0.481982405215366","2"
"A little","2006","66 and older","Single parent ","33","0.545378865437353","0.427889783981989","0.662867946892717","2"
"Not at all","2006","16-34 y.","Couple + C. GT 16 ","1106","0.859996181494326","0.840957320819174","0.879035042169478","3"
"Not at all","2006","66 and older","Couple + C. LE 16 ","5","","","","3"
"Not at all","2006","66 and older","Couple + C. GT 16 ","47","0.27485588635061","0.20631985178219","0.343391920919031","3"
"Not at all","2006","16-34 y.","Couple + C. LE and GT 16","436","0.883763052306126","0.855267966083034","0.912258138529218","3"
"Not at all","2006","66 and older","Couple + C. LE and GT 16","3","","","","3"
"Not at all","2006","35-65 y.","1-pers.-HH","828","0.604951076883234","0.578844504154869","0.631057649611598","3"
"Not at all","2006","16-34 y.","(Married) couple without C. ","770","0.786019028602941","0.759912565982152","0.81212549122373","3"
"Not at all","2006","16-34 y.","Couple + C. LE 16 ","885","0.797155015239728","0.773530982410859","0.820779048068596","3"
"Not at all","2006","16-34 y.","Single parent ","373","0.836731286004517","0.802428835085684","0.87103373692335","3"
"Not at all","2006","16-34 y.","1-pers.-HH","596","0.829687873906598","0.80215371994422","0.857222027868976","3"
"Not at all","2006","35-65 y.","(Married) couple without C. ","2235","0.519411554176178","0.504109011344517","0.534714097007838","3"
"Not at all","2006","35-65 y.","Single parent ","399","0.594541542848126","0.556912471409846","0.632170614286405","3"
"Not at all","2006","35-65 y.","Couple + C. LE 16 ","2136","0.728175311292487","0.711719777904468","0.744630844680505","3"
"Not at all","2006","35-65 y.","Couple + C. GT 16 ","1267","0.554058193777235","0.533427565941153","0.574688821613317","3"
"Not at all","2006","35-65 y.","Couple + C. LE and GT 16","655","0.572005330843577","0.541399762226847","0.602610899460306","3"
"Not at all","2006","66 and older","1-pers.-HH","283","0.199369002869074","0.177533026018944","0.221204979719203","3"
"Not at all","2006","66 and older","(Married) couple without C. ","822","0.263075889352744","0.246848065121649","0.279303713583839","3"
"Not at all","2006","66 and older","Single parent ","7","","","","3"
"Strong","2006","16-34 y.","1-pers.-HH","6","","","","1"
"Strong","2006","16-34 y.","(Married) couple without C. ","16","","","","1"
"Strong","2006","16-34 y.","Single parent ","5","","","","1"
"Strong","2006","16-34 y.","Couple + C. LE 16 ","17","","","","1"
"Strong","2006","16-34 y.","Couple + C. GT 16 ","8","","","","1"
"Strong","2006","16-34 y.","Couple + C. LE and GT 16","5","","","","1"
"Strong","2006","35-65 y.","1-pers.-HH","121","0.0975443039998116","0.0816998165259919","0.113388791473631","1"
"Strong","2006","35-65 y.","(Married) couple without C. ","413","0.109967209412908","0.10038521874108","0.119549200084736","1"
"Strong","2006","35-65 y.","Single parent ","53","0.0824664322947845","0.0613845783173233","0.103548286272246","1"
"Strong","2006","35-65 y.","Couple + C. LE 16 ","74","0.0366243473137536","0.0296767871021006","0.0435719075254065","1"
"Strong","2006","35-65 y.","Couple + C. GT 16 ","166","0.0800670389750911","0.068802831702763","0.0913312462474193","1"
"Strong","2006","35-65 y.","Couple + C. LE and GT 16","46","0.0583768656274719","0.0438744555542629","0.0728792757006808","1"
"Strong","2006","66 and older","1-pers.-HH","461","0.378884597810184","0.35237108745191","0.405398108168459","1"
"Strong","2006","66 and older","(Married) couple without C. ","721","0.273320824679787","0.256895418913162","0.289746230446411","1"
"Strong","2006","66 and older","Single parent ","29","","","","1"
"Strong","2006","66 and older","Couple + C. LE 16 ","","","","","1"
"Strong","2006","66 and older","Couple + C. GT 16 ","47","0.269337751432398","0.201235536279585","0.337439966585211","1"
"Strong","2006","66 and older","Couple + C. LE and GT 16","1","","","","1"
"A little","2007","35-65 y.","1-pers.-HH","","","","","2"
"A little","2007","35-65 y.","(Married) couple without C. ","","","","","2"
"A little","2007","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"A little","2007","16-34 y.","Couple + C. GT 16 ","","","","","2"
"A little","2007","16-34 y.","Couple + C. LE 16 ","","","","","2"
"A little","2007","16-34 y.","Single parent ","","","","","2"
"A little","2007","16-34 y.","(Married) couple without C. ","","","","","2"
"A little","2007","35-65 y.","Single parent ","","","","","2"
"A little","2007","35-65 y.","Couple + C. LE 16 ","","","","","2"
"A little","2007","66 and older","Couple + C. LE 16 ","","","","","2"
"A little","2007","66 and older","Couple + C. GT 16 ","","","","","2"
"A little","2007","66 and older","Couple + C. LE and GT 16","","","","","2"
"A little","2007","16-34 y.","1-pers.-HH","","","","","2"
"A little","2007","35-65 y.","Couple + C. GT 16 ","","","","","2"
"A little","2007","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"A little","2007","66 and older","1-pers.-HH","","","","","2"
"A little","2007","66 and older","(Married) couple without C. ","","","","","2"
"A little","2007","66 and older","Single parent ","","","","","2"
"Not at all","2007","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Not at all","2007","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Not at all","2007","16-34 y.","Single parent ","","","","","3"
"Not at all","2007","16-34 y.","(Married) couple without C. ","","","","","3"
"Not at all","2007","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Not at all","2007","66 and older","Couple + C. GT 16 ","","","","","3"
"Not at all","2007","66 and older","Couple + C. LE and GT 16","","","","","3"
"Not at all","2007","66 and older","Couple + C. LE 16 ","","","","","3"
"Not at all","2007","16-34 y.","1-pers.-HH","","","","","3"
"Not at all","2007","35-65 y.","1-pers.-HH","","","","","3"
"Not at all","2007","35-65 y.","(Married) couple without C. ","","","","","3"
"Not at all","2007","35-65 y.","Single parent ","","","","","3"
"Not at all","2007","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Not at all","2007","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Not at all","2007","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Not at all","2007","66 and older","1-pers.-HH","","","","","3"
"Not at all","2007","66 and older","(Married) couple without C. ","","","","","3"
"Not at all","2007","66 and older","Single parent ","","","","","3"
"Strong","2007","16-34 y.","1-pers.-HH","","","","","1"
"Strong","2007","16-34 y.","(Married) couple without C. ","","","","","1"
"Strong","2007","16-34 y.","Single parent ","","","","","1"
"Strong","2007","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Strong","2007","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Strong","2007","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Strong","2007","35-65 y.","1-pers.-HH","","","","","1"
"Strong","2007","35-65 y.","(Married) couple without C. ","","","","","1"
"Strong","2007","35-65 y.","Single parent ","","","","","1"
"Strong","2007","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Strong","2007","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Strong","2007","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Strong","2007","66 and older","1-pers.-HH","","","","","1"
"Strong","2007","66 and older","(Married) couple without C. ","","","","","1"
"Strong","2007","66 and older","Single parent ","","","","","1"
"Strong","2007","66 and older","Couple + C. LE 16 ","","","","","1"
"Strong","2007","66 and older","Couple + C. GT 16 ","","","","","1"
"Strong","2007","66 and older","Couple + C. LE and GT 16","","","","","1"
"A little","2008","16-34 y.","Couple + C. LE 16 ","162","0.194449134308478","0.168135084394565","0.220763184222392","2"
"A little","2008","16-34 y.","Couple + C. GT 16 ","148","0.118078677977177","0.0994601282540859","0.136697227700268","2"
"A little","2008","35-65 y.","1-pers.-HH","360","0.291528842489135","0.26612063654344","0.316937048434831","2"
"A little","2008","35-65 y.","(Married) couple without C. ","1198","0.36347045679024","0.347457274304206","0.379483639276274","2"
"A little","2008","16-34 y.","Couple + C. LE and GT 16","35","0.0816372677131503","0.0541071765843751","0.109167358841926","2"
"A little","2008","16-34 y.","Single parent ","53","0.107163386214657","0.0782939697072149","0.136032802722099","2"
"A little","2008","16-34 y.","1-pers.-HH","100","0.145438786545787","0.117346821875926","0.173530751215648","2"
"A little","2008","16-34 y.","(Married) couple without C. ","158","0.226733936105382","0.197916163968198","0.255551708242565","2"
"A little","2008","35-65 y.","Single parent ","178","0.359675123318982","0.320551455787321","0.398798790850643","2"
"A little","2008","35-65 y.","Couple + C. LE 16 ","473","0.223859589718706","0.206970814247558","0.240748365189853","2"
"A little","2008","66 and older","Couple + C. LE 16 ","","","","","2"
"A little","2008","66 and older","Couple + C. GT 16 ","81","0.417772802187369","0.346511212614289","0.48903439176045","2"
