"ple0004","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"A little","2002","Bavaria","Urban Area","437","0.291934501836286","0.269740020468424","0.314128983204148"
"A little","2002","Bavaria","Rural Area","455","0.3043692008128","0.282180451547472","0.326557950078128"
"A little","2002","Berlin","Urban Area","264","0.331909964991173","0.299931822520257","0.363888107462089"
"A little","2002","Berlin","Rural Area","","","",""
"A little","2002","Brandenburg","Urban Area","24","","",""
"A little","2002","Brandenburg","Rural Area","303","0.359834435567048","0.328495574347956","0.391173296786141"
"A little","2002","Mecklenburg-Western Pomerania","Urban Area","21","","",""
"A little","2002","Mecklenburg-Western Pomerania","Rural Area","171","0.416114594714298","0.370265909077895","0.461963280350701"
"A little","2002","Saxony","Urban Area","252","0.340206583792314","0.307355473890095","0.373057693694533"
"A little","2002","Saxony","Rural Area","255","0.313092576707078","0.282043894635693","0.344141258778463"
"A little","2002","Saxony-Anhalt","Urban Area","89","0.355400161953971","0.296069117534346","0.414731206373595"
"A little","2002","Saxony-Anhalt","Rural Area","244","0.34327383083316","0.308640680205812","0.377906981460508"
"A little","2002","Thuringia","Urban Area","83","0.297166655007286","0.244385600349451","0.34994770966512"
"A little","2002","Thuringia","Rural Area","221","0.376764021648047","0.340369542764256","0.413158500531839"
"Not at all","2002","Schleswig-Holstein","Urban Area","219","0.62379380054695","0.569780296497776","0.677807304596125"
"Not at all","2002","Schleswig-Holstein","Rural Area","267","0.592458607103187","0.545182804350776","0.639734409855597"
"Not at all","2002","Hamburg","Urban Area","219","0.550659372809968","0.496909244723278","0.604409500896659"
"Not at all","2002","Hamburg","Rural Area","","","",""
"Not at all","2002","Lower Saxony","Urban Area","654","0.595014963092146","0.564889659135706","0.625140267048586"
"Not at all","2002","Lower Saxony","Rural Area","575","0.552723945720484","0.52135308761515","0.584094803825817"
"Not at all","2002","Bremen","Urban Area","111","0.577701447068529","0.504099964283298","0.651302929853761"
"Not at all","2002","Bremen","Rural Area","","","",""
"Not at all","2002","North Rhine-Westphalia","Urban Area","3018","0.5811858152341","0.567176064481328","0.595195565986872"
"Not at all","2002","North Rhine-Westphalia","Rural Area","96","0.858452815963653","0.795557845271983","0.921347786655322"
"Not at all","2002","Hesse","Urban Area","858","0.592435614724643","0.566135817827216","0.61873541162207"
"Not at all","2002","Hesse","Rural Area","189","0.584728393860981","0.529244109710937","0.640212678011024"
"Not at all","2002","Rhineland-Palatinate,Saarland","Urban Area","679","0.610254258909012","0.580628544983046","0.639879972834978"
"Not at all","2002","Rhineland-Palatinate,Saarland","Rural Area","201","0.565131548347749","0.512281733747835","0.617981362947662"
"Not at all","2002","Baden-Württemberg","Urban Area","1669","0.59892389298588","0.579904700378103","0.617943085593657"
"Not at all","2002","Baden-Württemberg","Rural Area","160","0.559699758151663","0.499007464423135","0.620392051880191"
"Not at all","2002","Bavaria","Urban Area","1044","0.592596387086832","0.568610404724061","0.616582369449604"
"Not at all","2002","Bavaria","Rural Area","1069","0.598220463266775","0.5745793671456","0.621861559387951"
"Not at all","2002","Berlin","Urban Area","490","0.561574227568352","0.527878315791588","0.595270139345117"
"Not at all","2002","Berlin","Rural Area","","","",""
"Not at all","2002","Brandenburg","Urban Area","36","0.542191373160368","0.422894522896822","0.661488223423913"
"Not at all","2002","Brandenburg","Rural Area","482","0.497012339835406","0.464364988975398","0.529659690695415"
"Not at all","2002","Mecklenburg-Western Pomerania","Urban Area","45","0.504245480371343","0.388757658362927","0.61973330237976"
"Not at all","2002","Mecklenburg-Western Pomerania","Rural Area","227","0.454938155641243","0.408619528571767","0.501256782710719"
"Not at all","2002","Saxony","Urban Area","473","0.545052479033461","0.510524233411513","0.579580724655409"
"Not at all","2002","Saxony","Rural Area","512","0.556164181397995","0.522900496208365","0.589427866587625"
"Not at all","2002","Saxony-Anhalt","Urban Area","132","0.491041396914654","0.429071843007345","0.553010950821962"
"Not at all","2002","Saxony-Anhalt","Rural Area","383","0.502453117333194","0.465982403014568","0.53892383165182"
"Not at all","2002","Thuringia","Urban Area","185","0.617019796222155","0.560877579145647","0.673162013298663"
"Not at all","2002","Thuringia","Rural Area","391","0.501531459804528","0.463978644417179","0.539084275191876"
"Strong","2003","Schleswig-Holstein","Urban Area","","","",""
"Strong","2003","Schleswig-Holstein","Rural Area","","","",""
"Strong","2003","Hamburg","Urban Area","","","",""
"Strong","2003","Hamburg","Rural Area","","","",""
"Strong","2003","Lower Saxony","Urban Area","","","",""
"Strong","2003","Lower Saxony","Rural Area","","","",""
"Strong","2003","Bremen","Urban Area","","","",""
"Strong","2003","Bremen","Rural Area","","","",""
"Strong","2003","North Rhine-Westphalia","Urban Area","","","",""
"Strong","2003","North Rhine-Westphalia","Rural Area","","","",""
"Strong","2003","Hesse","Urban Area","","","",""
"Strong","2003","Hesse","Rural Area","","","",""
"Strong","2003","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Strong","2003","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Strong","2003","Baden-Württemberg","Urban Area","","","",""
"Strong","2003","Baden-Württemberg","Rural Area","","","",""
"Strong","2003","Bavaria","Urban Area","","","",""
"Strong","2003","Bavaria","Rural Area","","","",""
"Strong","2003","Berlin","Urban Area","","","",""
"Strong","2003","Berlin","Rural Area","","","",""
"Strong","2003","Brandenburg","Urban Area","","","",""
"Strong","2003","Brandenburg","Rural Area","","","",""
"Strong","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Strong","2003","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Strong","2003","Saxony","Urban Area","","","",""
"Strong","2003","Saxony","Rural Area","","","",""
"Strong","2003","Saxony-Anhalt","Urban Area","","","",""
"Strong","2003","Saxony-Anhalt","Rural Area","","","",""
"Strong","2003","Thuringia","Urban Area","","","",""
"Strong","2003","Thuringia","Rural Area","","","",""
"A little","2003","Schleswig-Holstein","Urban Area","","","",""
"A little","2003","Schleswig-Holstein","Rural Area","","","",""
"A little","2003","Hamburg","Urban Area","","","",""
"A little","2003","Hamburg","Rural Area","","","",""
"A little","2003","Lower Saxony","Urban Area","","","",""
"A little","2003","Lower Saxony","Rural Area","","","",""
"A little","2003","Bremen","Urban Area","","","",""
"A little","2003","Bremen","Rural Area","","","",""
"A little","2003","North Rhine-Westphalia","Urban Area","","","",""
"A little","2003","North Rhine-Westphalia","Rural Area","","","",""
"A little","2003","Hesse","Urban Area","","","",""
"A little","2003","Hesse","Rural Area","","","",""
"A little","2003","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"A little","2003","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"A little","2003","Baden-Württemberg","Urban Area","","","",""
"A little","2003","Baden-Württemberg","Rural Area","","","",""
"A little","2003","Bavaria","Urban Area","","","",""
"A little","2003","Bavaria","Rural Area","","","",""
"A little","2003","Berlin","Urban Area","","","",""
"A little","2003","Berlin","Rural Area","","","",""
"A little","2003","Brandenburg","Urban Area","","","",""
"A little","2003","Brandenburg","Rural Area","","","",""
"A little","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little","2003","Mecklenburg-Western Pomerania","Rural Area","","","",""
"A little","2003","Saxony","Urban Area","","","",""
"A little","2003","Saxony","Rural Area","","","",""
"A little","2003","Saxony-Anhalt","Urban Area","","","",""
"A little","2003","Saxony-Anhalt","Rural Area","","","",""
"A little","2003","Thuringia","Urban Area","","","",""
"A little","2003","Thuringia","Rural Area","","","",""
"Not at all","2003","Schleswig-Holstein","Urban Area","","","",""
"Not at all","2003","Schleswig-Holstein","Rural Area","","","",""
"Not at all","2003","Hamburg","Urban Area","","","",""
"Not at all","2003","Hamburg","Rural Area","","","",""
"Not at all","2003","Lower Saxony","Urban Area","","","",""
"Not at all","2003","Lower Saxony","Rural Area","","","",""
"Not at all","2003","Bremen","Urban Area","","","",""
"Not at all","2003","Bremen","Rural Area","","","",""
"Not at all","2003","North Rhine-Westphalia","Urban Area","","","",""
"Not at all","2003","North Rhine-Westphalia","Rural Area","","","",""
"Not at all","2003","Hesse","Urban Area","","","",""
"Not at all","2003","Hesse","Rural Area","","","",""
"Not at all","2003","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Not at all","2003","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Not at all","2003","Baden-Württemberg","Urban Area","","","",""
"Not at all","2003","Baden-Württemberg","Rural Area","","","",""
"Not at all","2003","Bavaria","Urban Area","","","",""
"Not at all","2003","Bavaria","Rural Area","","","",""
"Not at all","2003","Berlin","Urban Area","","","",""
"Not at all","2003","Berlin","Rural Area","","","",""
"Not at all","2003","Brandenburg","Urban Area","","","",""
"Not at all","2003","Brandenburg","Rural Area","","","",""
"Not at all","2003","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Not at all","2003","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Not at all","2003","Saxony","Urban Area","","","",""
"Not at all","2003","Saxony","Rural Area","","","",""
"Not at all","2003","Saxony-Anhalt","Urban Area","","","",""
"Not at all","2003","Saxony-Anhalt","Rural Area","","","",""
"Not at all","2003","Thuringia","Urban Area","","","",""
"Not at all","2003","Thuringia","Rural Area","","","",""
"Strong","2004","Schleswig-Holstein","Urban Area","22","","",""
"Strong","2004","Schleswig-Holstein","Rural Area","42","0.123489414590858","0.0907111424153107","0.156267686766406"
"Strong","2004","Hamburg","Urban Area","35","0.165660694965027","0.123379139342063","0.207942250587991"
"Strong","2004","Hamburg","Rural Area","","","",""
"Strong","2004","Lower Saxony","Urban Area","88","0.122000109096156","0.101296797669492","0.14270342052282"
"Strong","2004","Lower Saxony","Rural Area","86","0.109926165369023","0.0897793617085229","0.130072969029523"
"Strong","2004","Bremen","Urban Area","18","","",""
"Strong","2004","Bremen","Rural Area","","","",""
"Strong","2004","North Rhine-Westphalia","Urban Area","467","0.13821121470071","0.128062036570717","0.148360392830703"
"Strong","2004","North Rhine-Westphalia","Rural Area","8","","",""
"Strong","2004","Hesse","Urban Area","130","0.15000162736216","0.129688360967786","0.170314893756534"
"Strong","2004","Hesse","Rural Area","26","","",""
"Strong","2004","Rhineland-Palatinate,Saarland","Urban Area","104","0.124287572350423","0.103798937101648","0.144776207599199"
"Strong","2004","Rhineland-Palatinate,Saarland","Rural Area","27","","",""
"Strong","2004","Baden-Württemberg","Urban Area","213","0.112475495068441","0.0997953847342078","0.125155605402674"
"Strong","2004","Baden-Württemberg","Rural Area","16","","",""
"Strong","2004","Bavaria","Urban Area","130","0.113981282529377","0.0979206594141706","0.130041905644584"
"Strong","2004","Bavaria","Rural Area","128","0.102013243703164","0.0869163468666575","0.11711014053967"
"Strong","2004","Berlin","Urban Area","88","0.121514451226195","0.0990142264159165","0.144014676036473"
"Strong","2004","Berlin","Rural Area","","","",""
"Strong","2004","Brandenburg","Urban Area","5","","",""
"Strong","2004","Brandenburg","Rural Area","112","0.1736856424873","0.148036036929168","0.199335248045431"
"Strong","2004","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Strong","2004","Mecklenburg-Western Pomerania","Rural Area","43","0.106465896734535","0.0775809307567727","0.135350862712298"
"Strong","2004","Saxony","Urban Area","81","0.141218414240417","0.116779167465215","0.165657661015618"
"Strong","2004","Saxony","Rural Area","86","0.138546842840568","0.114547148671262","0.162546537009874"
"Strong","2004","Saxony-Anhalt","Urban Area","38","0.210481077107693","0.159436119280954","0.261526034934432"
"Strong","2004","Saxony-Anhalt","Rural Area","71","0.126805929703097","0.10181400491362","0.151797854492574"
"Strong","2004","Thuringia","Urban Area","25","","",""
"Strong","2004","Thuringia","Rural Area","77","0.154617884094525","0.127035454761997","0.182200313427054"
"A little","2004","Schleswig-Holstein","Urban Area","64","0.22605510883813","0.177997320680031","0.274112896996228"
"A little","2004","Schleswig-Holstein","Rural Area","96","0.281781770212502","0.236961211374569","0.326602329050434"
"A little","2004","Hamburg","Urban Area","65","0.247298344114367","0.198231072887815","0.29636561534092"
"A little","2004","Hamburg","Rural Area","","","",""
"A little","2004","Lower Saxony","Urban Area","265","0.316888789841227","0.287457342575422","0.346320237107033"
"A little","2004","Lower Saxony","Rural Area","279","0.32912107835812","0.298855950022513","0.359386206693727"
"A little","2004","Bremen","Urban Area","41","0.302533651668935","0.233072508885408","0.371994794452462"
"A little","2004","Bremen","Rural Area","","","",""
"A little","2004","North Rhine-Westphalia","Urban Area","1192","0.293609070507696","0.280216433282226","0.307001707733165"
"A little","2004","North Rhine-Westphalia","Rural Area","21","","",""
"A little","2004","Hesse","Urban Area","317","0.284243207334901","0.258583569748426","0.309902844921377"
"A little","2004","Hesse","Rural Area","71","0.241203373032661","0.188694537765389","0.293712208299932"
"A little","2004","Rhineland-Palatinate,Saarland","Urban Area","242","0.276060063222221","0.248296737959142","0.3038233884853"
"A little","2004","Rhineland-Palatinate,Saarland","Rural Area","100","0.356255673237054","0.302773341358945","0.409738005115163"
"A little","2004","Baden-Württemberg","Urban Area","625","0.288611210889131","0.270426181544774","0.306796240233488"
"A little","2004","Baden-Württemberg","Rural Area","81","0.42075446813347","0.357091363246806","0.484417573020133"
"A little","2004","Bavaria","Urban Area","398","0.304892473116028","0.281626376885267","0.328158569346788"
"A little","2004","Bavaria","Rural Area","437","0.298448025346403","0.275624184850942","0.321271865841865"
"A little","2004","Berlin","Urban Area","249","0.316337723894821","0.28431178412123","0.348363663668413"
"A little","2004","Berlin","Rural Area","","","",""
"A little","2004","Brandenburg","Urban Area","34","0.427001300341489","0.314301369862844","0.539701230820134"
"A little","2004","Brandenburg","Rural Area","292","0.344672684065274","0.312494713485752","0.376850654644795"
"A little","2004","Mecklenburg-Western Pomerania","Urban Area","24","","",""
"A little","2004","Mecklenburg-Western Pomerania","Rural Area","155","0.396073150026406","0.350270468338877","0.441875831713936"
"A little","2004","Saxony","Urban Area","243","0.335293131285736","0.302162615184185","0.368423647387287"
"A little","2004","Saxony","Rural Area","243","0.310302802335316","0.278165187854564","0.342440416816068"
"A little","2004","Saxony-Anhalt","Urban Area","90","0.383730384088758","0.322837923868433","0.444622844309084"
"A little","2004","Saxony-Anhalt","Rural Area","227","0.322687187385302","0.287574825697431","0.357799549073173"
"A little","2004","Thuringia","Urban Area","93","0.310006783556777","0.256217355047516","0.363796212066038"
"A little","2004","Thuringia","Rural Area","215","0.356138021419329","0.319605328702278","0.39267071413638"
"Not at all","2004","Schleswig-Holstein","Urban Area","205","0.663005141773894","0.608696157289971","0.717314126257816"
"Not at all","2004","Schleswig-Holstein","Rural Area","249","0.59472881519664","0.545815740677246","0.643641889716035"
"Not at all","2004","Hamburg","Urban Area","197","0.587040960920605","0.531044889687915","0.643037032153296"
"Not at all","2004","Hamburg","Rural Area","","","",""
"Not at all","2004","Lower Saxony","Urban Area","607","0.561111101062617","0.529719446766223","0.592502755359011"
"Not at all","2004","Lower Saxony","Rural Area","561","0.560952756272857","0.528988738140603","0.59291677440511"
"Not at all","2004","Bremen","Urban Area","109","0.561009232213064","0.485966930260859","0.636051534165268"
"Not at all","2004","Bremen","Rural Area","","","",""
"Not at all","2004","North Rhine-Westphalia","Urban Area","2783","0.568179714791594","0.553613282445775","0.582746147137413"
"Not at all","2004","North Rhine-Westphalia","Rural Area","78","0.736577805363346","0.65311524597685","0.820040364749842"
"Not at all","2004","Hesse","Urban Area","740","0.565755165302939","0.537558072996808","0.593952257609069"
"Not at all","2004","Hesse","Rural Area","158","0.62000309997723","0.560427975543033","0.679578224411426"
"Not at all","2004","Rhineland-Palatinate,Saarland","Urban Area","650","0.599652364427356","0.569223423927371","0.63008130492734"
"Not at all","2004","Rhineland-Palatinate,Saarland","Rural Area","181","0.534790162630648","0.479085841915104","0.590494483346191"
"Not at all","2004","Baden-Württemberg","Urban Area","1547","0.598913294042428","0.579243264613364","0.618583323471492"
"Not at all","2004","Baden-Württemberg","Rural Area","134","0.514536605356038","0.450085779932435","0.578987430779641"
"Not at all","2004","Bavaria","Urban Area","976","0.581126244354595","0.556191725473113","0.606060763236077"
"Not at all","2004","Bavaria","Rural Area","979","0.599538730950433","0.575098048702855","0.62397941319801"
"Not at all","2004","Berlin","Urban Area","473","0.562147824878984","0.527981788055747","0.596313861702221"
"Not at all","2004","Berlin","Rural Area","","","",""
"Not at all","2004","Brandenburg","Urban Area","35","0.50938752696198","0.395487014774266","0.623288039149693"
"Not at all","2004","Brandenburg","Rural Area","434","0.481641673447427","0.447811583724763","0.515471763170091"
"Not at all","2004","Mecklenburg-Western Pomerania","Urban Area","46","0.503085245859527","0.390675741946492","0.615494749772561"
"Not at all","2004","Mecklenburg-Western Pomerania","Rural Area","240","0.497460953239059","0.45063620613741","0.544285700340707"
"Not at all","2004","Saxony","Urban Area","456","0.523488454473847","0.488438209521415","0.55853869942628"
"Not at all","2004","Saxony","Rural Area","467","0.551150354824116","0.516598048132317","0.585702661515915"
"Not at all","2004","Saxony-Anhalt","Urban Area","117","0.405788538803548","0.344301235080136","0.46727584252696"
"Not at all","2004","Saxony-Anhalt","Rural Area","383","0.550506882911601","0.513145973869508","0.587867791953694"
"Not at all","2004","Thuringia","Urban Area","166","0.596472522297874","0.539413976586772","0.653531068008977"
"Not at all","2004","Thuringia","Rural Area","368","0.489244094486146","0.451107174318625","0.527381014653667"
"Strong","2005","Schleswig-Holstein","Urban Area","","","",""
"Strong","2005","Schleswig-Holstein","Rural Area","","","",""
"Strong","2005","Hamburg","Urban Area","","","",""
"Strong","2005","Hamburg","Rural Area","","","",""
"Strong","2005","Lower Saxony","Urban Area","","","",""
"Strong","2005","Lower Saxony","Rural Area","","","",""
"Strong","2005","Bremen","Urban Area","","","",""
"Strong","2005","Bremen","Rural Area","","","",""
"Strong","2005","North Rhine-Westphalia","Urban Area","","","",""
"Strong","2005","North Rhine-Westphalia","Rural Area","","","",""
"Strong","2005","Hesse","Urban Area","","","",""
"Strong","2005","Hesse","Rural Area","","","",""
"Strong","2005","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Strong","2005","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Strong","2005","Baden-Württemberg","Urban Area","","","",""
"Strong","2005","Baden-Württemberg","Rural Area","","","",""
"Strong","2005","Bavaria","Urban Area","","","",""
"Strong","2005","Bavaria","Rural Area","","","",""
"Strong","2005","Berlin","Urban Area","","","",""
"Strong","2005","Berlin","Rural Area","","","",""
"Strong","2005","Brandenburg","Urban Area","","","",""
"Strong","2005","Brandenburg","Rural Area","","","",""
"Strong","2005","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Strong","2005","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Strong","2005","Saxony","Urban Area","","","",""
"Strong","2005","Saxony","Rural Area","","","",""
"Strong","2005","Saxony-Anhalt","Urban Area","","","",""
"Strong","2005","Saxony-Anhalt","Rural Area","","","",""
"Strong","2005","Thuringia","Urban Area","","","",""
"Strong","2005","Thuringia","Rural Area","","","",""
"A little","2005","Schleswig-Holstein","Urban Area","","","",""
"A little","2005","Schleswig-Holstein","Rural Area","","","",""
"A little","2005","Hamburg","Urban Area","","","",""
"A little","2005","Hamburg","Rural Area","","","",""
"A little","2005","Lower Saxony","Urban Area","","","",""
"A little","2005","Lower Saxony","Rural Area","","","",""
"A little","2005","Bremen","Urban Area","","","",""
"A little","2005","Bremen","Rural Area","","","",""
"A little","2005","North Rhine-Westphalia","Urban Area","","","",""
"A little","2005","North Rhine-Westphalia","Rural Area","","","",""
"A little","2005","Hesse","Urban Area","","","",""
"A little","2005","Hesse","Rural Area","","","",""
"A little","2005","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"A little","2005","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"A little","2005","Baden-Württemberg","Urban Area","","","",""
"A little","2005","Baden-Württemberg","Rural Area","","","",""
"A little","2005","Bavaria","Urban Area","","","",""
"A little","2005","Bavaria","Rural Area","","","",""
"A little","2005","Berlin","Urban Area","","","",""
"A little","2005","Berlin","Rural Area","","","",""
"A little","2005","Brandenburg","Urban Area","","","",""
"A little","2005","Brandenburg","Rural Area","","","",""
"A little","2005","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little","2005","Mecklenburg-Western Pomerania","Rural Area","","","",""
"A little","2005","Saxony","Urban Area","","","",""
"A little","2005","Saxony","Rural Area","","","",""
"A little","2005","Saxony-Anhalt","Urban Area","","","",""
"A little","2005","Saxony-Anhalt","Rural Area","","","",""
"A little","2005","Thuringia","Urban Area","","","",""
"A little","2005","Thuringia","Rural Area","","","",""
"Not at all","2005","Schleswig-Holstein","Urban Area","","","",""
"Not at all","2005","Schleswig-Holstein","Rural Area","","","",""
"Not at all","2005","Hamburg","Urban Area","","","",""
"Not at all","2005","Hamburg","Rural Area","","","",""
"Not at all","2005","Lower Saxony","Urban Area","","","",""
"Not at all","2005","Lower Saxony","Rural Area","","","",""
"Not at all","2005","Bremen","Urban Area","","","",""
"Not at all","2005","Bremen","Rural Area","","","",""
"Not at all","2005","North Rhine-Westphalia","Urban Area","","","",""
"Not at all","2005","North Rhine-Westphalia","Rural Area","","","",""
"Not at all","2005","Hesse","Urban Area","","","",""
"Not at all","2005","Hesse","Rural Area","","","",""
"Not at all","2005","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Not at all","2005","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Not at all","2005","Baden-Württemberg","Urban Area","","","",""
"Not at all","2005","Baden-Württemberg","Rural Area","","","",""
"Not at all","2005","Bavaria","Urban Area","","","",""
"Not at all","2005","Bavaria","Rural Area","","","",""
"Not at all","2005","Berlin","Urban Area","","","",""
"Not at all","2005","Berlin","Rural Area","","","",""
"Not at all","2005","Brandenburg","Urban Area","","","",""
"Not at all","2005","Brandenburg","Rural Area","","","",""
"Not at all","2005","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Not at all","2005","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Not at all","2005","Saxony","Urban Area","","","",""
"Not at all","2005","Saxony","Rural Area","","","",""
"Not at all","2005","Saxony-Anhalt","Urban Area","","","",""
"Not at all","2005","Saxony-Anhalt","Rural Area","","","",""
"Not at all","2005","Thuringia","Urban Area","","","",""
"Not at all","2005","Thuringia","Rural Area","","","",""
"Strong","2006","Schleswig-Holstein","Urban Area","27","","",""
"Strong","2006","Schleswig-Holstein","Rural Area","52","0.143755315436735","0.108800782075651","0.178709848797819"
"Strong","2006","Hamburg","Urban Area","27","","",""
"Strong","2006","Hamburg","Rural Area","","","",""
"Strong","2006","Lower Saxony","Urban Area","89","0.103187274216208","0.084160888429596","0.12221366000282"
"Strong","2006","Lower Saxony","Rural Area","100","0.103977713585943","0.0849161064963667","0.123039320675519"
"Strong","2006","Bremen","Urban Area","13","","",""
"Strong","2006","Bremen","Rural Area","","","",""
"Strong","2006","North Rhine-Westphalia","Urban Area","453","0.118020300683186","0.108526065725614","0.127514535640758"
"Strong","2006","North Rhine-Westphalia","Rural Area","11","","",""
"Strong","2006","Hesse","Urban Area","134","0.124297331151439","0.105707962316971","0.142886699985907"
"Strong","2006","Hesse","Rural Area","35","0.160296103266048","0.116615561891852","0.203976644640245"
"Strong","2006","Rhineland-Palatinate,Saarland","Urban Area","103","0.108940475651704","0.0893838566471807","0.128497094656227"
"Strong","2006","Rhineland-Palatinate,Saarland","Rural Area","33","0.123409070140459","0.0870874810860612","0.159730659194856"
"Strong","2006","Baden-Württemberg","Urban Area","238","0.118626763664227","0.105941570904897","0.131311956423558"
"Strong","2006","Baden-Württemberg","Rural Area","27","","",""
"Strong","2006","Bavaria","Urban Area","130","0.110901003426712","0.0951254878180255","0.126676519035399"
"Strong","2006","Bavaria","Rural Area","175","0.127119418972316","0.110938460017096","0.143300377927536"
"Strong","2006","Berlin","Urban Area","81","0.119226444949553","0.0965863024824611","0.141866587416645"
"Strong","2006","Berlin","Rural Area","","","",""
"Strong","2006","Brandenburg","Urban Area","5","","",""
