"ple0004","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2002","1-pers.-HH","West Germany","391","0.188694603425872","0.172669447197985","0.204719759653758"
"Strong","2002","1-pers.-HH","East Germany","138","0.20938647982616","0.179851222218997","0.238921737433322"
"Strong","2002","(Married) couple without C. ","West Germany","755","0.158847905868287","0.149323352236901","0.168372459499673"
"Strong","2002","(Married) couple without C. ","East Germany","302","0.176510315695825","0.158965711415711","0.194054919975939"
"Strong","2002","Single parent ","West Germany","83","0.102084666580154","0.0815982942332219","0.122571038927086"
"Strong","2002","Single parent ","East Germany","17","","",""
"Strong","2002","Couple + C. LE 16 ","West Germany","85","0.0224483829771527","0.0177866157765501","0.0271101501777553"
"Strong","2002","Couple + C. LE 16 ","East Germany","30","0.0307257386129196","0.0192715493580807","0.0421799278677586"
"Strong","2002","Couple + C. GT 16 ","West Germany","191","0.0784319444570414","0.0686147666021293","0.0882491223119535"
"Strong","2002","Couple + C. GT 16 ","East Germany","59","0.0649671389622278","0.0505327173108749","0.0794015606135806"
"Strong","2002","Couple + C. LE and GT 16","West Germany","50","0.0388792975315276","0.0290607123341252","0.04869788272893"
"Strong","2002","Couple + C. LE and GT 16","East Germany","11","","",""
"A little","2002","1-pers.-HH","West Germany","668","0.310941140651626","0.291982918675308","0.329899362627944"
"A little","2002","1-pers.-HH","East Germany","244","0.343373404153067","0.308904546657249","0.377842261648884"
"A little","2002","(Married) couple without C. ","West Germany","1905","0.363125237573312","0.350594637880679","0.375655837265946"
"A little","2002","(Married) couple without C. ","East Germany","810","0.474887475664811","0.451907424252885","0.497867527076737"
"A little","2002","Single parent ","West Germany","186","0.219394531572335","0.191392096137536","0.247396967007134"
"A little","2002","Single parent ","East Germany","70","0.255217216176039","0.205465635758655","0.304968796593423"
"A little","2002","Couple + C. LE 16 ","West Germany","691","0.204432399063377","0.19174123062836","0.217123567498394"
"A little","2002","Couple + C. LE 16 ","East Germany","191","0.233620963780263","0.205536407777509","0.261705519783017"
"A little","2002","Couple + C. GT 16 ","West Germany","774","0.286749381318544","0.270235514218131","0.303263248418957"
"A little","2002","Couple + C. GT 16 ","East Germany","302","0.27008733722083","0.244084146562688","0.296090527878972"
"A little","2002","Couple + C. LE and GT 16","West Germany","300","0.211885528253447","0.191129414554091","0.232641641952802"
"A little","2002","Couple + C. LE and GT 16","East Germany","116","0.247744632574007","0.208464415837847","0.287024849310166"
"Not at all","2002","1-pers.-HH","West Germany","1231","0.500364255922503","0.479885657065977","0.520842854779028"
"Not at all","2002","1-pers.-HH","East Germany","347","0.447240116020774","0.411147117717757","0.48333311432379"
"Not at all","2002","(Married) couple without C. ","West Germany","2998","0.4780268565584","0.465011177025439","0.491042536091362"
"Not at all","2002","(Married) couple without C. ","East Germany","702","0.348602208639364","0.326673267710172","0.370531149568556"
"Not at all","2002","Single parent ","West Germany","570","0.678520801847511","0.646918033178889","0.710123570516133"
"Not at all","2002","Single parent ","East Germany","208","0.699141683989999","0.646805664162397","0.751477703817602"
"Not at all","2002","Couple + C. LE 16 ","West Germany","3103","0.77311921795947","0.759939373319854","0.786299062599087"
"Not at all","2002","Couple + C. LE 16 ","East Germany","651","0.735653297606817","0.706383926564391","0.764922668649244"
"Not at all","2002","Couple + C. GT 16 ","West Germany","1916","0.634818674224415","0.617237187816836","0.652400160631993"
"Not at all","2002","Couple + C. GT 16 ","East Germany","759","0.664945523816942","0.637302227745371","0.692588819888514"
"Not at all","2002","Couple + C. LE and GT 16","West Germany","1139","0.749235174215026","0.727218935242719","0.771251413187332"
"Not at all","2002","Couple + C. LE and GT 16","East Germany","337","0.735700646062904","0.695578170591768","0.77582312153404"
"Strong","2003","1-pers.-HH","West Germany","","","",""
"Strong","2003","1-pers.-HH","East Germany","","","",""
"Strong","2003","(Married) couple without C. ","West Germany","","","",""
"Strong","2003","(Married) couple without C. ","East Germany","","","",""
"Strong","2003","Single parent ","West Germany","","","",""
"Strong","2003","Single parent ","East Germany","","","",""
"Strong","2003","Couple + C. LE 16 ","West Germany","","","",""
"Strong","2003","Couple + C. LE 16 ","East Germany","","","",""
"Strong","2003","Couple + C. GT 16 ","West Germany","","","",""
"Strong","2003","Couple + C. GT 16 ","East Germany","","","",""
"Strong","2003","Couple + C. LE and GT 16","West Germany","","","",""
"Strong","2003","Couple + C. LE and GT 16","East Germany","","","",""
"A little","2003","1-pers.-HH","West Germany","","","",""
"A little","2003","1-pers.-HH","East Germany","","","",""
"A little","2003","(Married) couple without C. ","West Germany","","","",""
"A little","2003","(Married) couple without C. ","East Germany","","","",""
"A little","2003","Single parent ","West Germany","","","",""
"A little","2003","Single parent ","East Germany","","","",""
"A little","2003","Couple + C. LE 16 ","West Germany","","","",""
"A little","2003","Couple + C. LE 16 ","East Germany","","","",""
"A little","2003","Couple + C. GT 16 ","West Germany","","","",""
"A little","2003","Couple + C. GT 16 ","East Germany","","","",""
"A little","2003","Couple + C. LE and GT 16","West Germany","","","",""
"A little","2003","Couple + C. LE and GT 16","East Germany","","","",""
"Not at all","2003","1-pers.-HH","West Germany","","","",""
"Not at all","2003","1-pers.-HH","East Germany","","","",""
"Not at all","2003","(Married) couple without C. ","West Germany","","","",""
"Not at all","2003","(Married) couple without C. ","East Germany","","","",""
"Not at all","2003","Single parent ","West Germany","","","",""
"Not at all","2003","Single parent ","East Germany","","","",""
"Not at all","2003","Couple + C. LE 16 ","West Germany","","","",""
"Not at all","2003","Couple + C. LE 16 ","East Germany","","","",""
"Not at all","2003","Couple + C. GT 16 ","West Germany","","","",""
"Not at all","2003","Couple + C. GT 16 ","East Germany","","","",""
"Not at all","2003","Couple + C. LE and GT 16","West Germany","","","",""
"Not at all","2003","Couple + C. LE and GT 16","East Germany","","","",""
"Strong","2004","1-pers.-HH","West Germany","409","0.206010721409251","0.189137455334946","0.222883987483555"
"Strong","2004","1-pers.-HH","East Germany","131","0.200934016977345","0.171645208747662","0.230222825207027"
"Strong","2004","(Married) couple without C. ","West Germany","777","0.168443798903355","0.15850844556148","0.178379152245229"
"Strong","2004","(Married) couple without C. ","East Germany","314","0.212541209485666","0.193730459167686","0.231351959803647"
"Strong","2004","Single parent ","West Germany","67","0.0846097891110933","0.065420634201624","0.103798944020562"
"Strong","2004","Single parent ","East Germany","17","","",""
"Strong","2004","Couple + C. LE 16 ","West Germany","62","0.0222104718614438","0.0171931331265265","0.0272278105963612"
"Strong","2004","Couple + C. LE 16 ","East Germany","20","","",""
"Strong","2004","Couple + C. GT 16 ","West Germany","157","0.0602492719186084","0.0514183494710455","0.0690801943661713"
"Strong","2004","Couple + C. GT 16 ","East Germany","64","0.0603434533935252","0.0464535005161102","0.0742334062709401"
"Strong","2004","Couple + C. LE and GT 16","West Germany","41","0.0350044593594706","0.0253839420656449","0.0446249766532964"
"Strong","2004","Couple + C. LE and GT 16","East Germany","14","","",""
"A little","2004","1-pers.-HH","West Germany","639","0.30942679734997","0.290141304299569","0.328712290400372"
"A little","2004","1-pers.-HH","East Germany","237","0.340108944072617","0.30548083368016","0.374737054465073"
"A little","2004","(Married) couple without C. ","West Germany","1850","0.364718945240077","0.351940673672265","0.377497216807889"
"A little","2004","(Married) couple without C. ","East Germany","808","0.453921435209197","0.431029182159559","0.476813688258834"
"A little","2004","Single parent ","West Germany","155","0.197931254152252","0.170458297832415","0.225404210472088"
"A little","2004","Single parent ","East Germany","62","0.218429115719905","0.170792750134189","0.266065481305622"
"A little","2004","Couple + C. LE 16 ","West Germany","657","0.219050847691125","0.204969128262014","0.233132567120235"
"A little","2004","Couple + C. LE 16 ","East Germany","167","0.222676679061207","0.192941032416161","0.252412325706253"
"A little","2004","Couple + C. GT 16 ","West Germany","745","0.292270994057606","0.275391858933774","0.309150129181438"
"A little","2004","Couple + C. GT 16 ","East Germany","315","0.300721832215605","0.27397276857003","0.327470895861179"
"A little","2004","Couple + C. LE and GT 16","West Germany","264","0.228311127186671","0.206339676006405","0.250282578366938"
"A little","2004","Couple + C. LE and GT 16","East Germany","86","0.192594185558872","0.153356828162373","0.231831542955372"
"Not at all","2004","1-pers.-HH","West Germany","1159","0.484562481240779","0.463712300187086","0.505412662294472"
"Not at all","2004","1-pers.-HH","East Germany","351","0.458957038950039","0.422533214938537","0.495380862961541"
"Not at all","2004","(Married) couple without C. ","West Germany","2824","0.466837255856568","0.453593149763024","0.480081361950112"
"Not at all","2004","(Married) couple without C. ","East Germany","695","0.333537355305137","0.311858778179597","0.355215932430678"
"Not at all","2004","Single parent ","West Germany","586","0.717458956736655","0.686414668027082","0.748503245446229"
"Not at all","2004","Single parent ","East Germany","210","0.733917855043335","0.682969430056612","0.784866280030058"
"Not at all","2004","Couple + C. LE 16 ","West Germany","2595","0.758738680447432","0.744171959491098","0.773305401403765"
"Not at all","2004","Couple + C. LE 16 ","East Germany","565","0.752247851145231","0.721392651300282","0.783103050990179"
"Not at all","2004","Couple + C. GT 16 ","West Germany","1887","0.647479734023785","0.629748908009163","0.665210560038407"
"Not at all","2004","Couple + C. GT 16 ","East Germany","750","0.63893471439087","0.610917675682035","0.666951753099705"
"Not at all","2004","Couple + C. LE and GT 16","West Germany","1097","0.736684413453858","0.713630051438667","0.759738775469049"
"Not at all","2004","Couple + C. LE and GT 16","East Germany","288","0.771625052035099","0.729855519145666","0.813394584924531"
"Strong","2005","1-pers.-HH","West Germany","","","",""
"Strong","2005","1-pers.-HH","East Germany","","","",""
"Strong","2005","(Married) couple without C. ","West Germany","","","",""
"Strong","2005","(Married) couple without C. ","East Germany","","","",""
"Strong","2005","Single parent ","West Germany","","","",""
"Strong","2005","Single parent ","East Germany","","","",""
"Strong","2005","Couple + C. LE 16 ","West Germany","","","",""
"Strong","2005","Couple + C. LE 16 ","East Germany","","","",""
"Strong","2005","Couple + C. GT 16 ","West Germany","","","",""
"Strong","2005","Couple + C. GT 16 ","East Germany","","","",""
"Strong","2005","Couple + C. LE and GT 16","West Germany","","","",""
"Strong","2005","Couple + C. LE and GT 16","East Germany","","","",""
"A little","2005","1-pers.-HH","West Germany","","","",""
"A little","2005","1-pers.-HH","East Germany","","","",""
"A little","2005","(Married) couple without C. ","West Germany","","","",""
"A little","2005","(Married) couple without C. ","East Germany","","","",""
"A little","2005","Single parent ","West Germany","","","",""
"A little","2005","Single parent ","East Germany","","","",""
"A little","2005","Couple + C. LE 16 ","West Germany","","","",""
"A little","2005","Couple + C. LE 16 ","East Germany","","","",""
"A little","2005","Couple + C. GT 16 ","West Germany","","","",""
"A little","2005","Couple + C. GT 16 ","East Germany","","","",""
"A little","2005","Couple + C. LE and GT 16","West Germany","","","",""
"A little","2005","Couple + C. LE and GT 16","East Germany","","","",""
"Not at all","2005","1-pers.-HH","West Germany","","","",""
"Not at all","2005","1-pers.-HH","East Germany","","","",""
"Not at all","2005","(Married) couple without C. ","West Germany","","","",""
"Not at all","2005","(Married) couple without C. ","East Germany","","","",""
"Not at all","2005","Single parent ","West Germany","","","",""
"Not at all","2005","Single parent ","East Germany","","","",""
"Not at all","2005","Couple + C. LE 16 ","West Germany","","","",""
"Not at all","2005","Couple + C. LE 16 ","East Germany","","","",""
"Not at all","2005","Couple + C. GT 16 ","West Germany","","","",""
"Not at all","2005","Couple + C. GT 16 ","East Germany","","","",""
"Not at all","2005","Couple + C. LE and GT 16","West Germany","","","",""
"Not at all","2005","Couple + C. LE and GT 16","East Germany","","","",""
"Strong","2006","1-pers.-HH","West Germany","444","0.188520665486788","0.173240618225544","0.203800712748031"
"Strong","2006","1-pers.-HH","East Germany","144","0.192725033849007","0.165923093534196","0.219526974163818"
"Strong","2006","(Married) couple without C. ","West Germany","831","0.151128406979712","0.141992909702056","0.160263904257369"
"Strong","2006","(Married) couple without C. ","East Germany","319","0.191315380516755","0.17392853205961","0.2087022289739"
"Strong","2006","Single parent ","West Germany","69","0.0717535661761925","0.0546535132538832","0.0888536190985018"
"Strong","2006","Single parent ","East Germany","18","","",""
"Strong","2006","Couple + C. LE 16 ","West Germany","76","0.031676319088598","0.0256177061798984","0.0377349319972976"
"Strong","2006","Couple + C. LE 16 ","East Germany","15","","",""
"Strong","2006","Couple + C. GT 16 ","West Germany","156","0.0630451433838158","0.0537173385828291","0.0723729481848025"
"Strong","2006","Couple + C. GT 16 ","East Germany","65","0.0625696674650759","0.0479969070980855","0.0771424278320663"
"Strong","2006","Couple + C. LE and GT 16","West Germany","41","0.0468198962567627","0.0348373632102916","0.0588024293032337"
"Strong","2006","Couple + C. LE and GT 16","East Germany","11","","",""
"A little","2006","1-pers.-HH","West Germany","762","0.309720197908302","0.291656617765794","0.327783778050811"
"A little","2006","1-pers.-HH","East Germany","292","0.352126769645574","0.319671817959156","0.384581721331993"
"A little","2006","(Married) couple without C. ","West Germany","2011","0.36335444637518","0.351087054615666","0.375621838134695"
"A little","2006","(Married) couple without C. ","East Germany","883","0.463728290187253","0.441684789080707","0.485771791293799"
"A little","2006","Single parent ","West Germany","216","0.244480066565245","0.216003425863986","0.272956707266503"
"A little","2006","Single parent ","East Germany","87","0.336511575282487","0.282499470079971","0.390523680485003"
"A little","2006","Couple + C. LE 16 ","West Germany","642","0.219734647482875","0.205410591596162","0.234058703369589"
"A little","2006","Couple + C. LE 16 ","East Germany","167","0.225006214145686","0.194419139270798","0.255593289020573"
"A little","2006","Couple + C. GT 16 ","West Germany","676","0.27306481330702","0.255965643954975","0.290163982659065"
"A little","2006","Couple + C. GT 16 ","East Germany","352","0.32271906454775","0.294587937277669","0.350850191817832"
"A little","2006","Couple + C. LE and GT 16","West Germany","282","0.285542076076476","0.25992265494588","0.311161497207071"
"A little","2006","Couple + C. LE and GT 16","East Germany","68","0.211497077094989","0.165439778864455","0.257554375325523"
"Not at all","2006","1-pers.-HH","West Germany","1311","0.50175913660491","0.482225918486316","0.521292354723504"
"Not at all","2006","1-pers.-HH","East Germany","396","0.455148196505419","0.42131040287934","0.488985990131498"
"Not at all","2006","(Married) couple without C. ","West Germany","3063","0.485517146645107","0.472769621458167","0.498264671832048"
"Not at all","2006","(Married) couple without C. ","East Germany","764","0.344956329295991","0.323944032790426","0.365968625801557"
"Not at all","2006","Single parent ","West Germany","590","0.683766367258563","0.652955639216322","0.714577095300804"
"Not at all","2006","Single parent ","East Germany","189","0.619095434615991","0.56358670149517","0.674604167736813"
"Not at all","2006","Couple + C. LE 16 ","West Germany","2492","0.748589033428527","0.733581496732176","0.763596570124877"
"Not at all","2006","Couple + C. LE 16 ","East Germany","534","0.753861872739986","0.722309871135071","0.785413874344902"
"Not at all","2006","Couple + C. GT 16 ","West Germany","1776","0.663890043309164","0.645760658631652","0.682019427986677"
"Not at all","2006","Couple + C. GT 16 ","East Germany","644","0.614711267987174","0.585428027097598","0.64399450887675"
"Not at all","2006","Couple + C. LE and GT 16","West Germany","871","0.667638027666762","0.640918909286437","0.694357146047086"
"Not at all","2006","Couple + C. LE and GT 16","East Germany","223","0.764227960921828","0.716353683631839","0.812102238211816"
"Strong","2007","1-pers.-HH","West Germany","","","",""
"Strong","2007","1-pers.-HH","East Germany","","","",""
"Strong","2007","(Married) couple without C. ","West Germany","","","",""
"Strong","2007","(Married) couple without C. ","East Germany","","","",""
"Strong","2007","Single parent ","West Germany","","","",""
"Strong","2007","Single parent ","East Germany","","","",""
"Strong","2007","Couple + C. LE 16 ","West Germany","","","",""
"Strong","2007","Couple + C. LE 16 ","East Germany","","","",""
"Strong","2007","Couple + C. GT 16 ","West Germany","","","",""
"Strong","2007","Couple + C. GT 16 ","East Germany","","","",""
"Strong","2007","Couple + C. LE and GT 16","West Germany","","","",""
"Strong","2007","Couple + C. LE and GT 16","East Germany","","","",""
"A little","2007","1-pers.-HH","West Germany","","","",""
"A little","2007","1-pers.-HH","East Germany","","","",""
"A little","2007","(Married) couple without C. ","West Germany","","","",""
"A little","2007","(Married) couple without C. ","East Germany","","","",""
"A little","2007","Single parent ","West Germany","","","",""
"A little","2007","Single parent ","East Germany","","","",""
"A little","2007","Couple + C. LE 16 ","West Germany","","","",""
"A little","2007","Couple + C. LE 16 ","East Germany","","","",""
"A little","2007","Couple + C. GT 16 ","West Germany","","","",""
"A little","2007","Couple + C. GT 16 ","East Germany","","","",""
"A little","2007","Couple + C. LE and GT 16","West Germany","","","",""
"A little","2007","Couple + C. LE and GT 16","East Germany","","","",""
"Not at all","2007","1-pers.-HH","West Germany","","","",""
"Not at all","2007","1-pers.-HH","East Germany","","","",""
"Not at all","2007","(Married) couple without C. ","West Germany","","","",""
"Not at all","2007","(Married) couple without C. ","East Germany","","","",""
"Not at all","2007","Single parent ","West Germany","","","",""
"Not at all","2007","Single parent ","East Germany","","","",""
"Not at all","2007","Couple + C. LE 16 ","West Germany","","","",""
"Not at all","2007","Couple + C. LE 16 ","East Germany","","","",""
"Not at all","2007","Couple + C. GT 16 ","West Germany","","","",""
"Not at all","2007","Couple + C. GT 16 ","East Germany","","","",""
"Not at all","2007","Couple + C. LE and GT 16","West Germany","","","",""
"Not at all","2007","Couple + C. LE and GT 16","East Germany","","","",""
"Strong","2008","1-pers.-HH","West Germany","408","0.193922567061922","0.177704552261625","0.210140581862219"
"Strong","2008","1-pers.-HH","East Germany","126","0.163278470608374","0.137086250769395","0.189470690447353"
"Strong","2008","(Married) couple without C. ","West Germany","740","0.151329622362258","0.141593876694203","0.161065368030313"
"Strong","2008","(Married) couple without C. ","East Germany","319","0.185675147392376","0.168022864841523","0.20332742994323"
"Strong","2008","Single parent ","West Germany","58","0.0643605165534132","0.0473876831214695","0.081333349985357"
"Strong","2008","Single parent ","East Germany","14","","",""
"Strong","2008","Couple + C. LE 16 ","West Germany","75","0.0294111202959137","0.0229142835030278","0.0359079570887995"
"Strong","2008","Couple + C. LE 16 ","East Germany","10","","",""
"Strong","2008","Couple + C. GT 16 ","West Germany","149","0.0627822258457197","0.0531495252520583","0.0724149264393811"
"Strong","2008","Couple + C. GT 16 ","East Germany","57","0.0526981837553641","0.0383151588429648","0.0670812086677635"
"Strong","2008","Couple + C. LE and GT 16","West Germany","27","","",""
"Strong","2008","Couple + C. LE and GT 16","East Germany","6","","",""
"A little","2008","1-pers.-HH","West Germany","698","0.306554572634311","0.287641800987395","0.325467344281226"
"A little","2008","1-pers.-HH","East Germany","285","0.358538984131289","0.324555281166786","0.392522687095793"
"A little","2008","(Married) couple without C. ","West Germany","1801","0.366448911869969","0.353359043996316","0.379538779743622"
"A little","2008","(Married) couple without C. ","East Germany","829","0.473615538639395","0.450948768601628","0.496282308677161"
"A little","2008","Single parent ","West Germany","196","0.256433863953457","0.226231717589523","0.286636010317392"
