"ple0004","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Strong","2003","1-pers.-HH","","","","","1"
"Strong","2003","(Married) couple without C. ","","","","","1"
"Strong","2003","Single parent ","","","","","1"
"Strong","2003","Couple + C. LE 16 ","","","","","1"
"Strong","2003","Couple + C. GT 16 ","","","","","1"
"Strong","2003","Couple + C. LE and GT 16","","","","","1"
"A little","2004","Single parent ","217","0.202302461041049","0.178530528654001","0.226074393428096","2"
"A little","2004","Couple + C. LE 16 ","824","0.219577857070077","0.206853862748668","0.232301851391487","2"
"A little","2004","1-pers.-HH","876","0.315341129884163","0.298505151505456","0.33217710826287","2"
"A little","2004","(Married) couple without C. ","2658","0.381800138167103","0.370630910996165","0.392969365338041","2"
"A little","2004","Couple + C. GT 16 ","1060","0.294054711372509","0.27978827616571","0.308321146579308","2"
"A little","2004","Couple + C. LE and GT 16","350","0.222538296823118","0.203269106860862","0.241807486785373","2"
"Not at all","2004","(Married) couple without C. ","3519","0.441311944631953","0.429896359792654","0.452727529471252","3"
"Not at all","2004","Single parent ","796","0.720968847240243","0.694427108276372","0.747510586204115","3"
"Not at all","2004","Couple + C. LE 16 ","3160","0.757795247736339","0.744626888289693","0.770963607182985","3"
"Not at all","2004","1-pers.-HH","1510","0.479626741190988","0.461525010061219","0.497728472320758","3"
"Not at all","2004","Couple + C. GT 16 ","2637","0.645676137837176","0.630699185625902","0.660653090048451","3"
"Not at all","2004","Couple + C. LE and GT 16","1385","0.74233177210583","0.722071231220913","0.762592312990748","3"
"Strong","2004","1-pers.-HH","540","0.205032128924849","0.190403733912756","0.219660523936941","1"
"Strong","2004","(Married) couple without C. ","1091","0.176887917200944","0.16811550148431","0.185660332917577","1"
"Strong","2004","Single parent ","84","0.0767286917187082","0.060978409369389","0.0924789740680275","1"
"Strong","2004","Couple + C. LE 16 ","82","0.0226268951935835","0.0180559387968112","0.0271978515903559","1"
"Strong","2004","Couple + C. GT 16 ","221","0.0602691507903145","0.0528172827915013","0.0677210187891278","1"
"Strong","2004","Couple + C. LE and GT 16","55","0.035129931071052","0.0266009992728807","0.0436588628692232","1"
"A little","2005","Single parent ","","","","","2"
"A little","2005","Couple + C. LE 16 ","","","","","2"
"A little","2005","1-pers.-HH","","","","","2"
"A little","2005","(Married) couple without C. ","","","","","2"
"A little","2005","Couple + C. GT 16 ","","","","","2"
"A little","2005","Couple + C. LE and GT 16","","","","","2"
"Not at all","2005","(Married) couple without C. ","","","","","3"
"Not at all","2005","Single parent ","","","","","3"
"Not at all","2005","Couple + C. LE 16 ","","","","","3"
"Not at all","2005","1-pers.-HH","","","","","3"
"Not at all","2005","Couple + C. GT 16 ","","","","","3"
"Not at all","2005","Couple + C. LE and GT 16","","","","","3"
"Strong","2005","1-pers.-HH","","","","","1"
"Strong","2005","(Married) couple without C. ","","","","","1"
"Strong","2005","Single parent ","","","","","1"
"Strong","2005","Couple + C. LE 16 ","","","","","1"
"Strong","2005","Couple + C. GT 16 ","","","","","1"
"Strong","2005","Couple + C. LE and GT 16","","","","","1"
"A little","2006","Single parent ","303","0.261967068071633","0.236761176965514","0.287172959177752","2"
"A little","2006","Couple + C. LE 16 ","809","0.220487169504715","0.207519072858727","0.233455266150702","2"
"A little","2006","1-pers.-HH","1054","0.318259084318462","0.30248331302598","0.334034855610944","2"
"A little","2006","(Married) couple without C. ","2894","0.383329118086532","0.372588092256799","0.394070143916265","2"
"A little","2006","Couple + C. GT 16 ","1028","0.283774706679336","0.269187037565157","0.298362375793516","2"
"A little","2006","Couple + C. LE and GT 16","350","0.274609087450132","0.25199256635086","0.297225608549405","2"
"Not at all","2006","(Married) couple without C. ","3827","0.45754515637955","0.44653909547791","0.46855121728119","3"
"Not at all","2006","Single parent ","779","0.671478176916984","0.644554219260648","0.69840213457332","3"
"Not at all","2006","Couple + C. LE 16 ","3026","0.74934173712238","0.735785039244106","0.762898435000654","3"
"Not at all","2006","1-pers.-HH","1707","0.492373668582497","0.475441600823703","0.509305736341292","3"
"Not at all","2006","Couple + C. GT 16 ","2420","0.653282705030593","0.637882994111119","0.668682415950066","3"
"Not at all","2006","Couple + C. LE and GT 16","1094","0.681899850291149","0.658299169628426","0.705500530953872","3"
"Strong","2006","1-pers.-HH","588","0.189367247099041","0.176097732895971","0.20263676130211","1"
"Strong","2006","(Married) couple without C. ","1150","0.159125725533918","0.1510446555807","0.167206795487135","1"
"Strong","2006","Single parent ","87","0.0665547550113834","0.0522666443926387","0.0808428656301282","1"
"Strong","2006","Couple + C. LE 16 ","91","0.0301710933729054","0.0248203264945287","0.0355218602512821","1"
"Strong","2006","Couple + C. GT 16 ","221","0.0629425882900713","0.0550842696606807","0.0708009069194619","1"
"Strong","2006","Couple + C. LE and GT 16","52","0.0434910622587187","0.0331556734714731","0.0538264510459642","1"
"A little","2007","1-pers.-HH","","","","","2"
"A little","2007","(Married) couple without C. ","","","","","2"
"A little","2007","Single parent ","","","","","2"
"A little","2007","Couple + C. LE 16 ","","","","","2"
"A little","2007","Couple + C. GT 16 ","","","","","2"
"A little","2007","Couple + C. LE and GT 16","","","","","2"
"Not at all","2007","1-pers.-HH","","","","","3"
"Not at all","2007","(Married) couple without C. ","","","","","3"
"Not at all","2007","Single parent ","","","","","3"
"Not at all","2007","Couple + C. LE 16 ","","","","","3"
"Not at all","2007","Couple + C. GT 16 ","","","","","3"
"Not at all","2007","Couple + C. LE and GT 16","","","","","3"
"Strong","2007","1-pers.-HH","","","","","1"
"Strong","2007","(Married) couple without C. ","","","","","1"
"Strong","2007","Single parent ","","","","","1"
"Strong","2007","Couple + C. LE 16 ","","","","","1"
"Strong","2007","Couple + C. GT 16 ","","","","","1"
"Strong","2007","Couple + C. LE and GT 16","","","","","1"
"A little","2008","1-pers.-HH","983","0.316752565549985","0.300237143174785","0.333267987925185","2"
"A little","2008","(Married) couple without C. ","2630","0.388018050918017","0.376658416070489","0.399377685765546","2"
"A little","2008","Single parent ","261","0.251080269576507","0.225278044982095","0.276882494170918","2"
"A little","2008","Couple + C. LE 16 ","635","0.215286046885118","0.201074008973315","0.22949808479692","2"
"A little","2008","Couple + C. GT 16 ","928","0.283308110054071","0.268078793783892","0.29853742632425","2"
"A little","2008","Couple + C. LE and GT 16","249","0.212959968724222","0.189930381913683","0.235989555534762","2"
"Not at all","2008","1-pers.-HH","1531","0.495336444119296","0.477586715292186","0.513086172946406","3"
"Not at all","2008","(Married) couple without C. ","3380","0.453739695172156","0.442133969280401","0.46534542106391","3"
"Not at all","2008","Single parent ","752","0.687355540601514","0.659772044585844","0.714939036617183","3"
"Not at all","2008","Couple + C. LE 16 ","2493","0.756835631673789","0.742002136939961","0.771669126407618","3"
"Not at all","2008","Couple + C. GT 16 ","2229","0.655808731417055","0.639751407098923","0.671866055735187","3"
"Not at all","2008","Couple + C. LE and GT 16","932","0.763438972121284","0.739533489829755","0.787344454412813","3"
"Strong","2008","1-pers.-HH","534","0.187910990330719","0.174042840761966","0.201779139899472","1"
"Strong","2008","(Married) couple without C. ","1059","0.158242253909827","0.149734324242691","0.166750183576963","1"
"Strong","2008","Single parent ","72","0.0615641898219795","0.0472620970060507","0.0758662826379083","1"
"Strong","2008","Couple + C. LE 16 ","85","0.0278783214410932","0.0221860401527091","0.0335706027294774","1"
"Strong","2008","Couple + C. GT 16 ","206","0.0608831585288738","0.0528016383941471","0.0689646786636005","1"
"Strong","2008","Couple + C. LE and GT 16","33","0.0236010591544937","0.0150618403038514","0.0321402780051361","1"
"A little","2009","1-pers.-HH","","","","","2"
"A little","2009","(Married) couple without C. ","","","","","2"
"A little","2009","Single parent ","","","","","2"
"A little","2009","Couple + C. LE 16 ","","","","","2"
"A little","2009","Couple + C. GT 16 ","","","","","2"
"A little","2009","Couple + C. LE and GT 16","","","","","2"
"Not at all","2009","1-pers.-HH","","","","","3"
"Not at all","2009","(Married) couple without C. ","","","","","3"
"Not at all","2009","Single parent ","","","","","3"
"Not at all","2009","Couple + C. LE 16 ","","","","","3"
"Not at all","2009","Couple + C. GT 16 ","","","","","3"
"Not at all","2009","Couple + C. LE and GT 16","","","","","3"
"Strong","2009","1-pers.-HH","","","","","1"
"Strong","2009","(Married) couple without C. ","","","","","1"
"Strong","2009","Single parent ","","","","","1"
"Strong","2009","Couple + C. LE 16 ","","","","","1"
"Strong","2009","Couple + C. GT 16 ","","","","","1"
"Strong","2009","Couple + C. LE and GT 16","","","","","1"
"A little","2010","1-pers.-HH","911","0.335755794246824","0.318111693793713","0.353399894699935","2"
"A little","2010","(Married) couple without C. ","2480","0.403063148634509","0.390969974855907","0.415156322413111","2"
"A little","2010","Single parent ","248","0.279994384190221","0.250496172359939","0.309492596020502","2"
"A little","2010","Couple + C. LE 16 ","536","0.219440378326204","0.203376910298429","0.23550384635398","2"
"A little","2010","Couple + C. GT 16 ","829","0.304800895896004","0.287850200282917","0.32175159150909","2"
"A little","2010","Couple + C. LE and GT 16","226","0.22884532142522","0.203447965758333","0.254242677092108","2"
"Not at all","2010","1-pers.-HH","1327","0.480299725215644","0.461633499265622","0.498965951165666","3"
"Not at all","2010","(Married) couple without C. ","2887","0.436916597054811","0.42468804078231","0.449145153327312","3"
"Not at all","2010","Single parent ","590","0.652569344224952","0.621286913624676","0.683851774825227","3"
"Not at all","2010","Couple + C. LE 16 ","1941","0.752723341075357","0.735978260005755","0.769468422144959","3"
"Not at all","2010","Couple + C. GT 16 ","1840","0.639709740255697","0.622031356949652","0.657388123561742","3"
"Not at all","2010","Couple + C. LE and GT 16","785","0.714457129399473","0.687150350067603","0.741763908731343","3"
"Strong","2010","1-pers.-HH","514","0.183944480537532","0.16946919597953","0.198419765095535","1"
"Strong","2010","(Married) couple without C. ","953","0.16002025431068","0.150981440571636","0.169059068049724","1"
"Strong","2010","Single parent ","52","0.0674362715848275","0.0509607518722267","0.0839117912974282","1"
"Strong","2010","Couple + C. LE 16 ","73","0.0278362805984387","0.02145139223351","0.0342211689633675","1"
"Strong","2010","Couple + C. GT 16 ","164","0.0554893638482997","0.0470592565343198","0.0639194711622796","1"
"Strong","2010","Couple + C. LE and GT 16","40","0.0566975491753067","0.0427160301632762","0.0706790681873373","1"
"A little","2011","1-pers.-HH","","","","","2"
"A little","2011","(Married) couple without C. ","","","","","2"
"A little","2011","Single parent ","","","","","2"
"A little","2011","Couple + C. LE 16 ","","","","","2"
"A little","2011","Couple + C. GT 16 ","","","","","2"
"A little","2011","Couple + C. LE and GT 16","","","","","2"
"Not at all","2011","1-pers.-HH","","","","","3"
"Not at all","2011","(Married) couple without C. ","","","","","3"
"Not at all","2011","Single parent ","","","","","3"
"Not at all","2011","Couple + C. LE 16 ","","","","","3"
"Not at all","2011","Couple + C. GT 16 ","","","","","3"
"Not at all","2011","Couple + C. LE and GT 16","","","","","3"
"Strong","2011","1-pers.-HH","","","","","1"
"Strong","2011","(Married) couple without C. ","","","","","1"
"Strong","2011","Single parent ","","","","","1"
"Strong","2011","Couple + C. LE 16 ","","","","","1"
"Strong","2011","Couple + C. GT 16 ","","","","","1"
"Strong","2011","Couple + C. LE and GT 16","","","","","1"
"A little","2012","1-pers.-HH","1236","0.332844214774255","0.317619179193071","0.348069250355439","2"
"A little","2012","(Married) couple without C. ","3184","0.393580526570003","0.382966195757939","0.404194857382066","2"
"A little","2012","Single parent ","337","0.290388285898898","0.264747296317836","0.316029275479959","2"
"A little","2012","Couple + C. LE 16 ","667","0.234019712276721","0.219033322185786","0.249006102367656","2"
"A little","2012","Couple + C. GT 16 ","856","0.290807890966797","0.2744862939945","0.307129487939094","2"
"A little","2012","Couple + C. LE and GT 16","251","0.266195796905441","0.239982148729939","0.292409445080943","2"
"Not at all","2012","1-pers.-HH","1765","0.488279278391211","0.472129192717408","0.504429364065013","3"
"Not at all","2012","(Married) couple without C. ","3742","0.45527004787502","0.444450367892565","0.466089727857475","3"
"Not at all","2012","Single parent ","771","0.629853912529328","0.602580382984387","0.657127442074268","3"
"Not at all","2012","Couple + C. LE 16 ","2301","0.736424551825164","0.720829794457313","0.752019309193016","3"
"Not at all","2012","Couple + C. GT 16 ","1946","0.656155281644671","0.639084158221327","0.673226405068014","3"
"Not at all","2012","Couple + C. LE and GT 16","793","0.673810392057732","0.646004253367479","0.701616530747985","3"
"Strong","2012","1-pers.-HH","679","0.178876506834534","0.166494099879548","0.19125891378952","1"
"Strong","2012","(Married) couple without C. ","1212","0.151149425554977","0.143367122799316","0.158931728310639","1"
"Strong","2012","Single parent ","96","0.0797578015717747","0.0644549450261631","0.0950606581173862","1"
"Strong","2012","Couple + C. LE 16 ","98","0.0295557358981152","0.0235610255593131","0.0355504462369173","1"
"Strong","2012","Couple + C. GT 16 ","172","0.0530368273885326","0.0449824324252265","0.0610912223518387","1"
"Strong","2012","Couple + C. LE and GT 16","48","0.0599938110368268","0.0459088596055013","0.0740787624681523","1"
"A little","2013","1-pers.-HH","","","","","2"
"A little","2013","(Married) couple without C. ","","","","","2"
"A little","2013","Single parent ","","","","","2"
"A little","2013","Couple + C. LE 16 ","","","","","2"
"A little","2013","Couple + C. GT 16 ","","","","","2"
"A little","2013","Couple + C. LE and GT 16","","","","","2"
"Not at all","2013","1-pers.-HH","","","","","3"
"Not at all","2013","(Married) couple without C. ","","","","","3"
"Not at all","2013","Single parent ","","","","","3"
"Not at all","2013","Couple + C. LE 16 ","","","","","3"
"Not at all","2013","Couple + C. GT 16 ","","","","","3"
"Not at all","2013","Couple + C. LE and GT 16","","","","","3"
"Strong","2013","1-pers.-HH","","","","","1"
"Strong","2013","(Married) couple without C. ","","","","","1"
"Strong","2013","Single parent ","","","","","1"
"Strong","2013","Couple + C. LE 16 ","","","","","1"
"Strong","2013","Couple + C. GT 16 ","","","","","1"
"Strong","2013","Couple + C. LE and GT 16","","","","","1"
"A little","2014","1-pers.-HH","1169","0.324932527164777","0.309736455087884","0.340128599241671","2"
"A little","2014","(Married) couple without C. ","2922","0.367334017661965","0.356760944087352","0.377907091236579","2"
"A little","2014","Single parent ","693","0.280580992930817","0.262805121945137","0.298356863916497","2"
"A little","2014","Couple + C. LE 16 ","1434","0.212789890548485","0.203108256850802","0.222471524246169","2"
"A little","2014","Couple + C. GT 16 ","779","0.266766983087689","0.251132511613682","0.282401454561696","2"
"A little","2014","Couple + C. LE and GT 16","527","0.249734216638966","0.231812741338949","0.267655691938982","2"
"Not at all","2014","1-pers.-HH","1816","0.49498970488116","0.478767519563874","0.511211890198446","3"
"Not at all","2014","(Married) couple without C. ","3867","0.480155641519873","0.46919815049351","0.491113132546235","3"
"Not at all","2014","Single parent ","1582","0.638744480272483","0.619738877952815","0.657750082592151","3"
"Not at all","2014","Couple + C. LE 16 ","5191","0.754458156982283","0.7442767416264","0.764639572338167","3"
"Not at all","2014","Couple + C. GT 16 ","2065","0.655854285065952","0.639059632543296","0.672648937588608","3"
"Not at all","2014","Couple + C. LE and GT 16","1597","0.69244471658162","0.673338208966986","0.711551224196255","3"
"Strong","2014","1-pers.-HH","664","0.180077767954062","0.167610320685661","0.192545215222464","1"
"Strong","2014","(Married) couple without C. ","1197","0.152510340818162","0.14462536641582","0.160395315220504","1"
"Strong","2014","Single parent ","179","0.0806745267967003","0.0698996162793041","0.0914494373140965","1"
"Strong","2014","Couple + C. LE 16 ","240","0.0327519524692313","0.0285416301081922","0.0369622748302705","1"
"Strong","2014","Couple + C. GT 16 ","230","0.0773787318463592","0.0679333679545268","0.0868240957381917","1"
"Strong","2014","Couple + C. LE and GT 16","117","0.057821066779414","0.0481575121210842","0.0674846214377438","1"
"A little","2015","1-pers.-HH","","","","","2"
"A little","2015","(Married) couple without C. ","","","","","2"
"A little","2015","Couple + C. GT 16 ","","","","","2"
"A little","2015","Couple + C. LE and GT 16","","","","","2"
"A little","2015","Single parent ","","","","","2"
"A little","2015","Couple + C. LE 16 ","","","","","2"
"Not at all","2015","1-pers.-HH","","","","","3"
"Not at all","2015","(Married) couple without C. ","","","","","3"
"Not at all","2015","Single parent ","","","","","3"
"Not at all","2015","Couple + C. LE 16 ","","","","","3"
"Not at all","2015","Couple + C. GT 16 ","","","","","3"
"Not at all","2015","Couple + C. LE and GT 16","","","","","3"
"Strong","2015","1-pers.-HH","","","","","1"
"Strong","2015","(Married) couple without C. ","","","","","1"
"Strong","2015","Couple + C. LE and GT 16","","","","","1"
"Strong","2015","Single parent ","","","","","1"
"Strong","2015","Couple + C. LE 16 ","","","","","1"
"Strong","2015","Couple + C. GT 16 ","","","","","1"
"A little","2016","1-pers.-HH","1273","0.319424892615504","0.305785479073491","0.333064306157516","2"
"A little","2016","(Married) couple without C. ","2800","0.374878214894306","0.363921664695147","0.385834765093466","2"
"A little","2016","Couple + C. GT 16 ","769","0.264804349672204","0.24851068818534","0.281098011159068","2"
"A little","2016","Couple + C. LE and GT 16","580","0.2241062954157","0.207747401245471","0.240465189585928","2"
"A little","2016","Single parent ","698","0.282442098468557","0.264802137141781","0.300082059795332","2"
"A little","2016","Couple + C. LE 16 ","1713","0.219280287756744","0.210019965701655","0.228540609811832","2"
"Not at all","2016","1-pers.-HH","2505","0.491408657967584","0.476784220439536","0.506033095495632","3"
"Not at all","2016","(Married) couple without C. ","3640","0.486797196661738","0.475484530831102","0.498109862492375","3"
"Not at all","2016","Single parent ","1558","0.619656944002736","0.6006344329726","0.638679455032873","3"
"Not at all","2016","Couple + C. LE 16 ","5638","0.750417302170893","0.740731460200865","0.760103144140922","3"
"Not at all","2016","Couple + C. GT 16 ","1830","0.659697603611093","0.642200763448726","0.677194443773461","3"
"Not at all","2016","Couple + C. LE and GT 16","1743","0.719736429925179","0.702116837094764","0.737356022755594","3"
"Strong","2016","1-pers.-HH","711","0.189166449416913","0.177709705657707","0.200623193176118","1"
"Strong","2016","(Married) couple without C. ","1059","0.138324588443955","0.130510686487012","0.146138490400898","1"
"Strong","2016","Couple + C. LE and GT 16","173","0.0561572746591214","0.0471253848911277","0.0651891644271151","1"
"Strong","2016","Single parent ","246","0.0979009575287071","0.0862563456188444","0.10954556943857","1"
"Strong","2016","Couple + C. LE 16 ","318","0.0303024100723626","0.0264659077469364","0.0341389123977888","1"
"Strong","2016","Couple + C. GT 16 ","218","0.0754980467167028","0.065741942252129","0.0852541511812765","1"
"A little","2017","1-pers.-HH","70","0.122783359284051","0.096234111130688","0.149332607437413","2"
"A little","2017","(Married) couple without C. ","31","0.244969129688325","0.169576113443518","0.320362145933133","2"
"A little","2017","Couple + C. GT 16 ","21","","","","2"
"A little","2017","Couple + C. LE and GT 16","89","0.360968226440112","0.307243449959455","0.414693002920769","2"
"A little","2017","Single parent ","41","0.195699261906408","0.137901285810572","0.253497238002243","2"
"A little","2017","Couple + C. LE 16 ","256","0.246291005609347","0.220642647140128","0.271939364078567","2"
"Not at all","2017","1-pers.-HH","500","0.852149391334803","0.823435075839361","0.880863706830245","3"
"Not at all","2017","(Married) couple without C. ","74","0.626903747830353","0.542121688575015","0.71168580708569","3"
"Not at all","2017","Single parent ","114","0.588263643802744","0.516566077159072","0.659961210446416","3"
"Not at all","2017","Couple + C. LE 16 ","759","0.692565481132093","0.665096649647447","0.720034312616739","3"
"Not at all","2017","Couple + C. GT 16 ","26","","","","3"
"Not at all","2017","Couple + C. LE and GT 16","178","0.534749790252153","0.478954504835087","0.590545075669219","3"
"Strong","2017","1-pers.-HH","17","","","","1"
"Strong","2017","(Married) couple without C. ","20","","","","1"
"Strong","2017","Couple + C. LE and GT 16","40","0.104281983307735","0.0700943372310493","0.13846962938442","1"
"Strong","2017","Single parent ","26","","","","1"
"Strong","2017","Couple + C. LE 16 ","69","0.0611435132585594","0.0468805996978867","0.0754064268192321","1"
"Strong","2017","Couple + C. GT 16 ","11","","","","1"
"A little","2018","1-pers.-HH","1481","0.334078996020632","0.320895398701063","0.347262593340201","2"
"A little","2018","(Married) couple without C. ","3013","0.370957379515246","0.360465388329996","0.381449370700496","2"
"A little","2018","Couple + C. LE 16 ","1659","0.217776545704499","0.20827596706602","0.227277124342979","2"
"A little","2018","Couple + C. GT 16 ","873","0.276374385057178","0.260684958623911","0.292063811490444","2"
"A little","2018","Couple + C. LE and GT 16","719","0.25173595946927","0.235703174886719","0.267768744051822","2"
"A little","2018","Single parent ","701","0.271867872020063","0.254642927610536","0.289092816429591","2"
"Not at all","2018","1-pers.-HH","2689","0.482142038660412","0.468175434793654","0.496108642527169","3"
"Not at all","2018","(Married) couple without C. ","4027","0.488282868844352","0.47742594989666","0.499139787792044","3"
"Not at all","2018","Single parent ","1614","0.635145152252624","0.616508395266378","0.65378190923887","3"
"Not at all","2018","Couple + C. LE 16 ","5279","0.752071364977405","0.742131695134374","0.762011034820436","3"
"Not at all","2018","Couple + C. GT 16 ","2011","0.653973753109207","0.637284538971922","0.670662967246492","3"
"Not at all","2018","Couple + C. LE and GT 16","1901","0.704354350660738","0.687496964389788","0.721211736931689","3"
"Strong","2018","1-pers.-HH","747","0.183778965318956","0.172953420078845","0.194604510559068","1"
"Strong","2018","(Married) couple without C. ","1103","0.140759751640402","0.1332061787303","0.148313324550504","1"
"Strong","2018","Single parent ","248","0.0929869757273128","0.0817437323647669","0.104230219089859","1"
"Strong","2018","Couple + C. LE 16 ","312","0.0301520893180955","0.0262157764452948","0.0340884021908961","1"
"Strong","2018","Couple + C. GT 16 ","237","0.0696518618336152","0.0607210627727603","0.0785826608944701","1"
"Strong","2018","Couple + C. LE and GT 16","195","0.0439096898699913","0.0363406893575868","0.0514786903823958","1"
"A little","2019","1-pers.-HH","1","","","","2"
"A little","2019","(Married) couple without C. ","1","","","","2"
"A little","2019","Couple + C. LE 16 ","23","","","","2"
"A little","2019","Couple + C. GT 16 ","3","","","","2"
"A little","2019","Couple + C. LE and GT 16","15","","","","2"
"A little","2019","Single parent ","4","","","","2"
"Not at all","2019","1-pers.-HH","3","","","","3"
"Not at all","2019","(Married) couple without C. ","10","","","","3"
"Not at all","2019","Single parent ","11","","","","3"
"Not at all","2019","Couple + C. LE 16 ","71","0.696642203625011","0.609942286110396","0.783342121139626","3"
"Not at all","2019","Couple + C. GT 16 ","14","","","","3"
"Not at all","2019","Couple + C. LE and GT 16","43","0.503352279217315","0.382727545854759","0.62397701257987","3"
"Strong","2019","1-pers.-HH","","","","","1"
"Strong","2019","(Married) couple without C. ","6","","","","1"
"Strong","2019","Couple + C. GT 16 ","3","","","","1"
"Strong","2019","Couple + C. LE and GT 16","8","","","","1"
"Strong","2019","Single parent ","4","","","","1"
"Strong","2019","Couple + C. LE 16 ","14","","","","1"
