"ple0004","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Strong","2002","lower secondary degree","(0) in school","","","",""
"Strong","2002","lower secondary degree","(1a) inadequately completed","","","",""
"Strong","2002","lower secondary degree","(1b) general elementary school","388","0.234550225757055","0.215273406188637","0.253827045325474"
"Strong","2002","lower secondary degree","(1c) basic vocational qualification","940","0.164423321742246","0.155217794810971","0.173628848673522"
"Strong","2002","lower secondary degree","(2b) intermediate general qualification","","","",""
"Strong","2002","lower secondary degree","(2a) intermediate vocational","5","","",""
"Strong","2002","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Strong","2002","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"Strong","2002","lower secondary degree","(3a) lower tertiary education","17","","",""
"Strong","2002","lower secondary degree","(3b) higher tertiary education","4","","",""
"Strong","2002","secondary school degree","(0) in school","","","",""
"Strong","2002","secondary school degree","(1a) inadequately completed","","","",""
"Strong","2002","secondary school degree","(1b) general elementary school","","","",""
"Strong","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"Strong","2002","secondary school degree","(2b) intermediate general qualification","29","","",""
"Strong","2002","secondary school degree","(2a) intermediate vocational","317","0.0767209280259182","0.0695691225349862","0.0838727335168502"
"Strong","2002","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Strong","2002","secondary school degree","(2c_voc) vocational maturity certificate","6","","",""
"Strong","2002","secondary school degree","(3a) lower tertiary education","36","0.0584109949162447","0.0389699242800883","0.0778520655524012"
"Strong","2002","secondary school degree","(3b) higher tertiary education","9","","",""
"Strong","2002","college entrance qualification","(0) in school","","","",""
"Strong","2002","college entrance qualification","(1a) inadequately completed","","","",""
"Strong","2002","college entrance qualification","(1b) general elementary school","","","",""
"Strong","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"Strong","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"Strong","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"Strong","2002","college entrance qualification","(2c_gen) general maturity certificate","7","","",""
"Strong","2002","college entrance qualification","(2c_voc) vocational maturity certificate","71","0.0716599780505355","0.0578295145687363","0.0854904415323348"
"Strong","2002","college entrance qualification","(3a) lower tertiary education","66","0.0905027604410304","0.0732232387576803","0.107782282124381"
"Strong","2002","college entrance qualification","(3b) higher tertiary education","98","0.0550715614494025","0.0459564195374022","0.0641867033614028"
"Strong","2002","Other degree","(0) in school","","","",""
"Strong","2002","Other degree","(1a) inadequately completed","","","",""
"Strong","2002","Other degree","(1b) general elementary school","77","0.181838941233957","0.145592421618242","0.218085460849672"
"Strong","2002","Other degree","(1c) basic vocational qualification","56","0.126019341085634","0.0945415921836379","0.157497089987631"
"Strong","2002","Other degree","(2b) intermediate general qualification","","","",""
"Strong","2002","Other degree","(2a) intermediate vocational","","","",""
"Strong","2002","Other degree","(2c_gen) general maturity certificate","3","","",""
"Strong","2002","Other degree","(2c_voc) vocational maturity certificate","16","","",""
"Strong","2002","Other degree","(3a) lower tertiary education","1","","",""
"Strong","2002","Other degree","(3b) higher tertiary education","13","","",""
"Strong","2002","no degree/no degree yet","(0) in school","4","","",""
"Strong","2002","no degree/no degree yet","(1a) inadequately completed","64","0.214750409114913","0.167889798606307","0.261611019623519"
"Strong","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"Strong","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Strong","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Strong","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Strong","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Strong","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Strong","2002","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Strong","2002","no degree/no degree yet","(3b) higher tertiary education","","","",""
"A little","2002","lower secondary degree","(0) in school","","","",""
"A little","2002","lower secondary degree","(1a) inadequately completed","","","",""
"A little","2002","lower secondary degree","(1b) general elementary school","649","0.372532491747492","0.350536841533769","0.394528141961215"
"A little","2002","lower secondary degree","(1c) basic vocational qualification","2220","0.364808123844381","0.352852878115262","0.3767633695735"
"A little","2002","lower secondary degree","(2b) intermediate general qualification","1","","",""
"A little","2002","lower secondary degree","(2a) intermediate vocational","5","","",""
"A little","2002","lower secondary degree","(2c_gen) general maturity certificate","4","","",""
"A little","2002","lower secondary degree","(2c_voc) vocational maturity certificate","9","","",""
"A little","2002","lower secondary degree","(3a) lower tertiary education","79","0.53249248810229","0.453690210473554","0.611294765731027"
"A little","2002","lower secondary degree","(3b) higher tertiary education","21","","",""
"A little","2002","secondary school degree","(0) in school","","","",""
"A little","2002","secondary school degree","(1a) inadequately completed","","","",""
"A little","2002","secondary school degree","(1b) general elementary school","","","",""
"A little","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"A little","2002","secondary school degree","(2b) intermediate general qualification","127","0.20983171310645","0.178695860182638","0.240967566030262"
"A little","2002","secondary school degree","(2a) intermediate vocational","1396","0.263005102553814","0.251174507138178","0.27483569796945"
"A little","2002","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"A little","2002","secondary school degree","(2c_voc) vocational maturity certificate","13","","",""
"A little","2002","secondary school degree","(3a) lower tertiary education","181","0.370916914529628","0.330873185822299","0.410960643236956"
"A little","2002","secondary school degree","(3b) higher tertiary education","37","0.396133697668319","0.309699256819668","0.48256813851697"
"A little","2002","college entrance qualification","(0) in school","","","",""
"A little","2002","college entrance qualification","(1a) inadequately completed","","","",""
"A little","2002","college entrance qualification","(1b) general elementary school","","","",""
"A little","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"A little","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"A little","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"A little","2002","college entrance qualification","(2c_gen) general maturity certificate","86","0.132818903117246","0.10931626146838","0.156321544766113"
"A little","2002","college entrance qualification","(2c_voc) vocational maturity certificate","281","0.240982966633807","0.218049812166472","0.263916121101142"
"A little","2002","college entrance qualification","(3a) lower tertiary education","239","0.247916507831701","0.221909771059097","0.273923244604304"
"A little","2002","college entrance qualification","(3b) higher tertiary education","499","0.21831516636569","0.201808549309636","0.234821783421743"
"A little","2002","Other degree","(0) in school","","","",""
"A little","2002","Other degree","(1a) inadequately completed","","","",""
"A little","2002","Other degree","(1b) general elementary school","158","0.348432326873256","0.303656620318205","0.393208033428306"
"A little","2002","Other degree","(1c) basic vocational qualification","132","0.323524584865303","0.279152094198603","0.367897075532004"
"A little","2002","Other degree","(2b) intermediate general qualification","","","",""
"A little","2002","Other degree","(2a) intermediate vocational","","","",""
"A little","2002","Other degree","(2c_gen) general maturity certificate","15","","",""
"A little","2002","Other degree","(2c_voc) vocational maturity certificate","66","0.396345740173253","0.324488700380045","0.468202779966461"
"A little","2002","Other degree","(3a) lower tertiary education","7","","",""
"A little","2002","Other degree","(3b) higher tertiary education","49","0.311538069206615","0.244069060262472","0.379007078150759"
"A little","2002","no degree/no degree yet","(0) in school","43","0.0800845939082464","0.0586504486353246","0.101518739181168"
"A little","2002","no degree/no degree yet","(1a) inadequately completed","116","0.403830511475001","0.347839086515352","0.459821936434649"
"A little","2002","no degree/no degree yet","(1b) general elementary school","","","",""
"A little","2002","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"A little","2002","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"A little","2002","no degree/no degree yet","(2a) intermediate vocational","","","",""
"A little","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"A little","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"A little","2002","no degree/no degree yet","(3a) lower tertiary education","","","",""
"A little","2002","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Not at all","2002","lower secondary degree","(0) in school","","","",""
"Not at all","2002","lower secondary degree","(1a) inadequately completed","","","",""
"Not at all","2002","lower secondary degree","(1b) general elementary school","819","0.392917282495453","0.370697817091679","0.415136747899226"
"Not at all","2002","lower secondary degree","(1c) basic vocational qualification","3068","0.470768554413373","0.458372018797441","0.483165090029305"
"Not at all","2002","lower secondary degree","(2b) intermediate general qualification","2","","",""
"Not at all","2002","lower secondary degree","(2a) intermediate vocational","14","","",""
"Not at all","2002","lower secondary degree","(2c_gen) general maturity certificate","8","","",""
"Not at all","2002","lower secondary degree","(2c_voc) vocational maturity certificate","21","","",""
"Not at all","2002","lower secondary degree","(3a) lower tertiary education","58","0.359588049760176","0.283796625305502","0.43537947421485"
"Not at all","2002","lower secondary degree","(3b) higher tertiary education","20","","",""
"Not at all","2002","secondary school degree","(0) in school","","","",""
"Not at all","2002","secondary school degree","(1a) inadequately completed","","","",""
"Not at all","2002","secondary school degree","(1b) general elementary school","","","",""
"Not at all","2002","secondary school degree","(1c) basic vocational qualification","","","",""
"Not at all","2002","secondary school degree","(2b) intermediate general qualification","501","0.73048994600812","0.696561808997666","0.764418083018574"
"Not at all","2002","secondary school degree","(2a) intermediate vocational","3607","0.660273969420268","0.647547182431778","0.673000756408757"
"Not at all","2002","secondary school degree","(2c_gen) general maturity certificate","4","","",""
"Not at all","2002","secondary school degree","(2c_voc) vocational maturity certificate","24","","",""
"Not at all","2002","secondary school degree","(3a) lower tertiary education","342","0.570672090554128","0.529639393425788","0.611704787682468"
"Not at all","2002","secondary school degree","(3b) higher tertiary education","77","0.487174260235767","0.398841335551998","0.575507184919537"
"Not at all","2002","college entrance qualification","(0) in school","","","",""
"Not at all","2002","college entrance qualification","(1a) inadequately completed","","","",""
"Not at all","2002","college entrance qualification","(1b) general elementary school","","","",""
"Not at all","2002","college entrance qualification","(1c) basic vocational qualification","","","",""
"Not at all","2002","college entrance qualification","(2b) intermediate general qualification","","","",""
"Not at all","2002","college entrance qualification","(2a) intermediate vocational","","","",""
"Not at all","2002","college entrance qualification","(2c_gen) general maturity certificate","708","0.859155152824285","0.83506507993752","0.88324522571105"
"Not at all","2002","college entrance qualification","(2c_voc) vocational maturity certificate","984","0.687357055315657","0.662499387753183","0.712214722878132"
