"ple0004","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","35-65 y.","Not Working","1203","0.38539781028789","0.368548359592774","0.402247260983005","2"
"A little","2002","35-65 y.","Part Time","1002","0.317733784198172","0.301853137372368","0.333614431023977","2"
"A little","2002","35-65 y.","Full Time","1803","0.284733304901925","0.274006294378244","0.295460315425607","2"
"A little","2002","16-34 y.","Not Working","184","0.120368569062344","0.104677591985333","0.136059546139354","2"
"A little","2002","16-34 y.","Part Time","248","0.160414015356642","0.143370080079635","0.17745795063365","2"
"A little","2002","16-34 y.","Full Time","358","0.132865801159777","0.120149510242257","0.145582092077297","2"
"A little","2002","66 and older","Part Time","77","0.446081724980738","0.369298700384265","0.522864749577211","2"
"A little","2002","66 and older","Not Working","1576","0.457218305114947","0.44052730002686","0.473909310203034","2"
"A little","2002","66 and older","Full Time","20","","","","2"
"Not at all","2002","66 and older","Not Working","779","0.207582142457001","0.193993370502023","0.221170914411979","3"
"Not at all","2002","66 and older","Part Time","62","0.381093628105144","0.306075974934505","0.456111281275783","3"
"Not at all","2002","66 and older","Full Time","23","","","","3"
"Not at all","2002","35-65 y.","Not Working","1403","0.421072001767078","0.403978756143469","0.438165247390686","3"
"Not at all","2002","35-65 y.","Part Time","2088","0.60492494470362","0.588250548829196","0.621599340578044","3"
"Not at all","2002","35-65 y.","Full Time","4756","0.676192099704886","0.665069550469785","0.687314648939988","3"
"Not at all","2002","16-34 y.","Not Working","1431","0.850749405949783","0.833566289592275","0.867932522307291","3"
"Not at all","2002","16-34 y.","Part Time","1509","0.827587735636786","0.810044599557305","0.845130871716268","3"
"Not at all","2002","16-34 y.","Full Time","2333","0.84950980039715","0.836114606693967","0.862904994100333","3"
"Strong","2002","16-34 y.","Full Time","46","0.0176243984430734","0.0126948558043569","0.0225539410817898","1"
"Strong","2002","16-34 y.","Part Time","24","","","","1"
"Strong","2002","16-34 y.","Not Working","37","0.0288820249878732","0.0208060886711237","0.0369579613046227","1"
"Strong","2002","35-65 y.","Full Time","240","0.039074595393188","0.0344686620040627","0.0436805287823133","1"
"Strong","2002","35-65 y.","Part Time","212","0.0773412710982075","0.0682298575954739","0.086452684600941","1"
"Strong","2002","35-65 y.","Not Working","599","0.193530187945033","0.179852821239667","0.207207554650399","1"
"Strong","2002","66 and older","Full Time","","","","","1"
"Strong","2002","66 and older","Part Time","22","","","","1"
"Strong","2002","66 and older","Not Working","1067","0.335199552428052","0.31938323199548","0.351015872860624","1"
"A little","2003","35-65 y.","Part Time","","","","","2"
"A little","2003","35-65 y.","Not Working","","","","","2"
"A little","2003","35-65 y.","Full Time","","","","","2"
"A little","2003","16-34 y.","Not Working","","","","","2"
"A little","2003","16-34 y.","Part Time","","","","","2"
"A little","2003","16-34 y.","Full Time","","","","","2"
"A little","2003","66 and older","Not Working","","","","","2"
