"ple0004","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Not Employed","1-pers.-HH","469","0.346251075187247","0.321643323814324","0.370858826560169"
"Strong","2002","Not Employed","(Married) couple without C. ","838","0.24791959519599","0.233729225104762","0.262109965287218"
"Strong","2002","Not Employed","Single parent ","66","0.177314074703741","0.138238650843659","0.216389498563823"
"Strong","2002","Not Employed","Couple + C. LE 16 ","39","0.0458151612502066","0.0320632685943192","0.0595670539060941"
"Strong","2002","Not Employed","Couple + C. GT 16 ","151","0.14786438024654","0.127498705365322","0.168230055127759"
"Strong","2002","Not Employed","Couple + C. LE and GT 16","22","","",""
"Strong","2002","Employed","1-pers.-HH","60","0.0400379997029956","0.030380363526137","0.0496956358798541"
"Strong","2002","Employed","(Married) couple without C. ","219","0.0667802464139164","0.0589604008179527","0.07460009200988"
"Strong","2002","Employed","Single parent ","34","0.0511229854320733","0.0355359516738802","0.0667100191902665"
"Strong","2002","Employed","Couple + C. LE 16 ","76","0.018291836732254","0.0140660692554903","0.0225176042090176"
"Strong","2002","Employed","Couple + C. GT 16 ","99","0.0435055827628437","0.0359952032529913","0.0510159622726961"
"Strong","2002","Employed","Couple + C. LE and GT 16","39","0.0277633610271988","0.0193098641442419","0.0362168579101557"
"A little","2002","Not Employed","1-pers.-HH","582","0.415302365308203","0.389815363964393","0.440789366652014"
"A little","2002","Not Employed","(Married) couple without C. ","1599","0.455055199919237","0.438690258479668","0.471420141358806"
"A little","2002","Not Employed","Single parent ","95","0.253725477429083","0.209206374385535","0.298244580472632"
"A little","2002","Not Employed","Couple + C. LE 16 ","178","0.209591899027995","0.182821518419707","0.236362279636283"
"A little","2002","Not Employed","Couple + C. GT 16 ","320","0.300076198231774","0.273782370169583","0.326370026293964"
"A little","2002","Not Employed","Couple + C. LE and GT 16","74","0.15008925247716","0.118845895546963","0.181332609407357"
"A little","2002","Employed","1-pers.-HH","330","0.219829677605627","0.199428957005787","0.240230398205467"
"A little","2002","Employed","(Married) couple without C. ","1116","0.306201495268156","0.291763644746282","0.32063934579003"
"A little","2002","Employed","Single parent ","161","0.215060612204157","0.185983658226851","0.244137566181463"
"A little","2002","Employed","Couple + C. LE 16 ","704","0.208656091411957","0.195842115516049","0.221470067307864"
"A little","2002","Employed","Couple + C. GT 16 ","756","0.275548913873522","0.259099438413161","0.291998389333883"
"A little","2002","Employed","Couple + C. LE and GT 16","342","0.241466730848476","0.219446069765773","0.263487391931178"
"Not at all","2002","Not Employed","1-pers.-HH","385","0.23844655950455","0.216406305587264","0.260486813421836"
"Not at all","2002","Not Employed","(Married) couple without C. ","1120","0.297025204884773","0.282008567718789","0.312041842050757"
"Not at all","2002","Not Employed","Single parent ","206","0.568960447867176","0.518294676535851","0.6196262191985"
"Not at all","2002","Not Employed","Couple + C. LE 16 ","671","0.744592939721798","0.715910405905953","0.773275473537643"
"Not at all","2002","Not Employed","Couple + C. GT 16 ","696","0.552059421521686","0.523528501308772","0.580590341734599"
"Not at all","2002","Not Employed","Couple + C. LE and GT 16","406","0.793979753496485","0.758599910795122","0.829359596197847"
"Not at all","2002","Employed","1-pers.-HH","1193","0.740132322691378","0.718528109642127","0.761736535740628"
"Not at all","2002","Employed","(Married) couple without C. ","2580","0.627018258317928","0.611869881915453","0.642166634720402"
"Not at all","2002","Employed","Single parent ","572","0.73381640236377","0.702538705822103","0.765094098905436"
"Not at all","2002","Employed","Couple + C. LE 16 ","3083","0.77305207185579","0.759843580316479","0.7862605633951"
"Not at all","2002","Employed","Couple + C. GT 16 ","1979","0.680945503363635","0.663784732949253","0.698106273778017"
"Not at all","2002","Employed","Couple + C. LE and GT 16","1070","0.730769908124326","0.707947234889076","0.753592581359575"
"Strong","2003","Not Employed","1-pers.-HH","","","",""
"Strong","2003","Not Employed","(Married) couple without C. ","","","",""
"Strong","2003","Not Employed","Single parent ","","","",""
"Strong","2003","Not Employed","Couple + C. LE 16 ","","","",""
"Strong","2003","Not Employed","Couple + C. GT 16 ","","","",""
"Strong","2003","Not Employed","Couple + C. LE and GT 16","","","",""
"Strong","2003","Employed","1-pers.-HH","","","",""
"Strong","2003","Employed","(Married) couple without C. ","","","",""
"Strong","2003","Employed","Single parent ","","","",""
"Strong","2003","Employed","Couple + C. LE 16 ","","","",""
"Strong","2003","Employed","Couple + C. GT 16 ","","","",""
"Strong","2003","Employed","Couple + C. LE and GT 16","","","",""
"A little","2003","Not Employed","1-pers.-HH","","","",""
"A little","2003","Not Employed","(Married) couple without C. ","","","",""
"A little","2003","Not Employed","Single parent ","","","",""
"A little","2003","Not Employed","Couple + C. LE 16 ","","","",""
"A little","2003","Not Employed","Couple + C. GT 16 ","","","",""
"A little","2003","Not Employed","Couple + C. LE and GT 16","","","",""
"A little","2003","Employed","1-pers.-HH","","","",""
"A little","2003","Employed","(Married) couple without C. ","","","",""
"A little","2003","Employed","Single parent ","","","",""
"A little","2003","Employed","Couple + C. LE 16 ","","","",""
"A little","2003","Employed","Couple + C. GT 16 ","","","",""
"A little","2003","Employed","Couple + C. LE and GT 16","","","",""
"Not at all","2003","Not Employed","1-pers.-HH","","","",""
"Not at all","2003","Not Employed","(Married) couple without C. ","","","",""
"Not at all","2003","Not Employed","Single parent ","","","",""
"Not at all","2003","Not Employed","Couple + C. LE 16 ","","","",""
"Not at all","2003","Not Employed","Couple + C. GT 16 ","","","",""
"Not at all","2003","Not Employed","Couple + C. LE and GT 16","","","",""
"Not at all","2003","Employed","1-pers.-HH","","","",""
"Not at all","2003","Employed","(Married) couple without C. ","","","",""
"Not at all","2003","Employed","Single parent ","","","",""
"Not at all","2003","Employed","Couple + C. LE 16 ","","","",""
