"ple0004","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Schleswig-Holstein","West Germany","75","0.134823616629917","0.109945693453608","0.159701539806226"
"Strong","2002","Schleswig-Holstein","East Germany","","","",""
"Strong","2002","Hamburg","West Germany","42","0.189222945514376","0.146898842181719","0.231547048847033"
"Strong","2002","Hamburg","East Germany","","","",""
"Strong","2002","Lower Saxony","West Germany","190","0.110121483438384","0.0963503646938293","0.123892602182938"
"Strong","2002","Lower Saxony","East Germany","","","",""
"Strong","2002","Bremen","West Germany","19","","",""
"Strong","2002","Bremen","East Germany","","","",""
"Strong","2002","North Rhine-Westphalia","West Germany","458","0.119148472185415","0.110060964348795","0.128235980022034"
"Strong","2002","North Rhine-Westphalia","East Germany","","","",""
"Strong","2002","Hesse","West Germany","187","0.148083630727236","0.130914464990605","0.165252796463866"
"Strong","2002","Hesse","East Germany","","","",""
"Strong","2002","Rhineland-Palatinate,Saarland","West Germany","138","0.112014275338372","0.0953684383699997","0.128660112306744"
"Strong","2002","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Strong","2002","Baden-Württemberg","West Germany","248","0.111454505875786","0.0998149023036485","0.123094109447924"
"Strong","2002","Baden-Württemberg","East Germany","","","",""
"Strong","2002","Bavaria","West Germany","259","0.106658299852791","0.0960687098040583","0.117247889901523"
"Strong","2002","Bavaria","East Germany","","","",""
"Strong","2002","Berlin","West Germany","47","0.1166479991304","0.0875344470395577","0.145761551221243"
"Strong","2002","Berlin","East Germany","32","0.0915971291238724","0.0620450712654141","0.121149186982331"
"Strong","2002","Brandenburg","West Germany","","","",""
"Strong","2002","Brandenburg","East Germany","123","0.139885222316828","0.11803406037018","0.161736384263476"
"Strong","2002","Mecklenburg-Western Pomerania","West Germany","","","",""
"Strong","2002","Mecklenburg-Western Pomerania","East Germany","52","0.133372861502119","0.104038737929556","0.162706985074682"
"Strong","2002","Saxony","West Germany","","","",""
"Strong","2002","Saxony","East Germany","164","0.123473737635326","0.10762890381797","0.139318571452682"
"Strong","2002","Saxony-Anhalt","West Germany","","","",""
"Strong","2002","Saxony-Anhalt","East Germany","124","0.15407557784258","0.131379665635668","0.176771490049491"
"Strong","2002","Thuringia","West Germany","","","",""
"Strong","2002","Thuringia","East Germany","89","0.111475254118248","0.0916595183823526","0.131290989854144"
"A little","2002","Schleswig-Holstein","West Germany","163","0.260715349271963","0.228736122934257","0.292694575609669"
"A little","2002","Schleswig-Holstein","East Germany","","","",""
"A little","2002","Hamburg","West Germany","68","0.260117681675655","0.212713527305155","0.307521836046156"
"A little","2002","Hamburg","East Germany","","","",""
"A little","2002","Lower Saxony","West Germany","566","0.314974206345919","0.294539952088187","0.335408460603652"
"A little","2002","Lower Saxony","East Germany","","","",""
"A little","2002","Bremen","West Germany","43","0.280083424253251","0.213170527776306","0.346996320730196"
"A little","2002","Bremen","East Germany","","","",""
"A little","2002","North Rhine-Westphalia","West Germany","1310","0.291015156096528","0.278273511621793","0.303756800571262"
"A little","2002","North Rhine-Westphalia","East Germany","","","",""
"A little","2002","Hesse","West Germany","410","0.26096817636828","0.239739518889601","0.282196833846959"
"A little","2002","Hesse","East Germany","","","",""
"A little","2002","Rhineland-Palatinate,Saarland","West Germany","361","0.288573815462063","0.264659423586241","0.312488207337885"
"A little","2002","Rhineland-Palatinate,Saarland","East Germany","","","",""
"A little","2002","Baden-Württemberg","West Germany","731","0.293530071289916","0.276686945984824","0.310373196595009"
"A little","2002","Baden-Württemberg","East Germany","","","",""
"A little","2002","Bavaria","West Germany","892","0.298001346589668","0.282310359366079","0.313692333813258"
"A little","2002","Bavaria","East Germany","","","",""
"A little","2002","Berlin","West Germany","144","0.340159801712559","0.297191268327509","0.38312833509761"
"A little","2002","Berlin","East Germany","120","0.319762873426253","0.271982258685459","0.367543488167048"
"A little","2002","Brandenburg","West Germany","","","",""
"A little","2002","Brandenburg","East Germany","327","0.360304671417484","0.330061178454634","0.390548164380333"
"A little","2002","Mecklenburg-Western Pomerania","West Germany","","","",""
"A little","2002","Mecklenburg-Western Pomerania","East Germany","192","0.405231230841996","0.362871931046781","0.447590530637212"
"A little","2002","Saxony","West Germany","","","",""
"A little","2002","Saxony","East Germany","507","0.325409889334302","0.302843956897856","0.347975821770748"
"A little","2002","Saxony-Anhalt","West Germany","","","",""
"A little","2002","Saxony-Anhalt","East Germany","333","0.346624795205521","0.316707240338694","0.376542350072349"
"A little","2002","Thuringia","West Germany","","","",""
"A little","2002","Thuringia","East Germany","304","0.354078022459491","0.32396698502018","0.384189059898802"
