"ple0004","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Strong","2002","1-pers.-HH","no migration background","475","0.193670579761634","0.178720451638218","0.208620707885049"
"Strong","2002","1-pers.-HH","direct migration background","46","0.204896832336179","0.153938062696864","0.255855601975493"
"Strong","2002","1-pers.-HH","indirect migration background","8","","",""
"Strong","2002","(Married) couple without C. ","no migration background","914","0.161954245522932","0.153058111244509","0.170850379801355"
"Strong","2002","(Married) couple without C. ","direct migration background","136","0.173606111906017","0.147075744545431","0.200136479266602"
"Strong","2002","(Married) couple without C. ","indirect migration background","7","","",""
"Strong","2002","Single parent ","no migration background","78","0.0882669541628478","0.0701029658439569","0.106430942481739"
"Strong","2002","Single parent ","direct migration background","19","","",""
"Strong","2002","Single parent ","indirect migration background","3","","",""
"Strong","2002","Couple + C. LE 16 ","no migration background","97","0.0245654565702597","0.0196655982498103","0.0294653148907091"
"Strong","2002","Couple + C. LE 16 ","direct migration background","16","","",""
"Strong","2002","Couple + C. LE 16 ","indirect migration background","2","","",""
"Strong","2002","Couple + C. GT 16 ","no migration background","200","0.0733800748691261","0.0645591867645538","0.0822009629736985"
"Strong","2002","Couple + C. GT 16 ","direct migration background","44","0.100626921005097","0.0726130411401422","0.128640800870052"
"Strong","2002","Couple + C. GT 16 ","indirect migration background","6","","",""
"Strong","2002","Couple + C. LE and GT 16","no migration background","41","0.0261695090930097","0.0181520341472097","0.0341869840388097"
"Strong","2002","Couple + C. LE and GT 16","direct migration background","17","","",""
"Strong","2002","Couple + C. LE and GT 16","indirect migration background","3","","",""
"A little","2002","1-pers.-HH","no migration background","818","0.317784318703357","0.300169267270291","0.335399370136423"
"A little","2002","1-pers.-HH","direct migration background","80","0.349400131830647","0.289205454961692","0.409594808699602"
"A little","2002","1-pers.-HH","indirect migration background","14","","",""
"A little","2002","(Married) couple without C. ","no migration background","2390","0.38225479662735","0.370520624390493","0.393988968864208"
"A little","2002","(Married) couple without C. ","direct migration background","307","0.414505815350669","0.379999879001268","0.44901175170007"
"A little","2002","(Married) couple without C. ","indirect migration background","18","","",""
"A little","2002","Single parent ","no migration background","214","0.231533598666267","0.204525267593988","0.258541929738547"
"A little","2002","Single parent ","direct migration background","33","0.196141407752222","0.130831602020122","0.261451213484321"
"A little","2002","Single parent ","indirect migration background","9","","",""
"A little","2002","Couple + C. LE 16 ","no migration background","716","0.205484156568307","0.192694393807635","0.218273919328978"
"A little","2002","Couple + C. LE 16 ","direct migration background","137","0.224991515406726","0.195086537827792","0.254896492985659"
"A little","2002","Couple + C. LE 16 ","indirect migration background","29","","",""
"A little","2002","Couple + C. GT 16 ","no migration background","883","0.278186680472692","0.263028292013756","0.293345068931627"
"A little","2002","Couple + C. GT 16 ","direct migration background","165","0.354688082065549","0.310137398828763","0.399238765302336"
"A little","2002","Couple + C. GT 16 ","indirect migration background","28","","",""
"A little","2002","Couple + C. LE and GT 16","no migration background","324","0.21739558927249","0.196680126044458","0.238111052500522"
"A little","2002","Couple + C. LE and GT 16","direct migration background","79","0.252214999413265","0.203153742146416","0.301276256680115"
"A little","2002","Couple + C. LE and GT 16","indirect migration background","13","","",""
"Not at all","2002","1-pers.-HH","no migration background","1391","0.48854510153501","0.469634173669383","0.507456029400636"
"Not at all","2002","1-pers.-HH","direct migration background","115","0.445703035833175","0.382950162538751","0.508455909127599"
"Not at all","2002","1-pers.-HH","indirect migration background","72","0.699994080409618","0.607354568128385","0.79263359269085"
"Not at all","2002","(Married) couple without C. ","no migration background","3284","0.455790957849718","0.443764519617391","0.467817396082045"
"Not at all","2002","(Married) couple without C. ","direct migration background","340","0.411888072743315","0.377414458973605","0.446361686513024"
"Not at all","2002","(Married) couple without C. ","indirect migration background","76","0.679060918320058","0.588016552495073","0.770105284145043"
"Not at all","2002","Single parent ","no migration background","645","0.680199447170885","0.650336268134213","0.710062626207556"
"Not at all","2002","Single parent ","direct migration background","90","0.675458282100347","0.598449820115106","0.752466744085588"
"Not at all","2002","Single parent ","indirect migration background","43","0.752743547955004","0.638727998715519","0.86675909719449"
"Not at all","2002","Couple + C. LE 16 ","no migration background","3021","0.769950386861433","0.756628548461815","0.783272225261052"
"Not at all","2002","Couple + C. LE 16 ","direct migration background","596","0.752816382692051","0.721923278105897","0.783709487278205"
"Not at all","2002","Couple + C. LE 16 ","indirect migration background","137","0.792559766489517","0.731246287732884","0.853873245246149"
"Not at all","2002","Couple + C. GT 16 ","no migration background","2274","0.648433244658182","0.632281889870026","0.664584599446338"
"Not at all","2002","Couple + C. GT 16 ","direct migration background","234","0.544684996929353","0.498310958785364","0.591059035073343"
"Not at all","2002","Couple + C. GT 16 ","indirect migration background","167","0.7796405595416","0.722339440291622","0.836941678791578"
"Not at all","2002","Couple + C. LE and GT 16","no migration background","1158","0.7564349016345","0.734877746510861","0.77799205675814"
"Not at all","2002","Couple + C. LE and GT 16","direct migration background","205","0.68322808548857","0.6306722392657","0.735783931711439"
"Not at all","2002","Couple + C. LE and GT 16","indirect migration background","113","0.828866837213889","0.763874417516171","0.893859256911606"
"Strong","2003","1-pers.-HH","no migration background","","","",""
"Strong","2003","1-pers.-HH","direct migration background","","","",""
"Strong","2003","1-pers.-HH","indirect migration background","","","",""
"Strong","2003","(Married) couple without C. ","no migration background","","","",""
"Strong","2003","(Married) couple without C. ","direct migration background","","","",""
"Strong","2003","(Married) couple without C. ","indirect migration background","","","",""
"Strong","2003","Single parent ","no migration background","","","",""
"Strong","2003","Single parent ","direct migration background","","","",""
"Strong","2003","Single parent ","indirect migration background","","","",""
"Strong","2003","Couple + C. LE 16 ","no migration background","","","",""
"Strong","2003","Couple + C. LE 16 ","direct migration background","","","",""
"Strong","2003","Couple + C. LE 16 ","indirect migration background","","","",""
"Strong","2003","Couple + C. GT 16 ","no migration background","","","",""
"Strong","2003","Couple + C. GT 16 ","direct migration background","","","",""
"Strong","2003","Couple + C. GT 16 ","indirect migration background","","","",""
"Strong","2003","Couple + C. LE and GT 16","no migration background","","","",""
"Strong","2003","Couple + C. LE and GT 16","direct migration background","","","",""
"Strong","2003","Couple + C. LE and GT 16","indirect migration background","","","",""
"A little","2003","1-pers.-HH","no migration background","","","",""
"A little","2003","1-pers.-HH","direct migration background","","","",""
"A little","2003","1-pers.-HH","indirect migration background","","","",""
"A little","2003","(Married) couple without C. ","no migration background","","","",""
"A little","2003","(Married) couple without C. ","direct migration background","","","",""
"A little","2003","(Married) couple without C. ","indirect migration background","","","",""
"A little","2003","Single parent ","no migration background","","","",""
"A little","2003","Single parent ","direct migration background","","","",""
"A little","2003","Single parent ","indirect migration background","","","",""
"A little","2003","Couple + C. LE 16 ","no migration background","","","",""
"A little","2003","Couple + C. LE 16 ","direct migration background","","","",""
"A little","2003","Couple + C. LE 16 ","indirect migration background","","","",""
"A little","2003","Couple + C. GT 16 ","no migration background","","","",""
"A little","2003","Couple + C. GT 16 ","direct migration background","","","",""
"A little","2003","Couple + C. GT 16 ","indirect migration background","","","",""
"A little","2003","Couple + C. LE and GT 16","no migration background","","","",""
"A little","2003","Couple + C. LE and GT 16","direct migration background","","","",""
"A little","2003","Couple + C. LE and GT 16","indirect migration background","","","",""
"Not at all","2003","1-pers.-HH","no migration background","","","",""
"Not at all","2003","1-pers.-HH","direct migration background","","","",""
"Not at all","2003","1-pers.-HH","indirect migration background","","","",""
"Not at all","2003","(Married) couple without C. ","no migration background","","","",""
"Not at all","2003","(Married) couple without C. ","direct migration background","","","",""
"Not at all","2003","(Married) couple without C. ","indirect migration background","","","",""
"Not at all","2003","Single parent ","no migration background","","","",""
"Not at all","2003","Single parent ","direct migration background","","","",""
"Not at all","2003","Single parent ","indirect migration background","","","",""
"Not at all","2003","Couple + C. LE 16 ","no migration background","","","",""
"Not at all","2003","Couple + C. LE 16 ","direct migration background","","","",""
"Not at all","2003","Couple + C. LE 16 ","indirect migration background","","","",""
"Not at all","2003","Couple + C. GT 16 ","no migration background","","","",""
