"ple0004","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Couple + C. LE 16 ","Female","474","0.223930952058212","0.207259676340652","0.240602227775773","2"
"A little","2002","Couple + C. LE and GT 16","Male","197","0.207011532916435","0.181912224305219","0.232110841527651","2"
"A little","2002","1-pers.-HH","Male","301","0.246934536496223","0.223356707688083","0.270512365304362","2"
"A little","2002","1-pers.-HH","Female","611","0.369676862462731","0.346956445153827","0.392397279771635","2"
"A little","2002","(Married) couple without C. ","Male","1290","0.369533554917494","0.354022742354947","0.385044367480042","2"
"A little","2002","(Married) couple without C. ","Female","1425","0.400381055219142","0.384703039014896","0.416059071423388","2"
"A little","2002","Single parent ","Male","59","0.166596513122982","0.128052096494363","0.2051409297516","2"
"A little","2002","Single parent ","Female","197","0.252989724753504","0.222383344553382","0.283596104953627","2"
"A little","2002","Couple + C. LE 16 ","Male","408","0.195015264869232","0.178992601488766","0.211037928249698","2"
"A little","2002","Couple + C. GT 16 ","Male","520","0.245598231552433","0.227309809073418","0.263886654031447","2"
"A little","2002","Couple + C. GT 16 ","Female","556","0.328301024421758","0.307034199084878","0.349567849758637","2"
"A little","2002","Couple + C. LE and GT 16","Female","219","0.230498828051994","0.203746066392856","0.257251589711133","2"
"Not at all","2002","Couple + C. LE 16 ","Female","1869","0.750341903304776","0.733033220571668","0.767650586037883","3"
"Not at all","2002","Couple + C. GT 16 ","Male","1488","0.687394815350341","0.667699474842772","0.70709015585791","3"
"Not at all","2002","Couple + C. LE and GT 16","Male","771","0.757617677924108","0.731071220526306","0.784164135321911","3"
"Not at all","2002","Couple + C. LE and GT 16","Female","705","0.735066949053047","0.707034493953729","0.763099404152366","3"
"Not at all","2002","1-pers.-HH","Male","854","0.653154983979957","0.627131084132427","0.679178883827486","3"
"Not at all","2002","1-pers.-HH","Female","724","0.368495272359443","0.345789942913228","0.391200601805659","3"
"Not at all","2002","(Married) couple without C. ","Male","1930","0.478309701082227","0.462257388938234","0.49436201322622","3"
"Not at all","2002","(Married) couple without C. ","Female","1770","0.426871791928499","0.411045058164882","0.442698525692116","3"
"Not at all","2002","Single parent ","Male","276","0.766390496950462","0.72262103832165","0.810159955579273","3"
"Not at all","2002","Single parent ","Female","502","0.646981569260677","0.613334915097639","0.680628223423716","3"
"Not at all","2002","Couple + C. LE 16 ","Male","1885","0.7831450731696","0.766479803736224","0.799810342602976","3"
"Not at all","2002","Couple + C. GT 16 ","Female","1187","0.586056488804523","0.563750602649311","0.608362374959734","3"
"Strong","2002","1-pers.-HH","Male","130","0.0999104795238205","0.0835142155548747","0.116306743492766","1"
"Strong","2002","1-pers.-HH","Female","399","0.261827865177826","0.241135492085532","0.282520238270119","1"
"Strong","2002","(Married) couple without C. ","Male","500","0.152156744000279","0.140614772191815","0.163698715808743","1"
"Strong","2002","(Married) couple without C. ","Female","557","0.172747152852359","0.160651167268551","0.184843138436167","1"
"Strong","2002","Single parent ","Male","24","","","","1"
"Strong","2002","Single parent ","Female","76","0.100028705985818","0.0789048161623637","0.121152595809273","1"
"Strong","2002","Couple + C. LE 16 ","Male","56","0.0218396619611676","0.015929021216263","0.0277503027060722","1"
"Strong","2002","Couple + C. LE 16 ","Female","59","0.0257271446370122","0.0193957747712134","0.0320585145028111","1"
"Strong","2002","Couple + C. GT 16 ","Male","120","0.0670069530972265","0.056383604861035","0.0776303013334179","1"
"Strong","2002","Couple + C. GT 16 ","Female","130","0.0856424867737198","0.0729694161268698","0.0983155574205698","1"
"Strong","2002","Couple + C. LE and GT 16","Male","33","0.0353707891594566","0.0239279542679507","0.0468136240509625","1"
"Strong","2002","Couple + C. LE and GT 16","Female","28","","","","1"
"A little","2003","(Married) couple without C. ","Female","","","","","2"
"A little","2003","Couple + C. LE 16 ","Female","","","","","2"
"A little","2003","(Married) couple without C. ","Male","","","","","2"
"A little","2003","Couple + C. LE and GT 16","Male","","","","","2"
"A little","2003","1-pers.-HH","Female","","","","","2"
"A little","2003","Couple + C. LE 16 ","Male","","","","","2"
"A little","2003","1-pers.-HH","Male","","","","","2"
"A little","2003","Single parent ","Female","","","","","2"
"A little","2003","Single parent ","Male","","","","","2"
"A little","2003","Couple + C. GT 16 ","Male","","","","","2"
"A little","2003","Couple + C. GT 16 ","Female","","","","","2"
"A little","2003","Couple + C. LE and GT 16","Female","","","","","2"
"Not at all","2003","Couple + C. LE 16 ","Female","","","","","3"
"Not at all","2003","(Married) couple without C. ","Female","","","","","3"
"Not at all","2003","1-pers.-HH","Male","","","","","3"
"Not at all","2003","(Married) couple without C. ","Male","","","","","3"
"Not at all","2003","Couple + C. LE 16 ","Male","","","","","3"
"Not at all","2003","1-pers.-HH","Female","","","","","3"
"Not at all","2003","Single parent ","Male","","","","","3"
"Not at all","2003","Couple + C. GT 16 ","Male","","","","","3"
"Not at all","2003","Couple + C. LE and GT 16","Male","","","","","3"
"Not at all","2003","Couple + C. LE and GT 16","Female","","","","","3"
"Not at all","2003","Single parent ","Female","","","","","3"
"Not at all","2003","Couple + C. GT 16 ","Female","","","","","3"
"Strong","2003","1-pers.-HH","Male","","","","","1"
"Strong","2003","1-pers.-HH","Female","","","","","1"
"Strong","2003","(Married) couple without C. ","Male","","","","","1"
"Strong","2003","(Married) couple without C. ","Female","","","","","1"
"Strong","2003","Single parent ","Male","","","","","1"
"Strong","2003","Single parent ","Female","","","","","1"
"Strong","2003","Couple + C. LE 16 ","Male","","","","","1"
"Strong","2003","Couple + C. LE 16 ","Female","","","","","1"
"Strong","2003","Couple + C. GT 16 ","Male","","","","","1"
"Strong","2003","Couple + C. GT 16 ","Female","","","","","1"
"Strong","2003","Couple + C. LE and GT 16","Male","","","","","1"
"Strong","2003","Couple + C. LE and GT 16","Female","","","","","1"
"A little","2004","(Married) couple without C. ","Male","1250","0.374068502794232","0.358266388069216","0.389870617519247","2"
"A little","2004","Couple + C. LE and GT 16","Male","159","0.19686630612711","0.170974424574977","0.222758187679243","2"
"A little","2004","1-pers.-HH","Female","594","0.371822707681913","0.348808265172392","0.394837150191434","2"
"A little","2004","(Married) couple without C. ","Female","1408","0.389871147491827","0.374083290264879","0.405659004718775","2"
"A little","2004","1-pers.-HH","Male","282","0.239668491502993","0.215831595461542","0.263505387544444","2"
"A little","2004","Couple + C. LE 16 ","Male","372","0.203126761640558","0.185511973430743","0.220741549850374","2"
"A little","2004","Single parent ","Male","48","0.135679912437312","0.0998034883217042","0.171556336552921","2"
"A little","2004","Single parent ","Female","169","0.234266175326247","0.203893608274008","0.264638742378485","2"
"A little","2004","Couple + C. LE 16 ","Female","452","0.237408930270382","0.219043625334807","0.255774235205958","2"
"A little","2004","Couple + C. GT 16 ","Male","502","0.260048457685879","0.241064181567305","0.279032733804453","2"
"A little","2004","Couple + C. GT 16 ","Female","558","0.33395039453682","0.312557467981564","0.355343321092076","2"
"A little","2004","Couple + C. LE and GT 16","Female","191","0.25170540682394","0.223096284513292","0.280314529134589","2"
"Not at all","2004","1-pers.-HH","Female","694","0.359295830110963","0.336447932086283","0.382143728135643","3"
"Not at all","2004","(Married) couple without C. ","Male","1816","0.453239256008063","0.436982321406069","0.469496190610057","3"
"Not at all","2004","(Married) couple without C. ","Female","1703","0.42886109346103","0.412840409328393","0.444881777593667","3"
"Not at all","2004","Couple + C. LE 16 ","Male","1580","0.769409437603776","0.750967831093117","0.787851044114434","3"
"Not at all","2004","Couple + C. LE 16 ","Female","1580","0.745206817344227","0.726399100747386","0.764014533941067","3"
"Not at all","2004","Couple + C. LE and GT 16","Male","721","0.768187827424542","0.740709782997649","0.795665871851435","3"
"Not at all","2004","Couple + C. LE and GT 16","Female","664","0.712955537960283","0.683134155808607","0.74277692011196","3"
"Not at all","2004","1-pers.-HH","Male","816","0.64084315679541","0.614053898754352","0.667632414836468","3"
"Not at all","2004","Single parent ","Male","279","0.798661965040948","0.756651403868086","0.840672526213811","3"
"Not at all","2004","Single parent ","Female","517","0.683693770387829","0.650345564495103","0.717041976280555","3"
"Not at all","2004","Couple + C. GT 16 ","Male","1443","0.686723001643858","0.666649630595057","0.706796372692658","3"
"Not at all","2004","Couple + C. GT 16 ","Female","1194","0.597520504805367","0.575275924381617","0.619765085229116","3"
"Strong","2004","1-pers.-HH","Male","134","0.119488351701597","0.101376073717413","0.137600629685781","1"
"Strong","2004","1-pers.-HH","Female","406","0.268881462207124","0.247767695601257","0.289995228812991","1"
"Strong","2004","(Married) couple without C. ","Male","536","0.172692241197705","0.160348517316915","0.185035965078495","1"
"Strong","2004","(Married) couple without C. ","Female","555","0.181267759047143","0.168797281349367","0.193738236744919","1"
"Strong","2004","Single parent ","Male","23","","","","1"
"Strong","2004","Single parent ","Female","61","0.0820400542859245","0.0623606192930706","0.101719489278778","1"
"Strong","2004","Couple + C. LE 16 ","Male","52","0.027463800755666","0.0203084250850042","0.0346191764263279","1"
"Strong","2004","Couple + C. LE 16 ","Female","30","0.0173842523853911","0.0117430246852912","0.023025480085491","1"
"Strong","2004","Couple + C. GT 16 ","Male","106","0.0532285406702633","0.0435131533447225","0.0629439279958041","1"
"Strong","2004","Couple + C. GT 16 ","Female","115","0.0685291006578131","0.0570687450447662","0.0799894562708599","1"
"Strong","2004","Couple + C. LE and GT 16","Male","26","","","","1"
"Strong","2004","Couple + C. LE and GT 16","Female","29","","","","1"
"A little","2005","1-pers.-HH","Male","","","","","2"
"A little","2005","1-pers.-HH","Female","","","","","2"
"A little","2005","(Married) couple without C. ","Male","","","","","2"
"A little","2005","(Married) couple without C. ","Female","","","","","2"
"A little","2005","Single parent ","Male","","","","","2"
"A little","2005","Single parent ","Female","","","","","2"
"A little","2005","Couple + C. LE 16 ","Male","","","","","2"
"A little","2005","Couple + C. LE 16 ","Female","","","","","2"
"A little","2005","Couple + C. LE and GT 16","Male","","","","","2"
"A little","2005","Couple + C. GT 16 ","Male","","","","","2"
"A little","2005","Couple + C. GT 16 ","Female","","","","","2"
"A little","2005","Couple + C. LE and GT 16","Female","","","","","2"
"Not at all","2005","1-pers.-HH","Male","","","","","3"
"Not at all","2005","1-pers.-HH","Female","","","","","3"
"Not at all","2005","(Married) couple without C. ","Male","","","","","3"
"Not at all","2005","(Married) couple without C. ","Female","","","","","3"
"Not at all","2005","Single parent ","Male","","","","","3"
"Not at all","2005","Single parent ","Female","","","","","3"
"Not at all","2005","Couple + C. LE 16 ","Male","","","","","3"
"Not at all","2005","Couple + C. LE 16 ","Female","","","","","3"
"Not at all","2005","Couple + C. GT 16 ","Male","","","","","3"
"Not at all","2005","Couple + C. LE and GT 16","Male","","","","","3"
"Not at all","2005","Couple + C. LE and GT 16","Female","","","","","3"
"Not at all","2005","Couple + C. GT 16 ","Female","","","","","3"
"Strong","2005","1-pers.-HH","Male","","","","","1"
"Strong","2005","1-pers.-HH","Female","","","","","1"
"Strong","2005","(Married) couple without C. ","Male","","","","","1"
"Strong","2005","(Married) couple without C. ","Female","","","","","1"
"Strong","2005","Single parent ","Male","","","","","1"
"Strong","2005","Single parent ","Female","","","","","1"
"Strong","2005","Couple + C. LE 16 ","Male","","","","","1"
"Strong","2005","Couple + C. LE 16 ","Female","","","","","1"
"Strong","2005","Couple + C. GT 16 ","Male","","","","","1"
"Strong","2005","Couple + C. GT 16 ","Female","","","","","1"
"Strong","2005","Couple + C. LE and GT 16","Male","","","","","1"
"Strong","2005","Couple + C. LE and GT 16","Female","","","","","1"
"A little","2006","Couple + C. LE and GT 16","Male","153","0.230154477526733","0.200247861771664","0.260061093281803","2"
"A little","2006","1-pers.-HH","Male","373","0.260304214137076","0.237521375688043","0.283087052586109","2"
"A little","2006","1-pers.-HH","Female","681","0.364494237748847","0.342988683638292","0.385999791859401","2"
"A little","2006","(Married) couple without C. ","Male","1371","0.365005199979693","0.349891813653606","0.380118586305781","2"
"A little","2006","(Married) couple without C. ","Female","1523","0.401910036609588","0.386664718472719","0.417155354746456","2"
"A little","2006","Single parent ","Male","58","0.152367166529329","0.113883604035915","0.190850729022743","2"
"A little","2006","Single parent ","Female","245","0.308890611263652","0.277533155649161","0.340248066878143","2"
"A little","2006","Couple + C. LE 16 ","Male","371","0.211528688581065","0.193261359052716","0.229796018109414","2"
"A little","2006","Couple + C. LE 16 ","Female","438","0.230008419160677","0.211592326921059","0.248424511400295","2"
"A little","2006","Couple + C. GT 16 ","Male","525","0.265203006835473","0.245472812814179","0.284933200856768","2"
"A little","2006","Couple + C. GT 16 ","Female","503","0.306784642171826","0.285153628760429","0.328415655583223","2"
"A little","2006","Couple + C. LE and GT 16","Female","197","0.325736767124279","0.291856053313003","0.359617480935554","2"
"Not at all","2006","(Married) couple without C. ","Female","1840","0.429286821454186","0.413895654922309","0.444677987986063","3"
"Not at all","2006","Couple + C. LE 16 ","Female","1530","0.74477230433584","0.72569318670888","0.7638514219628","3"
"Not at all","2006","1-pers.-HH","Male","901","0.623832257482252","0.598680673087961","0.648983841876543","3"
"Not at all","2006","Couple + C. LE and GT 16","Female","519","0.643237052074732","0.608604872887582","0.677869231261881","3"
"Not at all","2006","(Married) couple without C. ","Male","1987","0.48541263851535","0.469723024076214","0.501102252954485","3"
"Not at all","2006","Couple + C. LE 16 ","Male","1496","0.753641086255031","0.734367439263376","0.772914733246686","3"
"Not at all","2006","Couple + C. LE and GT 16","Male","575","0.715516467047709","0.68346158777234","0.747571346323078","3"
"Not at all","2006","1-pers.-HH","Female","806","0.387498823578114","0.365730037331428","0.409267609824801","3"
"Not at all","2006","Single parent ","Male","253","0.79328930036315","0.749925936542987","0.836652664183314","3"
"Not at all","2006","Couple + C. GT 16 ","Male","1291","0.677230565650327","0.656334095785281","0.698127035515372","3"
"Not at all","2006","Single parent ","Female","526","0.619326583422273","0.58637310970616","0.652280057138385","3"
"Not at all","2006","Couple + C. GT 16 ","Female","1129","0.623611822307096","0.600886966921283","0.646336677692909","3"
"Strong","2006","1-pers.-HH","Male","151","0.115863528380672","0.0992457222957649","0.13248133446558","1"
"Strong","2006","1-pers.-HH","Female","437","0.248006938673039","0.228710178930134","0.267303698415945","1"
"Strong","2006","(Married) couple without C. ","Male","540","0.149582161504957","0.138385636440222","0.160778686569691","1"
"Strong","2006","(Married) couple without C. ","Female","610","0.168803141936226","0.157155687561851","0.180450596310602","1"
"Strong","2006","Single parent ","Male","24","","","","1"
"Strong","2006","Single parent ","Female","63","0.0717828053140753","0.0542641775951761","0.0893014330329745","1"
"Strong","2006","Couple + C. LE 16 ","Male","53","0.0348302251639038","0.0266290238191078","0.0430314265086998","1"
"Strong","2006","Couple + C. LE 16 ","Female","38","0.0252192765034829","0.0183580397634113","0.0320805132435545","1"
"Strong","2006","Couple + C. GT 16 ","Male","107","0.0575664275141999","0.0471560024461106","0.0679768525822891","1"
"Strong","2006","Couple + C. GT 16 ","Female","114","0.0696035355210776","0.0576670727693911","0.081539998272764","1"
"Strong","2006","Couple + C. LE and GT 16","Male","33","0.0543290554255581","0.0382247550388148","0.0704333558123013","1"
"Strong","2006","Couple + C. LE and GT 16","Female","19","","","","1"
"A little","2007","Couple + C. LE and GT 16","Male","","","","","2"
"A little","2007","1-pers.-HH","Male","","","","","2"
"A little","2007","1-pers.-HH","Female","","","","","2"
"A little","2007","(Married) couple without C. ","Male","","","","","2"
"A little","2007","(Married) couple without C. ","Female","","","","","2"
"A little","2007","Single parent ","Male","","","","","2"
"A little","2007","Single parent ","Female","","","","","2"
"A little","2007","Couple + C. LE 16 ","Male","","","","","2"
"A little","2007","Couple + C. LE 16 ","Female","","","","","2"
"A little","2007","Couple + C. GT 16 ","Male","","","","","2"
"A little","2007","Couple + C. GT 16 ","Female","","","","","2"
"A little","2007","Couple + C. LE and GT 16","Female","","","","","2"
"Not at all","2007","1-pers.-HH","Female","","","","","3"
"Not at all","2007","(Married) couple without C. ","Male","","","","","3"
"Not at all","2007","(Married) couple without C. ","Female","","","","","3"
"Not at all","2007","Couple + C. LE 16 ","Male","","","","","3"
"Not at all","2007","Couple + C. LE 16 ","Female","","","","","3"
"Not at all","2007","Couple + C. LE and GT 16","Male","","","","","3"
"Not at all","2007","Couple + C. LE and GT 16","Female","","","","","3"
"Not at all","2007","1-pers.-HH","Male","","","","","3"
"Not at all","2007","Single parent ","Male","","","","","3"
"Not at all","2007","Single parent ","Female","","","","","3"
"Not at all","2007","Couple + C. GT 16 ","Male","","","","","3"
"Not at all","2007","Couple + C. GT 16 ","Female","","","","","3"
"Strong","2007","1-pers.-HH","Male","","","","","1"
"Strong","2007","1-pers.-HH","Female","","","","","1"
"Strong","2007","(Married) couple without C. ","Male","","","","","1"
"Strong","2007","(Married) couple without C. ","Female","","","","","1"
"Strong","2007","Single parent ","Male","","","","","1"
"Strong","2007","Single parent ","Female","","","","","1"
"Strong","2007","Couple + C. LE 16 ","Male","","","","","1"
"Strong","2007","Couple + C. LE 16 ","Female","","","","","1"
"Strong","2007","Couple + C. GT 16 ","Male","","","","","1"
"Strong","2007","Couple + C. GT 16 ","Female","","","","","1"
"Strong","2007","Couple + C. LE and GT 16","Male","","","","","1"
"Strong","2007","Couple + C. LE and GT 16","Female","","","","","1"
"A little","2008","1-pers.-HH","Male","358","0.265027969287387","0.24094364331966","0.289112295255115","2"
"A little","2008","Couple + C. LE and GT 16","Male","116","0.192406765511228","0.161277832104357","0.223535698918099","2"
"A little","2008","1-pers.-HH","Female","625","0.358027774884602","0.335617089706655","0.380438460062549","2"
"A little","2008","(Married) couple without C. ","Male","1281","0.378959615675307","0.362928765321094","0.394990466029519","2"
"A little","2008","(Married) couple without C. ","Female","1349","0.3974450430859","0.381349351972832","0.413540734198968","2"
"A little","2008","Single parent ","Male","50","0.153607148351512","0.113661669745217","0.193552626957807","2"
"A little","2008","Single parent ","Female","211","0.292902432696021","0.260799803550987","0.325005061841054","2"
"A little","2008","Couple + C. LE 16 ","Male","282","0.195539452863173","0.175883265215002","0.215195640511344","2"
"A little","2008","Couple + C. LE 16 ","Female","353","0.23578864320238","0.215300342074121","0.256276944330639","2"
"A little","2008","Couple + C. GT 16 ","Male","455","0.250683799845679","0.230526966464476","0.270840633226882","2"
"A little","2008","Couple + C. GT 16 ","Female","473","0.322965235441558","0.299959135573277","0.345971335309839","2"
"A little","2008","Couple + C. LE and GT 16","Female","133","0.237065500635241","0.20297955833461","0.271151442935871","2"
"Not at all","2008","1-pers.-HH","Male","793","0.621515774328","0.595048866456943","0.647982682199058","3"
"Not at all","2008","1-pers.-HH","Female","738","0.3946478231463","0.371799855995756","0.417495790296843","3"
"Not at all","2008","(Married) couple without C. ","Male","1733","0.472244752821809","0.45574794086576","0.488741564777858","3"
"Not at all","2008","(Married) couple without C. ","Female","1647","0.434481729656548","0.418178192619929","0.450785266693168","3"
"Not at all","2008","Single parent ","Male","244","0.80249521315747","0.758390402653872","0.846600023661067","3"
"Not at all","2008","Single parent ","Female","508","0.637953304306573","0.604052017710384","0.671854590902762","3"
"Not at all","2008","Couple + C. LE 16 ","Male","1239","0.777191102699536","0.75656772045121","0.797814484947863","3"
"Not at all","2008","Couple + C. LE 16 ","Female","1254","0.735700847375047","0.714417679202681","0.756984015547414","3"
"Not at all","2008","Couple + C. GT 16 ","Male","1215","0.692155220952584","0.670687088993694","0.713623352911474","3"
"Not at all","2008","Couple + C. LE and GT 16","Male","482","0.778349500400627","0.745549079423607","0.811149921377647","3"
