"ple0004","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"A little","2012","vocational + Abi","Female","224","0.313065180792589","0.280008264168047","0.34612209741713"
"A little","2012","higher vocational","Male","314","0.344359692621053","0.313299279806232","0.375420105435873"
"A little","2012","higher vocational","Female","186","0.354210719951438","0.314020081312488","0.394401358590388"
"A little","2012","higher education","Male","701","0.284923320794843","0.267115293224483","0.302731348365202"
"A little","2012","higher education","Female","645","0.30722309786067","0.287896792288871","0.326549403432468"
"Not at all","2012","in school","Male","124","0.922791880134889","0.877598058998855","0.967985701270923"
"Not at all","2012","in school","Female","127","0.792232543757849","0.727089198405672","0.857375889110026"
"Not at all","2012","inadequately","Male","47","0.555925673026198","0.455482514135914","0.656368831916481"
"Not at all","2012","inadequately","Female","37","0.236094294511987","0.164981060365791","0.307207528658184"
"Not at all","2012","general elemantary","Male","408","0.581407123720816","0.544490487324148","0.618323760117484"
"Not at all","2012","general elemantary","Female","538","0.346364764237193","0.321712157125593","0.371017371348792"
"Not at all","2012","middle vocational","Male","2675","0.559626570187793","0.545557751995835","0.573695388379752"
"Not at all","2012","middle vocational","Female","2775","0.463387162439989","0.450249108464879","0.4765252164151"
"Not at all","2012","vocational + Abi","Male","301","0.622628085652683","0.577941413401262","0.667314757904105"
"Not at all","2012","vocational + Abi","Female","484","0.607638135273771","0.572832216739154","0.642444053808387"
"Not at all","2012","higher vocational","Male","486","0.550252672412406","0.517733939045258","0.582771405779553"
"Not at all","2012","higher vocational","Female","303","0.532775617772176","0.490849605118532","0.574701630425819"
"Not at all","2012","higher education","Male","1599","0.648234813640237","0.629395368106546","0.667074259173927"
"Not at all","2012","higher education","Female","1389","0.608270120614316","0.587821368917104","0.628718872311528"
"Strong","2013","in school","Male","","","",""
"Strong","2013","in school","Female","","","",""
"Strong","2013","inadequately","Male","","","",""
"Strong","2013","inadequately","Female","","","",""
"Strong","2013","general elemantary","Male","","","",""
"Strong","2013","general elemantary","Female","","","",""
"Strong","2013","middle vocational","Male","","","",""
"Strong","2013","middle vocational","Female","","","",""
"Strong","2013","vocational + Abi","Male","","","",""
"Strong","2013","vocational + Abi","Female","","","",""
"Strong","2013","higher vocational","Male","","","",""
"Strong","2013","higher vocational","Female","","","",""
"Strong","2013","higher education","Male","","","",""
"Strong","2013","higher education","Female","","","",""
"A little","2013","in school","Male","","","",""
"A little","2013","in school","Female","","","",""
"A little","2013","inadequately","Male","","","",""
"A little","2013","inadequately","Female","","","",""
"A little","2013","general elemantary","Male","","","",""
"A little","2013","general elemantary","Female","","","",""
"A little","2013","middle vocational","Male","","","",""
"A little","2013","middle vocational","Female","","","",""
"A little","2013","vocational + Abi","Male","","","",""
"A little","2013","vocational + Abi","Female","","","",""
"A little","2013","higher vocational","Male","","","",""
"A little","2013","higher vocational","Female","","","",""
"A little","2013","higher education","Male","","","",""
"A little","2013","higher education","Female","","","",""
"Not at all","2013","in school","Male","","","",""
"Not at all","2013","in school","Female","","","",""
"Not at all","2013","inadequately","Male","","","",""
"Not at all","2013","inadequately","Female","","","",""
"Not at all","2013","general elemantary","Male","","","",""
"Not at all","2013","general elemantary","Female","","","",""
"Not at all","2013","middle vocational","Male","","","",""
"Not at all","2013","middle vocational","Female","","","",""
"Not at all","2013","vocational + Abi","Male","","","",""
"Not at all","2013","vocational + Abi","Female","","","",""
"Not at all","2013","higher vocational","Male","","","",""
"Not at all","2013","higher vocational","Female","","","",""
"Not at all","2013","higher education","Male","","","",""
"Not at all","2013","higher education","Female","","","",""
"Strong","2014","in school","Male","4","","",""
"Strong","2014","in school","Female","4","","",""
"Strong","2014","inadequately","Male","32","0.168272497558775","0.117913478477188","0.218631516640362"
"Strong","2014","inadequately","Female","67","0.274916188775923","0.223794105605959","0.326038271945887"
"Strong","2014","general elemantary","Male","105","0.121476515096413","0.102923475975787","0.140029554217039"
"Strong","2014","general elemantary","Female","390","0.253152248864746","0.233723157485554","0.272581340243938"
"Strong","2014","middle vocational","Male","618","0.120414336677372","0.111944829317302","0.128883844037442"
"Strong","2014","middle vocational","Female","820","0.150199368366245","0.141768979717028","0.158629757015463"
"Strong","2014","vocational + Abi","Male","37","0.0508791535407563","0.0351729990269079","0.0665853080546046"
"Strong","2014","vocational + Abi","Female","79","0.0793186356164657","0.064617427059722","0.0940198441732093"
"Strong","2014","higher vocational","Male","94","0.104050607493696","0.0849830956194403","0.123118119367951"
"Strong","2014","higher vocational","Female","58","0.120361666709686","0.0945191018641223","0.14620423155525"
"Strong","2014","higher education","Male","181","0.0674136819755045","0.0585915053778941","0.0762358585731149"
"Strong","2014","higher education","Female","205","0.0840569233951315","0.0743331303721327","0.0937807164181303"
"A little","2014","in school","Male","12","","",""
"A little","2014","in school","Female","28","","",""
"A little","2014","inadequately","Male","55","0.242313271661484","0.184634818961139","0.299991724361828"
"A little","2014","inadequately","Female","103","0.374167120139635","0.31875863463538","0.42957560564389"
"A little","2014","general elemantary","Male","292","0.26237383455032","0.237389336514956","0.287358332585683"
"A little","2014","general elemantary","Female","638","0.363774108181816","0.342277639660657","0.385270576702976"
"A little","2014","middle vocational","Male","1659","0.31976810778954","0.30763069707166","0.331905518507421"
"A little","2014","middle vocational","Female","2296","0.362210539410274","0.350868941947168","0.373552136873381"
"A little","2014","vocational + Abi","Male","165","0.247732943475841","0.216878545719801","0.278587341231881"
"A little","2014","vocational + Abi","Female","333","0.260692092212284","0.236809176312955","0.284575008111614"
"A little","2014","higher vocational","Male","315","0.35931882274301","0.329355433071214","0.389282212414806"
"A little","2014","higher vocational","Female","195","0.31456596932223","0.277687053520341","0.351444885124119"
"A little","2014","higher education","Male","747","0.241334646872222","0.226279251454198","0.256390042290245"
"A little","2014","higher education","Female","765","0.273869507599354","0.258241849667473","0.289497165531235"
"Not at all","2014","in school","Male","198","0.919362515377232","0.882882661785725","0.955842368968739"
"Not at all","2014","in school","Female","202","0.890283263809171","0.850238963755312","0.930327563863029"
"Not at all","2014","inadequately","Male","125","0.589414230779741","0.523193736883172","0.65563472467631"
"Not at all","2014","inadequately","Female","123","0.350916691084442","0.296269667272851","0.405563714896033"
"Not at all","2014","general elemantary","Male","794","0.616149650353268","0.588530120366518","0.643769180340018"
"Not at all","2014","general elemantary","Female","896","0.383073642953438","0.361351465581951","0.404795820324924"
"Not at all","2014","middle vocational","Male","3395","0.559817555533088","0.546898832255418","0.572736278810758"
"Not at all","2014","middle vocational","Female","3783","0.48759009222348","0.475795275037531","0.49938490940943"
"Not at all","2014","vocational + Abi","Male","550","0.701387902983402","0.668678546121792","0.734097259845013"
"Not at all","2014","vocational + Abi","Female","886","0.65998927217125","0.634218615037695","0.685759929304805"
"Not at all","2014","higher vocational","Male","576","0.536630569763295","0.505489654719021","0.567771484807568"
"Not at all","2014","higher vocational","Female","356","0.565072363968084","0.525699230343306","0.604445497592862"
"Not at all","2014","higher education","Male","2175","0.691251671152274","0.674997021692282","0.707506320612266"
"Not at all","2014","higher education","Female","2158","0.642073569005515","0.62527377331703","0.658873364694"
"Strong","2015","in school","Male","","","",""
"Strong","2015","in school","Female","","","",""
"Strong","2015","inadequately","Male","","","",""
"Strong","2015","inadequately","Female","","","",""
"Strong","2015","general elemantary","Male","","","",""
"Strong","2015","general elemantary","Female","","","",""
"Strong","2015","middle vocational","Male","","","",""
"Strong","2015","middle vocational","Female","","","",""
"Strong","2015","vocational + Abi","Male","","","",""
"Strong","2015","vocational + Abi","Female","","","",""
"Strong","2015","higher vocational","Male","","","",""
"Strong","2015","higher vocational","Female","","","",""
"Strong","2015","higher education","Male","","","",""
"Strong","2015","higher education","Female","","","",""
"A little","2015","in school","Male","","","",""
"A little","2015","in school","Female","","","",""
"A little","2015","inadequately","Male","","","",""
"A little","2015","inadequately","Female","","","",""
"A little","2015","general elemantary","Male","","","",""
"A little","2015","general elemantary","Female","","","",""
"A little","2015","middle vocational","Male","","","",""
"A little","2015","middle vocational","Female","","","",""
"A little","2015","vocational + Abi","Male","","","",""
"A little","2015","vocational + Abi","Female","","","",""
"A little","2015","higher vocational","Male","","","",""
"A little","2015","higher vocational","Female","","","",""
"A little","2015","higher education","Male","","","",""
"A little","2015","higher education","Female","","","",""
"Not at all","2015","in school","Male","","","",""
"Not at all","2015","in school","Female","","","",""
"Not at all","2015","inadequately","Male","","","",""
"Not at all","2015","inadequately","Female","","","",""
"Not at all","2015","general elemantary","Male","","","",""
"Not at all","2015","general elemantary","Female","","","",""
"Not at all","2015","middle vocational","Male","","","",""
"Not at all","2015","middle vocational","Female","","","",""
"Not at all","2015","vocational + Abi","Male","","","",""
"Not at all","2015","vocational + Abi","Female","","","",""
"Not at all","2015","higher vocational","Male","","","",""
"Not at all","2015","higher vocational","Female","","","",""
"Not at all","2015","higher education","Male","","","",""
"Not at all","2015","higher education","Female","","","",""
"Strong","2016","in school","Male","2","","",""
"Strong","2016","in school","Female","4","","",""
"Strong","2016","inadequately","Male","70","0.114551212801775","0.0957647453746899","0.133337680228859"
"Strong","2016","inadequately","Female","146","0.222800993722835","0.195569181133554","0.250032806312116"
"Strong","2016","general elemantary","Male","134","0.109716486369276","0.094050979210414","0.125381993528137"
"Strong","2016","general elemantary","Female","368","0.25956246593368","0.23972979923514","0.27939513263222"
"Strong","2016","middle vocational","Male","556","0.125610390970032","0.116811759705484","0.134409022234579"
"Strong","2016","middle vocational","Female","786","0.147996775364024","0.13925875103584","0.156734799692208"
"Strong","2016","vocational + Abi","Male","39","0.0625691587161313","0.0460829572640282","0.0790553601682344"
"Strong","2016","vocational + Abi","Female","92","0.0871463148508244","0.0718318797001297","0.102460750001519"
"Strong","2016","higher vocational","Male","78","0.0982570892808099","0.0783746423939679","0.118139536167652"
"Strong","2016","higher vocational","Female","64","0.13561780650066","0.106951675875547","0.164283937125773"
"Strong","2016","higher education","Male","205","0.0661300133693329","0.0578000890659271","0.0744599376727387"
"Strong","2016","higher education","Female","224","0.0828750334737779","0.0733776744035674","0.0923723925439885"
"A little","2016","in school","Male","9","","",""
"A little","2016","in school","Female","29","","",""
"A little","2016","inadequately","Male","242","0.238141466997914","0.213015763255119","0.263267170740708"
"A little","2016","inadequately","Female","286","0.406520515361194","0.37437680851005","0.438664222212338"
"A little","2016","general elemantary","Male","324","0.285775279876205","0.263130186466627","0.308420373285784"
"A little","2016","general elemantary","Female","654","0.404988664624182","0.382781147365434","0.42719618188293"
"A little","2016","middle vocational","Male","1599","0.315336618368811","0.303000583358144","0.327672653379478"
"A little","2016","middle vocational","Female","2125","0.358155638587732","0.346357397526296","0.369953879649169"
"A little","2016","vocational + Abi","Male","189","0.241452344856037","0.212319830138315","0.270584859573759"
"A little","2016","vocational + Abi","Female","350","0.293716933974452","0.268986611864954","0.318447256083951"
"A little","2016","higher vocational","Male","295","0.336159283890127","0.304605531497627","0.367713036282628"
"A little","2016","higher vocational","Female","192","0.340958723962118","0.301270193102139","0.380647254822097"
"A little","2016","higher education","Male","799","0.233020664853448","0.218850086017061","0.247191243689834"
"A little","2016","higher education","Female","838","0.281835992113433","0.266337594935116","0.297334389291749"
"Not at all","2016","in school","Male","150","0.974634664087664","0.950347523386511","0.998921804788818"
"Not at all","2016","in school","Female","166","0.878013987619403","0.832543743318458","0.923484231920348"
"Not at all","2016","inadequately","Male","792","0.647307320200312","0.619122385274333","0.67549225512629"
"Not at all","2016","inadequately","Female","465","0.370678490915971","0.339071230813976","0.402285751017965"
"Not at all","2016","general elemantary","Male","1071","0.604508233754519","0.579999877661132","0.629016589847906"
"Not at all","2016","general elemantary","Female","855","0.335448869442138","0.314089259304052","0.356808479580225"
"Not at all","2016","middle vocational","Male","3295","0.559052990661157","0.54587134818591","0.572234633136405"
"Not at all","2016","middle vocational","Female","3433","0.493847586048244","0.481544795573942","0.506150376522546"
"Not at all","2016","vocational + Abi","Male","601","0.695978496427832","0.664665769707104","0.72729122314856"
"Not at all","2016","vocational + Abi","Female","861","0.619136751174723","0.592770176776808","0.645503325572639"
"Not at all","2016","higher vocational","Male","488","0.565583626829063","0.532474477524221","0.598692776133905"
"Not at all","2016","higher vocational","Female","292","0.523423469537222","0.481606675541899","0.565240263532545"
"Not at all","2016","higher education","Male","2415","0.700849321777219","0.685501177776521","0.716197465777918"
"Not at all","2016","higher education","Female","2175","0.635288974412789","0.618706976859884","0.651870971965695"
"Strong","2017","in school","Male","","","",""
"Strong","2017","in school","Female","","","",""
"Strong","2017","inadequately","Male","51","0.0451293653012515","0.0293872988469711","0.0608714317555319"
"Strong","2017","inadequately","Female","85","0.149471582858489","0.120045512431219","0.178897653285759"
"Strong","2017","general elemantary","Male","12","","",""
"Strong","2017","general elemantary","Female","21","","",""
"Strong","2017","middle vocational","Male","6","","",""
"Strong","2017","middle vocational","Female","21","","",""
"Strong","2017","vocational + Abi","Male","2","","",""
"Strong","2017","vocational + Abi","Female","4","","",""
"Strong","2017","higher vocational","Male","","","",""
"Strong","2017","higher vocational","Female","","","",""
"Strong","2017","higher education","Male","14","","",""
"Strong","2017","higher education","Female","9","","",""
"A little","2017","in school","Male","","","",""
"A little","2017","in school","Female","","","",""
"A little","2017","inadequately","Male","106","0.148935479593796","0.121936945352971","0.175934013834621"
"A little","2017","inadequately","Female","177","0.298595367235086","0.260826462861311","0.336364271608861"
"A little","2017","general elemantary","Male","54","0.13616859864716","0.0991649883393956","0.173172208954924"
"A little","2017","general elemantary","Female","65","0.29137614791539","0.232394683728429","0.350357612102351"
"A little","2017","middle vocational","Male","38","0.154376969919906","0.109134666694413","0.199619273145398"
"A little","2017","middle vocational","Female","48","0.264325510605874","0.203057477130428","0.32559354408132"
"A little","2017","vocational + Abi","Male","6","","",""
"A little","2017","vocational + Abi","Female","13","","",""
"A little","2017","higher vocational","Male","","","",""
"A little","2017","higher vocational","Female","","","",""
"A little","2017","higher education","Male","46","0.128170560852601","0.0898947686547858","0.166446353050417"
"A little","2017","higher education","Female","42","0.277508123048077","0.208342628378452","0.346673617717701"
"Not at all","2017","in school","Male","16","","",""
"Not at all","2017","in school","Female","5","","",""
"Not at all","2017","inadequately","Male","511","0.805935155104953","0.775944680083342","0.835925630126563"
"Not at all","2017","inadequately","Female","302","0.551933049906425","0.510891552772803","0.592974547040048"
"Not at all","2017","general elemantary","Male","264","0.846255006905764","0.807337748561943","0.885172265249585"
"Not at all","2017","general elemantary","Female","142","0.620486663945097","0.557498287530037","0.683475040360158"
"Not at all","2017","middle vocational","Male","201","0.820743398327568","0.772714090557807","0.868772706097328"
"Not at all","2017","middle vocational","Female","130","0.631586478721328","0.564566274748053","0.698606682694602"
"Not at all","2017","vocational + Abi","Male","28","","",""
"Not at all","2017","vocational + Abi","Female","16","","",""
"Not at all","2017","higher vocational","Male","","","",""
"Not at all","2017","higher vocational","Female","","","",""
"Not at all","2017","higher education","Male","233","0.829473919071828","0.786410247565356","0.8725375905783"
"Not at all","2017","higher education","Female","110","0.641600268532282","0.567528748097414","0.71567178896715"
"Strong","2018","in school","Male","4","","",""
"Strong","2018","in school","Female","4","","",""
"Strong","2018","inadequately","Male","99","0.130760829801694","0.110882704207296","0.150638955396092"
"Strong","2018","inadequately","Female","181","0.271553964583122","0.243863003477317","0.299244925688927"
"Strong","2018","general elemantary","Male","157","0.131930012915698","0.115259198893417","0.148600826937978"
"Strong","2018","general elemantary","Female","342","0.241084691036204","0.221991608509698","0.26017777356271"
"Strong","2018","middle vocational","Male","588","0.120740964295889","0.11222013982138","0.129261788770398"
"Strong","2018","middle vocational","Female","819","0.154571351510704","0.145844141688742","0.163298561332665"
"Strong","2018","vocational + Abi","Male","51","0.0793772461181304","0.0611612982126179","0.097593194023643"
"Strong","2018","vocational + Abi","Female","93","0.0881347352542242","0.073073592778721","0.103195877729727"
"Strong","2018","higher vocational","Male","80","0.100365317383186","0.080512064199431","0.120218570566942"
"Strong","2018","higher vocational","Female","71","0.136899835348521","0.108779259655271","0.16502041104177"
"Strong","2018","higher education","Male","190","0.0506177024117219","0.0434577801142068","0.057777624709237"
"Strong","2018","higher education","Female","224","0.0835206345687557","0.0742509207455732","0.0927903483919383"
"A little","2018","in school","Male","4","","",""
"A little","2018","in school","Female","26","","",""
"A little","2018","inadequately","Male","269","0.280623450111589","0.254131918354332","0.307114981868846"
"A little","2018","inadequately","Female","358","0.375609990507791","0.34545856816128","0.405761412854302"
"A little","2018","general elemantary","Male","371","0.251208842906957","0.229843717388384","0.272573968425529"
"A little","2018","general elemantary","Female","654","0.38000724442119","0.358340990844242","0.401673497998139"
"A little","2018","middle vocational","Male","1627","0.321844824971005","0.309627287367565","0.334062362574445"
"A little","2018","middle vocational","Female","2303","0.371343298699247","0.359678775119263","0.383007822279231"
"A little","2018","vocational + Abi","Male","203","0.24095720654845","0.212139063020758","0.269775350076142"
"A little","2018","vocational + Abi","Female","394","0.320419361620875","0.295628084363909","0.34521063887784"
"A little","2018","higher vocational","Male","295","0.337958225688452","0.306705999231273","0.369210452145632"
"A little","2018","higher vocational","Female","197","0.374271951450949","0.334682580873802","0.413861322028097"
"A little","2018","higher education","Male","882","0.232042016173377","0.21825441934738","0.245829612999375"
"A little","2018","higher education","Female","911","0.290423591125789","0.275213787107137","0.305633395144442"
"Not at all","2018","in school","Male","157","0.978490954679584","0.956355161221115","1.00062674813805"
"Not at all","2018","in school","Female","156","0.821076428818187","0.765993478937115","0.87615937869926"
"Not at all","2018","inadequately","Male","737","0.588615720086717","0.559601778900716","0.617629661272717"
"Not at all","2018","inadequately","Female","452","0.352836044909087","0.32308481687865","0.382587272939523"
"Not at all","2018","general elemantary","Male","1055","0.616861144177346","0.592912582235618","0.640809706119073"
"Not at all","2018","general elemantary","Female","932","0.378908064542605","0.357253999062854","0.400562130022357"
"Not at all","2018","middle vocational","Male","3402","0.557414210733106","0.544424974062267","0.570403447403945"
"Not at all","2018","middle vocational","Female","3469","0.474085349790049","0.462030596207967","0.486140103372132"
"Not at all","2018","vocational + Abi","Male","592","0.67966554733342","0.648223388108764","0.711107706558076"
"Not at all","2018","vocational + Abi","Female","874","0.591445903124901","0.565330223799522","0.617561582450281"
"Not at all","2018","higher vocational","Male","505","0.561676456928361","0.528893564838224","0.594459349018498"
"Not at all","2018","higher vocational","Female","306","0.48882821320053","0.447934766692569","0.529721659708491"
"Not at all","2018","higher education","Male","2529","0.717340281414901","0.702633044078104","0.732047518751698"
"Not at all","2018","higher education","Female","2287","0.626055774305455","0.609844467805173","0.642267080805737"
"Strong","2019","in school","Male","","","",""
"Strong","2019","in school","Female","","","",""
"Strong","2019","inadequately","Male","13","","",""
"Strong","2019","inadequately","Female","12","","",""
"Strong","2019","general elemantary","Male","1","","",""
"Strong","2019","general elemantary","Female","3","","",""
"Strong","2019","middle vocational","Male","2","","",""
"Strong","2019","middle vocational","Female","2","","",""
"Strong","2019","vocational + Abi","Male","","","",""
"Strong","2019","vocational + Abi","Female","","","",""
"Strong","2019","higher vocational","Male","","","",""
"Strong","2019","higher vocational","Female","","","",""
"Strong","2019","higher education","Male","1","","",""
"Strong","2019","higher education","Female","1","","",""
"A little","2019","in school","Male","","","",""
"A little","2019","in school","Female","","","",""
"A little","2019","inadequately","Male","13","","",""
"A little","2019","inadequately","Female","16","","",""
"A little","2019","general elemantary","Male","3","","",""
"A little","2019","general elemantary","Female","8","","",""
"A little","2019","middle vocational","Male","4","","",""
"A little","2019","middle vocational","Female","5","","",""
"A little","2019","vocational + Abi","Male","","","",""
"A little","2019","vocational + Abi","Female","","","",""
"A little","2019","higher vocational","Male","","","",""
"A little","2019","higher vocational","Female","","","",""
"A little","2019","higher education","Male","2","","",""
"A little","2019","higher education","Female","1","","",""
"Not at all","2019","in school","Male","1","","",""
"Not at all","2019","in school","Female","1","","",""
"Not at all","2019","inadequately","Male","35","0.504208478383356","0.378739086388495","0.629677870378217"
"Not at all","2019","inadequately","Female","43","0.581141282743684","0.466380484693086","0.695902080794282"
"Not at all","2019","general elemantary","Male","22","","",""
"Not at all","2019","general elemantary","Female","16","","",""
"Not at all","2019","middle vocational","Male","9","","",""
"Not at all","2019","middle vocational","Female","11","","",""
"Not at all","2019","vocational + Abi","Male","2","","",""
"Not at all","2019","vocational + Abi","Female","","","",""
"Not at all","2019","higher vocational","Male","","","",""
"Not at all","2019","higher vocational","Female","","","",""
"Not at all","2019","higher education","Male","10","","",""
"Not at all","2019","higher education","Female","12","","",""
