"ple0004","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Schleswig-Holstein","75","0.134823616629917","0.109945693453608","0.159701539806226"
"Strong","2002","Hamburg","42","0.189222945514376","0.146898842181719","0.231547048847033"
"Strong","2002","Lower Saxony","190","0.110121483438384","0.0963503646938293","0.123892602182938"
"Strong","2002","Bremen","19","","",""
"Strong","2002","North Rhine-Westphalia","458","0.119148472185415","0.110060964348795","0.128235980022034"
"Strong","2002","Hesse","187","0.148083630727236","0.130914464990605","0.165252796463866"
"Strong","2002","Rhineland-Palatinate,Saarland","138","0.112014275338372","0.0953684383699997","0.128660112306744"
"Strong","2002","Baden-Württemberg","248","0.111454505875786","0.0998149023036485","0.123094109447924"
"Strong","2002","Bavaria","259","0.106658299852791","0.0960687098040583","0.117247889901523"
"Strong","2002","Berlin","79","0.106515807440474","0.0855661918230565","0.127465423057892"
"Strong","2002","Brandenburg","123","0.139885222316828","0.11803406037018","0.161736384263476"
"Strong","2002","Mecklenburg-Western Pomerania","52","0.133372861502119","0.104038737929556","0.162706985074682"
"Strong","2002","Saxony","164","0.123473737635326","0.10762890381797","0.139318571452682"
"Strong","2002","Saxony-Anhalt","124","0.15407557784258","0.131379665635668","0.176771490049491"
"Strong","2002","Thuringia","89","0.111475254118248","0.0916595183823526","0.131290989854144"
"A little","2002","Schleswig-Holstein","163","0.260715349271963","0.228736122934257","0.292694575609669"
"A little","2002","Hamburg","68","0.260117681675655","0.212713527305155","0.307521836046156"
"A little","2002","Lower Saxony","566","0.314974206345919","0.294539952088187","0.335408460603652"
"A little","2002","Bremen","43","0.280083424253251","0.213170527776306","0.346996320730196"
"A little","2002","North Rhine-Westphalia","1310","0.291015156096528","0.278273511621793","0.303756800571262"
"A little","2002","Hesse","410","0.26096817636828","0.239739518889601","0.282196833846959"
"A little","2002","Rhineland-Palatinate,Saarland","361","0.288573815462063","0.264659423586241","0.312488207337885"
"A little","2002","Baden-Württemberg","731","0.293530071289916","0.276686945984824","0.310373196595009"
"A little","2002","Bavaria","892","0.298001346589668","0.282310359366079","0.313692333813258"
"A little","2002","Berlin","264","0.331909964991173","0.299931822520257","0.363888107462089"
"A little","2002","Brandenburg","327","0.360304671417484","0.330061178454634","0.390548164380333"
"A little","2002","Mecklenburg-Western Pomerania","192","0.405231230841996","0.362871931046781","0.447590530637212"
"A little","2002","Saxony","507","0.325409889334302","0.302843956897856","0.347975821770748"
"A little","2002","Saxony-Anhalt","333","0.346624795205521","0.316707240338694","0.376542350072349"
"A little","2002","Thuringia","304","0.354078022459491","0.32396698502018","0.384189059898802"
"Not at all","2002","Schleswig-Holstein","486","0.60446103409812","0.568844012494499","0.640078055701741"
"Not at all","2002","Hamburg","219","0.550659372809968","0.496909244723278","0.604409500896659"
"Not at all","2002","Lower Saxony","1229","0.574904310215697","0.553156828791263","0.59665179164013"
"Not at all","2002","Bremen","111","0.577701447068529","0.504099964283298","0.651302929853761"
"Not at all","2002","North Rhine-Westphalia","3114","0.589836371718058","0.576039089386541","0.603633654049574"
"Not at all","2002","Hesse","1047","0.590948192904484","0.567181921809333","0.614714463999636"
"Not at all","2002","Rhineland-Palatinate,Saarland","880","0.599411909199565","0.573548983119845","0.625274835279285"
"Not at all","2002","Baden-Württemberg","1829","0.595015422834297","0.576858891104517","0.613171954564077"
"Not at all","2002","Bavaria","2113","0.595340353557541","0.578501961183898","0.612178745931184"
"Not at all","2002","Berlin","490","0.561574227568352","0.527878315791588","0.595270139345117"
"Not at all","2002","Brandenburg","518","0.499810106265688","0.468312294347522","0.531307918183854"
"Not at all","2002","Mecklenburg-Western Pomerania","272","0.461395907655885","0.418383383080568","0.504408432231202"
"Not at all","2002","Saxony","985","0.551116373030372","0.527160805509458","0.575071940551286"
"Not at all","2002","Saxony-Anhalt","515","0.499299626951899","0.467866720731363","0.530732533172436"
"Not at all","2002","Thuringia","576","0.534446723422261","0.503039965598827","0.565853481245694"
"Strong","2003","Schleswig-Holstein","","","",""
"Strong","2003","Hamburg","","","",""
"Strong","2003","Lower Saxony","","","",""
"Strong","2003","Bremen","","","",""
"Strong","2003","North Rhine-Westphalia","","","",""
"Strong","2003","Hesse","","","",""
"Strong","2003","Rhineland-Palatinate,Saarland","","","",""
"Strong","2003","Baden-Württemberg","","","",""
"Strong","2003","Bavaria","","","",""
"Strong","2003","Berlin","","","",""
"Strong","2003","Brandenburg","","","",""
"Strong","2003","Mecklenburg-Western Pomerania","","","",""
"Strong","2003","Saxony","","","",""
"Strong","2003","Saxony-Anhalt","","","",""
"Strong","2003","Thuringia","","","",""
"A little","2003","Schleswig-Holstein","","","",""
"A little","2003","Hamburg","","","",""
"A little","2003","Lower Saxony","","","",""
"A little","2003","Bremen","","","",""
"A little","2003","North Rhine-Westphalia","","","",""
"A little","2003","Hesse","","","",""
"A little","2003","Rhineland-Palatinate,Saarland","","","",""
"A little","2003","Baden-Württemberg","","","",""
"A little","2003","Bavaria","","","",""
"A little","2003","Berlin","","","",""
"A little","2003","Brandenburg","","","",""
"A little","2003","Mecklenburg-Western Pomerania","","","",""
"A little","2003","Saxony","","","",""
"A little","2003","Saxony-Anhalt","","","",""
"A little","2003","Thuringia","","","",""
"Not at all","2003","Schleswig-Holstein","","","",""
"Not at all","2003","Hamburg","","","",""
"Not at all","2003","Lower Saxony","","","",""
"Not at all","2003","Bremen","","","",""
"Not at all","2003","North Rhine-Westphalia","","","",""
"Not at all","2003","Hesse","","","",""
"Not at all","2003","Rhineland-Palatinate,Saarland","","","",""
"Not at all","2003","Baden-Württemberg","","","",""
"Not at all","2003","Bavaria","","","",""
"Not at all","2003","Berlin","","","",""
"Not at all","2003","Brandenburg","","","",""
"Not at all","2003","Mecklenburg-Western Pomerania","","","",""
"Not at all","2003","Saxony","","","",""
"Not at all","2003","Saxony-Anhalt","","","",""
"Not at all","2003","Thuringia","","","",""
"Strong","2004","Schleswig-Holstein","64","0.118433256991038","0.0941113468531583","0.142755167128917"
"Strong","2004","Hamburg","35","0.165660694965027","0.123379139342063","0.207942250587991"
"Strong","2004","Lower Saxony","174","0.116119063798671","0.101660475446563","0.130577652150779"
"Strong","2004","Bremen","18","","",""
"Strong","2004","North Rhine-Westphalia","475","0.13596277206855","0.126002611142792","0.145922932994307"
"Strong","2004","Hesse","156","0.147808441447514","0.129490203602467","0.166126679292561"
"Strong","2004","Rhineland-Palatinate,Saarland","131","0.120891197576314","0.103197119082316","0.138585276070311"
"Strong","2004","Baden-Württemberg","229","0.107790021469758","0.0959063116515577","0.119673731287959"
"Strong","2004","Bavaria","258","0.108008074886093","0.0969888972604237","0.119027252511762"
"Strong","2004","Berlin","88","0.121514451226195","0.0990142264159165","0.144014676036473"
"Strong","2004","Brandenburg","117","0.165410180112519","0.141296231525435","0.189524128699603"
"Strong","2004","Mecklenburg-Western Pomerania","49","0.110144793896106","0.0830797839116978","0.137209803880514"
"Strong","2004","Saxony","167","0.139769461654738","0.12265025799152","0.156888665317956"
"Strong","2004","Saxony-Anhalt","109","0.149350856111758","0.126393509540525","0.17230820268299"
"Strong","2004","Thuringia","102","0.136875610692329","0.114949488850365","0.158801732534294"
"A little","2004","Schleswig-Holstein","160","0.259329953541252","0.226340738945266","0.292319168137238"
"A little","2004","Hamburg","65","0.247298344114367","0.198231072887815","0.29636561534092"
"A little","2004","Lower Saxony","544","0.32284696262102","0.301745186325528","0.343948738916512"
"A little","2004","Bremen","41","0.302533651668935","0.233072508885408","0.371994794452462"
"A little","2004","North Rhine-Westphalia","1213","0.290762039265355","0.277565654738617","0.303958423792094"
"A little","2004","Hesse","388","0.275821230797668","0.2527536419998","0.298888819595536"
"A little","2004","Rhineland-Palatinate,Saarland","342","0.29382352082891","0.269100063710491","0.318546977947328"
"A little","2004","Baden-Württemberg","706","0.301573283773039","0.283986514113596","0.319160053432481"
"A little","2004","Bavaria","835","0.301676071061085","0.285381628663915","0.317970513458255"
"A little","2004","Berlin","249","0.316337723894821","0.28431178412123","0.348363663668413"
"A little","2004","Brandenburg","326","0.350862197107277","0.319888901902745","0.38183549231181"
"A little","2004","Mecklenburg-Western Pomerania","179","0.391612290353822","0.349414966965453","0.433809613742192"
"A little","2004","Saxony","486","0.3217393846961","0.298676140484559","0.344802628907641"
"A little","2004","Saxony-Anhalt","317","0.339134297669726","0.308642357346203","0.369626237993249"
"A little","2004","Thuringia","308","0.342741774632529","0.31246471966217","0.373018829602888"
"Not at all","2004","Schleswig-Holstein","454","0.62223678946771","0.58574283574873","0.65873074318669"
"Not at all","2004","Hamburg","197","0.587040960920605","0.531044889687915","0.643037032153296"
"Not at all","2004","Lower Saxony","1168","0.561033973580309","0.538637106013217","0.583430841147402"
"Not at all","2004","Bremen","109","0.561009232213064","0.485966930260859","0.636051534165268"
"Not at all","2004","North Rhine-Westphalia","2861","0.573275188666095","0.558902247657268","0.587648129674922"
"Not at all","2004","Hesse","898","0.576370327754818","0.550866259966125","0.60187439554351"
"Not at all","2004","Rhineland-Palatinate,Saarland","831","0.585285281594777","0.55854488640983","0.612025676779724"
"Not at all","2004","Baden-Württemberg","1681","0.590636694757203","0.571793961985276","0.60947942752913"
"Not at all","2004","Bavaria","1955","0.590315854052822","0.572857334557701","0.607774373547943"
"Not at all","2004","Berlin","473","0.562147824878984","0.527981788055747","0.596313861702221"
"Not at all","2004","Brandenburg","469","0.483727622780204","0.451294366004833","0.516160879555575"
"Not at all","2004","Mecklenburg-Western Pomerania","286","0.498242915750072","0.455018029983398","0.541467801516746"
"Not at all","2004","Saxony","923","0.538491153649162","0.51387901879163","0.563103288506694"
"Not at all","2004","Saxony-Anhalt","500","0.511514846218516","0.479319180926631","0.543710511510401"
"Not at all","2004","Thuringia","534","0.520382614675142","0.48851343080334","0.552251798546943"
"Strong","2005","Schleswig-Holstein","","","",""
"Strong","2005","Hamburg","","","",""
"Strong","2005","Lower Saxony","","","",""
"Strong","2005","Bremen","","","",""
"Strong","2005","North Rhine-Westphalia","","","",""
"Strong","2005","Hesse","","","",""
"Strong","2005","Rhineland-Palatinate,Saarland","","","",""
"Strong","2005","Baden-Württemberg","","","",""
"Strong","2005","Bavaria","","","",""
"Strong","2005","Berlin","","","",""
"Strong","2005","Brandenburg","","","",""
"Strong","2005","Mecklenburg-Western Pomerania","","","",""
"Strong","2005","Saxony","","","",""
"Strong","2005","Saxony-Anhalt","","","",""
"Strong","2005","Thuringia","","","",""
"A little","2005","Schleswig-Holstein","","","",""
"A little","2005","Hamburg","","","",""
"A little","2005","Lower Saxony","","","",""
"A little","2005","Bremen","","","",""
"A little","2005","North Rhine-Westphalia","","","",""
"A little","2005","Hesse","","","",""
"A little","2005","Rhineland-Palatinate,Saarland","","","",""
"A little","2005","Baden-Württemberg","","","",""
"A little","2005","Bavaria","","","",""
"A little","2005","Berlin","","","",""
"A little","2005","Brandenburg","","","",""
"A little","2005","Mecklenburg-Western Pomerania","","","",""
"A little","2005","Saxony","","","",""
"A little","2005","Saxony-Anhalt","","","",""
"A little","2005","Thuringia","","","",""
"Not at all","2005","Schleswig-Holstein","","","",""
"Not at all","2005","Hamburg","","","",""
"Not at all","2005","Lower Saxony","","","",""
"Not at all","2005","Bremen","","","",""
"Not at all","2005","North Rhine-Westphalia","","","",""
"Not at all","2005","Hesse","","","",""
"Not at all","2005","Rhineland-Palatinate,Saarland","","","",""
"Not at all","2005","Baden-Württemberg","","","",""
"Not at all","2005","Bavaria","","","",""
"Not at all","2005","Berlin","","","",""
"Not at all","2005","Brandenburg","","","",""
"Not at all","2005","Mecklenburg-Western Pomerania","","","",""
"Not at all","2005","Saxony","","","",""
"Not at all","2005","Saxony-Anhalt","","","",""
"Not at all","2005","Thuringia","","","",""
"Strong","2006","Schleswig-Holstein","79","0.133830983524386","0.108165207491481","0.159496759557292"
"Strong","2006","Hamburg","27","","",""
"Strong","2006","Lower Saxony","189","0.103571748445081","0.0901061911366889","0.117037305753473"
"Strong","2006","Bremen","13","","",""
"Strong","2006","North Rhine-Westphalia","464","0.117063463074848","0.10772706568371","0.126399860465986"
"Strong","2006","Hesse","169","0.13108790504631","0.1138993331729","0.14827647691972"
"Strong","2006","Rhineland-Palatinate,Saarland","136","0.112279561194054","0.0950512900271133","0.129507832360995"
"Strong","2006","Baden-Württemberg","265","0.118247519255745","0.106130514668837","0.130364523842653"
"Strong","2006","Bavaria","305","0.119085332693033","0.107774648623582","0.130396016762483"
"Strong","2006","Berlin","81","0.119226444949553","0.0965863024824611","0.141866587416645"
"Strong","2006","Brandenburg","110","0.12586265734571","0.104703402028464","0.147021912662955"
"Strong","2006","Mecklenburg-Western Pomerania","66","0.149018007680743","0.119284109289961","0.178751906071524"
"Strong","2006","Saxony","164","0.126445091322536","0.110067842670353","0.14282233997472"
"Strong","2006","Saxony-Anhalt","110","0.144518371838787","0.121735712429316","0.167301031248259"
"Strong","2006","Thuringia","103","0.129499337428163","0.1081826377377","0.150816037118627"
"A little","2006","Schleswig-Holstein","196","0.308194497765719","0.273386488216208","0.343002507315229"
"A little","2006","Hamburg","71","0.275439723073482","0.225548600065444","0.325330846081521"
"A little","2006","Lower Saxony","578","0.319367074145167","0.298763267859451","0.339970880430884"
"A little","2006","Bremen","45","0.36411245556148","0.285792574945661","0.4424323361773"
"A little","2006","North Rhine-Westphalia","1307","0.305141358381776","0.291769164354433","0.318513552409119"
"A little","2006","Hesse","436","0.301320687810078","0.277952556797391","0.324688818822765"
"A little","2006","Rhineland-Palatinate,Saarland","315","0.275968484771297","0.251575681367345","0.300361288175248"
"A little","2006","Baden-Württemberg","715","0.275668835903948","0.258900563148415","0.29243710865948"
"A little","2006","Bavaria","884","0.295528334012619","0.279594358621929","0.311462309403308"
"A little","2006","Berlin","289","0.393026274254357","0.358902546919273","0.427150001589442"
"A little","2006","Brandenburg","365","0.397720602278938","0.366499362707101","0.428941841850775"
"A little","2006","Mecklenburg-Western Pomerania","202","0.381328360138117","0.340772655766947","0.421884064509286"
"A little","2006","Saxony","539","0.355595089477429","0.332006490369115","0.379183688585743"
"A little","2006","Saxony-Anhalt","326","0.337932541074165","0.307284432871293","0.368580649277038"
"A little","2006","Thuringia","335","0.357443136486914","0.327016012422881","0.387870260550947"
"Not at all","2006","Schleswig-Holstein","401","0.557974518709895","0.520537127386657","0.595411910033134"
"Not at all","2006","Hamburg","210","0.59322032674084","0.538359750347542","0.648080903134137"
"Not at all","2006","Lower Saxony","1200","0.577061177409751","0.555229072187864","0.598893282631638"
"Not at all","2006","Bremen","87","0.518530767022862","0.437203603591215","0.599857930454509"
"Not at all","2006","North Rhine-Westphalia","2784","0.577795178543376","0.563451767266021","0.592138589820731"
"Not at all","2006","Hesse","876","0.567591407143612","0.54236033963488","0.592822474652343"
"Not at all","2006","Rhineland-Palatinate,Saarland","839","0.611751954034649","0.585157225734292","0.638346682335006"
"Not at all","2006","Baden-Württemberg","1748","0.606083644840307","0.587748084072145","0.62441920560847"
"Not at all","2006","Bavaria","1961","0.585386333294349","0.568182076736711","0.602590589851986"
"Not at all","2006","Berlin","417","0.487747280796089","0.452825185790464","0.522669375801714"
"Not at all","2006","Brandenburg","469","0.476416740375352","0.444556541909286","0.508276938841418"
"Not at all","2006","Mecklenburg-Western Pomerania","283","0.469653632181141","0.427981959448142","0.511325304914139"
"Not at all","2006","Saxony","879","0.517959819200035","0.493337185344406","0.542582453055664"
"Not at all","2006","Saxony-Anhalt","479","0.517549087087047","0.485171842677342","0.549926331496753"
"Not at all","2006","Thuringia","515","0.513057526084923","0.481323622276411","0.544791429893434"
"Strong","2007","Schleswig-Holstein","","","",""
"Strong","2007","Hamburg","","","",""
"Strong","2007","Lower Saxony","","","",""
"Strong","2007","Bremen","","","",""
"Strong","2007","North Rhine-Westphalia","","","",""
"Strong","2007","Hesse","","","",""
"Strong","2007","Rhineland-Palatinate,Saarland","","","",""
"Strong","2007","Baden-Württemberg","","","",""
"Strong","2007","Bavaria","","","",""
"Strong","2007","Berlin","","","",""
"Strong","2007","Brandenburg","","","",""
"Strong","2007","Mecklenburg-Western Pomerania","","","",""
"Strong","2007","Saxony","","","",""
"Strong","2007","Saxony-Anhalt","","","",""
"Strong","2007","Thuringia","","","",""
"A little","2007","Schleswig-Holstein","","","",""
"A little","2007","Hamburg","","","",""
"A little","2007","Lower Saxony","","","",""
"A little","2007","Bremen","","","",""
