"ple0004","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","direct migration background","Rural Area","174","0.370147024667001","0.327041662742083","0.413252386591919","2"
"A little","2002","no migration background","Urban Area","3361","0.294762642160329","0.286749016130623","0.302776268190035","2"
"A little","2002","no migration background","Rural Area","2142","0.322078384878883","0.311190202181992","0.332966567575774","2"
"A little","2002","direct migration background","Urban Area","681","0.305932315940836","0.28722188804282","0.324642743838851","2"
"A little","2002","indirect migration background","Urban Area","94","0.164898477401944","0.137088668747527","0.192708286056361","2"
"A little","2002","indirect migration background","Rural Area","19","","","","2"
"Not at all","2002","direct migration background","Urban Area","1397","0.578848270691741","0.558800236481013","0.59889630490247","3"
"Not at all","2002","direct migration background","Rural Area","254","0.511882468333344","0.46725811836953","0.556506818297158","3"
"Not at all","2002","no migration background","Urban Area","7867","0.577982750196513","0.56930219033632","0.586663310056706","3"
"Not at all","2002","no migration background","Rural Area","4230","0.560456350867422","0.548891054374275","0.57202164736057","3"
"Not at all","2002","indirect migration background","Urban Area","568","0.791258738224362","0.760801995698651","0.821715480750072","3"
"Not at all","2002","indirect migration background","Rural Area","68","0.568916754117779","0.469852400900408","0.66798110733515","3"
"Strong","2002","no migration background","Urban Area","1207","0.127254607643158","0.121397196127905","0.13311201915841","1"
"Strong","2002","no migration background","Rural Area","703","0.117465264253695","0.109962772912851","0.124967755594538","1"
"Strong","2002","direct migration background","Urban Area","252","0.115219413367423","0.102255063198581","0.128183763536265","1"
"Strong","2002","direct migration background","Rural Area","54","0.117970506999655","0.0891731355404906","0.14676787845882","1"
"Strong","2002","indirect migration background","Urban Area","22","","","","1"
"Strong","2002","indirect migration background","Rural Area","9","","","","1"
"A little","2003","direct migration background","Rural Area","","","","","2"
"A little","2003","no migration background","Urban Area","","","","","2"
"A little","2003","no migration background","Rural Area","","","","","2"
"A little","2003","direct migration background","Urban Area","","","","","2"
"A little","2003","indirect migration background","Urban Area","","","","","2"
"A little","2003","indirect migration background","Rural Area","","","","","2"
"Not at all","2003","no migration background","Urban Area","","","","","3"
"Not at all","2003","no migration background","Rural Area","","","","","3"
"Not at all","2003","direct migration background","Urban Area","","","","","3"
"Not at all","2003","direct migration background","Rural Area","","","","","3"
"Not at all","2003","indirect migration background","Urban Area","","","","","3"
"Not at all","2003","indirect migration background","Rural Area","","","","","3"
"Strong","2003","no migration background","Urban Area","","","","","1"
"Strong","2003","no migration background","Rural Area","","","","","1"
"Strong","2003","direct migration background","Urban Area","","","","","1"
"Strong","2003","direct migration background","Rural Area","","","","","1"
"Strong","2003","indirect migration background","Urban Area","","","","","1"
