"ple0004","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Part Time","Single parent ","73","0.234549371086493","0.189108087954385","0.2799906542186","2"
"A little","2002","Part Time","(Married) couple without C. ","431","0.355911215479291","0.329229917906199","0.382592513052383","2"
"A little","2002","Part Time","Couple + C. LE 16 ","266","0.221778142629202","0.200162508714891","0.243393776543512","2"
"A little","2002","Part Time","1-pers.-HH","109","0.24597034036003","0.206268150743265","0.285672529976795","2"
"A little","2002","Full Time","Couple + C. LE and GT 16","207","0.247404113040521","0.218497607970216","0.276310618110826","2"
"A little","2002","Part Time","Couple + C. GT 16 ","267","0.272795982492365","0.245791424971209","0.299800540013521","2"
"A little","2002","Part Time","Couple + C. LE and GT 16","135","0.233265714390618","0.199284608756313","0.267246820024924","2"
"A little","2002","Not Working","Couple + C. GT 16 ","320","0.300076198231774","0.273782370169583","0.326370026293964","2"
"A little","2002","Full Time","Couple + C. GT 16 ","489","0.277328501752507","0.256583635612598","0.298073367892417","2"
"A little","2002","Not Working","Couple + C. LE and GT 16","74","0.15008925247716","0.118845895546963","0.181332609407357","2"
"A little","2002","Not Working","Couple + C. LE 16 ","178","0.209591899027995","0.182821518419707","0.236362279636283","2"
"A little","2002","Full Time","Couple + C. LE 16 ","438","0.201259710547825","0.185364045317011","0.21715537577864","2"
"A little","2002","Full Time","(Married) couple without C. ","685","0.2790783508444","0.262090051207298","0.296066650481502","2"
"A little","2002","Full Time","Single parent ","88","0.199860872377368","0.162194760988061","0.237526983766674","2"
"A little","2002","Full Time","1-pers.-HH","221","0.209760966180687","0.186033117457483","0.233488814903892","2"
"A little","2002","Not Working","1-pers.-HH","582","0.415302365308203","0.389815363964393","0.440789366652014","2"
"A little","2002","Not Working","(Married) couple without C. ","1599","0.455055199919237","0.438690258479668","0.471420141358806","2"
"A little","2002","Not Working","Single parent ","95","0.253725477429083","0.209206374385535","0.298244580472632","2"
"Not at all","2002","Full Time","Couple + C. LE and GT 16","630","0.731471243512651","0.701781582589415","0.761160904435887","3"
"Not at all","2002","Part Time","1-pers.-HH","314","0.682863510418002","0.639962360404614","0.72576466043139","3"
"Not at all","2002","Not Working","Couple + C. GT 16 ","696","0.552059421521686","0.523528501308772","0.580590341734599","3"
"Not at all","2002","Not Working","Couple + C. LE 16 ","671","0.744592939721798","0.715910405905953","0.773275473537643","3"
"Not at all","2002","Full Time","Couple + C. GT 16 ","1254","0.693369225799468","0.672002741323517","0.71473571027542","3"
"Not at all","2002","Full Time","(Married) couple without C. ","1881","0.673273443720941","0.655509852740236","0.691037034701647","3"
"Not at all","2002","Not Working","Couple + C. LE and GT 16","406","0.793979753496485","0.758599910795122","0.829359596197847","3"
"Not at all","2002","Full Time","Couple + C. LE 16 ","1956","0.779815411313113","0.763387329528136","0.79624349309809","3"
"Not at all","2002","Full Time","Single parent ","325","0.748224913488096","0.707343434212699","0.789106392763493","3"
"Not at all","2002","Full Time","1-pers.-HH","879","0.762190797254442","0.737378728986505","0.78700286552238","3"
"Not at all","2002","Part Time","(Married) couple without C. ","699","0.542244447111727","0.514480730138717","0.570008164084736","3"
"Not at all","2002","Part Time","Single parent ","247","0.71534213883325","0.66694793459624","0.76373634307026","3"
"Not at all","2002","Part Time","Couple + C. LE 16 ","1127","0.761053110689661","0.738865268590079","0.783240952789242","3"
"Not at all","2002","Part Time","Couple + C. GT 16 ","725","0.66172664052002","0.633041092336179","0.690412188703861","3"
"Not at all","2002","Part Time","Couple + C. LE and GT 16","440","0.729801187756309","0.694120467799893","0.765481907712724","3"
"Not at all","2002","Not Working","1-pers.-HH","385","0.23844655950455","0.216406305587264","0.260486813421836","3"
"Not at all","2002","Not Working","(Married) couple without C. ","1120","0.297025204884773","0.282008567718789","0.312041842050757","3"
"Not at all","2002","Not Working","Single parent ","206","0.568960447867176","0.518294676535851","0.6196262191985","3"
"Strong","2002","Full Time","1-pers.-HH","31","0.0280482365648704","0.0184256478124216","0.0376708253173192","1"
"Strong","2002","Full Time","(Married) couple without C. ","112","0.0476482054346584","0.0395802260246554","0.0557161848446613","1"
"Strong","2002","Full Time","Single parent ","20","","","","1"
"Strong","2002","Full Time","Couple + C. LE 16 ","50","0.0189248781390621","0.0135227464414206","0.0243270098367036","1"
"Strong","2002","Full Time","Couple + C. GT 16 ","46","0.0293022724480241","0.0214871537565532","0.037117391139495","1"
"Strong","2002","Full Time","Couple + C. LE and GT 16","19","","","","1"
"Strong","2002","Part Time","1-pers.-HH","29","","","","1"
"Strong","2002","Part Time","(Married) couple without C. ","107","0.101844337408982","0.0849901627224704","0.118698512095494","1"
"Strong","2002","Part Time","Single parent ","14","","","","1"
"Strong","2002","Part Time","Couple + C. LE 16 ","26","","","","1"
"Strong","2002","Part Time","Couple + C. GT 16 ","53","0.0654773769876149","0.0504794756570131","0.0804752783182166","1"
"Strong","2002","Part Time","Couple + C. LE and GT 16","20","","","","1"
"Strong","2002","Not Working","1-pers.-HH","469","0.346251075187247","0.321643323814324","0.370858826560169","1"
"Strong","2002","Not Working","(Married) couple without C. ","838","0.24791959519599","0.233729225104762","0.262109965287218","1"
"Strong","2002","Not Working","Single parent ","66","0.177314074703741","0.138238650843659","0.216389498563823","1"
"Strong","2002","Not Working","Couple + C. LE 16 ","39","0.0458151612502066","0.0320632685943192","0.0595670539060941","1"
"Strong","2002","Not Working","Couple + C. GT 16 ","151","0.14786438024654","0.127498705365322","0.168230055127759","1"
"Strong","2002","Not Working","Couple + C. LE and GT 16","22","","","","1"
"A little","2003","Full Time","Couple + C. LE and GT 16","","","","","2"
"A little","2003","Part Time","1-pers.-HH","","","","","2"
"A little","2003","Part Time","Single parent ","","","","","2"
"A little","2003","Part Time","Couple + C. LE 16 ","","","","","2"
"A little","2003","Part Time","(Married) couple without C. ","","","","","2"
"A little","2003","Full Time","Couple + C. GT 16 ","","","","","2"
"A little","2003","Not Working","Couple + C. LE and GT 16","","","","","2"
"A little","2003","Full Time","Couple + C. LE 16 ","","","","","2"
"A little","2003","Full Time","Single parent ","","","","","2"
"A little","2003","Full Time","(Married) couple without C. ","","","","","2"
"A little","2003","Part Time","Couple + C. GT 16 ","","","","","2"
"A little","2003","Part Time","Couple + C. LE and GT 16","","","","","2"
"A little","2003","Not Working","Couple + C. LE 16 ","","","","","2"
"A little","2003","Not Working","Couple + C. GT 16 ","","","","","2"
"A little","2003","Full Time","1-pers.-HH","","","","","2"
"A little","2003","Not Working","(Married) couple without C. ","","","","","2"
"A little","2003","Not Working","1-pers.-HH","","","","","2"
"A little","2003","Not Working","Single parent ","","","","","2"
"Not at all","2003","Full Time","Couple + C. GT 16 ","","","","","3"
"Not at all","2003","Not Working","Couple + C. LE and GT 16","","","","","3"
"Not at all","2003","Full Time","Couple + C. LE 16 ","","","","","3"
"Not at all","2003","Full Time","1-pers.-HH","","","","","3"
"Not at all","2003","Full Time","(Married) couple without C. ","","","","","3"
"Not at all","2003","Part Time","1-pers.-HH","","","","","3"
"Not at all","2003","Full Time","Couple + C. LE and GT 16","","","","","3"
"Not at all","2003","Not Working","Couple + C. LE 16 ","","","","","3"
"Not at all","2003","Not Working","Couple + C. GT 16 ","","","","","3"
"Not at all","2003","Full Time","Single parent ","","","","","3"
"Not at all","2003","Part Time","(Married) couple without C. ","","","","","3"
"Not at all","2003","Part Time","Single parent ","","","","","3"
"Not at all","2003","Part Time","Couple + C. LE 16 ","","","","","3"
"Not at all","2003","Part Time","Couple + C. GT 16 ","","","","","3"
"Not at all","2003","Part Time","Couple + C. LE and GT 16","","","","","3"
"Not at all","2003","Not Working","1-pers.-HH","","","","","3"
"Not at all","2003","Not Working","(Married) couple without C. ","","","","","3"
"Not at all","2003","Not Working","Single parent ","","","","","3"
"Strong","2003","Full Time","1-pers.-HH","","","","","1"
"Strong","2003","Full Time","(Married) couple without C. ","","","","","1"
"Strong","2003","Full Time","Single parent ","","","","","1"
"Strong","2003","Full Time","Couple + C. LE 16 ","","","","","1"
"Strong","2003","Full Time","Couple + C. GT 16 ","","","","","1"
"Strong","2003","Full Time","Couple + C. LE and GT 16","","","","","1"
"Strong","2003","Part Time","1-pers.-HH","","","","","1"
"Strong","2003","Part Time","(Married) couple without C. ","","","","","1"
"Strong","2003","Part Time","Single parent ","","","","","1"
"Strong","2003","Part Time","Couple + C. LE 16 ","","","","","1"
"Strong","2003","Part Time","Couple + C. GT 16 ","","","","","1"
"Strong","2003","Part Time","Couple + C. LE and GT 16","","","","","1"
"Strong","2003","Not Working","1-pers.-HH","","","","","1"
"Strong","2003","Not Working","(Married) couple without C. ","","","","","1"
"Strong","2003","Not Working","Single parent ","","","","","1"
"Strong","2003","Not Working","Couple + C. LE 16 ","","","","","1"
"Strong","2003","Not Working","Couple + C. GT 16 ","","","","","1"
"Strong","2003","Not Working","Couple + C. LE and GT 16","","","","","1"
"A little","2004","Part Time","Single parent ","67","0.213842744549568","0.170196164981585","0.257489324117552","2"
"A little","2004","Part Time","(Married) couple without C. ","409","0.331611725685935","0.305290779327818","0.357932672044053","2"
"A little","2004","Part Time","1-pers.-HH","117","0.257372181024044","0.217068447195879","0.297675914852209","2"
"A little","2004","Part Time","Couple + C. LE 16 ","273","0.223681165243255","0.200941293775495","0.246421036711015","2"
"A little","2004","Full Time","Couple + C. LE and GT 16","157","0.255128281364039","0.222671793849849","0.28758476887823","2"
"A little","2004","Part Time","Couple + C. GT 16 ","260","0.29063017555327","0.26281993022858","0.31844042087796","2"
"A little","2004","Not Working","Couple + C. GT 16 ","334","0.311914792200897","0.285692080763527","0.338137503638267","2"
