"ple0004","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Strong","2002","1-pers.-HH","(0) in school","","","",""
"Strong","2002","1-pers.-HH","(1a) inadequately completed","8","","",""
"Strong","2002","1-pers.-HH","(1b) general elementary school","143","0.372497113888674","0.325469342954901","0.419524884822448"
"Strong","2002","1-pers.-HH","(1c) basic vocational qualification","217","0.230502887517957","0.203721814677346","0.257283960358568"
"Strong","2002","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"Strong","2002","1-pers.-HH","(2a) intermediate vocational","80","0.143310566978417","0.116699530606407","0.169921603350427"
"Strong","2002","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"Strong","2002","1-pers.-HH","(2c_voc) vocational maturity certificate","26","","",""
"Strong","2002","1-pers.-HH","(3a) lower tertiary education","17","","",""
"Strong","2002","1-pers.-HH","(3b) higher tertiary education","26","","",""
"Strong","2002","(Married) couple without C. ","(0) in school","","","",""
"Strong","2002","(Married) couple without C. ","(1a) inadequately completed","28","","",""
"Strong","2002","(Married) couple without C. ","(1b) general elementary school","176","0.241763360929256","0.210831445845569","0.272695276012943"
"Strong","2002","(Married) couple without C. ","(1c) basic vocational qualification","543","0.199937405297906","0.18507536148645","0.214799449109361"
"Strong","2002","(Married) couple without C. ","(2b) intermediate general qualification","10","","",""
"Strong","2002","(Married) couple without C. ","(2a) intermediate vocational","130","0.111243849532411","0.0953156566941217","0.1271720423707"
"Strong","2002","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Strong","2002","(Married) couple without C. ","(2c_voc) vocational maturity certificate","37","0.0890685139128004","0.0630101761997501","0.115126851625851"
"Strong","2002","(Married) couple without C. ","(3a) lower tertiary education","67","0.114356438615201","0.0908146567837174","0.137898220446685"
"Strong","2002","(Married) couple without C. ","(3b) higher tertiary education","60","0.080377144151654","0.0633985729713633","0.0973557153319446"
"Strong","2002","Single parent ","(0) in school","","","",""
"Strong","2002","Single parent ","(1a) inadequately completed","4","","",""
"Strong","2002","Single parent ","(1b) general elementary school","27","","",""
"Strong","2002","Single parent ","(1c) basic vocational qualification","29","","",""
"Strong","2002","Single parent ","(2b) intermediate general qualification","3","","",""
"Strong","2002","Single parent ","(2a) intermediate vocational","17","","",""
"Strong","2002","Single parent ","(2c_gen) general maturity certificate","","","",""
"Strong","2002","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"Strong","2002","Single parent ","(3a) lower tertiary education","3","","",""
"Strong","2002","Single parent ","(3b) higher tertiary education","8","","",""
"Strong","2002","Couple + C. LE 16 ","(0) in school","","","",""
"Strong","2002","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Strong","2002","Couple + C. LE 16 ","(1b) general elementary school","8","","",""
"Strong","2002","Couple + C. LE 16 ","(1c) basic vocational qualification","43","0.0346061089286712","0.023972545679124","0.0452396721782184"
"Strong","2002","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Strong","2002","Couple + C. LE 16 ","(2a) intermediate vocational","37","0.0211829255503909","0.0139153231705932","0.0284505279301885"
"Strong","2002","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Strong","2002","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Strong","2002","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"Strong","2002","Couple + C. LE 16 ","(3b) higher tertiary education","8","","",""
"Strong","2002","Couple + C. GT 16 ","(0) in school","1","","",""
"Strong","2002","Couple + C. GT 16 ","(1a) inadequately completed","13","","",""
"Strong","2002","Couple + C. GT 16 ","(1b) general elementary school","52","0.157616783092602","0.119871502321146","0.195362063864059"
"Strong","2002","Couple + C. GT 16 ","(1c) basic vocational qualification","93","0.107189607239293","0.0873288367308529","0.127050377747733"
"Strong","2002","Couple + C. GT 16 ","(2b) intermediate general qualification","3","","",""
"Strong","2002","Couple + C. GT 16 ","(2a) intermediate vocational","39","0.0432603944465489","0.0295595132766669","0.0569612756164309"
"Strong","2002","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Strong","2002","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Strong","2002","Couple + C. GT 16 ","(3a) lower tertiary education","17","","",""
"Strong","2002","Couple + C. GT 16 ","(3b) higher tertiary education","18","","",""
"Strong","2002","Couple + C. LE and GT 16","(0) in school","3","","",""
"Strong","2002","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Strong","2002","Couple + C. LE and GT 16","(1b) general elementary school","10","","",""
"Strong","2002","Couple + C. LE and GT 16","(1c) basic vocational qualification","23","","",""
"Strong","2002","Couple + C. LE and GT 16","(2b) intermediate general qualification","2","","",""
"Strong","2002","Couple + C. LE and GT 16","(2a) intermediate vocational","10","","",""
"Strong","2002","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Strong","2002","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Strong","2002","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Strong","2002","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"A little","2002","1-pers.-HH","(0) in school","1","","",""
"A little","2002","1-pers.-HH","(1a) inadequately completed","14","","",""
"A little","2002","1-pers.-HH","(1b) general elementary school","164","0.411970935591925","0.364094946503398","0.459846924680452"
"A little","2002","1-pers.-HH","(1c) basic vocational qualification","347","0.371173555674281","0.340452212439747","0.401894898908815"
"A little","2002","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"A little","2002","1-pers.-HH","(2a) intermediate vocational","159","0.250028901611416","0.217141592023954","0.282916211198877"
"A little","2002","1-pers.-HH","(2c_gen) general maturity certificate","21","","",""
"A little","2002","1-pers.-HH","(2c_voc) vocational maturity certificate","59","0.274141781318754","0.218623531714019","0.329660030923489"
"A little","2002","1-pers.-HH","(3a) lower tertiary education","70","0.337502604970312","0.275300904745819","0.399704305194804"
"A little","2002","1-pers.-HH","(3b) higher tertiary education","66","0.229117891537493","0.181952694134599","0.276283088940388"
"A little","2002","(Married) couple without C. ","(0) in school","1","","",""
"A little","2002","(Married) couple without C. ","(1a) inadequately completed","36","0.446976640132976","0.345930258084266","0.548023022181686"
"A little","2002","(Married) couple without C. ","(1b) general elementary school","326","0.449200645420899","0.413264947738614","0.485136343103183"
"A little","2002","(Married) couple without C. ","(1c) basic vocational qualification","1145","0.419483813045341","0.401146559129565","0.437821066961117"
"A little","2002","(Married) couple without C. ","(2b) intermediate general qualification","36","0.4321272080131","0.324908023129904","0.539346392896297"
"A little","2002","(Married) couple without C. ","(2a) intermediate vocational","484","0.33029887731399","0.306473968171695","0.354123786456285"
"A little","2002","(Married) couple without C. ","(2c_gen) general maturity certificate","15","","",""
"A little","2002","(Married) couple without C. ","(2c_voc) vocational maturity certificate","124","0.30880118533519","0.266536005621636","0.351066365048745"
"A little","2002","(Married) couple without C. ","(3a) lower tertiary education","253","0.380262882073763","0.344352067474414","0.416173696673112"
"A little","2002","(Married) couple without C. ","(3b) higher tertiary education","287","0.324336081587269","0.295101763214022","0.353570399960516"
"A little","2002","Single parent ","(0) in school","3","","",""
"A little","2002","Single parent ","(1a) inadequately completed","4","","",""
"A little","2002","Single parent ","(1b) general elementary school","48","0.320930190627309","0.249042740032922","0.392817641221696"
"A little","2002","Single parent ","(1c) basic vocational qualification","74","0.245282345787407","0.193084420989951","0.297480270584864"
"A little","2002","Single parent ","(2b) intermediate general qualification","13","","",""
"A little","2002","Single parent ","(2a) intermediate vocational","63","0.22498535119187","0.176162064969282","0.273808637414458"
"A little","2002","Single parent ","(2c_gen) general maturity certificate","6","","",""
"A little","2002","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"A little","2002","Single parent ","(3a) lower tertiary education","17","","",""
"A little","2002","Single parent ","(3b) higher tertiary education","16","","",""
"A little","2002","Couple + C. LE 16 ","(0) in school","","","",""
"A little","2002","Couple + C. LE 16 ","(1a) inadequately completed","16","","",""
"A little","2002","Couple + C. LE 16 ","(1b) general elementary school","58","0.231095212130972","0.18136442806266","0.280825996199284"
"A little","2002","Couple + C. LE 16 ","(1c) basic vocational qualification","243","0.234521951898475","0.209872442454049","0.259171461342901"
"A little","2002","Couple + C. LE 16 ","(2b) intermediate general qualification","16","","",""
"A little","2002","Couple + C. LE 16 ","(2a) intermediate vocational","304","0.209416719322025","0.188880196651915","0.229953241992136"
"A little","2002","Couple + C. LE 16 ","(2c_gen) general maturity certificate","9","","",""
"A little","2002","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","92","0.205230078533726","0.169543348407158","0.240916808660294"
"A little","2002","Couple + C. LE 16 ","(3a) lower tertiary education","59","0.17969847283831","0.142625412656181","0.216771533020439"
"A little","2002","Couple + C. LE 16 ","(3b) higher tertiary education","78","0.12187468833106","0.0979458907562159","0.145803485905904"
"A little","2002","Couple + C. GT 16 ","(0) in school","24","","",""
"A little","2002","Couple + C. GT 16 ","(1a) inadequately completed","25","","",""
"A little","2002","Couple + C. GT 16 ","(1b) general elementary school","123","0.32795985190588","0.279328703214309","0.376591000597451"
"A little","2002","Couple + C. GT 16 ","(1c) basic vocational qualification","357","0.38678757809475","0.355520891118388","0.418054265071112"
"A little","2002","Couple + C. GT 16 ","(2b) intermediate general qualification","32","0.145607237804714","0.10002407715969","0.191190398449737"
"A little","2002","Couple + C. GT 16 ","(2a) intermediate vocational","237","0.263242826996247","0.233584486605518","0.292901167386976"
"A little","2002","Couple + C. GT 16 ","(2c_gen) general maturity certificate","37","0.124972240366853","0.090077800070626","0.15986668066308"
"A little","2002","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","54","0.285247025146308","0.224465903773379","0.346028146519238"
"A little","2002","Couple + C. GT 16 ","(3a) lower tertiary education","79","0.319991165162594","0.26465704116131","0.375325289163878"
"A little","2002","Couple + C. GT 16 ","(3b) higher tertiary education","99","0.263361431004341","0.221137052712974","0.305585809295707"
"A little","2002","Couple + C. LE and GT 16","(0) in school","12","","",""
"A little","2002","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"A little","2002","Couple + C. LE and GT 16","(1b) general elementary school","40","0.226738995652227","0.168708102199541","0.284769889104914"
"A little","2002","Couple + C. LE and GT 16","(1c) basic vocational qualification","102","0.282459309053356","0.235562027034811","0.329356591071901"
"A little","2002","Couple + C. LE and GT 16","(2b) intermediate general qualification","15","","",""
"A little","2002","Couple + C. LE and GT 16","(2a) intermediate vocational","124","0.280858052073107","0.238080501491499","0.323635602654715"
"A little","2002","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","14","","",""
"A little","2002","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","25","","",""
"A little","2002","Couple + C. LE and GT 16","(3a) lower tertiary education","21","","",""
