"ple0004","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Part Time","East Germany","321","0.324527744061401","0.295893050324085","0.353162437798718","2"
"A little","2002","Full Time","West Germany","1558","0.230293034943983","0.220615071096446","0.239970998791519","2"
"A little","2002","Full Time","East Germany","623","0.274661048692672","0.256455441773748","0.292866655611596","2"
"A little","2002","Part Time","West Germany","1006","0.261734972547831","0.248467649116867","0.275002295978794","2"
"A little","2002","Not Working","West Germany","2124","0.370038896053117","0.357989744567039","0.382088047539195","2"
"A little","2002","Not Working","East Germany","839","0.418410207091819","0.397366924005278","0.439453490178359","2"
"Not at all","2002","Part Time","West Germany","3003","0.675927986811162","0.661802049700225","0.690053923922099","3"
"Not at all","2002","Part Time","East Germany","656","0.627724591677085","0.598159473793749","0.65728970956042","3"
"Not at all","2002","Full Time","West Germany","5485","0.7358665971605","0.725732335959417","0.746000858361583","3"
"Not at all","2002","Full Time","East Germany","1627","0.700165678271835","0.681477059459736","0.718854297083933","3"
"Not at all","2002","Not Working","West Germany","2816","0.393772859065718","0.381579693079032","0.405966025052404","3"
"Not at all","2002","Not Working","East Germany","797","0.333907928399926","0.313789943764664","0.354025913035187","3"
"Strong","2002","Full Time","West Germany","227","0.0338403678955173","0.0296839149579411","0.0379968208330936","1"
"Strong","2002","Full Time","East Germany","59","0.0251732730354931","0.0187837317358012","0.0315628143351851","1"
"Strong","2002","Part Time","West Germany","208","0.0623370406410072","0.055040067273689","0.0696340140083255","1"
"Strong","2002","Part Time","East Germany","50","0.0477476642615139","0.0347065422470047","0.0607887862760231","1"
"Strong","2002","Not Working","West Germany","1228","0.236188244881165","0.22558843155582","0.246788058206511","1"
"Strong","2002","Not Working","East Germany","475","0.247681864508256","0.229267707405165","0.266096021611347","1"
"A little","2003","Part Time","East Germany","","","","","2"
"A little","2003","Full Time","West Germany","","","","","2"
"A little","2003","Full Time","East Germany","","","","","2"
"A little","2003","Part Time","West Germany","","","","","2"
"A little","2003","Not Working","West Germany","","","","","2"
"A little","2003","Not Working","East Germany","","","","","2"
"Not at all","2003","Full Time","West Germany","","","","","3"
"Not at all","2003","Full Time","East Germany","","","","","3"
"Not at all","2003","Part Time","West Germany","","","","","3"
"Not at all","2003","Part Time","East Germany","","","","","3"
"Not at all","2003","Not Working","West Germany","","","","","3"
"Not at all","2003","Not Working","East Germany","","","","","3"
"Strong","2003","Full Time","West Germany","","","","","1"
"Strong","2003","Full Time","East Germany","","","","","1"
"Strong","2003","Part Time","West Germany","","","","","1"
"Strong","2003","Part Time","East Germany","","","","","1"
"Strong","2003","Not Working","West Germany","","","","","1"
"Strong","2003","Not Working","East Germany","","","","","1"
"A little","2004","Part Time","West Germany","984","0.263939823811754","0.250289091425364","0.277590556198144","2"
"A little","2004","Part Time","East Germany","297","0.280312278773125","0.252721287135465","0.307903270410786","2"
"A little","2004","Full Time","West Germany","1438","0.246481185843757","0.235924461202093","0.25703791048542","2"
"A little","2004","Full Time","East Germany","588","0.290393108201589","0.270790378758792","0.309995837644386","2"
"A little","2004","Not Working","West Germany","2008","0.358170128786508","0.346059451775359","0.370280805797657","2"
"A little","2004","Not Working","East Germany","844","0.400217532135869","0.379574931951008","0.420860132320729","2"
"Not at all","2004","Full Time","East Germany","1423","0.686982995915384","0.666958045938772","0.707007945891995","3"
"Not at all","2004","Part Time","West Germany","2839","0.67212350024036","0.657584768741285","0.686662231739436","3"
"Not at all","2004","Part Time","East Germany","679","0.674086163361429","0.645293402663672","0.702878924059186","3"
"Not at all","2004","Full Time","West Germany","4771","0.719350966880079","0.708344638980622","0.730357294779536","3"
"Not at all","2004","Not Working","West Germany","2799","0.402683447949854","0.390295540802967","0.41507135509674","3"
"Not at all","2004","Not Working","East Germany","828","0.337527869902291","0.317604716067766","0.357451023736816","3"
"Strong","2004","Full Time","West Germany","193","0.0341678472761641","0.029717950936148","0.0386177436161802","1"
"Strong","2004","Full Time","East Germany","49","0.0226238958830272","0.0162025060521704","0.0290452857138839","1"
"Strong","2004","Part Time","West Germany","182","0.0639366759478857","0.0563600739815017","0.0715132779142696","1"
"Strong","2004","Part Time","East Germany","42","0.0456015578654456","0.0327862541651073","0.058416861565784","1"
"Strong","2004","Not Working","West Germany","1214","0.239146423263638","0.22837194459649","0.249920901930786","1"
"Strong","2004","Not Working","East Germany","492","0.26225459796184","0.24372208663967","0.28078710928401","1"
"A little","2005","Part Time","West Germany","","","","","2"
"A little","2005","Part Time","East Germany","","","","","2"
"A little","2005","Full Time","West Germany","","","","","2"
"A little","2005","Full Time","East Germany","","","","","2"
"A little","2005","Not Working","West Germany","","","","","2"
"A little","2005","Not Working","East Germany","","","","","2"
"Not at all","2005","Full Time","East Germany","","","","","3"
"Not at all","2005","Part Time","West Germany","","","","","3"
"Not at all","2005","Part Time","East Germany","","","","","3"
"Not at all","2005","Full Time","West Germany","","","","","3"
"Not at all","2005","Not Working","West Germany","","","","","3"
"Not at all","2005","Not Working","East Germany","","","","","3"
"Strong","2005","Full Time","West Germany","","","","","1"
"Strong","2005","Full Time","East Germany","","","","","1"
"Strong","2005","Part Time","West Germany","","","","","1"
"Strong","2005","Part Time","East Germany","","","","","1"
"Strong","2005","Not Working","West Germany","","","","","1"
"Strong","2005","Not Working","East Germany","","","","","1"
"A little","2006","Part Time","West Germany","1041","0.284513966429688","0.270480966503365","0.298546966356011","2"
"A little","2006","Part Time","East Germany","330","0.308694005330018","0.280778886529128","0.336609124130907","2"
"A little","2006","Full Time","West Germany","1479","0.243869136278697","0.233366705127834","0.25437156742956","2"
"A little","2006","Full Time","East Germany","625","0.304992778874043","0.28487029941852","0.325115258329566","2"
"A little","2006","Not Working","West Germany","2191","0.366313646780787","0.354460666326173","0.378166627235402","2"
"A little","2006","Not Working","East Germany","937","0.429286617744328","0.408738324258552","0.449834911230104","2"
"Not at all","2006","Full Time","East Germany","1334","0.672881696623026","0.652376504830667","0.693386888415386","3"
"Not at all","2006","Part Time","West Germany","2749","0.658590177432009","0.643841815801451","0.673338539062567","3"
"Not at all","2006","Part Time","East Germany","669","0.632060610211241","0.602919390449847","0.661201829972635","3"
"Not at all","2006","Full Time","West Germany","4737","0.721738492207314","0.71077801555116","0.732698968863468","3"
"Not at all","2006","Not Working","West Germany","2854","0.403095616965324","0.39102803482063","0.415163199110018","3"
