"ple0004","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Not at all","2011","East Germany","Male","","","",""
"Not at all","2011","East Germany","Female","","","",""
"Strong","2012","West Germany","Male","689","0.0940708185988832","0.0874073468575895","0.100734290340177"
"Strong","2012","West Germany","Female","1021","0.144108473216568","0.136557521363573","0.151659425069563"
"Strong","2012","East Germany","Male","291","0.127697631919868","0.114060761014881","0.141334502824854"
"Strong","2012","East Germany","Female","374","0.171439670323143","0.156842756930317","0.186036583715969"
"A little","2012","West Germany","Male","2131","0.300483461760017","0.290018557622203","0.310948365897831"
"A little","2012","West Germany","Female","2736","0.3512752698588","0.341011625520617","0.361538914196984"
"A little","2012","East Germany","Male","805","0.345880009184627","0.326445157818043","0.36531486055121"
"A little","2012","East Germany","Female","989","0.41244823661128","0.393382609516992","0.431513863705567"
"Not at all","2012","West Germany","Male","4553","0.6054457196411","0.594289502458232","0.616601936823968"
"Not at all","2012","West Germany","Female","4553","0.504616256924631","0.493866489376999","0.515366024472264"
"Not at all","2012","East Germany","Male","1205","0.526422358895506","0.506021307961352","0.546823409829659"
"Not at all","2012","East Germany","Female","1198","0.416112093065578","0.397021772955311","0.435202413175844"
"Strong","2013","West Germany","Male","","","",""
"Strong","2013","West Germany","Female","","","",""
"Strong","2013","East Germany","Male","","","",""
"Strong","2013","East Germany","Female","","","",""
"A little","2013","West Germany","Male","","","",""
"A little","2013","West Germany","Female","","","",""
"A little","2013","East Germany","Male","","","",""
"A little","2013","East Germany","Female","","","",""
"Not at all","2013","West Germany","Male","","","",""
"Not at all","2013","West Germany","Female","","","",""
"Not at all","2013","East Germany","Male","","","",""
"Not at all","2013","East Germany","Female","","","",""
"Strong","2014","West Germany","Male","795","0.0956707137661556","0.0898801579911892","0.101461269541122"
"Strong","2014","West Germany","Female","1235","0.13843841873572","0.132160933034434","0.144715904437006"
"Strong","2014","East Germany","Male","290","0.125921339273304","0.113044688223056","0.138797990323553"
"Strong","2014","East Germany","Female","412","0.172823247758789","0.159404919483678","0.1862415760339"
"A little","2014","West Germany","Male","2486","0.276557191325438","0.267751529062855","0.28536285358802"
"A little","2014","West Germany","Female","3332","0.318070820562331","0.3096054532581","0.326536187866563"
"A little","2014","East Germany","Male","821","0.333755547367321","0.315453104905347","0.352057989829295"
"A little","2014","East Germany","Female","1096","0.3821081754384","0.364863796380295","0.399352554496506"
"Not at all","2014","West Germany","Male","6631","0.627772094908407","0.618255690009842","0.637288499806972"
"Not at all","2014","West Germany","Female","7060","0.543490760701949","0.534436872585943","0.552544648817955"
"Not at all","2014","East Germany","Male","1439","0.540323113359375","0.520979789315995","0.559666437402755"
"Not at all","2014","East Germany","Female","1542","0.44506857680281","0.427431309514932","0.462705844090689"
"Strong","2015","West Germany","Male","","","",""
"Strong","2015","West Germany","Female","","","",""
"Strong","2015","East Germany","Male","","","",""
"Strong","2015","East Germany","Female","","","",""
"A little","2015","West Germany","Male","","","",""
"A little","2015","West Germany","Female","","","",""
"A little","2015","East Germany","Male","","","",""
"A little","2015","East Germany","Female","","","",""
"Not at all","2015","West Germany","Male","","","",""
"Not at all","2015","West Germany","Female","","","",""
"Not at all","2015","East Germany","Male","","","",""
"Not at all","2015","East Germany","Female","","","",""
"Strong","2016","West Germany","Male","863","0.0995502605610518","0.0939694148653319","0.105131106256772"
"Strong","2016","West Germany","Female","1281","0.137877763220319","0.131651000858228","0.14410452558241"
"Strong","2016","East Germany","Male","254","0.105286787592563","0.09390214903816","0.116671426146966"
"Strong","2016","East Germany","Female","438","0.157881410697834","0.144934564460192","0.170828256935475"
"A little","2016","West Germany","Male","2695","0.274589259742021","0.26627003532573","0.282908484158313"
"A little","2016","West Germany","Female","3454","0.327947922953448","0.319469117711241","0.336426728195655"
"A little","2016","East Germany","Male","844","0.311141705146585","0.293969168813303","0.328314241479866"
"A little","2016","East Germany","Female","1119","0.381247109723757","0.364001690184187","0.398492529263328"
"Not at all","2016","West Germany","Male","7498","0.625860479696927","0.61684051925547","0.634880440138384"
"Not at all","2016","West Germany","Female","7042","0.534174313826233","0.525165160668694","0.543183466983773"
"Not at all","2016","East Germany","Male","1694","0.583571507260852","0.565285973491608","0.601857041030096"
"Not at all","2016","East Germany","Female","1490","0.460871479578409","0.443172511986431","0.478570447170386"
"Strong","2017","West Germany","Male","88","0.0399372880285506","0.030122443270516","0.0497521327865851"
"Strong","2017","West Germany","Female","130","0.119325855055228","0.100281099199483","0.138370610910972"
"Strong","2017","East Germany","Male","6","","",""
"Strong","2017","East Germany","Female","16","","",""
"A little","2017","West Germany","Male","242","0.148536428896701","0.130710840529176","0.166362017264227"
"A little","2017","West Germany","Female","320","0.299532192285813","0.272622027837829","0.326442356733797"
"A little","2017","East Germany","Male","22","","",""
"A little","2017","East Germany","Female","41","0.294966613218098","0.215340761458019","0.374592464978176"
"Not at all","2017","West Germany","Male","1199","0.811526283074748","0.791923350730919","0.831129215418577"
"Not at all","2017","West Germany","Female","663","0.581141952658959","0.552156835850615","0.610127069467304"
"Not at all","2017","East Germany","Male","113","0.867410410072538","0.811433932859869","0.923386887285208"
"Not at all","2017","East Germany","Female","69","0.564054373320992","0.477470010260107","0.650638736381876"
"Strong","2018","West Germany","Male","924","0.0947647750298066","0.0894195953589798","0.100109954700633"
"Strong","2018","West Germany","Female","1388","0.141332966265899","0.135188254743831","0.147477677787966"
"Strong","2018","East Germany","Male","281","0.101513945122327","0.0904993631324101","0.112528527112245"
"Strong","2018","East Germany","Female","394","0.147602391592371","0.135349025441625","0.159855757743118"
"A little","2018","West Germany","Male","2890","0.274441622087692","0.266297968586835","0.282585275588548"
"A little","2018","West Germany","Female","3754","0.336537814233885","0.328203067848663","0.344872560619108"
"A little","2018","East Germany","Male","870","0.307689686485317","0.290856886346461","0.324522486624172"
"A little","2018","East Germany","Female","1233","0.395458827478532","0.378567990052828","0.412349664904235"
"Not at all","2018","West Germany","Male","7720","0.630793602882502","0.621986433147671","0.639600772617333"
"Not at all","2018","West Germany","Female","7205","0.522129219500216","0.513318495356032","0.5309399436444"
"Not at all","2018","East Germany","Male","1737","0.590796368392356","0.572863979660763","0.608728757123949"
"Not at all","2018","East Germany","Female","1592","0.456938780929097","0.439730360535343","0.474147201322852"
"Strong","2019","West Germany","Male","19","","",""
"Strong","2019","West Germany","Female","19","","",""
"Strong","2019","East Germany","Male","","","",""
"Strong","2019","East Germany","Female","1","","",""
"A little","2019","West Germany","Male","24","","",""
"A little","2019","West Germany","Female","26","","",""
"A little","2019","East Germany","Male","","","",""
"A little","2019","East Germany","Female","8","","",""
"Not at all","2019","West Germany","Male","82","0.572267689410959","0.485535816164407","0.658999562657512"
"Not at all","2019","West Germany","Female","87","0.675824092178439","0.5959753042477","0.755672880109177"
"Not at all","2019","East Germany","Male","11","","",""
"Not at all","2019","East Germany","Female","2","","",""
