"ple0004","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Strong","2002","West Germany","Male","671","0.091334265929031","0.0852149874893734","0.0974535443686885"
"Strong","2002","West Germany","Female","992","0.145162945684167","0.137941555815742","0.152384335552592"
"Strong","2002","East Germany","Male","228","0.097266747778632","0.085965515326044","0.10856798023122"
"Strong","2002","East Germany","Female","356","0.157525561624396","0.144046547065805","0.171004576182987"
"A little","2002","West Germany","Male","2060","0.263895055608966","0.254533096019628","0.273257015198303"
"A little","2002","West Germany","Female","2628","0.317927852741142","0.308381649362679","0.327474056119604"
"A little","2002","East Germany","Male","802","0.313850682153677","0.296152251976496","0.331549112330857"
"A little","2002","East Germany","Female","981","0.380024261533973","0.362064636428368","0.397983886639578"
"Not at all","2002","West Germany","Male","5783","0.644770678462004","0.634604954543252","0.654936402380755"
"Not at all","2002","West Germany","Female","5521","0.536909201574691","0.526687228424156","0.547131174725227"
"Not at all","2002","East Germany","Male","1611","0.588882570067691","0.570117024921858","0.607648115213525"
"Not at all","2002","East Germany","Female","1469","0.462450176841631","0.444002312587807","0.480898041095456"
"Strong","2003","West Germany","Male","","","",""
"Strong","2003","West Germany","Female","","","",""
"Strong","2003","East Germany","Male","","","",""
"Strong","2003","East Germany","Female","","","",""
"A little","2003","West Germany","Male","","","",""
"A little","2003","West Germany","Female","","","",""
"A little","2003","East Germany","Male","","","",""
"A little","2003","East Germany","Female","","","",""
"Not at all","2003","West Germany","Male","","","",""
"Not at all","2003","West Germany","Female","","","",""
"Not at all","2003","East Germany","Male","","","",""
"Not at all","2003","East Germany","Female","","","",""
"Strong","2004","West Germany","Male","665","0.101511412022916","0.0948522316696758","0.108170592376156"
"Strong","2004","West Germany","Female","924","0.14458258960887","0.137118153558196","0.152047025659545"
"Strong","2004","East Germany","Male","239","0.11116507563453","0.0988531589481322","0.123476992320928"
"Strong","2004","East Germany","Female","344","0.166319493682132","0.152371788159512","0.180267199204752"
"A little","2004","West Germany","Male","1926","0.267997336886596","0.258231069063875","0.277763604709318"
"A little","2004","West Germany","Female","2504","0.321462633275168","0.311549702052015","0.33137556449832"
"A little","2004","East Germany","Male","762","0.307654773248428","0.289577866873167","0.325731679623688"
"A little","2004","East Germany","Female","967","0.371126888565938","0.353031242532603","0.389222534599273"
"Not at all","2004","West Germany","Male","5310","0.630491251090488","0.619848376241815","0.64113412593916"
"Not at all","2004","West Germany","Female","5099","0.533954777115962","0.523366721154189","0.544542833077735"
"Not at all","2004","East Germany","Male","1503","0.581180151117042","0.561856021431652","0.600504280802432"
"Not at all","2004","East Germany","Female","1427","0.46255361775193","0.443877784740876","0.481229450762984"
"Strong","2005","West Germany","Male","","","",""
"Strong","2005","West Germany","Female","","","",""
"Strong","2005","East Germany","Male","","","",""
"Strong","2005","East Germany","Female","","","",""
"A little","2005","West Germany","Male","","","",""
"A little","2005","West Germany","Female","","","",""
"A little","2005","East Germany","Male","","","",""
"A little","2005","East Germany","Female","","","",""
"Not at all","2005","West Germany","Male","","","",""
"Not at all","2005","West Germany","Female","","","",""
"Not at all","2005","East Germany","Male","","","",""
"Not at all","2005","East Germany","Female","","","",""
"Strong","2006","West Germany","Male","687","0.0965200064162136","0.090032773391988","0.103007239440439"
"Strong","2006","West Germany","Female","1002","0.137074331373822","0.129880411521839","0.144268251225805"
"Strong","2006","East Germany","Male","246","0.10815420417271","0.0960666048931807","0.120241803452239"
"Strong","2006","East Germany","Female","346","0.159996990064798","0.146310098964056","0.17368388116554"
"A little","2006","West Germany","Male","2054","0.269217159115982","0.259473163129978","0.278961155101985"
"A little","2006","West Germany","Female","2657","0.332037562861563","0.322186786441783","0.341888339281343"
"A little","2006","East Germany","Male","863","0.338209835654849","0.319796743054198","0.356622928255501"
"A little","2006","East Germany","Female","1029","0.386718444092069","0.368536685834668","0.40490020234947"
"Not at all","2006","West Germany","Male","5219","0.634262834467805","0.623682223738839","0.644843445196771"
"Not at all","2006","West Germany","Female","5121","0.530888105764615","0.520449546698268","0.541326664830962"
"Not at all","2006","East Germany","Male","1427","0.553635960172441","0.534288221550232","0.572983698794649"
"Not at all","2006","East Germany","Female","1381","0.453284565843133","0.43469905008392","0.471870081602345"
"Strong","2007","West Germany","Male","","","",""
"Strong","2007","West Germany","Female","","","",""
"Strong","2007","East Germany","Male","","","",""
"Strong","2007","East Germany","Female","","","",""
"A little","2007","West Germany","Male","","","",""
"A little","2007","West Germany","Female","","","",""
"A little","2007","East Germany","Male","","","",""
"A little","2007","East Germany","Female","","","",""
"Not at all","2007","West Germany","Male","","","",""
"Not at all","2007","West Germany","Female","","","",""
"Not at all","2007","East Germany","Male","","","",""
"Not at all","2007","East Germany","Female","","","",""
"Strong","2008","West Germany","Male","612","0.0945099996994664","0.0876214965437416","0.101398502855191"
"Strong","2008","West Germany","Female","900","0.140232615028753","0.132461820807406","0.1480034092501"
"Strong","2008","East Germany","Male","238","0.104355317755401","0.0918854659339438","0.116825169576858"
"Strong","2008","East Germany","Female","308","0.144271170451463","0.130434138393134","0.158108202509791"
"A little","2008","West Germany","Male","1822","0.272854170942319","0.262365506085888","0.28334283579875"
"A little","2008","West Germany","Female","2312","0.326229848592915","0.315737610430355","0.336722086755475"
"A little","2008","East Germany","Male","760","0.327860310051834","0.308712887663492","0.347007732440176"
"A little","2008","East Germany","Female","896","0.384888383773477","0.365726885956467","0.404049881590486"
"Not at all","2008","West Germany","Male","4494","0.632635829358214","0.621283906211695","0.643987752504734"
"Not at all","2008","West Germany","Female","4458","0.533537536378332","0.52237298569948","0.544702087057184"
"Not at all","2008","East Germany","Male","1311","0.567784372192765","0.547578477984087","0.587990266401443"
"Not at all","2008","East Germany","Female","1273","0.470840445775061","0.451183533939259","0.490497357610863"
"Strong","2009","West Germany","Male","","","",""
"Strong","2009","West Germany","Female","","","",""
"Strong","2009","East Germany","Male","","","",""
"Strong","2009","East Germany","Female","","","",""
"A little","2009","West Germany","Male","","","",""
"A little","2009","West Germany","Female","","","",""
"A little","2009","East Germany","Male","","","",""
"A little","2009","East Germany","Female","","","",""
"Not at all","2009","West Germany","Male","","","",""
"Not at all","2009","West Germany","Female","","","",""
"Not at all","2009","East Germany","Male","","","",""
"Not at all","2009","East Germany","Female","","","",""
"Strong","2010","West Germany","Male","548","0.105542896292911","0.0977457240206215","0.1133400685652"
"Strong","2010","West Germany","Female","780","0.144375130833593","0.135897678875182","0.152852582792004"
"Strong","2010","East Germany","Male","229","0.110912966723652","0.0971020734823464","0.124723859964958"
"Strong","2010","East Germany","Female","291","0.185098276123041","0.168681696918046","0.201514855328036"
"A little","2010","West Germany","Male","1693","0.306196549531396","0.294499906365712","0.31789319269708"
"A little","2010","West Germany","Female","2105","0.348228145323313","0.33673716241925","0.359719128227376"
"A little","2010","East Germany","Male","684","0.368490063598483","0.347274163884725","0.389705963312241"
"A little","2010","East Germany","Female","837","0.397199555845343","0.376516246855051","0.417882864835636"
"Not at all","2010","West Germany","Male","3724","0.588260554175693","0.575771229128223","0.600749879223163"
"Not at all","2010","West Germany","Female","3718","0.507396723843094","0.495338039700103","0.519455407986085"
"Not at all","2010","East Germany","Male","1073","0.520596969677865","0.498625471349123","0.542568468006606"
"Not at all","2010","East Germany","Female","1022","0.417702168031616","0.396855588239693","0.438548747823539"
"Strong","2011","West Germany","Male","","","",""
"Strong","2011","West Germany","Female","","","",""
"Strong","2011","East Germany","Male","","","",""
"Strong","2011","East Germany","Female","","","",""
"A little","2011","West Germany","Male","","","",""
"A little","2011","West Germany","Female","","","",""
"A little","2011","East Germany","Male","","","",""
"A little","2011","East Germany","Female","","","",""
"Not at all","2011","West Germany","Male","","","",""
"Not at all","2011","West Germany","Female","","","",""
