"ple0004","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Strong","2002","Urban Area","Male","574","0.0906823459345524","0.0841525125999738","0.0972121792691309"
"Strong","2002","Urban Area","Female","907","0.152030223521208","0.144172150493361","0.159888296549055"
"Strong","2002","Rural Area","Male","325","0.0963745216588981","0.0868990242472038","0.105850019070592"
"Strong","2002","Rural Area","Female","441","0.137300554671816","0.12653631037402","0.148064798969612"
"A little","2002","Urban Area","Male","1823","0.264060829202761","0.254036487486142","0.27408517091938"
"A little","2002","Urban Area","Female","2313","0.31786608795801","0.307675063924035","0.328057111991985"
"A little","2002","Rural Area","Male","1039","0.293951038525526","0.279323152276773","0.308578924774279"
"A little","2002","Rural Area","Female","1296","0.355359085691721","0.34038948260674","0.370328688776702"
"Not at all","2002","Urban Area","Male","5032","0.645256824862687","0.634377392421374","0.656136257303999"
"Not at all","2002","Urban Area","Female","4800","0.530103688520782","0.519180678353017","0.541026698688546"
"Not at all","2002","Rural Area","Male","2362","0.609674439815576","0.594010927404681","0.625337952226471"
"Not at all","2002","Rural Area","Female","2190","0.507340359636464","0.491703813185179","0.522976906087748"
"Strong","2003","Urban Area","Male","","","",""
"Strong","2003","Urban Area","Female","","","",""
"Strong","2003","Rural Area","Male","","","",""
"Strong","2003","Rural Area","Female","","","",""
"A little","2003","Urban Area","Male","","","",""
"A little","2003","Urban Area","Female","","","",""
"A little","2003","Rural Area","Male","","","",""
"A little","2003","Rural Area","Female","","","",""
"Not at all","2003","Urban Area","Male","","","",""
"Not at all","2003","Urban Area","Female","","","",""
"Not at all","2003","Rural Area","Male","","","",""
"Not at all","2003","Rural Area","Female","","","",""
"Strong","2004","Urban Area","Male","590","0.103980671256778","0.0967972961341992","0.111164046379356"
"Strong","2004","Urban Area","Female","860","0.153342847417645","0.145222275940702","0.161463418894587"
"Strong","2004","Rural Area","Male","314","0.101864209341652","0.0917988855085806","0.111929533174724"
"Strong","2004","Rural Area","Female","408","0.137958620847315","0.126849789781842","0.149067451912788"
"A little","2004","Urban Area","Male","1716","0.268541780126814","0.258111541538556","0.278972018715072"
"A little","2004","Urban Area","Female","2226","0.322006905981902","0.311476472020774","0.332537339943031"
"A little","2004","Rural Area","Male","972","0.290637254229276","0.275527556709428","0.305746951749124"
"A little","2004","Rural Area","Female","1245","0.349763289409966","0.334401113330997","0.365125465488936"
"Not at all","2004","Urban Area","Male","4630","0.627477548616409","0.616099471564314","0.638855625668503"
"Not at all","2004","Urban Area","Female","4477","0.524650246600453","0.513395321272825","0.535905171928081"
"Not at all","2004","Rural Area","Male","2183","0.607498536429072","0.591249066468966","0.623748006389178"
"Not at all","2004","Rural Area","Female","2049","0.512278089742718","0.496176494414699","0.528379685070738"
"Strong","2005","Urban Area","Male","","","",""
"Strong","2005","Urban Area","Female","","","",""
"Strong","2005","Rural Area","Male","","","",""
"Strong","2005","Rural Area","Female","","","",""
"A little","2005","Urban Area","Male","","","",""
"A little","2005","Urban Area","Female","","","",""
"A little","2005","Rural Area","Male","","","",""
"A little","2005","Rural Area","Female","","","",""
"Not at all","2005","Urban Area","Male","","","",""
"Not at all","2005","Urban Area","Female","","","",""
"Not at all","2005","Rural Area","Male","","","",""
"Not at all","2005","Rural Area","Female","","","",""
"Strong","2006","Urban Area","Male","582","0.0935875371512645","0.08674010666404","0.100434967638489"
"Strong","2006","Urban Area","Female","867","0.140234390733105","0.132464568286146","0.148004213180065"
"Strong","2006","Rural Area","Male","351","0.110016449841932","0.0997173675475848","0.12031553213628"
"Strong","2006","Rural Area","Female","481","0.143602275615448","0.132545004825416","0.154659546405479"
"A little","2006","Urban Area","Male","1822","0.270379275837546","0.259937100781451","0.28082145089364"
"A little","2006","Urban Area","Female","2361","0.338303626840277","0.327716539450525","0.348890714230028"
"A little","2006","Rural Area","Male","1095","0.308649959903578","0.293445855820039","0.323854063987116"
"A little","2006","Rural Area","Female","1325","0.350369155263024","0.335326455629126","0.365411854896922"
"Not at all","2006","Urban Area","Male","4546","0.63603318701119","0.624721523696564","0.647344850325816"
"Not at all","2006","Urban Area","Female","4444","0.521461982426618","0.510284002054746","0.53263996279849"
"Not at all","2006","Rural Area","Male","2100","0.58133359025449","0.565095853611523","0.597571326897457"
"Not at all","2006","Rural Area","Female","2058","0.506028569121528","0.490264513211456","0.521792625031599"
"Strong","2007","Urban Area","Male","","","",""
"Strong","2007","Urban Area","Female","","","",""
"Strong","2007","Rural Area","Male","","","",""
"Strong","2007","Rural Area","Female","","","",""
"A little","2007","Urban Area","Male","","","",""
"A little","2007","Urban Area","Female","","","",""
"A little","2007","Rural Area","Male","","","",""
"A little","2007","Rural Area","Female","","","",""
"Not at all","2007","Urban Area","Male","","","",""
"Not at all","2007","Urban Area","Female","","","",""
"Not at all","2007","Rural Area","Male","","","",""
"Not at all","2007","Rural Area","Female","","","",""
"Strong","2008","Urban Area","Male","518","0.0925473131507717","0.0852575758599419","0.0998370504416014"
"Strong","2008","Urban Area","Female","785","0.142529061156005","0.134190458274953","0.150867664037057"
"Strong","2008","Rural Area","Male","332","0.104759045794324","0.0940916508750845","0.115426440713564"
"Strong","2008","Rural Area","Female","423","0.137576871996885","0.125990135924942","0.149163608068829"
"A little","2008","Urban Area","Male","1592","0.269987186789795","0.258819716830729","0.281154656748862"
"A little","2008","Urban Area","Female","2050","0.328917512454606","0.317711184561703","0.340123840347508"
"A little","2008","Rural Area","Male","990","0.312443426184229","0.296298630588846","0.328588221779613"
"A little","2008","Rural Area","Female","1158","0.353839254357236","0.33775497924628","0.369923529468191"
"Not at all","2008","Urban Area","Male","3961","0.637465500059433","0.625372863841806","0.64955813627706"
"Not at all","2008","Urban Area","Female","3917","0.52855342638939","0.516646694833276","0.540460157945503"
"Not at all","2008","Rural Area","Male","1844","0.582797528021446","0.565621413670868","0.599973642372025"
"Not at all","2008","Rural Area","Female","1814","0.508583873645879","0.491767428442513","0.525400318849246"
"Strong","2009","Urban Area","Male","","","",""
"Strong","2009","Urban Area","Female","","","",""
"Strong","2009","Rural Area","Male","","","",""
"Strong","2009","Rural Area","Female","","","",""
"A little","2009","Urban Area","Male","","","",""
"A little","2009","Urban Area","Female","","","",""
"A little","2009","Rural Area","Male","","","",""
"A little","2009","Rural Area","Female","","","",""
"Not at all","2009","Urban Area","Male","","","",""
"Not at all","2009","Urban Area","Female","","","",""
"Not at all","2009","Rural Area","Male","","","",""
"Not at all","2009","Rural Area","Female","","","",""
"Strong","2010","Urban Area","Male","477","0.10270561795341","0.0944648287938898","0.110946407112931"
"Strong","2010","Urban Area","Female","711","0.154038922889229","0.144768691947451","0.163309153831007"
"Strong","2010","Rural Area","Male","300","0.115060312259872","0.103108026175726","0.127012598344017"
"Strong","2010","Rural Area","Female","360","0.146594563501014","0.133783086840628","0.159406040161401"
