"ple0004","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Not at all","2016","35-65 y.","no migration background","6206","0.579569030905044","0.569982366836854","0.589155694973234"
"Not at all","2016","35-65 y.","direct migration background","3019","0.598709864485871","0.584991248191856","0.612428480779886"
"Not at all","2016","35-65 y.","indirect migration background","447","0.684614589703964","0.648947459456899","0.720281719951029"
"Not at all","2016","66 and older","no migration background","1388","0.28977612881484","0.276316451262709","0.30323580636697"
"Not at all","2016","66 and older","direct migration background","112","0.236908422447319","0.196532554442183","0.277284290452455"
"Not at all","2016","66 and older","indirect migration background","3","","",""
"Strong","2017","16-34 y.","no migration background","","","",""
"Strong","2017","16-34 y.","direct migration background","72","0.0370587008829033","0.0285421804838275","0.0455752212819791"
"Strong","2017","16-34 y.","indirect migration background","","","",""
"Strong","2017","35-65 y.","no migration background","","","",""
"Strong","2017","35-65 y.","direct migration background","149","0.138662185899782","0.117036028210376","0.160288343589188"
"Strong","2017","35-65 y.","indirect migration background","","","",""
"Strong","2017","66 and older","no migration background","","","",""
"Strong","2017","66 and older","direct migration background","19","","",""
"Strong","2017","66 and older","indirect migration background","","","",""
"A little","2017","16-34 y.","no migration background","","","",""
"A little","2017","16-34 y.","direct migration background","291","0.148886654283275","0.1328379943515","0.164935314215051"
"A little","2017","16-34 y.","indirect migration background","","","",""
"A little","2017","35-65 y.","no migration background","","","",""
"A little","2017","35-65 y.","direct migration background","325","0.335660109558539","0.306110032441958","0.36521018667512"
"A little","2017","35-65 y.","indirect migration background","","","",""
"A little","2017","66 and older","no migration background","","","",""
"A little","2017","66 and older","direct migration background","9","","",""
"A little","2017","66 and older","indirect migration background","","","",""
"Not at all","2017","16-34 y.","no migration background","","","",""
"Not at all","2017","16-34 y.","direct migration background","1527","0.814054644833821","0.796514360246324","0.831594929421318"
"Not at all","2017","16-34 y.","indirect migration background","","","",""
"Not at all","2017","35-65 y.","no migration background","","","",""
"Not at all","2017","35-65 y.","direct migration background","507","0.525677704541679","0.494430574432682","0.556924834650676"
"Not at all","2017","35-65 y.","indirect migration background","","","",""
"Not at all","2017","66 and older","no migration background","","","",""
"Not at all","2017","66 and older","direct migration background","10","","",""
"Not at all","2017","66 and older","indirect migration background","","","",""
"Strong","2018","16-34 y.","no migration background","87","0.022795323102163","0.0181584821490157","0.0274321640553102"
"Strong","2018","16-34 y.","direct migration background","139","0.0374546621707119","0.0310259435629544","0.0438833807784694"
"Strong","2018","16-34 y.","indirect migration background","22","","",""
"Strong","2018","35-65 y.","no migration background","887","0.0865816788845289","0.0813332673261341","0.0918300904429238"
"Strong","2018","35-65 y.","direct migration background","558","0.105843205699572","0.0971932681012335","0.11449314329791"
"Strong","2018","35-65 y.","indirect migration background","43","0.0502020049616551","0.0341401732209233","0.0662638367023869"
"Strong","2018","66 and older","no migration background","1112","0.269458786620987","0.256620563413695","0.282297009828279"
"Strong","2018","66 and older","direct migration background","136","0.291956305895564","0.251366821785515","0.332545790005613"
"Strong","2018","66 and older","indirect migration background","3","","",""
"A little","2018","16-34 y.","no migration background","659","0.157732041071206","0.146408254989604","0.169055827152808"
"A little","2018","16-34 y.","direct migration background","601","0.169480807642299","0.156778109555955","0.182183505728643"
"A little","2018","16-34 y.","indirect migration background","158","0.168751035629447","0.145169342448436","0.192332728810458"
"A little","2018","35-65 y.","no migration background","3451","0.333181281249625","0.324384491522611","0.341978070976639"
"A little","2018","35-65 y.","direct migration background","1503","0.308762840152587","0.295773093117895","0.321752587187278"
"A little","2018","35-65 y.","indirect migration background","193","0.278219357162831","0.245257232054378","0.311181482271284"
"A little","2018","66 and older","no migration background","1967","0.43622663144508","0.421876867643052","0.450576395247107"
"A little","2018","66 and older","direct migration background","209","0.401073123264896","0.35731857009498","0.444827676434813"
"A little","2018","66 and older","indirect migration background","6","","",""
"Not at all","2018","16-34 y.","no migration background","3234","0.819472635826631","0.807523257716423","0.831422013936839"
"Not at all","2018","16-34 y.","direct migration background","2611","0.793064530186989","0.779348368087211","0.806780692286768"
"Not at all","2018","16-34 y.","indirect migration background","789","0.804102236738703","0.779112793729124","0.829091679748282"
"Not at all","2018","35-65 y.","no migration background","6691","0.580237039865846","0.571026505994415","0.589447573737277"
"Not at all","2018","35-65 y.","direct migration background","2798","0.585393954147842","0.571541823682603","0.599246084613081"
"Not at all","2018","35-65 y.","indirect migration background","474","0.671578637875514","0.637033808471907","0.70612346727912"
"Not at all","2018","66 and older","no migration background","1509","0.294314581933933","0.281127526005369","0.307501637862498"
"Not at all","2018","66 and older","direct migration background","137","0.30697057083954","0.265794132229003","0.348147009450077"
"Not at all","2018","66 and older","indirect migration background","11","","",""
"Strong","2019","16-34 y.","no migration background","","","",""
"Strong","2019","16-34 y.","direct migration background","12","","",""
"Strong","2019","16-34 y.","indirect migration background","","","",""
"Strong","2019","35-65 y.","no migration background","","","",""
"Strong","2019","35-65 y.","direct migration background","24","","",""
"Strong","2019","35-65 y.","indirect migration background","","","",""
"Strong","2019","66 and older","no migration background","","","",""
"Strong","2019","66 and older","direct migration background","3","","",""
"Strong","2019","66 and older","indirect migration background","","","",""
"A little","2019","16-34 y.","no migration background","","","",""
"A little","2019","16-34 y.","direct migration background","21","","",""
"A little","2019","16-34 y.","indirect migration background","","","",""
"A little","2019","35-65 y.","no migration background","","","",""
"A little","2019","35-65 y.","direct migration background","36","0.313676341276541","0.232980417536732","0.394372265016349"
"A little","2019","35-65 y.","indirect migration background","","","",""
"A little","2019","66 and older","no migration background","","","",""
"A little","2019","66 and older","direct migration background","1","","",""
"A little","2019","66 and older","indirect migration background","","","",""
"Not at all","2019","16-34 y.","no migration background","","","",""
"Not at all","2019","16-34 y.","direct migration background","113","0.729598132763841","0.657550724421317","0.801645541106365"
"Not at all","2019","16-34 y.","indirect migration background","","","",""
"Not at all","2019","35-65 y.","no migration background","","","",""
"Not at all","2019","35-65 y.","direct migration background","67","0.504934937269131","0.417979832924132","0.591890041614131"
"Not at all","2019","35-65 y.","indirect migration background","","","",""
"Not at all","2019","66 and older","no migration background","","","",""
"Not at all","2019","66 and older","direct migration background","2","","",""
"Not at all","2019","66 and older","indirect migration background","","","",""
