"ple0004","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2002","16-34 y.","West Germany","83","0.019527001578141","0.0155619067161384","0.0234920964401435"
"Strong","2002","16-34 y.","East Germany","24","","",""
"Strong","2002","35-65 y.","West Germany","761","0.0855407944113887","0.0801255441672261","0.0909560446555513"
"Strong","2002","35-65 y.","East Germany","290","0.102426936580323","0.0916820867586341","0.113171786402012"
"Strong","2002","66 and older","West Germany","819","0.329101744248602","0.311475483480249","0.346728005016955"
"Strong","2002","66 and older","East Germany","270","0.313557087404931","0.283179406929367","0.343934767880495"
"A little","2002","16-34 y.","West Germany","578","0.135113452613656","0.125317496084131","0.14490940914318"
"A little","2002","16-34 y.","East Germany","212","0.147226160887407","0.129246847285714","0.1652054744891"
"A little","2002","35-65 y.","West Germany","2903","0.306989170966532","0.298058558143363","0.3159197837897"
"A little","2002","35-65 y.","East Germany","1105","0.373656475145512","0.356512919364926","0.390800030926097"
"A little","2002","66 and older","West Germany","1207","0.442069991231691","0.423440450630506","0.460699531832877"
"A little","2002","66 and older","East Germany","466","0.514960085591421","0.482235842538652","0.54768432864419"
"Not at all","2002","16-34 y.","West Germany","4017","0.845359545808203","0.834998579269838","0.855720512346569"
"Not at all","2002","16-34 y.","East Germany","1256","0.836824648760766","0.818074350108537","0.855574947412996"
"Not at all","2002","35-65 y.","West Germany","6583","0.60747003462208","0.598015317037999","0.61692475220616"
"Not at all","2002","35-65 y.","East Germany","1664","0.523916588274165","0.506218312746002","0.541614863802328"
"Not at all","2002","66 and older","West Germany","704","0.228828264519706","0.213070407601373","0.244586121438039"
"Not at all","2002","66 and older","East Germany","160","0.171482827003648","0.146802258411854","0.196163395595443"
"Strong","2003","16-34 y.","West Germany","","","",""
"Strong","2003","16-34 y.","East Germany","","","",""
"Strong","2003","35-65 y.","West Germany","","","",""
"Strong","2003","35-65 y.","East Germany","","","",""
"Strong","2003","66 and older","West Germany","","","",""
"Strong","2003","66 and older","East Germany","","","",""
"A little","2003","16-34 y.","West Germany","","","",""
"A little","2003","16-34 y.","East Germany","","","",""
"A little","2003","35-65 y.","West Germany","","","",""
"A little","2003","35-65 y.","East Germany","","","",""
"A little","2003","66 and older","West Germany","","","",""
"A little","2003","66 and older","East Germany","","","",""
"Not at all","2003","16-34 y.","West Germany","","","",""
"Not at all","2003","16-34 y.","East Germany","","","",""
"Not at all","2003","35-65 y.","West Germany","","","",""
"Not at all","2003","35-65 y.","East Germany","","","",""
"Not at all","2003","66 and older","West Germany","","","",""
"Not at all","2003","66 and older","East Germany","","","",""
"Strong","2004","16-34 y.","West Germany","63","0.0165597058573474","0.0127039410608133","0.0204154706538815"
"Strong","2004","16-34 y.","East Germany","17","","",""
"Strong","2004","35-65 y.","West Germany","652","0.0865738069694257","0.0808859943145512","0.0922616196243002"
"Strong","2004","35-65 y.","East Germany","260","0.100320307355841","0.0892925330746774","0.111348081637004"
"Strong","2004","66 and older","West Germany","874","0.332992850005061","0.315629337979128","0.350356362030995"
"Strong","2004","66 and older","East Germany","306","0.349520357624067","0.319404998939755","0.379635716308379"
"A little","2004","16-34 y.","West Germany","541","0.13453595582366","0.124226068364929","0.144845843282392"
"A little","2004","16-34 y.","East Germany","228","0.155701770029482","0.13689653777557","0.174507002283394"
"A little","2004","35-65 y.","West Germany","2678","0.308996227134857","0.29965009121694","0.318342363052775"
"A little","2004","35-65 y.","East Germany","1041","0.37314886762105","0.355395826715781","0.390901908526318"
"A little","2004","66 and older","West Germany","1211","0.440161819095957","0.421872719952212","0.458450918239703"
"A little","2004","66 and older","East Germany","460","0.461531037234882","0.430045164094927","0.493016910374836"
"Not at all","2004","16-34 y.","West Germany","3604","0.848904338318992","0.838083383109064","0.85972529352892"
"Not at all","2004","16-34 y.","East Germany","1183","0.828050252846073","0.808479248871851","0.847621256820295"
"Not at all","2004","35-65 y.","West Germany","6060","0.604429965895717","0.59453988188048","0.614320049910954"
"Not at all","2004","35-65 y.","East Germany","1550","0.52653082502311","0.508203155808296","0.544858494237923"
"Not at all","2004","66 and older","West Germany","745","0.226845330898981","0.211415790599462","0.242274871198501"
"Not at all","2004","66 and older","East Germany","197","0.188948605141051","0.164223908010745","0.213673302271358"
"Strong","2005","16-34 y.","West Germany","","","",""
"Strong","2005","16-34 y.","East Germany","","","",""
"Strong","2005","35-65 y.","West Germany","","","",""
"Strong","2005","35-65 y.","East Germany","","","",""
"Strong","2005","66 and older","West Germany","","","",""
"Strong","2005","66 and older","East Germany","","","",""
"A little","2005","16-34 y.","West Germany","","","",""
"A little","2005","16-34 y.","East Germany","","","",""
"A little","2005","35-65 y.","West Germany","","","",""
"A little","2005","35-65 y.","East Germany","","","",""
"A little","2005","66 and older","West Germany","","","",""
"A little","2005","66 and older","East Germany","","","",""
"Not at all","2005","16-34 y.","West Germany","","","",""
"Not at all","2005","16-34 y.","East Germany","","","",""
"Not at all","2005","35-65 y.","West Germany","","","",""
"Not at all","2005","35-65 y.","East Germany","","","",""
"Not at all","2005","66 and older","West Germany","","","",""
"Not at all","2005","66 and older","East Germany","","","",""
"Strong","2006","16-34 y.","West Germany","48","0.0133626222583772","0.00973519457186325","0.0169900499448912"
"Strong","2006","16-34 y.","East Germany","11","","",""
"Strong","2006","35-65 y.","West Germany","653","0.0793457368887719","0.0739267250020969","0.0847647487754469"
