"ple0004","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2006","35-65 y.","East Germany","252","0.10078545469087","0.0897524026719575","0.111818506709783"
"Strong","2006","66 and older","West Germany","988","0.319782261313973","0.303953339528138","0.335611183099807"
"Strong","2006","66 and older","East Germany","329","0.323375189309024","0.296233768652188","0.350516609965861"
"A little","2006","16-34 y.","West Germany","543","0.150289509248774","0.139000028723587","0.16157898977396"
"A little","2006","16-34 y.","East Germany","240","0.201233526035222","0.179363713893855","0.223103338176589"
"A little","2006","35-65 y.","West Germany","2758","0.313660749016177","0.304358038080103","0.322963459952252"
"A little","2006","35-65 y.","East Germany","1086","0.37932616636896","0.36154324149391","0.397109091244011"
"A little","2006","66 and older","West Germany","1410","0.43438347163036","0.417560687822261","0.451206255438458"
"A little","2006","66 and older","East Germany","566","0.486273091861867","0.457272187243865","0.515273996479869"
"Not at all","2006","16-34 y.","West Germany","3258","0.836347868492849","0.824660184904212","0.848035552081486"
"Not at all","2006","16-34 y.","East Germany","1040","0.789590748907965","0.767356707463203","0.811824790352727"
"Not at all","2006","35-65 y.","West Germany","6145","0.606993514095051","0.597200826394305","0.616786201795797"
"Not at all","2006","35-65 y.","East Germany","1522","0.519888378940169","0.501578256922995","0.538198500957344"
"Not at all","2006","66 and older","West Germany","937","0.245834267055668","0.231220749038325","0.26044778507301"
"Not at all","2006","66 and older","East Germany","246","0.190351718829109","0.16757286491915","0.213130572739067"
"Strong","2007","16-34 y.","West Germany","","","",""
"Strong","2007","16-34 y.","East Germany","","","",""
"Strong","2007","35-65 y.","West Germany","","","",""
"Strong","2007","35-65 y.","East Germany","","","",""
"Strong","2007","66 and older","West Germany","","","",""
"Strong","2007","66 and older","East Germany","","","",""
"A little","2007","16-34 y.","West Germany","","","",""
"A little","2007","16-34 y.","East Germany","","","",""
"A little","2007","35-65 y.","West Germany","","","",""
"A little","2007","35-65 y.","East Germany","","","",""
"A little","2007","66 and older","West Germany","","","",""
"A little","2007","66 and older","East Germany","","","",""
"Not at all","2007","16-34 y.","West Germany","","","",""
"Not at all","2007","16-34 y.","East Germany","","","",""
"Not at all","2007","35-65 y.","West Germany","","","",""
"Not at all","2007","35-65 y.","East Germany","","","",""
"Not at all","2007","66 and older","West Germany","","","",""
"Not at all","2007","66 and older","East Germany","","","",""
"Strong","2008","16-34 y.","West Germany","45","0.0165769379581875","0.0121689511248868","0.0209849247914882"
"Strong","2008","16-34 y.","East Germany","13","","",""
"Strong","2008","35-65 y.","West Germany","579","0.0844963623871474","0.0784620825630593","0.0905306422112356"
"Strong","2008","35-65 y.","East Germany","206","0.0835615824880744","0.0727356278837503","0.0943875370923985"
"Strong","2008","66 and older","West Germany","888","0.296009293308608","0.280227320495643","0.311791266121574"
"Strong","2008","66 and older","East Germany","327","0.310493635442601","0.283563591963905","0.337423678921298"
"A little","2008","16-34 y.","West Germany","475","0.149868582199765","0.137545587239424","0.162191577160106"
"A little","2008","16-34 y.","East Germany","192","0.167125507567238","0.14548705551368","0.188763959620796"
"A little","2008","35-65 y.","West Germany","2289","0.305758248919063","0.295762372978118","0.315754124860008"
"A little","2008","35-65 y.","East Germany","899","0.375555383308108","0.356610358030751","0.394500408585464"
"A little","2008","66 and older","West Germany","1370","0.438145537831254","0.420992293707103","0.455298781955405"
"A little","2008","66 and older","East Germany","565","0.501756200156127","0.472655134744191","0.530857265568063"
"Not at all","2008","16-34 y.","West Germany","2703","0.833554479842047","0.82069507146139","0.846413888222705"
"Not at all","2008","16-34 y.","East Germany","937","0.81843308163101","0.796075491606876","0.840790671655144"
"Not at all","2008","35-65 y.","West Germany","5293","0.60974538869379","0.599162001475647","0.620328775911933"
"Not at all","2008","35-65 y.","East Germany","1405","0.540883034203818","0.521387974000787","0.560378094406849"
"Not at all","2008","66 and older","West Germany","956","0.265845168860138","0.250571851655432","0.281118486064844"
"Not at all","2008","66 and older","East Germany","242","0.187750164401271","0.165021362535145","0.210478966267398"
"Strong","2009","16-34 y.","West Germany","","","",""
"Strong","2009","16-34 y.","East Germany","","","",""
"Strong","2009","35-65 y.","West Germany","","","",""
"Strong","2009","35-65 y.","East Germany","","","",""
"Strong","2009","66 and older","West Germany","","","",""
"Strong","2009","66 and older","East Germany","","","",""
"A little","2009","16-34 y.","West Germany","","","",""
"A little","2009","16-34 y.","East Germany","","","",""
"A little","2009","35-65 y.","West Germany","","","",""
"A little","2009","35-65 y.","East Germany","","","",""
"A little","2009","66 and older","West Germany","","","",""
"A little","2009","66 and older","East Germany","","","",""
"Not at all","2009","16-34 y.","West Germany","","","",""
"Not at all","2009","16-34 y.","East Germany","","","",""
"Not at all","2009","35-65 y.","West Germany","","","",""
"Not at all","2009","35-65 y.","East Germany","","","",""
"Not at all","2009","66 and older","West Germany","","","",""
"Not at all","2009","66 and older","East Germany","","","",""
"Strong","2010","16-34 y.","West Germany","40","0.0175801122418866","0.0126147534379888","0.0225454710457844"
"Strong","2010","16-34 y.","East Germany","5","","",""
"Strong","2010","35-65 y.","West Germany","514","0.0897080934156613","0.0829630133410272","0.0964531734902954"
"Strong","2010","35-65 y.","East Germany","191","0.109782924947901","0.0966296595558339","0.122936190339968"
"Strong","2010","66 and older","West Germany","774","0.284115815660113","0.267928927712094","0.300302703608132"
"Strong","2010","66 and older","East Germany","324","0.33117061011386","0.302944824853889","0.359396395373832"
"A little","2010","16-34 y.","West Germany","398","0.155629480437112","0.14193316634727","0.169325794526954"
"A little","2010","16-34 y.","East Germany","184","0.205814061773165","0.179371194744331","0.232256928801999"
"A little","2010","35-65 y.","West Germany","2106","0.342702984320338","0.331500335313866","0.35390563332681"
"A little","2010","35-65 y.","East Germany","816","0.403107246270735","0.382468815165877","0.423745677375593"
"A little","2010","66 and older","West Germany","1294","0.440456397873206","0.422638244208253","0.45827455153816"
"A little","2010","66 and older","East Germany","521","0.48628150526986","0.456305832334095","0.516257178205625"
"Not at all","2010","16-34 y.","West Germany","2253","0.826790407321001","0.812492419364177","0.841088395277825"
"Not at all","2010","16-34 y.","East Germany","709","0.791487684782908","0.764917299077011","0.818058070488805"
"Not at all","2010","35-65 y.","West Germany","4275","0.567588922264001","0.555895373884219","0.579282470643784"
"Not at all","2010","35-65 y.","East Germany","1163","0.487109828781364","0.466079606708223","0.508140050854505"
"Not at all","2010","66 and older","West Germany","914","0.275427786466681","0.259393893319586","0.291461679613775"
"Not at all","2010","66 and older","East Germany","223","0.18254788461628","0.159380232244665","0.205715536987895"
"Strong","2011","16-34 y.","West Germany","","","",""
"Strong","2011","16-34 y.","East Germany","","","",""
"Strong","2011","35-65 y.","West Germany","","","",""
"Strong","2011","35-65 y.","East Germany","","","",""
"Strong","2011","66 and older","West Germany","","","",""
"Strong","2011","66 and older","East Germany","","","",""
"A little","2011","16-34 y.","West Germany","","","",""
"A little","2011","16-34 y.","East Germany","","","",""
"A little","2011","35-65 y.","West Germany","","","",""
"A little","2011","35-65 y.","East Germany","","","",""
"A little","2011","66 and older","West Germany","","","",""
"A little","2011","66 and older","East Germany","","","",""
"Not at all","2011","16-34 y.","West Germany","","","",""
"Not at all","2011","16-34 y.","East Germany","","","",""
"Not at all","2011","35-65 y.","West Germany","","","",""
"Not at all","2011","35-65 y.","East Germany","","","",""
"Not at all","2011","66 and older","West Germany","","","",""
"Not at all","2011","66 and older","East Germany","","","",""
"Strong","2012","16-34 y.","West Germany","46","0.0161738984325591","0.0118135205466481","0.0205342763184702"
"Strong","2012","16-34 y.","East Germany","11","","",""
"Strong","2012","35-65 y.","West Germany","673","0.0846788099961794","0.0787752087029973","0.0905824112893615"
"Strong","2012","35-65 y.","East Germany","271","0.109330495684485","0.0974292384997844","0.121231752869185"
"Strong","2012","66 and older","West Germany","991","0.277063761746157","0.263062469483104","0.29106505400921"
"Strong","2012","66 and older","East Germany","383","0.330916076995519","0.30529810060166","0.356534053389379"
"A little","2012","16-34 y.","West Germany","494","0.165428982332305","0.152585137480212","0.178272827184397"
"A little","2012","16-34 y.","East Germany","202","0.234392658892918","0.207093311067516","0.261692006718319"
"A little","2012","35-65 y.","West Germany","2698","0.34303328588159","0.332966688419476","0.353099883343703"
"A little","2012","35-65 y.","East Germany","978","0.391053751680227","0.372442670719077","0.409664832641378"
"A little","2012","66 and older","West Germany","1675","0.433026083718274","0.417524829849526","0.448527337587023"
"A little","2012","66 and older","East Germany","614","0.469619889393986","0.442448462486981","0.496791316300991"
"Not at all","2012","16-34 y.","West Germany","2675","0.818397119235136","0.805071082224488","0.831723156245784"
"Not at all","2012","16-34 y.","East Germany","712","0.752928063243041","0.725133127349281","0.780722999136801"
"Not at all","2012","35-65 y.","West Germany","5172","0.572287904122231","0.561796685494239","0.582779122750223"
"Not at all","2012","35-65 y.","East Germany","1392","0.499615752635288","0.480546495870086","0.51868500940049"
"Not at all","2012","66 and older","West Germany","1259","0.289910154535569","0.275715768075767","0.304104540995371"
"Not at all","2012","66 and older","East Germany","299","0.199464033610494","0.17770857147308","0.221219495747909"
"Strong","2013","16-34 y.","West Germany","","","",""
"Strong","2013","16-34 y.","East Germany","","","",""
"Strong","2013","35-65 y.","West Germany","","","",""
"Strong","2013","35-65 y.","East Germany","","","",""
"Strong","2013","66 and older","West Germany","","","",""
"Strong","2013","66 and older","East Germany","","","",""
"A little","2013","16-34 y.","West Germany","","","",""
"A little","2013","16-34 y.","East Germany","","","",""
"A little","2013","35-65 y.","West Germany","","","",""
"A little","2013","35-65 y.","East Germany","","","",""
"A little","2013","66 and older","West Germany","","","",""
"A little","2013","66 and older","East Germany","","","",""
"Not at all","2013","16-34 y.","West Germany","","","",""
"Not at all","2013","16-34 y.","East Germany","","","",""
"Not at all","2013","35-65 y.","West Germany","","","",""
"Not at all","2013","35-65 y.","East Germany","","","",""
"Not at all","2013","66 and older","West Germany","","","",""
"Not at all","2013","66 and older","East Germany","","","",""
"Strong","2014","16-34 y.","West Germany","101","0.0174478473661939","0.0139517539389039","0.0209439407934839"
"Strong","2014","16-34 y.","East Germany","35","0.0363724609226734","0.0256860435299937","0.0470588783153531"
"Strong","2014","35-65 y.","West Germany","987","0.0943642938986955","0.0892176637369823","0.0995109240604086"
"Strong","2014","35-65 y.","East Germany","293","0.10866645037425","0.0978580545764928","0.119474846172007"
"Strong","2014","66 and older","West Germany","942","0.263843610865239","0.249751182778498","0.277936038951981"
"Strong","2014","66 and older","East Germany","374","0.334944384342257","0.308632364466592","0.361256404217923"
"A little","2014","16-34 y.","West Germany","839","0.144687857862895","0.135294677540993","0.154081038184797"
"A little","2014","16-34 y.","East Germany","213","0.166009493862049","0.144770291410981","0.187248696313117"
"A little","2014","35-65 y.","West Germany","3429","0.302902993938794","0.29481313895122","0.310992848926368"
"A little","2014","35-65 y.","East Germany","1128","0.383453578542101","0.366567350073046","0.400339807011155"
"A little","2014","66 and older","West Germany","1550","0.436492938302734","0.420634303947824","0.452351572657643"
"A little","2014","66 and older","East Germany","576","0.471370835653479","0.44354195299004","0.499199718316918"
"Not at all","2014","16-34 y.","West Germany","4448","0.837864294770911","0.828022813468128","0.847705776073694"
"Not at all","2014","16-34 y.","East Germany","931","0.797618045215278","0.774684321981935","0.820551768448621"
"Not at all","2014","35-65 y.","West Germany","7978","0.602732712162511","0.594117893719585","0.611347530605436"
"Not at all","2014","35-65 y.","East Germany","1764","0.50787997108365","0.490517583924535","0.525242358242764"
"Not at all","2014","66 and older","West Germany","1265","0.299663450832027","0.285014794925589","0.314312106738465"
"Not at all","2014","66 and older","East Germany","286","0.193684780004264","0.171653535427001","0.215716024581526"
"Strong","2015","16-34 y.","West Germany","","","",""
"Strong","2015","16-34 y.","East Germany","","","",""
"Strong","2015","35-65 y.","West Germany","","","",""
"Strong","2015","35-65 y.","East Germany","","","",""
"Strong","2015","66 and older","West Germany","","","",""
"Strong","2015","66 and older","East Germany","","","",""
"A little","2015","16-34 y.","West Germany","","","",""
"A little","2015","16-34 y.","East Germany","","","",""
"A little","2015","35-65 y.","West Germany","","","",""
"A little","2015","35-65 y.","East Germany","","","",""
"A little","2015","66 and older","West Germany","","","",""
"A little","2015","66 and older","East Germany","","","",""
"Not at all","2015","16-34 y.","West Germany","","","",""
"Not at all","2015","16-34 y.","East Germany","","","",""
"Not at all","2015","35-65 y.","West Germany","","","",""
"Not at all","2015","35-65 y.","East Germany","","","",""
"Not at all","2015","66 and older","West Germany","","","",""
"Not at all","2015","66 and older","East Germany","","","",""
"Strong","2016","16-34 y.","West Germany","193","0.0250318824694742","0.0212939728732486","0.0287697920656998"
"Strong","2016","16-34 y.","East Germany","52","0.0277471233769047","0.0192222697803772","0.0362719769734323"
"Strong","2016","35-65 y.","West Germany","1069","0.0937223075363809","0.0886170764762357","0.0988275385965261"
"Strong","2016","35-65 y.","East Germany","290","0.0916103598870444","0.0816495717267412","0.101571148047348"
"Strong","2016","66 and older","West Germany","882","0.265885703771782","0.251459724822453","0.280311682721111"
"Strong","2016","66 and older","East Germany","350","0.323371343520298","0.296805832818991","0.349936854221604"
"A little","2016","16-34 y.","West Germany","1060","0.151108657394377","0.142539116480204","0.15967819830855"
"A little","2016","16-34 y.","East Germany","282","0.177503699852791","0.157672042521948","0.197335357183634"
"A little","2016","35-65 y.","West Germany","3569","0.308070451570745","0.299982859598146","0.316158043543343"
"A little","2016","35-65 y.","East Germany","1141","0.374618099169249","0.357905178373519","0.391331019964979"
"A little","2016","66 and older","West Germany","1519","0.437770135484573","0.421570845465556","0.453969425503591"
"A little","2016","66 and older","East Germany","540","0.445338194682356","0.417112066280099","0.473564323084614"
"Not at all","2016","16-34 y.","West Germany","5457","0.823859460136149","0.814744745863817","0.832974174408481"
"Not at all","2016","16-34 y.","East Germany","1092","0.794749176770304","0.773786544040068","0.815711809500541"
"Not at all","2016","35-65 y.","West Germany","7881","0.598207240892874","0.589619278044236","0.606795203741513"
"Not at all","2016","35-65 y.","East Germany","1791","0.533771540943707","0.516546414433496","0.550996667453918"
"Not at all","2016","66 and older","West Germany","1202","0.296344160743645","0.281433589057719","0.31125473242957"
"Not at all","2016","66 and older","East Germany","301","0.231290461797346","0.207343401549662","0.25523752204503"
"Strong","2017","16-34 y.","West Germany","64","0.0375588918763837","0.0285342626762633","0.046583521076504"
"Strong","2017","16-34 y.","East Germany","8","","",""
"Strong","2017","35-65 y.","West Germany","137","0.134139635463522","0.111911312063796","0.156367958863247"
"Strong","2017","35-65 y.","East Germany","12","","",""
"Strong","2017","66 and older","West Germany","17","","",""
"Strong","2017","66 and older","East Germany","2","","",""
"A little","2017","16-34 y.","West Germany","252","0.148791003965465","0.131898565761469","0.16568344216946"
"A little","2017","16-34 y.","East Germany","39","0.149525534017857","0.0981388554525862","0.200912212583128"
"A little","2017","35-65 y.","West Germany","303","0.347688048861373","0.316626238423232","0.378749859299515"
"A little","2017","35-65 y.","East Germany","22","","",""
"A little","2017","66 and older","West Germany","7","","",""
"A little","2017","66 and older","East Germany","2","","",""
"Not at all","2017","16-34 y.","West Germany","1389","0.813650104158152","0.795167237996156","0.832132970320147"
"Not at all","2017","16-34 y.","East Germany","138","0.816756704224886","0.761009559562163","0.872503848887609"
"Not at all","2017","35-65 y.","West Germany","463","0.518172315675105","0.485582103057605","0.550762528292606"
"Not at all","2017","35-65 y.","East Germany","44","0.600611666247456","0.49192022214761","0.709303110347302"
"Not at all","2017","66 and older","West Germany","10","","",""
"Not at all","2017","66 and older","East Germany","","","",""
"Strong","2018","16-34 y.","West Germany","212","0.0263446996218612","0.0225640912363834","0.0301253080073391"
"Strong","2018","16-34 y.","East Germany","36","0.0236333509808148","0.0156932769589219","0.0315734250027076"
"Strong","2018","35-65 y.","West Germany","1183","0.0880764380582582","0.0832336523897362","0.0929192237267802"
"Strong","2018","35-65 y.","East Germany","305","0.0913989447068155","0.081771747521669","0.101026141891962"
"Strong","2018","66 and older","West Germany","917","0.267974056105631","0.253949096257602","0.281999015953659"
"Strong","2018","66 and older","East Germany","334","0.287682716427241","0.262677601643923","0.312687831210559"
"A little","2018","16-34 y.","West Germany","1127","0.156602722776779","0.148023889985765","0.165181555567793"
"A little","2018","16-34 y.","East Germany","291","0.186633260814837","0.166267850845175","0.206998670784499"
"A little","2018","35-65 y.","West Germany","3913","0.317700469972895","0.309744692570816","0.325656247374973"
"A little","2018","35-65 y.","East Germany","1234","0.366733256598102","0.350633802649156","0.382832710547047"
"A little","2018","66 and older","West Germany","1604","0.424124297288913","0.408474707104122","0.439773887473704"
"A little","2018","66 and older","East Germany","578","0.468164201410794","0.440601415589667","0.495726987231921"
"Not at all","2018","16-34 y.","West Germany","5555","0.81705257760136","0.807926154450358","0.826179000752361"
"Not at all","2018","16-34 y.","East Germany","1079","0.789733388204348","0.76843332762117","0.811033448787526"
"Not at all","2018","35-65 y.","West Germany","8060","0.594223091968847","0.585832268479563","0.602613915458131"
"Not at all","2018","35-65 y.","East Germany","1903","0.541867798695083","0.525222762689463","0.558512834700703"
"Not at all","2018","66 and older","West Germany","1310","0.307901646605456","0.293283849528667","0.322519443682244"
"Not at all","2018","66 and older","East Germany","347","0.244153082161965","0.220423873529315","0.267882290794614"
"Strong","2019","16-34 y.","West Germany","12","","",""
"Strong","2019","16-34 y.","East Germany","","","",""
"Strong","2019","35-65 y.","West Germany","23","","",""
"Strong","2019","35-65 y.","East Germany","1","","",""
"Strong","2019","66 and older","West Germany","3","","",""
"Strong","2019","66 and older","East Germany","","","",""
"A little","2019","16-34 y.","West Germany","19","","",""
"A little","2019","16-34 y.","East Germany","2","","",""
"A little","2019","35-65 y.","West Germany","30","0.314249930075133","0.229406211258557","0.399093648891709"
"A little","2019","35-65 y.","East Germany","6","","",""
"A little","2019","66 and older","West Germany","1","","",""
"A little","2019","66 and older","East Germany","","","",""
"Not at all","2019","16-34 y.","West Germany","105","0.725646022239748","0.650657175096478","0.800634869383017"
"Not at all","2019","16-34 y.","East Germany","8","","",""
"Not at all","2019","35-65 y.","West Germany","62","0.494605107064272","0.403226634667762","0.585983579460781"
"Not at all","2019","35-65 y.","East Germany","5","","",""
"Not at all","2019","66 and older","West Germany","2","","",""
"Not at all","2019","66 and older","East Germany","","","",""
