"ple0004","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"A little","2002","Hamburg","1-pers.-HH","19","","","","2"
"A little","2002","Hesse","Couple + C. LE 16 ","71","0.172844601315841","0.135221577962324","0.210467624669359","2"
"A little","2002","Schleswig-Holstein","Couple + C. LE and GT 16","11","","","","2"
"A little","2002","Thuringia","Couple + C. GT 16 ","49","0.234080642380837","0.177613541783672","0.290547742978001","2"
"A little","2002","Baden-Württemberg","Couple + C. LE 16 ","105","0.222702176327612","0.190936263471076","0.254468089184148","2"
"A little","2002","Bremen","(Married) couple without C. ","16","","","","2"
"A little","2002","Bremen","Single parent ","1","","","","2"
"A little","2002","Baden-Württemberg","Single parent ","32","0.192437251139909","0.125938434362401","0.258936067917417","2"
"A little","2002","Brandenburg","1-pers.-HH","47","0.417132578867483","0.329636191540892","0.504628966194074","2"
"A little","2002","Hesse","Single parent ","6","","","","2"
"A little","2002","Brandenburg","(Married) couple without C. ","152","0.470933722195356","0.41841449957396","0.523452944816752","2"
"A little","2002","Baden-Württemberg","Couple + C. LE and GT 16","49","0.203132075120103","0.155142308866769","0.251121841373436","2"
"A little","2002","Hesse","(Married) couple without C. ","181","0.327711573083457","0.289076630736225","0.366346515430689","2"
"A little","2002","Thuringia","Couple + C. LE 16 ","35","0.260747960808975","0.19314008208017","0.328355839537781","2"
"A little","2002","Berlin","Couple + C. LE 16 ","36","0.278140514409241","0.203380907626626","0.352900121191856","2"
"A little","2002","Saxony","Single parent ","15","","","","2"
"A little","2002","Hesse","Couple + C. GT 16 ","57","0.243508192692585","0.191338254734613","0.295678130650558","2"
"A little","2002","Saxony","1-pers.-HH","62","0.303643124612229","0.240387706323552","0.366898542900907","2"
"A little","2002","Schleswig-Holstein","Couple + C. GT 16 ","30","0.389991682076213","0.29292777372512","0.487055590427306","2"
"A little","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","12","","","","2"
"A little","2002","Saxony","(Married) couple without C. ","253","0.471639752964218","0.430586819812396","0.512692686116039","2"
"A little","2002","Thuringia","(Married) couple without C. ","129","0.496910244800856","0.438963801226561","0.554856688375151","2"
"A little","2002","Berlin","Couple + C. LE and GT 16","11","","","","2"
"A little","2002","Bavaria","1-pers.-HH","118","0.304309934514261","0.259219537266799","0.349400331761723","2"
