"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","Baden-W?rttemberg","1.88","2","446","1","1","2","3","4","1.81","1.95","1","4","2","2"
"1990","16-34 y.","Bavaria","1.81","2","482","1","1","2","3","4","1.75","1.87","1","4","2","2"
"1990","16-34 y.","Berlin","1.95","2","72","1","1","2","3","4","1.78","2.12","1","4","2","2"
"1990","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1990","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1990","16-34 y.","Hamburg","1.94","2","40","1","2","2","3","3","1.76","2.12","1","3","2","2"
"1990","16-34 y.","Hesse","1.9","2","230","1","1","2","3","4","1.81","1.99","1","4","2","2"
"1990","16-34 y.","Lower Saxony","1.82","2","307","1","1","2","3","4","1.73","1.91","1","4","2","2"
"1990","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1990","16-34 y.","North Rhine-Westphalia","1.82","2","712","1","1","2","3","4","1.77","1.87","1","4","2","2"
"1990","16-34 y.","Rhineland-Palatinate,Saarland","1.81","2","210","1","1","2","3","4","1.71","1.91","1","4","2","2"
"1990","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1990","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1990","16-34 y.","Schleswig-Holstein","1.86","2","84","1","1","2","3","4","1.71","2.01","1","4","2","2"
"1990","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1990","35-65 y.","Baden-W?rttemberg","2.06","2","522","1","2","2","3","4","1.99","2.13","1","4","2","2"
"1990","35-65 y.","Bavaria","2.17","2","573","1","2","3","3","4","2.1","2.24","1","4","2","2"
"1990","35-65 y.","Berlin","2.15","2","119","1","2","3","3","4","2","2.3","1","4","2","2"
"1990","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1990","35-65 y.","Bremen","2.16","2","31","1","2","3","4","4","1.84","2.48","1","4","2","2"
"1990","35-65 y.","Hamburg","2.29","2","56","1","2","3","4","4","2.05","2.53","1","4","2","2"
"1990","35-65 y.","Hesse","2.26","2","319","1","2","3","4","4","2.16","2.36","1","4","2","2"
