"plh0176","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","1-pers.-HH","no migration background","99","0.0433716578748001","0.0355631161936594","0.0511801995559407","0"
"0 Completely dissatisfied","2004","1-pers.-HH","direct migration background","10","","","","0"
"0 Completely dissatisfied","2004","1-pers.-HH","indirect migration background","2","","","","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","no migration background","209","0.0389333055979925","0.0341487649079444","0.0437178462880406","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","direct migration background","49","0.0695465522422208","0.0508877349424123","0.0882053695420292","0"
"0 Completely dissatisfied","2004","(Married) couple without C. ","indirect migration background","1","","","","0"
"0 Completely dissatisfied","2004","Single parent ","no migration background","69","0.100962526896867","0.0808618030995583","0.121063250694175","0"
"0 Completely dissatisfied","2004","Single parent ","direct migration background","9","","","","0"
"0 Completely dissatisfied","2004","Single parent ","indirect migration background","9","","","","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","no migration background","154","0.0523495083924159","0.0445800418646888","0.0601189749201431","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","direct migration background","48","0.0810857494103051","0.0584371811899181","0.103734317630692","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","indirect migration background","13","","","","0"
"0 Completely dissatisfied","2004","Couple + C. GT 16 ","no migration background","171","0.0503566591365029","0.0426919995915464","0.0580213186814594","0"
"0 Completely dissatisfied","2004","Couple + C. GT 16 ","direct migration background","34","0.0975940259465992","0.0685115958311867","0.126676456062012","0"
"0 Completely dissatisfied","2004","Couple + C. GT 16 ","indirect migration background","19","","","","0"
"0 Completely dissatisfied","2004","Couple + C. LE and GT 16","no migration background","82","0.0572015495061775","0.044363655700766","0.070039443311589","0"
"0 Completely dissatisfied","2004","Couple + C. LE and GT 16","direct migration background","33","0.153151931869093","0.111119208736475","0.195184655001711","0"
"0 Completely dissatisfied","2004","Couple + C. LE and GT 16","indirect migration background","19","","","","0"
"1 on Scale 1 to 10","2004","Single parent ","direct migration background","10","","","","1"
"1 on Scale 1 to 10","2004","1-pers.-HH","indirect migration background","4","","","","1"
"1 on Scale 1 to 10","2004","1-pers.-HH","direct migration background","7","","","","1"
"1 on Scale 1 to 10","2004","(Married) couple without C. ","indirect migration background","5","","","","1"
"1 on Scale 1 to 10","2004","Single parent ","no migration background","38","0.0404463851172189","0.0273026992040194","0.0535900710304184","1"
"1 on Scale 1 to 10","2004","1-pers.-HH","no migration background","80","0.0285840290770087","0.022196106532085","0.0349719516219324","1"
"1 on Scale 1 to 10","2004","(Married) couple without C. ","no migration background","158","0.0299817868721926","0.0257636414304476","0.0341999323139376","1"
"1 on Scale 1 to 10","2004","(Married) couple without C. ","direct migration background","24","","","","1"
