"plh0176","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","Full Time","in school","","","","","0"
"0 Completely dissatisfied","2004","Full Time","inadequately","2","","","","0"
"0 Completely dissatisfied","2004","Full Time","general elemantary","19","","","","0"
"0 Completely dissatisfied","2004","Full Time","middle vocational","54","0.0138586044654371","0.0102312417228787","0.0174859672079955","0"
"0 Completely dissatisfied","2004","Full Time","vocational + Abi","13","","","","0"
"0 Completely dissatisfied","2004","Full Time","higher vocational","12","","","","0"
"0 Completely dissatisfied","2004","Full Time","higher education","20","","","","0"
"0 Completely dissatisfied","2004","Part Time","in school","1","","","","0"
"0 Completely dissatisfied","2004","Part Time","inadequately","6","","","","0"
"0 Completely dissatisfied","2004","Part Time","general elemantary","39","0.0747594122730744","0.0525768612949802","0.0969419632511686","0"
"0 Completely dissatisfied","2004","Part Time","middle vocational","143","0.0643101637284481","0.0548684115681736","0.0737519158887226","0"
"0 Completely dissatisfied","2004","Part Time","vocational + Abi","13","","","","0"
"0 Completely dissatisfied","2004","Part Time","higher vocational","7","","","","0"
"0 Completely dissatisfied","2004","Part Time","higher education","31","0.0511008832405427","0.036785915490871","0.0654158509902144","0"
"0 Completely dissatisfied","2004","Not Working","in school","69","0.164004276061596","0.128119019894407","0.199889532228785","0"
"0 Completely dissatisfied","2004","Not Working","inadequately","23","","","","0"
"0 Completely dissatisfied","2004","Not Working","general elemantary","145","0.111456205700724","0.0945307410664058","0.128381670335042","0"
"0 Completely dissatisfied","2004","Not Working","middle vocational","309","0.0711640722313716","0.0631147306391208","0.0792134138236225","0"
"0 Completely dissatisfied","2004","Not Working","vocational + Abi","25","","","","0"
"0 Completely dissatisfied","2004","Not Working","higher vocational","31","0.0601027378480655","0.0385693439563784","0.0816361317397527","0"
"0 Completely dissatisfied","2004","Not Working","higher education","69","0.0786953577085745","0.0615910380850975","0.0957996773320515","0"
"1 on Scale 1 to 10","2004","Full Time","in school","","","","","1"
"1 on Scale 1 to 10","2004","Full Time","vocational + Abi","8","","","","1"
"1 on Scale 1 to 10","2004","Full Time","middle vocational","69","0.0189249757613755","0.01469702015033","0.0231529313724211","1"
"1 on Scale 1 to 10","2004","Full Time","inadequately","5","","","","1"
"1 on Scale 1 to 10","2004","Full Time","general elemantary","15","","","","1"
"1 on Scale 1 to 10","2004","Full Time","higher vocational","9","","","","1"
"1 on Scale 1 to 10","2004","Full Time","higher education","21","","","","1"
"1 on Scale 1 to 10","2004","Part Time","in school","1","","","","1"
"1 on Scale 1 to 10","2004","Part Time","inadequately","","","","","1"
"1 on Scale 1 to 10","2004","Part Time","general elemantary","26","","","","1"
"1 on Scale 1 to 10","2004","Part Time","middle vocational","110","0.0475574575124154","0.039365729204829","0.0557491858200018","1"
"1 on Scale 1 to 10","2004","Part Time","vocational + Abi","18","","","","1"
"1 on Scale 1 to 10","2004","Part Time","higher vocational","7","","","","1"
"1 on Scale 1 to 10","2004","Part Time","higher education","30","0.0546327509816796","0.0398589256363819","0.0694065763269772","1"
"1 on Scale 1 to 10","2004","Not Working","in school","24","","","","1"
