"plh0176","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","in school","Male","39","0.160283339296844","0.114715441515326","0.205851237078361","0"
"0 Completely dissatisfied","2004","in school","Female","31","0.12286257809543","0.0817562503210087","0.16396890586985","0"
"0 Completely dissatisfied","2004","inadequately","Male","8","","","","0"
"0 Completely dissatisfied","2004","inadequately","Female","23","","","","0"
"0 Completely dissatisfied","2004","general elemantary","Male","57","0.0733716675214208","0.0556220986808655","0.091121236361976","0"
"0 Completely dissatisfied","2004","general elemantary","Female","146","0.0923198937424038","0.0783140957876295","0.106325691697178","0"
"0 Completely dissatisfied","2004","middle vocational","Male","165","0.0349463083921019","0.0299243894460277","0.0399682273381762","0"
"0 Completely dissatisfied","2004","middle vocational","Female","341","0.0620146319590227","0.0555609383241787","0.0684683255938667","0"
"0 Completely dissatisfied","2004","vocational + Abi","Male","19","","","","0"
"0 Completely dissatisfied","2004","vocational + Abi","Female","32","0.045498733154521","0.0293660359309817","0.0616314303780602","0"
"0 Completely dissatisfied","2004","higher vocational","Male","23","","","","0"
"0 Completely dissatisfied","2004","higher vocational","Female","27","","","","0"
"0 Completely dissatisfied","2004","higher education","Male","45","0.0258392792194339","0.019506344803431","0.0321722136354369","0"
"0 Completely dissatisfied","2004","higher education","Female","75","0.0544408944913646","0.044037243273735","0.0648445457089943","0"
"1 on Scale 1 to 10","2004","higher education","Female","35","0.0212647433686262","0.0146495657922855","0.0278799209449669","1"
"1 on Scale 1 to 10","2004","higher vocational","Male","13","","","","1"
"1 on Scale 1 to 10","2004","higher vocational","Female","16","","","","1"
"1 on Scale 1 to 10","2004","higher education","Male","38","0.0253423242587465","0.0190689851926295","0.0316156633248636","1"
"1 on Scale 1 to 10","2004","in school","Male","16","","","","1"
"1 on Scale 1 to 10","2004","in school","Female","9","","","","1"
"1 on Scale 1 to 10","2004","inadequately","Male","3","","","","1"
"1 on Scale 1 to 10","2004","inadequately","Female","13","","","","1"
"1 on Scale 1 to 10","2004","general elemantary","Male","32","0.0373712646770747","0.0244599895967283","0.0502825397574212","1"
"1 on Scale 1 to 10","2004","general elemantary","Female","82","0.0464800603275431","0.0362943333339624","0.0566657873211238","1"
"1 on Scale 1 to 10","2004","middle vocational","Male","166","0.0366073954625512","0.031471935145628","0.0417428557794743","1"
"1 on Scale 1 to 10","2004","middle vocational","Female","196","0.0363200029908695","0.0313138676346426","0.0413261383470963","1"
"1 on Scale 1 to 10","2004","vocational + Abi","Male","16","","","","1"
"1 on Scale 1 to 10","2004","vocational + Abi","Female","27","","","","1"
"10 Completely satisfied","2004","general elemantary","Female","74","0.0535582992812553","0.0426651332524655","0.064451465310045","10"
"10 Completely satisfied","2004","middle vocational","Male","190","0.0370752357350037","0.0319083191936101","0.0422421522763973","10"
"10 Completely satisfied","2004","middle vocational","Female","213","0.04252141282959","0.037122185591665","0.0479206400675149","10"
"10 Completely satisfied","2004","vocational + Abi","Male","23","","","","10"
"10 Completely satisfied","2004","vocational + Abi","Female","35","0.072372455205813","0.0523142279564311","0.092430682455195","10"
"10 Completely satisfied","2004","higher vocational","Male","57","0.0599479321502363","0.0447072925634952","0.0751885717369774","10"
"10 Completely satisfied","2004","higher vocational","Female","19","","","","10"
"10 Completely satisfied","2004","higher education","Male","206","0.0752261682798407","0.064698026558495","0.0857543100011863","10"
"10 Completely satisfied","2004","higher education","Female","124","0.0600925248655597","0.0491949064947512","0.0709901432363683","10"
"10 Completely satisfied","2004","in school","Male","9","","","","10"
"10 Completely satisfied","2004","in school","Female","17","","","","10"
"10 Completely satisfied","2004","inadequately","Male","2","","","","10"
"10 Completely satisfied","2004","inadequately","Female","1","","","","10"
"10 Completely satisfied","2004","general elemantary","Male","25","","","","10"
"2 on Scale 1 to 10","2004","in school","Male","20","","","","2"
"2 on Scale 1 to 10","2004","in school","Female","16","","","","2"
"2 on Scale 1 to 10","2004","inadequately","Male","5","","","","2"
"2 on Scale 1 to 10","2004","inadequately","Female","12","","","","2"
"2 on Scale 1 to 10","2004","general elemantary","Male","57","0.0815115559654048","0.0628856560169615","0.100137455913848","2"
"2 on Scale 1 to 10","2004","general elemantary","Female","121","0.0672612488245895","0.0551425421489802","0.0793799555001989","2"
"2 on Scale 1 to 10","2004","middle vocational","Male","286","0.0534388093079809","0.047288512970358","0.0595891056456039","2"
"2 on Scale 1 to 10","2004","middle vocational","Female","323","0.0569718256309821","0.0507694847681241","0.0631741664938401","2"
"2 on Scale 1 to 10","2004","vocational + Abi","Male","21","","","","2"
"2 on Scale 1 to 10","2004","vocational + Abi","Female","36","0.0457655751120413","0.0295879011551984","0.0619432490688843","2"
"2 on Scale 1 to 10","2004","higher vocational","Male","38","0.0365398492993264","0.0244939178015733","0.0485857807970796","2"
"2 on Scale 1 to 10","2004","higher vocational","Female","33","0.0518260316814087","0.0352134154647224","0.0684386478980951","2"
"2 on Scale 1 to 10","2004","higher education","Male","56","0.0241669417107535","0.0180371164230381","0.0302967669984689","2"
"2 on Scale 1 to 10","2004","higher education","Female","80","0.0507415321974831","0.0406779442609187","0.0608051201340475","2"
"3 on Scale 1 to 10","2004","general elemantary","Female","186","0.108488191453738","0.0934412377345911","0.123535145172886","3"
"3 on Scale 1 to 10","2004","middle vocational","Male","357","0.0713956084933194","0.0643544450675639","0.0784367719190748","3"
"3 on Scale 1 to 10","2004","middle vocational","Female","495","0.0985885446089412","0.0906115739969651","0.106565515220917","3"
"3 on Scale 1 to 10","2004","vocational + Abi","Male","38","0.0703908821340961","0.0476014343689121","0.0931803298992801","3"
"3 on Scale 1 to 10","2004","vocational + Abi","Female","64","0.125727085724463","0.100061155299522","0.151393016149403","3"
"3 on Scale 1 to 10","2004","higher vocational","Male","54","0.0607594869413585","0.0454226573407667","0.0760963165419504","3"
"3 on Scale 1 to 10","2004","higher vocational","Female","68","0.117944532589896","0.0937728493079751","0.142116215871817","3"
"3 on Scale 1 to 10","2004","higher education","Male","85","0.0438717532706251","0.0356965218461763","0.0520469846950739","3"
"3 on Scale 1 to 10","2004","higher education","Female","113","0.085923277316388","0.0730726135963529","0.0987739410364231","3"
"3 on Scale 1 to 10","2004","in school","Male","25","","","","3"
"3 on Scale 1 to 10","2004","in school","Female","21","","","","3"
"3 on Scale 1 to 10","2004","inadequately","Male","18","","","","3"
"3 on Scale 1 to 10","2004","inadequately","Female","14","","","","3"
"3 on Scale 1 to 10","2004","general elemantary","Male","90","0.109863814989425","0.0885762301619606","0.131151399816889","3"
"4 on Scale 1 to 10","2004","in school","Male","15","","","","4"
"4 on Scale 1 to 10","2004","in school","Female","18","","","","4"
"4 on Scale 1 to 10","2004","inadequately","Male","8","","","","4"
"4 on Scale 1 to 10","2004","inadequately","Female","21","","","","4"
"4 on Scale 1 to 10","2004","general elemantary","Male","88","0.113123870898974","0.0915623477339677","0.134685394063981","4"
"4 on Scale 1 to 10","2004","general elemantary","Female","179","0.10414501496569","0.0893664623819609","0.118923567549418","4"
"4 on Scale 1 to 10","2004","middle vocational","Male","403","0.0816032748362386","0.0741170603594127","0.0890894893130645","4"
"4 on Scale 1 to 10","2004","middle vocational","Female","501","0.0906256789275046","0.0829439282454617","0.0983074296095475","4"
"4 on Scale 1 to 10","2004","vocational + Abi","Male","45","0.100330876613719","0.0735648366860129","0.127096916541424","4"
"4 on Scale 1 to 10","2004","vocational + Abi","Female","40","0.0626701921516727","0.0439074718952694","0.081432912408076","4"
"4 on Scale 1 to 10","2004","higher vocational","Male","78","0.0931854097772948","0.0745227583721139","0.111848061182476","4"
"4 on Scale 1 to 10","2004","higher vocational","Female","56","0.080940902154438","0.0605011427347796","0.101380661574096","4"
"4 on Scale 1 to 10","2004","higher education","Male","108","0.0532192795599432","0.0442592656426696","0.0621792934772169","4"
"4 on Scale 1 to 10","2004","higher education","Female","117","0.070236709539091","0.0585188822220099","0.0819545368561722","4"
"5 on Scale 1 to 10","2004","higher vocational","Male","126","0.142205524004147","0.119782716380601","0.164628331627692","5"
"5 on Scale 1 to 10","2004","higher education","Female","209","0.124682592459132","0.109534271023788","0.139830913894477","5"
"5 on Scale 1 to 10","2004","higher vocational","Female","107","0.159161112128065","0.131745691264935","0.186576532991195","5"
"5 on Scale 1 to 10","2004","higher education","Male","237","0.0996375364894788","0.0876819835511648","0.111593089427793","5"
"5 on Scale 1 to 10","2004","in school","Male","38","0.160615592018836","0.11500951485419","0.206221669183483","5"
"5 on Scale 1 to 10","2004","in school","Female","35","0.121359129820103","0.0804700839973785","0.162248175642827","5"
"5 on Scale 1 to 10","2004","inadequately","Male","16","","","","5"
"5 on Scale 1 to 10","2004","inadequately","Female","18","","","","5"
"5 on Scale 1 to 10","2004","general elemantary","Male","147","0.166137896886239","0.140801065669178","0.191474728103299","5"
"5 on Scale 1 to 10","2004","general elemantary","Female","263","0.168009698753363","0.149920467582079","0.186098929924647","5"
"5 on Scale 1 to 10","2004","middle vocational","Male","836","0.163314360245292","0.153205861705009","0.173422858785575","5"
"5 on Scale 1 to 10","2004","middle vocational","Female","894","0.174629574355563","0.164470676883327","0.1847884718278","5"
"5 on Scale 1 to 10","2004","vocational + Abi","Male","57","0.111341896139237","0.0833184158897892","0.139365376388685","5"
"5 on Scale 1 to 10","2004","vocational + Abi","Female","99","0.142665528980234","0.115591446683694","0.169739611276774","5"
"6 on Scale 1 to 10","2004","middle vocational","Male","653","0.122986843391225","0.114005822845909","0.13196786393654","6"
"6 on Scale 1 to 10","2004","middle vocational","Female","643","0.114198010092522","0.105687397496452","0.122708622688591","6"
"6 on Scale 1 to 10","2004","higher education","Male","228","0.101551487495519","0.0894944884250836","0.113608486565954","6"
"6 on Scale 1 to 10","2004","higher education","Female","211","0.11472158980171","0.100108524258572","0.129334655344848","6"
"6 on Scale 1 to 10","2004","vocational + Abi","Male","47","0.0812393236259292","0.0568999297343514","0.105578717517507","6"
"6 on Scale 1 to 10","2004","vocational + Abi","Female","84","0.126280002512833","0.100565832846925","0.151994172178741","6"
"6 on Scale 1 to 10","2004","higher vocational","Male","112","0.128044720431486","0.106592706083113","0.149496734779859","6"
"6 on Scale 1 to 10","2004","higher vocational","Female","82","0.109387867899426","0.0859968607140269","0.132778875084824","6"
"6 on Scale 1 to 10","2004","in school","Male","28","","","","6"
"6 on Scale 1 to 10","2004","in school","Female","16","","","","6"
"6 on Scale 1 to 10","2004","inadequately","Male","13","","","","6"
"6 on Scale 1 to 10","2004","inadequately","Female","9","","","","6"
"6 on Scale 1 to 10","2004","general elemantary","Male","77","0.0789172379779698","0.060564279099201","0.0972701968567387","6"
"6 on Scale 1 to 10","2004","general elemantary","Female","175","0.105190574885816","0.0903466930071513","0.120034456764481","6"
"7 on Scale 1 to 10","2004","middle vocational","Female","746","0.136637534759183","0.127446914574699","0.145828154943668","7"
"7 on Scale 1 to 10","2004","higher education","Female","305","0.153069988534644","0.136559968377713","0.169580008691574","7"
"7 on Scale 1 to 10","2004","general elemantary","Female","183","0.113122413954031","0.0977974319881336","0.128447395919929","7"
"7 on Scale 1 to 10","2004","middle vocational","Male","888","0.177138204893842","0.166697907322468","0.187578502465216","7"
"7 on Scale 1 to 10","2004","vocational + Abi","Male","101","0.213846272777169","0.177317928137962","0.250374617416377","7"
