"plh0176","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","(Married) couple without C. ","259","0.0419787944077886","0.0373154321157295","0.0466421566998478","0"
"0 Completely dissatisfied","2004","1-pers.-HH","111","0.043907143398092","0.0364680340001214","0.0513462527960627","0"
"0 Completely dissatisfied","2004","Couple + C. GT 16 ","224","0.0599946323150434","0.0523479094672058","0.067641355162881","0"
"0 Completely dissatisfied","2004","Couple + C. LE 16 ","215","0.0576459388565765","0.0503150639739442","0.0649768137392089","0"
"0 Completely dissatisfied","2004","Couple + C. LE and GT 16","134","0.0849451411189271","0.0715414189234514","0.0983488633144027","0"
"0 Completely dissatisfied","2004","Single parent ","87","0.100950317787242","0.0828654565920489","0.119035178982435","0"
"1 on Scale 1 to 10","2004","Couple + C. LE and GT 16","68","0.0468644471701572","0.0367035591502633","0.0570253351900511","1"
"1 on Scale 1 to 10","2004","Couple + C. GT 16 ","126","0.0404051604471783","0.0340647648665626","0.0467455560277939","1"
"1 on Scale 1 to 10","2004","1-pers.-HH","91","0.0283111812652781","0.0222891096602505","0.0343332528703057","1"
"1 on Scale 1 to 10","2004","Couple + C. LE 16 ","127","0.0412016468518667","0.0349501311959946","0.0474531625077387","1"
"1 on Scale 1 to 10","2004","(Married) couple without C. ","187","0.0299792443357215","0.026013748766119","0.033944739905324","1"
"1 on Scale 1 to 10","2004","Single parent ","54","0.0518894233854502","0.0385745081288874","0.065204338642013","1"
"10 Completely satisfied","2004","Couple + C. GT 16 ","140","0.0401364319772319","0.0338162712913673","0.0464565926630965","10"
"10 Completely satisfied","2004","Couple + C. LE 16 ","142","0.0278214584989207","0.0226486386000861","0.0329942783977553","10"
"10 Completely satisfied","2004","Single parent ","35","0.0293623598276826","0.0192280650785601","0.0394966545768051","10"
"10 Completely satisfied","2004","1-pers.-HH","172","0.0614940928064526","0.0527716421349464","0.0702165434779588","10"
"10 Completely satisfied","2004","Couple + C. LE and GT 16","81","0.056936606657088","0.0457962571796311","0.068076956134545","10"
"10 Completely satisfied","2004","(Married) couple without C. ","403","0.0507621761450536","0.0456576639227084","0.0558666883673988","10"
"2 on Scale 1 to 10","2004","1-pers.-HH","154","0.055605080935805","0.0472848117577996","0.0639253501138104","2"
"2 on Scale 1 to 10","2004","Couple + C. LE 16 ","194","0.0490998626776429","0.0423035713088932","0.0558961540463925","2"
"2 on Scale 1 to 10","2004","Couple + C. GT 16 ","218","0.0503950175408993","0.0433510186723788","0.0574390164094199","2"
"2 on Scale 1 to 10","2004","(Married) couple without C. ","305","0.0446646388974276","0.0398611537210069","0.0494681240738483","2"
"2 on Scale 1 to 10","2004","Couple + C. LE and GT 16","110","0.07787031697559","0.0649873897482086","0.0907532442029715","2"
"2 on Scale 1 to 10","2004","Single parent ","109","0.10055927617239","0.0825055508106057","0.118613001534175","2"
"3 on Scale 1 to 10","2004","Couple + C. GT 16 ","305","0.0950212372711753","0.0855788128089604","0.10446366173339","3"
"3 on Scale 1 to 10","2004","Couple + C. LE 16 ","297","0.0869907526649586","0.0781265734472765","0.0958549318826407","3"
"3 on Scale 1 to 10","2004","Single parent ","131","0.129550289627464","0.109391682295004","0.149708896959924","3"
"3 on Scale 1 to 10","2004","1-pers.-HH","220","0.0762888996990692","0.0666505634300569","0.0859272359680816","3"
