"plh0176","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","general elemantary","203","0.0861601133530174","0.075094186372069","0.0972260403339658","0"
"0 Completely dissatisfied","2004","higher education","120","0.0377377852139485","0.0320005515855838","0.0434750188423132","0"
"0 Completely dissatisfied","2004","higher vocational","50","0.0332982462069727","0.0245507382515788","0.0420457541623666","0"
"0 Completely dissatisfied","2004","in school","70","0.143869515915849","0.112921059837565","0.174817971994132","0"
"0 Completely dissatisfied","2004","inadequately","31","0.141386901302706","0.0966492197824786","0.186124582822933","0"
"0 Completely dissatisfied","2004","middle vocational","506","0.0484292584932436","0.0443235649105096","0.0525349520759777","0"
"0 Completely dissatisfied","2004","vocational + Abi","51","0.0372536814946838","0.0261871286630598","0.0483202343263079","0"
"1 on Scale 1 to 10","2004","higher education","73","0.0236460172424142","0.0190714473546948","0.0282205871301335","1"
"1 on Scale 1 to 10","2004","higher vocational","29","","","","1"
"1 on Scale 1 to 10","2004","general elemantary","114","0.043518929287396","0.0354729871499985","0.0515648714247934","1"
"1 on Scale 1 to 10","2004","in school","25","","","","1"
"1 on Scale 1 to 10","2004","vocational + Abi","43","0.0427100398192866","0.0308943639158614","0.0545257157227118","1"
"1 on Scale 1 to 10","2004","inadequately","16","","","","1"
"1 on Scale 1 to 10","2004","middle vocational","362","0.0364642429564291","0.0328793218478712","0.040049164064987","1"
"10 Completely satisfied","2004","higher vocational","76","0.0492925130742847","0.0387379235006517","0.0598471026479177","10"
"10 Completely satisfied","2004","general elemantary","99","0.0493723815270625","0.0408286642922286","0.0579160987618963","10"
"10 Completely satisfied","2004","inadequately","3","","","","10"
"10 Completely satisfied","2004","in school","26","","","","10"
"10 Completely satisfied","2004","higher education","330","0.0689304487838728","0.061303264671619","0.0765576328961266","10"
"10 Completely satisfied","2004","middle vocational","403","0.0397880204343127","0.0360497405814255","0.0435263002871998","10"
"10 Completely satisfied","2004","vocational + Abi","58","0.0582712782236746","0.0445825843821144","0.0719599720652347","10"
"2 on Scale 1 to 10","2004","middle vocational","609","0.0551986332095896","0.0508309965500452","0.059566269869134","2"
"2 on Scale 1 to 10","2004","inadequately","17","","","","2"
"2 on Scale 1 to 10","2004","vocational + Abi","57","0.0594190440537529","0.0456046210332119","0.0732334670742938","2"
"2 on Scale 1 to 10","2004","general elemantary","178","0.0718938071150073","0.0617068567349195","0.0820807574950951","2"
"2 on Scale 1 to 10","2004","in school","36","0.0824076618112784","0.0581586915001351","0.106656632122422","2"
"2 on Scale 1 to 10","2004","higher education","136","0.0352221888078793","0.0296722341052404","0.0407721435105181","2"
"2 on Scale 1 to 10","2004","higher vocational","71","0.0425904023808725","0.0327450294173391","0.0524357753444059","2"
"3 on Scale 1 to 10","2004","higher vocational","122","0.0833943833150063","0.0699144708930881","0.0968742957369245","3"
"3 on Scale 1 to 10","2004","general elemantary","276","0.108935385759922","0.0966485882530509","0.121222183266793","3"
"3 on Scale 1 to 10","2004","higher education","198","0.0613655313730115","0.0541398615331041","0.0685912012129189","3"
"3 on Scale 1 to 10","2004","in school","46","0.110765764242304","0.0830902640953883","0.138441264389219","3"
"3 on Scale 1 to 10","2004","inadequately","32","0.13070055954684","0.0874199315230731","0.173981187570607","3"
