"plh0176","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2004","16-34 y.","in school","70","0.143869515915849","0.112921059837565","0.174817971994132","0"
"0 Completely dissatisfied","2004","16-34 y.","inadequately","7","","","","0"
"0 Completely dissatisfied","2004","16-34 y.","general elemantary","98","0.117419366133408","0.0958916195849876","0.138947112681829","0"
"0 Completely dissatisfied","2004","16-34 y.","middle vocational","139","0.0508367696716321","0.0421616532638175","0.0595118860794466","0"
"0 Completely dissatisfied","2004","16-34 y.","vocational + Abi","25","","","","0"
"0 Completely dissatisfied","2004","16-34 y.","higher vocational","10","","","","0"
"0 Completely dissatisfied","2004","16-34 y.","higher education","21","","","","0"
"0 Completely dissatisfied","2004","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","2004","35-65 y.","inadequately","20","","","","0"
"0 Completely dissatisfied","2004","35-65 y.","general elemantary","81","0.113759107934143","0.0924635934367538","0.135054622431533","0"
"0 Completely dissatisfied","2004","35-65 y.","middle vocational","337","0.0607641329330581","0.0547592120694556","0.0667690537966606","0"
"0 Completely dissatisfied","2004","35-65 y.","vocational + Abi","24","","","","0"
"0 Completely dissatisfied","2004","35-65 y.","higher vocational","37","0.038174595891076","0.0269223078312812","0.0494268839508707","0"
"0 Completely dissatisfied","2004","35-65 y.","higher education","89","0.0417172614832695","0.0346652311185732","0.0487692918479657","0"
"0 Completely dissatisfied","2004","66 and older","in school","","","","","0"
"0 Completely dissatisfied","2004","66 and older","inadequately","4","","","","0"
"0 Completely dissatisfied","2004","66 and older","general elemantary","24","","","","0"
"0 Completely dissatisfied","2004","66 and older","middle vocational","30","0.0160087984708778","0.0104509609119","0.0215666360298556","0"
"0 Completely dissatisfied","2004","66 and older","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2004","66 and older","higher vocational","3","","","","0"
"0 Completely dissatisfied","2004","66 and older","higher education","10","","","","0"
"1 on Scale 1 to 10","2004","16-34 y.","in school","25","","","","1"
"1 on Scale 1 to 10","2004","16-34 y.","vocational + Abi","16","","","","1"
"1 on Scale 1 to 10","2004","16-34 y.","middle vocational","113","0.0491862260834632","0.0406456853534811","0.0577267668134453","1"
"1 on Scale 1 to 10","2004","16-34 y.","inadequately","4","","","","1"
"1 on Scale 1 to 10","2004","16-34 y.","general elemantary","46","0.0578218113902787","0.0422132139997195","0.0734304087808379","1"
"1 on Scale 1 to 10","2004","16-34 y.","higher vocational","6","","","","1"
"1 on Scale 1 to 10","2004","16-34 y.","higher education","8","","","","1"
"1 on Scale 1 to 10","2004","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","2004","35-65 y.","inadequately","9","","","","1"
"1 on Scale 1 to 10","2004","35-65 y.","general elemantary","36","0.0400591690948747","0.0269071522480928","0.0532111859416566","1"
"1 on Scale 1 to 10","2004","35-65 y.","middle vocational","214","0.0396110575758065","0.0347084391194211","0.0445136760321919","1"
"1 on Scale 1 to 10","2004","35-65 y.","vocational + Abi","26","","","","1"
"1 on Scale 1 to 10","2004","35-65 y.","higher vocational","20","","","","1"
"1 on Scale 1 to 10","2004","35-65 y.","higher education","59","0.0272764150487177","0.0215313121273438","0.0330215179700916","1"
"1 on Scale 1 to 10","2004","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","2004","66 and older","inadequately","3","","","","1"
"1 on Scale 1 to 10","2004","66 and older","middle vocational","35","0.0172292041932463","0.0114669872743066","0.022991421112186","1"
"1 on Scale 1 to 10","2004","66 and older","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2004","66 and older","higher vocational","3","","","","1"
"1 on Scale 1 to 10","2004","66 and older","higher education","6","","","","1"
"1 on Scale 1 to 10","2004","66 and older","general elemantary","32","0.0345972130492622","0.0215782922984229","0.0476161338001015","1"
"10 Completely satisfied","2004","16-34 y.","middle vocational","77","0.0312133946481977","0.0243458664775202","0.0380809228188752","10"
"10 Completely satisfied","2004","16-34 y.","vocational + Abi","8","","","","10"
"10 Completely satisfied","2004","16-34 y.","higher vocational","6","","","","10"
"10 Completely satisfied","2004","16-34 y.","higher education","24","","","","10"
