"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Ostdeutschland, neue Bundeslaender","4.04","4","342","2.33","3.33","5","5.67","7","3.9","4.18","1","7","4","4.33333349227905"
"2005","general elemantary","Westdeutschland, alte Bundeslaender","4.16","4","2067","2.33","3.33","5","6","7","4.1","4.22","1","7","4","4.33333349227905"
"2005","higher education","Ostdeutschland, neue Bundeslaender","4.75","4.67","1255","3.33","4","5.67","6.33","7","4.69","4.81","1","7","4.66666650772095","5"
"2005","higher education","Westdeutschland, alte Bundeslaender","4.83","5","2917","3.33","4","5.67","6.33","7","4.79","4.87","1","7","5","5"
"2005","higher vocational","Ostdeutschland, neue Bundeslaender","4.39","4.67","421","2.67","3.33","5.33","6","7","4.28","4.5","1","7","4.33333349227905","4.66666650772095"
"2005","higher vocational","Westdeutschland, alte Bundeslaender","4.58","4.67","1138","3","4","5.33","6","7","4.51","4.65","1","7","4.33333349227905","4.66666650772095"
"2005","in school","Ostdeutschland, neue Bundeslaender","4.83","5","147","3.33","4","5.67","6","7","4.65","5.01","2","7","4.66666650772095","5"
"2005","in school","Westdeutschland, alte Bundeslaender","4.89","5","503","3.33","4","5.67","6.67","7","4.78","5","1.33","7","4.66666650772095","5"
"2005","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2005","inadequately","Westdeutschland, alte Bundeslaender","3.77","3.67","218","2","3","5","5.33","7","3.59","3.95","1","7","3.33333325386047","4"
"2005","middle vocational","Ostdeutschland, neue Bundeslaender","4.28","4.33","2629","2.67","3.67","5","6","7","4.23","4.33","1","7","4.33333349227905","4.33333349227905"
"2005","middle vocational","Westdeutschland, alte Bundeslaender","4.4","4.33","7628","2.67","3.67","5.33","6","7","4.37","4.43","1","7","4.33333349227905","4.33333349227905"
"2005","vocational + Abi","Ostdeutschland, neue Bundeslaender","4.58","4.67","162","3","3.67","5.67","6","7","4.4","4.76","1.33","7","4.33333349227905","5"
"2005","vocational + Abi","Westdeutschland, alte Bundeslaender","4.63","4.67","974","3","4","5.33","6.33","7","4.56","4.7","1","7","4.66666650772095","4.66666650772095"
"2006","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
