"year","e11102","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","(0) in school","4.87","4.67","103","3","4","5.67","6.33","7","4.65","5.09","2.33","7","4.66666650772095","5.33333349227905"
"2005","Employed","(1a) inadequately completed","3.81","4","90","2","3","5","5.67","6","3.53","4.09","1","7","3.33333325386047","4"
"2005","Employed","(1b) general elementary school","4.18","4.33","699","2.33","3.33","5","6","7","4.09","4.27","1","7","4","4.33333349227905"
"2005","Employed","(1c) basic vocational qualification","4.39","4.33","2906","3","3.67","5.33","6","7","4.35","4.43","1","7","4.33333349227905","4.33333349227905"
"2005","Employed","(2a) intermediate vocational","4.49","4.33","3666","3","3.67","5.33","6","7","4.45","4.53","1","7","4.33333349227905","4.66666650772095"
"2005","Employed","(2b) intermediate general qualification","4.69","4.67","371","3","4","5.67","6.33","7","4.57","4.81","1","7","4.66666650772095","4.66666650772095"
"2005","Employed","(2c_gen) general maturity certificate","4.76","5","479","3","4","5.67","6.33","7","4.66","4.86","1.67","7","4.66666650772095","5"
"2005","Employed","(2c_voc) vocational maturity certificate","4.63","4.67","1140","3","4","5.33","6","7","4.56","4.7","1","7","4.66666650772095","4.66666650772095"
"2005","Employed","(3a) lower tertiary education","4.78","5","1189","3.33","4","5.67","6.33","7","4.72","4.84","1.33","7","4.66666650772095","5"
"2005","Employed","(3b) higher tertiary education","4.81","5","1984","3.33","4","5.67","6.33","7","4.76","4.86","1.33","7","4.66666650772095","5"
"2005","Not Employed","(0) in school","4.88","5","551","3.33","4","5.67","6.67","7","4.78","4.98","1.33","7","4.66666650772095","5"
"2005","Not Employed","(1a) inadequately completed","3.91","3.67","155","2","3","5.33","5.67","7","3.69","4.13","1","7","3.33333325386047","4"
"2005","Not Employed","(1b) general elementary school","3.89","4","1166","2","3","5","5.67","7","3.81","3.97","1","7","3.66666674613953","4"
"2005","Not Employed","(1c) basic vocational qualification","4.14","4.33","2806","2.33","3.33","5","5.67","7","4.09","4.19","1","7","4","4.33333349227905"
"2005","Not Employed","(2a) intermediate vocational","4.53","4.67","1138","3","3.67","5.33","6","7","4.46","4.6","1","7","4.33333349227905","4.66666650772095"
"2005","Not Employed","(2b) intermediate general qualification","4.84","5","210","3.33","4","5.67","6.33","7","4.68","5","1","7","4.66666650772095","5"
"2005","Not Employed","(2c_gen) general maturity certificate","4.79","4.67","318","3.33","4","5.67","6.33","7","4.66","4.92","1.67","7","4.66666650772095","5"
"2005","Not Employed","(2c_voc) vocational maturity certificate","4.72","4.67","378","3.33","4","5.67","6.33","7","4.6","4.84","1","7","4.66666650772095","5"
"2005","Not Employed","(3a) lower tertiary education","4.76","4.67","462","3.33","4","5.67","6.33","7","4.65","4.87","1","7","4.66666650772095","5"
"2005","Not Employed","(3b) higher tertiary education","4.92","5","537","3.67","4.33","5.67","6.33","7","4.82","5.02","1","7","5","5"
"2006","Employed","(0) in school","","","","","","","","","","","","","",""
"2006","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2006","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2006","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2006","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2006","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2006","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2006","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2006","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2006","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2007","Employed","(0) in school","","","","","","","","","","","","","",""
"2007","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2007","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2007","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2007","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2007","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2007","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2007","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2007","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2007","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2008","Employed","(0) in school","","","","","","","","","","","","","",""
"2008","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2008","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2008","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2008","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2008","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2008","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2008","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2008","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2008","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2008","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2008","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2008","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2008","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2008","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2008","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2008","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2008","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2008","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2008","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2009","Employed","(0) in school","4.81","4.67","61","2.67","4","6","6.33","7","4.51","5.11","2","7","4.33333349227905","5.33333349227905"
"2009","Employed","(1a) inadequately completed","3.99","4","69","2.33","3.33","5","5.33","6","3.69","4.29","1","7","3.33333325386047","4"
"2009","Employed","(1b) general elementary school","4.09","4","499","2.5","3.33","4.67","5.67","7","3.98","4.2","1","7","4","4"
"2009","Employed","(1c) basic vocational qualification","4.24","4.33","2358","2.67","3.33","5","6","7","4.19","4.29","1","7","4","4.33333349227905"
"2009","Employed","(2a) intermediate vocational","4.34","4.33","3305","3","3.67","5","6","7","4.3","4.38","1","7","4.33333349227905","4.33333349227905"
"2009","Employed","(2b) intermediate general qualification","4.26","4.33","274","2.67","3.33","5.33","5.67","7","4.12","4.4","1.67","7","4.33333349227905","4.66666650772095"
"2009","Employed","(2c_gen) general maturity certificate","4.73","4.67","413","3.33","4","5.67","6.33","7","4.62","4.84","1","7","4.66666650772095","5"
"2009","Employed","(2c_voc) vocational maturity certificate","4.57","4.67","1003","3","3.67","5.33","6","7","4.5","4.64","1","7","4.33333349227905","4.66666650772095"
"2009","Employed","(3a) lower tertiary education","4.59","4.67","1112","3","3.67","5.33","6","7","4.52","4.66","1.67","7","4.66666650772095","4.66666650772095"
"2009","Employed","(3b) higher tertiary education","4.78","5","1827","3.33","4","5.67","6.33","7","4.73","4.83","1","7","4.66666650772095","5"
"2009","Not Employed","(0) in school","4.6","4.67","250","2.67","3.67","5.67","6.33","7","4.45","4.75","1.67","7","4.66666650772095","5"
"2009","Not Employed","(1a) inadequately completed","3.42","3.33","102","1.33","2.67","4.33","5.33","6","3.16","3.68","1","6.33","3.33333325386047","4"
"2009","Not Employed","(1b) general elementary school","3.75","3.67","900","2","3","4.67","5.33","7","3.67","3.83","1","7","3.66666674613953","4"
"2009","Not Employed","(1c) basic vocational qualification","4","4","2461","2.33","3.33","5","5.67","7","3.95","4.05","1","7","4","4"
"2009","Not Employed","(2a) intermediate vocational","4.43","4.67","1074","3","3.67","5.33","6","7","4.36","4.5","1","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","(2b) intermediate general qualification","4.51","4.53","159","3","3.67","5.33","6","7","4.31","4.71","1.67","7","4.33333349227905","5"
"2009","Not Employed","(2c_gen) general maturity certificate","4.52","4.67","281","3","3.67","5.33","6","6.67","4.38","4.66","1.67","7","4.33333349227905","5"
"2009","Not Employed","(2c_voc) vocational maturity certificate","4.59","4.67","321","3","3.67","5.33","6.33","7","4.46","4.72","2","7","4.66666650772095","4.66666650772095"
"2009","Not Employed","(3a) lower tertiary education","4.48","4.33","472","3","3.67","5.33","6","7","4.37","4.59","1","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","(3b) higher tertiary education","4.85","5","623","3.33","4","5.67","6.33","7","4.76","4.94","1.33","7","4.66666650772095","5"
"2010","Employed","(0) in school","","","","","","","","","","","","","",""
"2010","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2010","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2010","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2010","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2010","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2010","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2010","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2010","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2010","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2010","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2010","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2010","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2010","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2010","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2010","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2010","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2010","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2010","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2010","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2011","Employed","(0) in school","","","","","","","","","","","","","",""
"2011","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2011","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2011","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2011","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2011","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2011","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2011","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2011","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2011","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2011","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2011","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2011","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2011","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2011","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2011","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2011","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2011","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2011","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2011","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2012","Employed","(0) in school","","","","","","","","","","","","","",""
"2012","Employed","(1a) inadequately completed","4.24","4.33","74","3.33","3.67","4.67","5.33","6.67","3.99","4.49","1.67","7","4.33333349227905","4.66666650772095"
"2012","Employed","(1b) general elementary school","4.35","4.33","332","2.33","3.33","5.33","6","7","4.21","4.49","1","7","4.33333349227905","4.66666650772095"
"2012","Employed","(1c) basic vocational qualification","4.52","4.67","885","3","3.67","5.33","6","7","4.44","4.6","1","7","4.33333349227905","4.66666650772095"
"2012","Employed","(2a) intermediate vocational","4.6","4.67","1685","3","3.67","5.33","6","7","4.55","4.65","1","7","4.66666650772095","4.66666650772095"
"2012","Employed","(2b) intermediate general qualification","4.45","4.67","131","3","3.67","5.33","6","7","4.24","4.66","1","7","4.33333349227905","4.66666650772095"
"2012","Employed","(2c_gen) general maturity certificate","4.91","5","149","3","4","5.67","6.33","7","4.73","5.09","2","7","5","5.33333349227905"
"2012","Employed","(2c_voc) vocational maturity certificate","4.67","4.67","702","3.33","4","5.33","6","7","4.59","4.75","1.33","7","4.66666650772095","4.66666650772095"
"2012","Employed","(3a) lower tertiary education","4.78","4.67","408","3.33","4","5.67","6.33","7","4.67","4.89","2","7","4.66666650772095","5"
"2012","Employed","(3b) higher tertiary education","4.84","5","904","3.33","4","5.67","6.33","7","4.77","4.91","1.67","7","5","5"
"2012","Not Employed","(0) in school","5.05","5","162","3.67","4.33","6","6.67","7","4.87","5.23","2","7","4.66666650772095","5.33333349227905"
"2012","Not Employed","(1a) inadequately completed","4.15","4.27","84","2","3","5.33","6","7","3.85","4.45","1.33","7","3.66666674613953","4.66666650772095"
"2012","Not Employed","(1b) general elementary school","4.57","4.67","244","3","4","5.33","6.33","7","4.41","4.73","1.33","7","4.33333349227905","4.66666650772095"
"2012","Not Employed","(1c) basic vocational qualification","4.53","4.67","248","2.67","3.67","5.33","6","7","4.38","4.68","1","7","4.33333349227905","4.66666650772095"
"2012","Not Employed","(2a) intermediate vocational","4.65","4.67","382","3","4","5.67","6","7","4.53","4.77","1","7","4.66666650772095","5"
"2012","Not Employed","(2b) intermediate general qualification","4.81","5.33","100","2.67","3.67","6","6.67","7","4.53","5.09","1.33","7","4.33333349227905","5.66666650772095"
"2012","Not Employed","(2c_gen) general maturity certificate","4.82","4.67","98","3.67","4","5.33","6.33","7","4.59","5.05","1.67","7","4.33333349227905","5"
"2012","Not Employed","(2c_voc) vocational maturity certificate","4.87","5","175","3.33","4","5.67","6","7","4.69","5.05","1.67","7","4.66666650772095","5.33333349227905"
"2012","Not Employed","(3a) lower tertiary education","4.78","4.96","45","2.67","3.67","5.67","6","7","4.43","5.13","2.33","7","4.33333349227905","5.33333349227905"
"2012","Not Employed","(3b) higher tertiary education","5.08","5.33","139","3.33","4.33","6","6.67","7","4.88","5.28","1.67","7","5","5.33333349227905"
"2013","Employed","(0) in school","4.67","4.67","68","3","4","5.33","6.33","6.67","4.39","4.95","1.67","6.67","4.66666650772095","5.33333349227905"
"2013","Employed","(1a) inadequately completed","4.09","4.33","91","2","3","5","5.67","6.67","3.83","4.35","1","7","3.66666674613953","4.66666650772095"
"2013","Employed","(1b) general elementary school","4.16","4","511","2.67","3.33","5","5.67","6.67","4.05","4.27","1","7","4","4.33333349227905"
"2013","Employed","(1c) basic vocational qualification","4.39","4.33","2243","3","3.67","5","6","7","4.34","4.44","1","7","4.33333349227905","4.33333349227905"
"2013","Employed","(2a) intermediate vocational","4.53","4.33","3317","3","3.67","5.33","6","7","4.49","4.57","1","7","4.33333349227905","4.66666650772095"
"2013","Employed","(2b) intermediate general qualification","4.4","4.33","295","3","3.67","5","6","6.67","4.27","4.53","1","7","4.33333349227905","4.66666650772095"
"2013","Employed","(2c_gen) general maturity certificate","4.9","5","481","3.33","4","5.67","6.33","7","4.8","5","2","7","4.66666650772095","5"
"2013","Employed","(2c_voc) vocational maturity certificate","4.74","4.67","1131","3","4","5.67","6","7","4.67","4.81","1","7","4.66666650772095","4.66666650772095"
"2013","Employed","(3a) lower tertiary education","4.72","4.67","1141","3.33","4","5.67","6.33","7","4.65","4.79","1","7","4.66666650772095","5"
"2013","Employed","(3b) higher tertiary education","4.93","5","1990","3.33","4.33","5.67","6.33","7","4.88","4.98","1.33","7","5","5"
"2013","Not Employed","(0) in school","4.84","4.67","194","3.33","4","5.67","6","6.67","4.69","4.99","2.33","7","4.66666650772095","5.33333349227905"
"2013","Not Employed","(1a) inadequately completed","3.9","4","131","2.33","3","5","5.33","6.67","3.68","4.12","1","7","3.66666674613953","4.33333349227905"
"2013","Not Employed","(1b) general elementary school","4.03","4","899","2.33","3","5","6","7","3.95","4.11","1","7","4","4"
"2013","Not Employed","(1c) basic vocational qualification","4.35","4.33","2569","2.67","3.5","5.33","6","7","4.3","4.4","1","7","4.33333349227905","4.33333349227905"
"2013","Not Employed","(2a) intermediate vocational","4.66","4.67","1257","3","4","5.67","6","7","4.59","4.73","1","7","4.66666650772095","5"
"2013","Not Employed","(2b) intermediate general qualification","4.48","4.33","174","3","3.67","5.67","6.33","7","4.29","4.67","1","7","4.33333349227905","4.66666650772095"
"2013","Not Employed","(2c_gen) general maturity certificate","5","5","288","3.67","4.33","6","6.33","6.67","4.87","5.13","1.33","7","4.66666650772095","5"
"2013","Not Employed","(2c_voc) vocational maturity certificate","4.79","5","329","3.33","4","5.67","6.33","7","4.66","4.92","1","7","4.66666650772095","5"
"2013","Not Employed","(3a) lower tertiary education","4.77","4.67","541","3.33","4","5.67","6.33","7","4.68","4.86","1","7","4.66666650772095","5"
"2013","Not Employed","(3b) higher tertiary education","5","5","795","3.67","4.33","6","6.33","7","4.92","5.08","1","7","5","5.33333349227905"
"2014","Employed","(0) in school","","","","","","","","","","","","","",""
"2014","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2014","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2014","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2014","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2014","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2014","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2014","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2014","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2014","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2014","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2014","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2014","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2014","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2014","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2014","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2014","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2014","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2014","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2014","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2015","Employed","(0) in school","","","","","","","","","","","","","",""
"2015","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2015","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2015","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2015","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2015","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2015","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2015","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2015","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2015","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2015","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2015","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2015","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2015","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2015","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2015","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2015","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2015","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2015","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2015","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2016","Employed","(0) in school","","","","","","","","","","","","","",""
"2016","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2016","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2016","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2016","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2016","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2016","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2016","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2016","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2016","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2016","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2016","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2016","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2016","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2016","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2016","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2016","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2016","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2016","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2016","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2017","Employed","(0) in school","4.63","4.85","84","3","3.67","5.33","6","6.67","4.39","4.87","2","7","4.33333349227905","5"
"2017","Employed","(1a) inadequately completed","4.63","4.67","309","3","4","5.33","6.33","7","4.49","4.77","1.33","7","4.33333349227905","4.66666650772095"
"2017","Employed","(1b) general elementary school","4.5","4.67","1048","3","3.67","5.33","6","7","4.42","4.58","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","(1c) basic vocational qualification","4.51","4.67","2884","3","3.67","5.33","6","7","4.47","4.55","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","(2a) intermediate vocational","4.63","4.67","4695","3","4","5.33","6","7","4.6","4.66","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","(2b) intermediate general qualification","4.66","4.67","481","3.33","4","5.33","6","7","4.56","4.76","2","7","4.66666650772095","4.66666650772095"
"2017","Employed","(2c_gen) general maturity certificate","4.88","5","1030","3.33","4","5.67","6.33","7","4.81","4.95","1.33","7","5","5"
"2017","Employed","(2c_voc) vocational maturity certificate","4.74","4.67","2201","3.33","4","5.67","6.33","7","4.69","4.79","1","7","4.66666650772095","4.66666650772095"
"2017","Employed","(3a) lower tertiary education","4.8","4.67","1506","3.33","4","5.67","6.33","7","4.74","4.86","1.33","7","4.66666650772095","5"
"2017","Employed","(3b) higher tertiary education","4.89","5","3512","3.33","4","5.67","6.33","7","4.85","4.93","1","7","5","5"
"2017","Not Employed","(0) in school","4.87","5","332","3.33","4","5.67","6.33","7","4.75","4.99","1.67","7","4.66666650772095","5"
"2017","Not Employed","(1a) inadequately completed","4.41","4.33","1136","2.67","3.67","5.33","6.33","7","4.33","4.49","1","7","5","5.33333349227905"
"2017","Not Employed","(1b) general elementary school","4.13","4","1471","2.33","3","5","6","7","4.06","4.2","1","7","4.66666650772095","4.66666650772095"
"2017","Not Employed","(1c) basic vocational qualification","4.37","4.33","2384","2.67","3.67","5.33","6","7","4.32","4.42","1","7","4.33333349227905","4.66666650772095"
"2017","Not Employed","(2a) intermediate vocational","4.63","4.67","1446","3","4","5.33","6.33","7","4.57","4.69","1","7","4.66666650772095","4.66666650772095"
"2017","Not Employed","(2b) intermediate general qualification","4.67","4.67","346","3","3.67","5.67","6.33","7","4.54","4.8","1","7","4.66666650772095","5"
"2017","Not Employed","(2c_gen) general maturity certificate","4.84","5","853","3.33","4","5.67","6.33","7","4.76","4.92","1","7","5","5.33333349227905"
"2017","Not Employed","(2c_voc) vocational maturity certificate","4.58","4.67","536","3","3.67","5.33","6.33","7","4.48","4.68","1","7","4.66666650772095","5"
"2017","Not Employed","(3a) lower tertiary education","4.91","5","544","3.33","4","5.67","6.33","7","4.81","5.01","1","7","5","5"
"2017","Not Employed","(3b) higher tertiary education","5.05","5.33","1458","3.67","4.33","6","6.33","7","4.99","5.11","1","7","5.33333349227905","5.33333349227905"
"2018","Employed","(0) in school","","","","","","","","","","","","","",""
"2018","Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2018","Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2018","Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2018","Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2018","Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2018","Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2018","Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2018","Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2018","Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2018","Not Employed","(0) in school","","","","","","","","","","","","","",""
"2018","Not Employed","(1a) inadequately completed","","","","","","","","","","","","","",""
"2018","Not Employed","(1b) general elementary school","","","","","","","","","","","","","",""
"2018","Not Employed","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2018","Not Employed","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2018","Not Employed","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2018","Not Employed","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2018","Not Employed","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2018","Not Employed","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2018","Not Employed","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2019","Employed","(0) in school","5.01","5","70","4","4.67","5.33","6.67","7","4.77","5.25","2.33","7","4.66666650772095","5.33333349227905"
