"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","general elemantary","4.34","4.33","1054","2.67","3.67","5.33","6","7","4.26","4.42","1","7","4.33333349227905","4.33333349227905"
"2005","Employed","higher education","4.8","5","3173","3.33","4","5.67","6.33","7","4.76","4.84","1.33","7","4.66666650772095","5"
"2005","Employed","higher vocational","4.61","4.67","1103","3","4","5.33","6","7","4.54","4.68","1","7","4.66666650772095","4.66666650772095"
"2005","Employed","in school","4.85","4.67","99","3","4","5.67","6.33","7","4.62","5.08","2.33","7","4.66666650772095","5.33333349227905"
"2005","Employed","inadequately","3.77","4","87","2","3","4.67","5.33","7","3.47","4.07","1","7","3.33333325386047","4"
"2005","Employed","middle vocational","4.44","4.33","6324","3","3.67","5.33","6","7","4.41","4.47","1","7","4.33333349227905","4.66666650772095"
"2005","Employed","vocational + Abi","4.6","4.67","851","3","4","5.33","6","7","4.52","4.68","1","7","4.66666650772095","4.66666650772095"
"2005","Not Employed","general elemantary","4","4","1355","2","3.33","5","5.67","7","3.93","4.07","1","7","4","4"
"2005","Not Employed","higher education","4.84","4.67","999","3.67","4","5.67","6.33","7","4.77","4.91","1","7","4.66666650772095","5"
"2005","Not Employed","higher vocational","4.39","4.33","456","2.67","3.33","5.33","6","7","4.28","4.5","1","7","4.33333349227905","4.66666650772095"
"2005","Not Employed","in school","4.88","5","551","3.33","4","5.67","6.67","7","4.78","4.98","1.33","7","4.66666650772095","5"
"2005","Not Employed","inadequately","3.78","3.67","149","1.67","3","5","5.33","7","3.56","4","1","7","3","4"
"2005","Not Employed","middle vocational","4.28","4.33","3933","2.67","3.33","5","6","7","4.24","4.32","1","7","4.33333349227905","4.33333349227905"
"2005","Not Employed","vocational + Abi","4.69","4.67","285","3","4","5.67","6.33","7","4.55","4.83","1","7","4.66666650772095","5"
"2006","Employed","general elemantary","","","","","","","","","","","","","",""
"2006","Employed","higher education","","","","","","","","","","","","","",""
"2006","Employed","higher vocational","","","","","","","","","","","","","",""
"2006","Employed","in school","","","","","","","","","","","","","",""
"2006","Employed","inadequately","","","","","","","","","","","","","",""
"2006","Employed","middle vocational","","","","","","","","","","","","","",""
"2006","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2006","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2006","Not Employed","higher education","","","","","","","","","","","","","",""
"2006","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2006","Not Employed","in school","","","","","","","","","","","","","",""
"2006","Not Employed","inadequately","","","","","","","","","","","","","",""
"2006","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2006","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2007","Employed","general elemantary","","","","","","","","","","","","","",""
"2007","Employed","higher education","","","","","","","","","","","","","",""
"2007","Employed","higher vocational","","","","","","","","","","","","","",""
"2007","Employed","in school","","","","","","","","","","","","","",""
"2007","Employed","inadequately","","","","","","","","","","","","","",""
"2007","Employed","middle vocational","","","","","","","","","","","","","",""
"2007","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2007","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2007","Not Employed","higher education","","","","","","","","","","","","","",""
"2007","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2007","Not Employed","in school","","","","","","","","","","","","","",""
"2007","Not Employed","inadequately","","","","","","","","","","","","","",""
"2007","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2007","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2008","Employed","general elemantary","","","","","","","","","","","","","",""
"2008","Employed","higher education","","","","","","","","","","","","","",""
"2008","Employed","higher vocational","","","","","","","","","","","","","",""
"2008","Employed","in school","","","","","","","","","","","","","",""
"2008","Employed","inadequately","","","","","","","","","","","","","",""
"2008","Employed","middle vocational","","","","","","","","","","","","","",""
"2008","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2008","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2008","Not Employed","higher education","","","","","","","","","","","","","",""
"2008","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2008","Not Employed","in school","","","","","","","","","","","","","",""
"2008","Not Employed","inadequately","","","","","","","","","","","","","",""
"2008","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2008","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2009","Employed","general elemantary","4.14","4","751","2.67","3.33","5","5.67","7","4.05","4.23","1","7","4","4.33333349227905"
"2009","Employed","higher education","4.71","4.67","2939","3","4","5.33","6.33","7","4.67","4.75","1","7","4.66666650772095","4.66666650772095"
"2009","Employed","higher vocational","4.51","4.33","910","3","3.67","5.33","6","7","4.44","4.58","1","7","4.33333349227905","4.33333349227905"
"2009","Employed","in school","4.81","4.67","61","2.67","4","6","6.33","7","4.51","5.11","2","7","4.33333349227905","5.33333349227905"
"2009","Employed","inadequately","3.94","4","71","2.33","3.33","4.67","5.33","5.67","3.67","4.21","1","7","3.33333325386047","4.33333349227905"
"2009","Employed","middle vocational","4.31","4.33","5547","3","3.67","5","6","7","4.28","4.34","1","7","4.33333349227905","4.33333349227905"
"2009","Employed","vocational + Abi","4.57","4.67","759","3","3.67","5.33","6.33","7","4.48","4.66","1","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","general elemantary","3.86","4","1047","2.33","3","4.67","5.33","7","3.78","3.94","1","7","3.66666674613953","4"
"2009","Not Employed","higher education","4.68","4.67","1095","3.33","4","5.67","6","7","4.61","4.75","1","7","4.66666650772095","5"
"2009","Not Employed","higher vocational","4.45","4.33","420","3","3.67","5.33","6","6.67","4.34","4.56","1","7","4.33333349227905","4.66666650772095"
"2009","Not Employed","in school","4.6","4.67","250","2.67","3.67","5.67","6.33","7","4.45","4.75","1.67","7","4.66666650772095","5"
"2009","Not Employed","inadequately","3.3","3.33","96","1","2.67","4.33","4.33","6","3.05","3.55","1","6","3","3.66666674613953"
"2009","Not Employed","middle vocational","4.14","4.13","3523","2.33","3.33","5","5.67","7","4.1","4.18","1","7","4","4.33333349227905"
"2009","Not Employed","vocational + Abi","4.57","4.67","240","3","3.67","5.33","6","7","4.42","4.72","2","7","4.33333349227905","4.66666650772095"
"2010","Employed","general elemantary","","","","","","","","","","","","","",""
"2010","Employed","higher education","","","","","","","","","","","","","",""
"2010","Employed","higher vocational","","","","","","","","","","","","","",""
"2010","Employed","in school","","","","","","","","","","","","","",""
"2010","Employed","inadequately","","","","","","","","","","","","","",""
"2010","Employed","middle vocational","","","","","","","","","","","","","",""
"2010","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2010","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2010","Not Employed","higher education","","","","","","","","","","","","","",""
"2010","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2010","Not Employed","in school","","","","","","","","","","","","","",""
"2010","Not Employed","inadequately","","","","","","","","","","","","","",""
"2010","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2010","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2011","Employed","general elemantary","","","","","","","","","","","","","",""
"2011","Employed","higher education","","","","","","","","","","","","","",""
"2011","Employed","higher vocational","","","","","","","","","","","","","",""
"2011","Employed","in school","","","","","","","","","","","","","",""
"2011","Employed","inadequately","","","","","","","","","","","","","",""
"2011","Employed","middle vocational","","","","","","","","","","","","","",""
"2011","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2011","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2011","Not Employed","higher education","","","","","","","","","","","","","",""
"2011","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2011","Not Employed","in school","","","","","","","","","","","","","",""
"2011","Not Employed","inadequately","","","","","","","","","","","","","",""
"2011","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2011","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2012","Employed","general elemantary","4.41","4.33","447","2.67","3.33","5.33","6","7","4.3","4.52","1","7","4.33333349227905","4.66666650772095"
"2012","Employed","higher education","4.82","5","1312","3.33","4","5.67","6.33","7","4.76","4.88","1.67","7","4.66666650772095","5"
"2012","Employed","higher vocational","4.81","5","324","3.33","4","5.67","6.33","7","4.69","4.93","1.67","7","4.66666650772095","5"
"2012","Employed","in school","","","","","","","","","","","","","",""
"2012","Employed","inadequately","4.12","4.33","72","2.33","3.67","4.67","5.33","6.67","3.83","4.41","1","7","4","4.66666650772095"
"2012","Employed","middle vocational","4.58","4.67","2531","3","3.67","5.33","6","7","4.54","4.62","1","7","4.66666650772095","4.66666650772095"
"2012","Employed","vocational + Abi","4.66","4.67","600","3.33","4","5.33","6","7","4.57","4.75","1.33","7","4.66666650772095","4.66666650772095"
"2012","Not Employed","general elemantary","4.67","4.67","334","3","4","5.67","6.33","7","4.53","4.81","1.33","7","4.33333349227905","4.66666650772095"
"2012","Not Employed","higher education","5.02","5.33","184","3.33","4.33","6","6.67","7","4.85","5.19","1.67","7","5","5.33333349227905"
"2012","Not Employed","higher vocational","4.92","5","41","3.67","4.33","6","6.67","7","4.54","5.3","1.67","7","4.33333349227905","5.33333349227905"
"2012","Not Employed","in school","5.05","5","162","3.67","4.33","6","6.67","7","4.87","5.23","2","7","4.66666650772095","5.33333349227905"
"2012","Not Employed","inadequately","4.17","4.33","83","2","3","5.33","6","7","3.86","4.48","1.33","7","3.66666674613953","4.66666650772095"
"2012","Not Employed","middle vocational","4.6","4.67","721","3","4","5.33","6","7","4.51","4.69","1","7","4.66666650772095","4.66666650772095"
"2012","Not Employed","vocational + Abi","4.89","5","158","3","4","5.67","6.33","7","4.7","5.08","1.67","7","4.66666650772095","5.33333349227905"
"2013","Employed","general elemantary","4.25","4.33","791","2.67","3.33","5","5.67","6.67","4.17","4.33","1","7","4.33333349227905","4.33333349227905"
"2013","Employed","higher education","4.84","5","3131","3.33","4","5.67","6.33","7","4.8","4.88","1","7","4.66666650772095","5"
"2013","Employed","higher vocational","4.59","4.67","885","3","3.67","5.33","6","7","4.52","4.66","1","7","4.33333349227905","4.66666650772095"
"2013","Employed","in school","4.65","4.67","66","3","4","5.33","6.33","6.67","4.36","4.94","1.67","6.67","4.66666650772095","5"
"2013","Employed","inadequately","4.19","4.67","80","2.33","3.33","5.33","5.67","6.67","3.89","4.49","1","6.67","3.66666674613953","4.66666650772095"
