"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","4.52","4.67","12856","3","3.67","5.33","6","7","4.5","4.54","1","7","4.66666650772095","4.66666650772095"
"2005","Not Employed","4.34","4.33","7866","2.67","3.33","5.33","6","7","4.31","4.37","1","7","4.33333349227905","4.33333349227905"
"2006","Employed","","","","","","","","","","","","","",""
"2006","Not Employed","","","","","","","","","","","","","",""
"2007","Employed","","","","","","","","","","","","","",""
"2007","Not Employed","","","","","","","","","","","","","",""
"2008","Employed","","","","","","","","","","","","","",""
"2008","Not Employed","","","","","","","","","","","","","",""
"2009","Employed","4.42","4.33","11227","3","3.67","5.33","6","7","4.4","4.44","1","7","4.33333349227905","4.33333349227905"
"2009","Not Employed","4.2","4.33","6811","2.67","3.33","5","6","7","4.17","4.23","1","7","4.33333349227905","4.33333349227905"
"2010","Employed","","","","","","","","","","","","","",""
"2010","Not Employed","","","","","","","","","","","","","",""
"2011","Employed","","","","","","","","","","","","","",""
"2011","Not Employed","","","","","","","","","","","","","",""
"2012","Employed","4.63","4.67","5382","3","4","5.33","6","7","4.6","4.66","1","7","4.66666650772095","4.66666650772095"
"2012","Not Employed","4.7","4.67","1746","3","4","5.67","6.33","7","4.64","4.76","1","7","4.66666650772095","4.66666650772095"
"2013","Employed","4.59","4.67","11574","3","3.67","5.33","6","7","4.57","4.61","1","7","4.66666650772095","4.66666650772095"
"2013","Not Employed","4.49","4.67","7321","3","3.67","5.33","6","7","4.46","4.52","1","7","4.66666650772095","4.66666650772095"
"2014","Employed","","","","","","","","","","","","","",""
"2014","Not Employed","","","","","","","","","","","","","",""
"2015","Employed","","","","","","","","","","","","","",""
"2015","Not Employed","","","","","","","","","","","","","",""
"2016","Employed","","","","","","","","","","","","","",""
"2016","Not Employed","","","","","","","","","","","","","",""
"2017","Employed","4.69","4.67","18309","3","4","5.67","6.33","7","4.67","4.71","1","7","4.66666650772095","4.66666650772095"
"2017","Not Employed","4.54","4.67","10995","3","3.67","5.33","6","7","4.52","4.56","1","7","4.66666650772095","5"
"2018","Employed","","","","","","","","","","","","","",""
"2018","Not Employed","","","","","","","","","","","","","",""
"2019","Employed","4.57","4.67","17725","3","3.67","5.33","6","7","4.55","4.59","1","7","4.66666650772095","4.66666650772095"
"2019","Not Employed","4.45","4.67","8084","2.67","3.67","5.33","6","7","4.42","4.48","1","7","4.66666650772095","4.66666650772095"
