"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","direct migration background","4.15","4","695","2.33","3.33","5","6","7","4.05","4.25","1","7","4","4.33333349227905"
"2005","(Married) couple without C.","indirect migration background","4.74","4.67","115","3.33","4","5.33","6","7","4.54","4.94","2","7","4.66666650772095","5"
"2005","(Married) couple without C.","no migration background","4.43","4.33","6214","2.67","3.67","5.33","6","7","4.4","4.46","1","7","4.66666650772095","4.66666650772095"
"2005","1-pers.-HH","direct migration background","4.33","4.33","213","2.67","3.33","5.33","6.33","7","4.14","4.52","1","7","4","4.33333349227905"
"2005","1-pers.-HH","indirect migration background","5.02","5","93","3.67","4.67","5.67","6.33","7","4.81","5.23","2.33","7","4.66666650772095","5"
"2005","1-pers.-HH","no migration background","4.47","4.67","2662","3","3.67","5.33","6","7","4.42","4.52","1","7","4.33333349227905","4.66666650772095"
"2005","Couple + C. GT 16 ","direct migration background","4.35","4.33","404","2.67","3.67","5.33","6","7","4.22","4.48","1","7","4","4.33333349227905"
"2005","Couple + C. GT 16 ","indirect migration background","4.65","4.67","207","3","4","5.67","6.33","7","4.48","4.82","1","7","4.33333349227905","5"
"2005","Couple + C. GT 16 ","no migration background","4.45","4.33","3040","3","3.67","5.33","6","7","4.41","4.49","1","7","4.33333349227905","4.66666650772095"
"2005","Couple + C. LE 16","direct migration background","4.47","4.33","529","3","3.67","5.33","6","7","4.36","4.58","1","7","4.33333349227905","4.66666650772095"
"2005","Couple + C. LE 16","indirect migration background","4.58","4.67","176","3","4","5.33","6","6.67","4.42","4.74","1.33","7","4.66666650772095","5"
"2005","Couple + C. LE 16","no migration background","4.45","4.33","3009","3","3.67","5.33","6","7","4.41","4.49","1","7","4.33333349227905","4.66666650772095"
"2005","Couple + C. LE and GT 16","direct migration background","4.4","4.48","284","2.67","3.67","5.33","6","6.67","4.25","4.55","1","7","4","4.66666650772095"
"2005","Couple + C. LE and GT 16","indirect migration background","4.67","4.67","127","3","4","5","6.33","7","4.45","4.89","1.33","7","4.33333349227905","5"
"2005","Couple + C. LE and GT 16","no migration background","4.48","4.33","1295","3","3.67","5.33","6.33","7","4.41","4.55","1","7","4.66666650772095","4.66666650772095"
"2005","Single parent","direct migration background","4.4","4.33","124","3","3.67","5","6","7","4.17","4.63","1","7","4","4.33333349227905"
"2005","Single parent","indirect migration background","4.25","4","78","3","3.33","5","6.33","7","3.96","4.54","1.33","7","4","4.66666650772095"
"2005","Single parent","no migration background","4.64","4.67","900","3","3.67","5.67","6","7","4.56","4.72","1","7","4.66666650772095","4.66666650772095"
"2006","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
