"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","Employed","4.54","4.67","3709","3","3.67","5.33","6","7","4.5","4.58","1","7","4.66666650772095","4.66666650772095"
"2005","16-34 y.","Not Employed","4.74","4.67","1618","3.33","4","5.67","6.33","7","4.68","4.8","1","7","4.66666650772095","4.66666650772095"
"2005","35-65 y.","Employed","4.51","4.67","8921","3","3.67","5.33","6","7","4.49","4.53","1","7","4.66666650772095","4.66666650772095"
"2005","35-65 y.","Not Employed","4.36","4.33","2699","2.67","3.67","5.33","6","7","4.31","4.41","1","7","4.33333349227905","4.33333349227905"
"2005","66 and older","Employed","4.49","4.67","226","2.67","3.67","5.33","6","7","4.32","4.66","1","7","4.33333349227905","5"
"2005","66 and older","Not Employed","4.19","4.33","3549","2.33","3.33","5","6","7","4.15","4.23","1","7","4.33333349227905","4.33333349227905"
"2006","16-34 y.","Employed","","","","","","","","","","","","","",""
"2006","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"2006","35-65 y.","Employed","","","","","","","","","","","","","",""
"2006","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"2006","66 and older","Employed","","","","","","","","","","","","","",""
"2006","66 and older","Not Employed","","","","","","","","","","","","","",""
"2007","16-34 y.","Employed","","","","","","","","","","","","","",""
"2007","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"2007","35-65 y.","Employed","","","","","","","","","","","","","",""
"2007","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"2007","66 and older","Employed","","","","","","","","","","","","","",""
"2007","66 and older","Not Employed","","","","","","","","","","","","","",""
"2008","16-34 y.","Employed","","","","","","","","","","","","","",""
"2008","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"2008","35-65 y.","Employed","","","","","","","","","","","","","",""
"2008","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"2008","66 and older","Employed","","","","","","","","","","","","","",""
"2008","66 and older","Not Employed","","","","","","","","","","","","","",""
"2009","16-34 y.","Employed","4.47","4.33","2961","3","3.67","5.33","6","7","4.43","4.51","1","7","4.33333349227905","4.66666650772095"
"2009","16-34 y.","Not Employed","4.53","4.67","1034","3","3.67","5.33","6","7","4.46","4.6","1","7","4.66666650772095","4.66666650772095"
"2009","35-65 y.","Employed","4.4","4.33","7952","3","3.67","5.33","6","7","4.37","4.43","1","7","4.33333349227905","4.33333349227905"
"2009","35-65 y.","Not Employed","4.23","4.33","1925","2.5","3.33","5","6","7","4.17","4.29","1","7","4.33333349227905","4.33333349227905"
"2009","66 and older","Employed","4.42","4.33","314","2.67","3.67","5.33","6","7","4.28","4.56","1","7","4.33333349227905","4.66666650772095"
"2009","66 and older","Not Employed","4.1","4","3852","2.33","3.33","5","5.67","7","4.06","4.14","1","7","4","4.33333349227905"
"2010","16-34 y.","Employed","","","","","","","","","","","","","",""
"2010","16-34 y.","Not Employed","","","","","","","","","","","","","",""
"2010","35-65 y.","Employed","","","","","","","","","","","","","",""
"2010","35-65 y.","Not Employed","","","","","","","","","","","","","",""
"2010","66 and older","Employed","","","","","","","","","","","","","",""
"2010","66 and older","Not Employed","","","","","","","","","","","","","",""
"2011","16-34 y.","Employed","","","","","","","","","","","","","",""
"2011","16-34 y.","Not Employed","","","","","","","","","","","","","",""
