"pli0097_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","1985","1-pers.-HH","West Germany","1081","0.933478907151417","0.919169650587518","0.947788163715315","5"
"Never","1985","1-pers.-HH","East Germany","","","","","5"
"Never","1985","(Married) couple without C. ","West Germany","2249","0.939458263315597","0.929900997038141","0.949015529593053","5"
"Never","1985","Couple + C. GT 16 ","West Germany","1804","0.890427905422206","0.876741988178436","0.904113822665976","5"
"Never","1985","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1985","Couple + C. LE and GT 16","West Germany","1369","0.910511940299886","0.895919941266352","0.92510393933342","5"
"Never","1985","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1985","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1985","1-pers.-HH","East Germany","","","","","4"
"Rarely","1985","(Married) couple without C. ","West Germany","94","0.0393367913228815","0.0315465206309627","0.0471270620148002","4"
"Rarely","1985","1-pers.-HH","West Germany","46","0.0382844848823447","0.0272660516690118","0.0493029180956775","4"
"Rarely","1985","Single parent ","West Germany","29","","","","4"
"Rarely","1985","Couple + C. LE 16 ","West Germany","130","0.0595556029248376","0.0505416149333216","0.0685695909163537","4"
"Rarely","1985","Single parent ","East Germany","","","","","4"
"Rarely","1985","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1985","Couple + C. LE and GT 16","West Germany","69","0.0593144628439922","0.0472393288698251","0.0713895968181593","4"
"Rarely","1985","Couple + C. GT 16 ","West Germany","125","0.0688047241463708","0.0577141492832472","0.0798952990094944","4"
"Rarely","1985","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1985","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1986","1-pers.-HH","West Germany","","","","","1"
"Daily","1986","1-pers.-HH","East Germany","","","","","1"
"Daily","1986","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1986","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1986","Single parent ","West Germany","","","","","1"
"Daily","1986","Single parent ","East Germany","","","","","1"
"Daily","1986","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1986","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1986","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1986","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1986","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1986","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1986","(Married) couple without C. ","West Germany","24","","","","3"
"Min 1x per month","1986","1-pers.-HH","West Germany","23","","","","3"
"Min 1x per month","1986","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1986","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1986","Single parent ","West Germany","14","","","","3"
"Min 1x per month","1986","Single parent ","East Germany","","","","","3"
"Min 1x per month","1986","Couple + C. LE 16 ","West Germany","36","0.0193569450591307","0.0138310222125698","0.0248828679056915","3"
"Min 1x per month","1986","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1986","Couple + C. GT 16 ","West Germany","37","0.0209196250953613","0.0147766156554381","0.0270626345352846","3"
"Min 1x per month","1986","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1986","Couple + C. LE and GT 16","West Germany","23","","","","3"
"Min 1x per month","1986","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1986","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1986","1-pers.-HH","West Germany","10","","","","2"
"Min 1x per week","1986","(Married) couple without C. ","West Germany","23","","","","2"
"Min 1x per week","1986","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1986","Couple + C. LE 16 ","West Germany","24","","","","2"
"Min 1x per week","1986","Single parent ","West Germany","5","","","","2"
"Min 1x per week","1986","Single parent ","East Germany","","","","","2"
"Min 1x per week","1986","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1986","Couple + C. GT 16 ","West Germany","17","","","","2"
"Min 1x per week","1986","Couple + C. LE and GT 16","West Germany","12","","","","2"
"Min 1x per week","1986","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1986","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1986","Couple + C. LE 16 ","West Germany","2215","0.911099304105509","0.899684555070376","0.922514053140641","5"
"Never","1986","Single parent ","West Germany","469","0.922485666731602","0.899163267604346","0.945808065858858","5"
"Never","1986","Single parent ","East Germany","","","","","5"
"Never","1986","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1986","1-pers.-HH","West Germany","1025","0.929012804945605","0.913898674157109","0.944126935734101","5"
"Never","1986","(Married) couple without C. ","West Germany","2186","0.928769841018545","0.918377266755863","0.939162415281227","5"
"Never","1986","(Married) couple without C. ","East Germany","","","","","5"
"Never","1986","1-pers.-HH","East Germany","","","","","5"
"Never","1986","Couple + C. GT 16 ","West Germany","1920","0.90838416750497","0.896001474508893","0.920766860501048","5"
"Never","1986","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1986","Couple + C. LE and GT 16","West Germany","1286","0.906052136475761","0.890703372548057","0.921400900403465","5"
"Never","1986","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1986","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1986","1-pers.-HH","West Germany","51","0.0403869967491393","0.0288005262607174","0.0519734672375612","4"
"Rarely","1986","1-pers.-HH","East Germany","","","","","4"
"Rarely","1986","(Married) couple without C. ","West Germany","120","0.0517940208415699","0.0428397900116641","0.0607482516714756","4"
"Rarely","1986","Couple + C. LE 16 ","West Germany","113","0.057297463660009","0.047975960170594","0.0666189671494239","4"
"Rarely","1986","Single parent ","West Germany","17","","","","4"
"Rarely","1986","Single parent ","East Germany","","","","","4"
"Rarely","1986","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1986","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","West Germany","67","0.0591269553928565","0.0467186741226838","0.0715352366630292","4"
"Rarely","1986","Couple + C. GT 16 ","West Germany","111","0.0615049814424843","0.0511924284523098","0.0718175344326589","4"
"Rarely","1986","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1987","1-pers.-HH","West Germany","","","","","1"
"Daily","1987","1-pers.-HH","East Germany","","","","","1"
"Daily","1987","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1987","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1987","Single parent ","West Germany","","","","","1"
"Daily","1987","Single parent ","East Germany","","","","","1"
"Daily","1987","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1987","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1987","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1987","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1987","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1987","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1987","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1987","Single parent ","West Germany","","","","","3"
"Min 1x per month","1987","Single parent ","East Germany","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1987","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1987","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1987","Single parent ","West Germany","","","","","2"
"Min 1x per week","1987","Single parent ","East Germany","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1987","1-pers.-HH","West Germany","","","","","5"
"Never","1987","1-pers.-HH","East Germany","","","","","5"
"Never","1987","(Married) couple without C. ","West Germany","","","","","5"
"Never","1987","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1987","(Married) couple without C. ","East Germany","","","","","5"
"Never","1987","Single parent ","West Germany","","","","","5"
"Never","1987","Single parent ","East Germany","","","","","5"
"Never","1987","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1987","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1987","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1987","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1987","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1987","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1987","1-pers.-HH","West Germany","","","","","4"
"Rarely","1987","1-pers.-HH","East Germany","","","","","4"
"Rarely","1987","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1987","Single parent ","West Germany","","","","","4"
"Rarely","1987","Single parent ","East Germany","","","","","4"
"Rarely","1987","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1987","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1987","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1987","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1987","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1987","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1988","1-pers.-HH","West Germany","","","","","1"
"Daily","1988","1-pers.-HH","East Germany","","","","","1"
"Daily","1988","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1988","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1988","Single parent ","West Germany","","","","","1"
"Daily","1988","Single parent ","East Germany","","","","","1"
"Daily","1988","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1988","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1988","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1988","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1988","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1988","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1988","1-pers.-HH","West Germany","16","","","","3"
"Min 1x per month","1988","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1988","(Married) couple without C. ","West Germany","24","","","","3"
"Min 1x per month","1988","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1988","Single parent ","West Germany","8","","","","3"
"Min 1x per month","1988","Single parent ","East Germany","","","","","3"
"Min 1x per month","1988","Couple + C. LE 16 ","West Germany","32","0.0167133763816298","0.0113710835210566","0.0220556692422029","3"
"Min 1x per month","1988","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1988","Couple + C. GT 16 ","West Germany","27","","","","3"
"Min 1x per month","1988","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1988","Couple + C. LE and GT 16","West Germany","12","","","","3"
"Min 1x per month","1988","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1988","1-pers.-HH","West Germany","10","","","","2"
"Min 1x per week","1988","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1988","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1988","(Married) couple without C. ","West Germany","13","","","","2"
"Min 1x per week","1988","Single parent ","East Germany","","","","","2"
"Min 1x per week","1988","Single parent ","West Germany","2","","","","2"
"Min 1x per week","1988","Couple + C. LE 16 ","West Germany","20","","","","2"
"Min 1x per week","1988","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1988","Couple + C. GT 16 ","West Germany","11","","","","2"
"Min 1x per week","1988","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1988","Couple + C. LE and GT 16","West Germany","8","","","","2"
"Min 1x per week","1988","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1988","1-pers.-HH","West Germany","983","0.933968311765363","0.918983056943209","0.948953566587517","5"
"Never","1988","1-pers.-HH","East Germany","","","","","5"
"Never","1988","(Married) couple without C. ","West Germany","2121","0.9354070554174","0.925275160612877","0.945538950221923","5"
"Never","1988","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1988","(Married) couple without C. ","East Germany","","","","","5"
"Never","1988","Single parent ","West Germany","473","0.924209348931356","0.901217060578174","0.947201637284538","5"
"Never","1988","Single parent ","East Germany","","","","","5"
"Never","1988","Couple + C. LE 16 ","West Germany","2034","0.901820017164752","0.889419867097463","0.914220167232042","5"
"Never","1988","Couple + C. GT 16 ","West Germany","2010","0.906193426258137","0.893962810744389","0.918424041771884","5"
"Never","1988","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1988","Couple + C. LE and GT 16","West Germany","1010","0.900252684663091","0.882397379337071","0.918107989989111","5"
"Never","1988","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1988","1-pers.-HH","West Germany","46","0.0405776494906081","0.0286715304579363","0.05248376852328","4"
"Rarely","1988","(Married) couple without C. ","West Germany","103","0.045694490135703","0.037087061247381","0.0543019190240249","4"
"Rarely","1988","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1988","1-pers.-HH","East Germany","","","","","4"
"Rarely","1988","Single parent ","West Germany","26","","","","4"
"Rarely","1988","Couple + C. LE 16 ","West Germany","126","0.0718516049052797","0.0610898654040184","0.082613344406541","4"
"Rarely","1988","Single parent ","East Germany","","","","","4"
"Rarely","1988","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1988","Couple + C. GT 16 ","West Germany","135","0.0733882190693469","0.062449075901515","0.0843273622371788","4"
"Rarely","1988","Couple + C. LE and GT 16","West Germany","52","0.0774959035939474","0.0615643552581832","0.0934274519297116","4"
"Rarely","1988","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","1988","Couple + C. LE and GT 16","East Germany","","","","","4"
"Daily","1989","1-pers.-HH","West Germany","","","","","1"
"Daily","1989","1-pers.-HH","East Germany","","","","","1"
"Daily","1989","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1989","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1989","Single parent ","West Germany","","","","","1"
"Daily","1989","Single parent ","East Germany","","","","","1"
"Daily","1989","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1989","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1989","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1989","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1989","Couple + C. LE and GT 16","West Germany","","","","","1"
"Daily","1989","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1989","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1989","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1989","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1989","(Married) couple without C. ","East Germany","","","","","3"
"Min 1x per month","1989","Single parent ","West Germany","","","","","3"
"Min 1x per month","1989","Single parent ","East Germany","","","","","3"
"Min 1x per month","1989","Couple + C. LE 16 ","West Germany","","","","","3"
"Min 1x per month","1989","Couple + C. LE 16 ","East Germany","","","","","3"
"Min 1x per month","1989","Couple + C. GT 16 ","West Germany","","","","","3"
"Min 1x per month","1989","Couple + C. GT 16 ","East Germany","","","","","3"
"Min 1x per month","1989","Couple + C. LE and GT 16","West Germany","","","","","3"
"Min 1x per month","1989","Couple + C. LE and GT 16","East Germany","","","","","3"
"Min 1x per week","1989","1-pers.-HH","West Germany","","","","","2"
"Min 1x per week","1989","1-pers.-HH","East Germany","","","","","2"
"Min 1x per week","1989","(Married) couple without C. ","West Germany","","","","","2"
"Min 1x per week","1989","(Married) couple without C. ","East Germany","","","","","2"
"Min 1x per week","1989","Single parent ","East Germany","","","","","2"
"Min 1x per week","1989","Single parent ","West Germany","","","","","2"
"Min 1x per week","1989","Couple + C. LE 16 ","West Germany","","","","","2"
"Min 1x per week","1989","Couple + C. LE 16 ","East Germany","","","","","2"
"Min 1x per week","1989","Couple + C. GT 16 ","West Germany","","","","","2"
"Min 1x per week","1989","Couple + C. GT 16 ","East Germany","","","","","2"
"Min 1x per week","1989","Couple + C. LE and GT 16","West Germany","","","","","2"
"Min 1x per week","1989","Couple + C. LE and GT 16","East Germany","","","","","2"
"Never","1989","1-pers.-HH","West Germany","","","","","5"
"Never","1989","(Married) couple without C. ","West Germany","","","","","5"
"Never","1989","(Married) couple without C. ","East Germany","","","","","5"
"Never","1989","1-pers.-HH","East Germany","","","","","5"
"Never","1989","Single parent ","West Germany","","","","","5"
"Never","1989","Single parent ","East Germany","","","","","5"
"Never","1989","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","1989","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","1989","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","1989","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","1989","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","1989","Couple + C. LE and GT 16","East Germany","","","","","5"
"Rarely","1989","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","1989","1-pers.-HH","West Germany","","","","","4"
"Rarely","1989","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","1989","1-pers.-HH","East Germany","","","","","4"
"Rarely","1989","Single parent ","West Germany","","","","","4"
"Rarely","1989","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","1989","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","1989","Single parent ","East Germany","","","","","4"
"Rarely","1989","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","1989","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","1989","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely","1989","Couple + C. GT 16 ","East Germany","","","","","4"
"Daily","1990","1-pers.-HH","West Germany","3","","","","1"
"Daily","1990","1-pers.-HH","East Germany","","","","","1"
"Daily","1990","(Married) couple without C. ","West Germany","7","","","","1"
"Daily","1990","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1990","Single parent ","West Germany","1","","","","1"
"Daily","1990","Single parent ","East Germany","","","","","1"
"Daily","1990","Couple + C. LE 16 ","West Germany","3","","","","1"
"Daily","1990","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1990","Couple + C. GT 16 ","West Germany","7","","","","1"
"Daily","1990","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1990","Couple + C. LE and GT 16","West Germany","2","","","","1"
"Daily","1990","Couple + C. LE and GT 16","East Germany","","","","","1"
"Min 1x per month","1990","1-pers.-HH","East Germany","11","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","West Germany","38","0.018765358521475","0.0132209572956879","0.0243097597472622","3"
"Min 1x per month","1990","1-pers.-HH","West Germany","29","","","","3"
"Min 1x per month","1990","(Married) couple without C. ","East Germany","60","0.0640094582021495","0.048235705405823","0.079783210998476","3"
"Min 1x per month","1990","Single parent ","West Germany","12","","","","3"
"Min 1x per month","1990","Single parent ","East Germany","6","","","","3"
"Min 1x per month","1990","Couple + C. LE 16 ","West Germany","57","0.0294185346167521","0.0221654695052643","0.0366715997282398","3"
"Min 1x per month","1990","Couple + C. LE 16 ","East Germany","72","0.045370997713315","0.0346293244551817","0.0561126709714482","3"
"Min 1x per month","1990","Couple + C. GT 16 ","West Germany","47","0.028519093601164","0.0213242471509285","0.0357139400513995","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","West Germany","17","","","","3"
"Min 1x per month","1990","Couple + C. GT 16 ","East Germany","42","0.0532687369026788","0.0376779337164508","0.0688595400889067","3"
"Min 1x per month","1990","Couple + C. LE and GT 16","East Germany","17","","","","3"
"Min 1x per week","1990","1-pers.-HH","West Germany","13","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","West Germany","7","","","","2"
"Min 1x per week","1990","1-pers.-HH","East Germany","4","","","","2"
"Min 1x per week","1990","(Married) couple without C. ","East Germany","22","","","","2"
"Min 1x per week","1990","Single parent ","West Germany","4","","","","2"
"Min 1x per week","1990","Single parent ","East Germany","1","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","West Germany","23","","","","2"
"Min 1x per week","1990","Couple + C. LE 16 ","East Germany","36","0.020675781268046","0.0133313246019994","0.0280202379340927","2"
"Min 1x per week","1990","Couple + C. GT 16 ","West Germany","21","","","","2"
"Min 1x per week","1990","Couple + C. GT 16 ","East Germany","14","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","West Germany","6","","","","2"
"Min 1x per week","1990","Couple + C. LE and GT 16","East Germany","11","","","","2"
"Never","1990","1-pers.-HH","West Germany","893","0.858615050647107","0.837388532813398","0.879841568480816","5"
"Never","1990","(Married) couple without C. ","West Germany","1978","0.851159398678072","0.836616333879367","0.865702463476777","5"
"Never","1990","1-pers.-HH","East Germany","301","0.924814247400902","0.896277386345584","0.953351108456219","5"
"Never","1990","(Married) couple without C. ","East Germany","767","0.836032026527959","0.812172149747032","0.859891903308885","5"
"Never","1990","Single parent ","West Germany","380","0.810726811909221","0.774968299367162","0.846485324451279","5"
"Never","1990","Single parent ","East Germany","162","0.825263984538084","0.770981861299968","0.879546107776199","5"
"Never","1990","Couple + C. LE 16 ","West Germany","1737","0.798559306428485","0.78134370287365","0.81577490998332","5"
"Never","1990","Couple + C. LE 16 ","East Germany","1167","0.82877405287854","0.809330826966306","0.848217278790773","5"
"Never","1990","Couple + C. GT 16 ","West Germany","1727","0.812516411350751","0.795645667342477","0.829387155359025","5"
"Never","1990","Couple + C. GT 16 ","East Germany","638","0.79732613164483","0.769417675817075","0.825234587472585","5"
"Never","1990","Couple + C. LE and GT 16","West Germany","758","0.810018355519736","0.784187756271023","0.835848954768448","5"
"Never","1990","Couple + C. LE and GT 16","East Germany","250","0.80917979996754","0.765577893019335","0.852781706915744","5"
"Rarely","1990","(Married) couple without C. ","West Germany","271","0.124191658471928","0.11071629359078","0.137667023353075","4"
"Rarely","1990","1-pers.-HH","West Germany","97","0.0930783838790329","0.075377815596026","0.11077895216204","4"
"Rarely","1990","1-pers.-HH","East Germany","12","","","","4"
"Rarely","1990","(Married) couple without C. ","East Germany","76","0.0765668116718514","0.0594311749812593","0.0937024483624435","4"
"Rarely","1990","Single parent ","West Germany","64","0.152816702512912","0.119971515960589","0.185661889065235","4"
"Rarely","1990","Single parent ","East Germany","19","","","","4"
"Rarely","1990","Couple + C. LE 16 ","West Germany","265","0.15748980801401","0.141854412566704","0.173125203461316","4"
"Rarely","1990","Couple + C. LE 16 ","East Germany","167","0.105179168140099","0.0893448863405597","0.121013449939639","4"
"Rarely","1990","Couple + C. GT 16 ","West Germany","254","0.143631548660302","0.128471807464385","0.158791289856218","4"
"Rarely","1990","Couple + C. LE and GT 16","East Germany","34","0.107194544376134","0.0728675678482039","0.141521520904065","4"
"Rarely","1990","Couple + C. GT 16 ","East Germany","103","0.129908375033995","0.106567345952363","0.153249404115626","4"
"Rarely","1990","Couple + C. LE and GT 16","West Germany","103","0.149014475896998","0.125566435904911","0.172462515889085","4"
"Daily","1991","1-pers.-HH","West Germany","","","","","1"
"Daily","1991","1-pers.-HH","East Germany","","","","","1"
"Daily","1991","(Married) couple without C. ","West Germany","","","","","1"
"Daily","1991","(Married) couple without C. ","East Germany","","","","","1"
"Daily","1991","Single parent ","West Germany","","","","","1"
"Daily","1991","Single parent ","East Germany","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","East Germany","","","","","1"
"Daily","1991","Couple + C. LE 16 ","West Germany","","","","","1"
"Daily","1991","Couple + C. LE 16 ","East Germany","","","","","1"
"Daily","1991","Couple + C. GT 16 ","West Germany","","","","","1"
"Daily","1991","Couple + C. GT 16 ","East Germany","","","","","1"
"Daily","1991","Couple + C. LE and GT 16","West Germany","","","","","1"
"Min 1x per month","1991","(Married) couple without C. ","West Germany","","","","","3"
"Min 1x per month","1991","1-pers.-HH","West Germany","","","","","3"
"Min 1x per month","1991","1-pers.-HH","East Germany","","","","","3"
"Min 1x per month","1991","(Married) couple without C. ","East Germany","","","","","3"
