"pli0097_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Never","2016","35-65 y.","Saxony-Anhalt","","","",""
"Never","2016","35-65 y.","Thuringia","","","",""
"Never","2016","66 and older","Schleswig-Holstein","","","",""
"Never","2016","66 and older","Hamburg","","","",""
"Never","2016","66 and older","Lower Saxony","","","",""
"Never","2016","66 and older","Bremen","","","",""
"Never","2016","66 and older","North Rhine-Westphalia","","","",""
"Never","2016","66 and older","Hesse","","","",""
"Never","2016","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Never","2016","66 and older","Baden-Württemberg","","","",""
"Never","2016","66 and older","Bavaria","","","",""
"Never","2016","66 and older","Berlin","","","",""
"Never","2016","66 and older","Brandenburg","","","",""
"Never","2016","66 and older","Mecklenburg-Western Pomerania","","","",""
"Never","2016","66 and older","Saxony","","","",""
"Never","2016","66 and older","Saxony-Anhalt","","","",""
"Never","2016","66 and older","Thuringia","","","",""
"Daily","2017","16-34 y.","Schleswig-Holstein","","","",""
"Daily","2017","16-34 y.","Hamburg","","","",""
"Daily","2017","16-34 y.","Lower Saxony","","","",""
"Daily","2017","16-34 y.","Bremen","","","",""
"Daily","2017","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","2017","16-34 y.","Hesse","","","",""
"Daily","2017","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2017","16-34 y.","Baden-Württemberg","","","",""
"Daily","2017","16-34 y.","Bavaria","","","",""
"Daily","2017","16-34 y.","Berlin","","","",""
"Daily","2017","16-34 y.","Brandenburg","","","",""
"Daily","2017","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2017","16-34 y.","Saxony","","","",""
"Daily","2017","16-34 y.","Saxony-Anhalt","","","",""
"Daily","2017","16-34 y.","Thuringia","","","",""
"Daily","2017","35-65 y.","Schleswig-Holstein","","","",""
"Daily","2017","35-65 y.","Hamburg","","","",""
"Daily","2017","35-65 y.","Lower Saxony","","","",""
"Daily","2017","35-65 y.","Bremen","","","",""
"Daily","2017","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","2017","35-65 y.","Hesse","","","",""
"Daily","2017","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","2017","35-65 y.","Baden-Württemberg","","","",""
"Daily","2017","35-65 y.","Bavaria","","","",""
"Daily","2017","35-65 y.","Berlin","","","",""
"Daily","2017","35-65 y.","Brandenburg","","","",""
"Daily","2017","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","2017","35-65 y.","Saxony","","","",""
"Daily","2017","35-65 y.","Saxony-Anhalt","","","",""
"Daily","2017","35-65 y.","Thuringia","","","",""
"Daily","2017","66 and older","Schleswig-Holstein","","","",""
"Daily","2017","66 and older","Hamburg","","","",""
"Daily","2017","66 and older","Lower Saxony","","","",""
"Daily","2017","66 and older","Bremen","","","",""
"Daily","2017","66 and older","North Rhine-Westphalia","","","",""
"Daily","2017","66 and older","Hesse","","","",""
"Daily","2017","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","2017","66 and older","Baden-Württemberg","","","",""
"Daily","2017","66 and older","Bavaria","","","",""
"Daily","2017","66 and older","Berlin","","","",""
"Daily","2017","66 and older","Brandenburg","","","",""
"Daily","2017","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","2017","66 and older","Saxony","","","",""
"Daily","2017","66 and older","Saxony-Anhalt","","","",""
"Daily","2017","66 and older","Thuringia","","","",""
"Min 1x per week","2017","16-34 y.","Schleswig-Holstein","1","","",""
"Min 1x per week","2017","16-34 y.","Hamburg","","","",""
"Min 1x per week","2017","16-34 y.","Lower Saxony","5","","",""
"Min 1x per week","2017","16-34 y.","Bremen","","","",""
"Min 1x per week","2017","16-34 y.","North Rhine-Westphalia","7","","",""
"Min 1x per week","2017","16-34 y.","Hesse","3","","",""
"Min 1x per week","2017","16-34 y.","Rhineland-Palatinate,Saarland","2","","",""
"Min 1x per week","2017","16-34 y.","Baden-Württemberg","3","","",""
"Min 1x per week","2017","16-34 y.","Bavaria","8","","",""
"Min 1x per week","2017","16-34 y.","Berlin","3","","",""
"Min 1x per week","2017","16-34 y.","Brandenburg","","","",""
"Min 1x per week","2017","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","2017","16-34 y.","Saxony","5","","",""
"Min 1x per week","2017","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","2017","16-34 y.","Thuringia","1","","",""
"Min 1x per week","2017","35-65 y.","Schleswig-Holstein","2","","",""
"Min 1x per week","2017","35-65 y.","Hamburg","2","","",""
"Min 1x per week","2017","35-65 y.","Lower Saxony","24","","",""
"Min 1x per week","2017","35-65 y.","Bremen","2","","",""
"Min 1x per week","2017","35-65 y.","North Rhine-Westphalia","37","0.0180589223670899","0.0134665672949116","0.0226512774392682"
"Min 1x per week","2017","35-65 y.","Hesse","15","","",""
"Min 1x per week","2017","35-65 y.","Rhineland-Palatinate,Saarland","26","","",""
"Min 1x per week","2017","35-65 y.","Baden-Württemberg","16","","",""
"Min 1x per week","2017","35-65 y.","Bavaria","30","0.00769950947010126","0.0042552062702434","0.0111438126699591"
"Min 1x per week","2017","35-65 y.","Berlin","5","","",""
"Min 1x per week","2017","35-65 y.","Brandenburg","5","","",""
"Min 1x per week","2017","35-65 y.","Mecklenburg-Western Pomerania","4","","",""
"Min 1x per week","2017","35-65 y.","Saxony","8","","",""
"Min 1x per week","2017","35-65 y.","Saxony-Anhalt","3","","",""
"Min 1x per week","2017","35-65 y.","Thuringia","3","","",""
"Min 1x per week","2017","66 and older","Schleswig-Holstein","1","","",""
"Min 1x per week","2017","66 and older","Hamburg","","","",""
"Min 1x per week","2017","66 and older","Lower Saxony","10","","",""
"Min 1x per week","2017","66 and older","Bremen","","","",""
"Min 1x per week","2017","66 and older","North Rhine-Westphalia","14","","",""
"Min 1x per week","2017","66 and older","Hesse","6","","",""
"Min 1x per week","2017","66 and older","Rhineland-Palatinate,Saarland","6","","",""
"Min 1x per week","2017","66 and older","Baden-Württemberg","10","","",""
"Min 1x per week","2017","66 and older","Bavaria","9","","",""
"Min 1x per week","2017","66 and older","Berlin","1","","",""
"Min 1x per week","2017","66 and older","Brandenburg","2","","",""
"Min 1x per week","2017","66 and older","Mecklenburg-Western Pomerania","4","","",""
"Min 1x per week","2017","66 and older","Saxony","5","","",""
"Min 1x per week","2017","66 and older","Saxony-Anhalt","1","","",""
"Min 1x per week","2017","66 and older","Thuringia","1","","",""
"Min 1x per month","2017","16-34 y.","Schleswig-Holstein","5","","",""
"Min 1x per month","2017","16-34 y.","Hamburg","1","","",""
"Min 1x per month","2017","16-34 y.","Lower Saxony","7","","",""
"Min 1x per month","2017","16-34 y.","Bremen","","","",""
"Min 1x per month","2017","16-34 y.","North Rhine-Westphalia","10","","",""
"Min 1x per month","2017","16-34 y.","Hesse","2","","",""
"Min 1x per month","2017","16-34 y.","Rhineland-Palatinate,Saarland","5","","",""
"Min 1x per month","2017","16-34 y.","Baden-Württemberg","4","","",""
"Min 1x per month","2017","16-34 y.","Bavaria","18","","",""
"Min 1x per month","2017","16-34 y.","Berlin","2","","",""
"Min 1x per month","2017","16-34 y.","Brandenburg","3","","",""
"Min 1x per month","2017","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","2017","16-34 y.","Saxony","3","","",""
"Min 1x per month","2017","16-34 y.","Saxony-Anhalt","1","","",""
"Min 1x per month","2017","16-34 y.","Thuringia","3","","",""
"Min 1x per month","2017","35-65 y.","Schleswig-Holstein","7","","",""
"Min 1x per month","2017","35-65 y.","Hamburg","3","","",""
"Min 1x per month","2017","35-65 y.","Lower Saxony","31","0.0207598808022635","0.0135154602789612","0.0280043013255657"
"Min 1x per month","2017","35-65 y.","Bremen","1","","",""
"Min 1x per month","2017","35-65 y.","North Rhine-Westphalia","30","0.01406444866656","0.010003453716474","0.0181254436166461"
"Min 1x per month","2017","35-65 y.","Hesse","16","","",""
"Min 1x per month","2017","35-65 y.","Rhineland-Palatinate,Saarland","19","","",""
"Min 1x per month","2017","35-65 y.","Baden-Württemberg","31","0.019081624605334","0.0126844777714727","0.0254787714391953"
"Min 1x per month","2017","35-65 y.","Bavaria","56","0.0154537847353565","0.0105932536376366","0.0203143158330764"
"Min 1x per month","2017","35-65 y.","Berlin","7","","",""
"Min 1x per month","2017","35-65 y.","Brandenburg","14","","",""
"Min 1x per month","2017","35-65 y.","Mecklenburg-Western Pomerania","8","","",""
"Min 1x per month","2017","35-65 y.","Saxony","14","","",""
"Min 1x per month","2017","35-65 y.","Saxony-Anhalt","9","","",""
"Min 1x per month","2017","35-65 y.","Thuringia","9","","",""
"Min 1x per month","2017","66 and older","Schleswig-Holstein","1","","",""
"Min 1x per month","2017","66 and older","Hamburg","1","","",""
"Min 1x per month","2017","66 and older","Lower Saxony","13","","",""
"Min 1x per month","2017","66 and older","Bremen","","","",""
"Min 1x per month","2017","66 and older","North Rhine-Westphalia","15","","",""
"Min 1x per month","2017","66 and older","Hesse","6","","",""
"Min 1x per month","2017","66 and older","Rhineland-Palatinate,Saarland","10","","",""
"Min 1x per month","2017","66 and older","Baden-Württemberg","15","","",""
"Min 1x per month","2017","66 and older","Bavaria","17","","",""
"Min 1x per month","2017","66 and older","Berlin","6","","",""
"Min 1x per month","2017","66 and older","Brandenburg","6","","",""
"Min 1x per month","2017","66 and older","Mecklenburg-Western Pomerania","2","","",""
"Min 1x per month","2017","66 and older","Saxony","7","","",""
"Min 1x per month","2017","66 and older","Saxony-Anhalt","2","","",""
"Min 1x per month","2017","66 and older","Thuringia","9","","",""
"Rarely","2017","16-34 y.","Schleswig-Holstein","8","","",""
"Rarely","2017","16-34 y.","Hamburg","5","","",""
"Rarely","2017","16-34 y.","Lower Saxony","37","0.0518104058071894","0.0354841141123613","0.0681366975020175"
"Rarely","2017","16-34 y.","Bremen","2","","",""
"Rarely","2017","16-34 y.","North Rhine-Westphalia","56","0.0329187870125437","0.0235050527821095","0.0423325212429779"
"Rarely","2017","16-34 y.","Hesse","20","","",""
"Rarely","2017","16-34 y.","Rhineland-Palatinate,Saarland","18","","",""
"Rarely","2017","16-34 y.","Baden-Württemberg","29","","",""
"Rarely","2017","16-34 y.","Bavaria","44","0.0568737663494909","0.0422536616957324","0.0714938710032494"
"Rarely","2017","16-34 y.","Berlin","6","","",""
"Rarely","2017","16-34 y.","Brandenburg","7","","",""
"Rarely","2017","16-34 y.","Mecklenburg-Western Pomerania","5","","",""
"Rarely","2017","16-34 y.","Saxony","14","","",""
"Rarely","2017","16-34 y.","Saxony-Anhalt","4","","",""
"Rarely","2017","16-34 y.","Thuringia","6","","",""
"Rarely","2017","35-65 y.","Schleswig-Holstein","34","0.0782032522582093","0.05551573638544","0.100890768130979"
"Rarely","2017","35-65 y.","Hamburg","14","","",""
"Rarely","2017","35-65 y.","Lower Saxony","98","0.0655034376071857","0.0529325042045693","0.0780743710098021"
"Rarely","2017","35-65 y.","Bremen","4","","",""
"Rarely","2017","35-65 y.","North Rhine-Westphalia","166","0.059389828445269","0.05123888836305","0.0675407685274879"
"Rarely","2017","35-65 y.","Hesse","63","0.0498297829378535","0.0368345088511526","0.0628250570245543"
"Rarely","2017","35-65 y.","Rhineland-Palatinate,Saarland","52","0.0692105462726915","0.0523932594977873","0.0860278330475958"
"Rarely","2017","35-65 y.","Baden-Württemberg","121","0.0705451760474369","0.0585719821965794","0.0825183698982943"
"Rarely","2017","35-65 y.","Bavaria","176","0.0720406994093538","0.0618524007331651","0.0822289980855425"
"Rarely","2017","35-65 y.","Berlin","30","0.0629718533931499","0.042445750137396","0.0834979566489038"
"Rarely","2017","35-65 y.","Brandenburg","26","","",""
"Rarely","2017","35-65 y.","Mecklenburg-Western Pomerania","23","","",""
"Rarely","2017","35-65 y.","Saxony","48","0.0332224457009656","0.0216668806969249","0.0447780107050064"
"Rarely","2017","35-65 y.","Saxony-Anhalt","34","0.0663605786881807","0.0454630700921009","0.0872580872842606"
"Rarely","2017","35-65 y.","Thuringia","37","0.048744942332131","0.0313103196484639","0.0661795650157981"
"Rarely","2017","66 and older","Schleswig-Holstein","12","","",""
"Rarely","2017","66 and older","Hamburg","8","","",""
"Rarely","2017","66 and older","Lower Saxony","45","0.0969648917939329","0.0708442281061063","0.123085555481759"
"Rarely","2017","66 and older","Bremen","3","","",""
"Rarely","2017","66 and older","North Rhine-Westphalia","58","0.0661513760586641","0.0501168944654317","0.0821858576518964"
"Rarely","2017","66 and older","Hesse","23","","",""
"Rarely","2017","66 and older","Rhineland-Palatinate,Saarland","24","","",""
"Rarely","2017","66 and older","Baden-Württemberg","44","0.0620236698032024","0.0418107479536779","0.0822365916527269"
"Rarely","2017","66 and older","Bavaria","49","0.0456392152803148","0.0310767478686259","0.0602016826920037"
"Rarely","2017","66 and older","Berlin","17","","",""
"Rarely","2017","66 and older","Brandenburg","23","","",""
"Rarely","2017","66 and older","Mecklenburg-Western Pomerania","7","","",""
"Rarely","2017","66 and older","Saxony","17","","",""
"Rarely","2017","66 and older","Saxony-Anhalt","18","","",""
"Rarely","2017","66 and older","Thuringia","19","","",""
"Never","2017","16-34 y.","Schleswig-Holstein","219","0.95747297335177","0.931563063488498","0.983382883215041"
"Never","2017","16-34 y.","Hamburg","95","0.905901871370404","0.848961738559908","0.9628420041809"
"Never","2017","16-34 y.","Lower Saxony","659","0.922430961186685","0.902727496361248","0.942134426012121"
"Never","2017","16-34 y.","Bremen","59","0.982778579814074","0.950131413155143","1.01542574647301"
"Never","2017","16-34 y.","North Rhine-Westphalia","1307","0.942795725968241","0.930543031911206","0.955048420025275"
"Never","2017","16-34 y.","Hesse","406","0.93803623534827","0.915275401874955","0.960797068821586"
"Never","2017","16-34 y.","Rhineland-Palatinate,Saarland","325","0.926393690899532","0.89903663336847","0.953750748430594"
"Never","2017","16-34 y.","Baden-Württemberg","687","0.938521062042213","0.921011949576556","0.956030174507869"
"Never","2017","16-34 y.","Bavaria","894","0.911623600707369","0.893705766835595","0.929541434579144"
"Never","2017","16-34 y.","Berlin","232","0.964384659939827","0.941082904024545","0.98768641585511"
"Never","2017","16-34 y.","Brandenburg","155","0.950969339818992","0.918021780625399","0.983916899012584"
"Never","2017","16-34 y.","Mecklenburg-Western Pomerania","111","0.943880249512125","0.901997478105383","0.985763020918866"
"Never","2017","16-34 y.","Saxony","347","0.937123587541101","0.912356369948108","0.961890805134095"
"Never","2017","16-34 y.","Saxony-Anhalt","180","0.978484852036082","0.957576902232733","0.999392801839431"
"Never","2017","16-34 y.","Thuringia","183","0.953811993112667","0.924200150194521","0.983423836030812"
"Never","2017","35-65 y.","Schleswig-Holstein","495","0.913780250868677","0.89006207885429","0.937498422883065"
"Never","2017","35-65 y.","Hamburg","252","0.941649757195276","0.91374170807246","0.969557806318092"
"Never","2017","35-65 y.","Lower Saxony","1335","0.900882110150193","0.88569914376196","0.916065076538427"
"Never","2017","35-65 y.","Bremen","116","0.949962367174967","0.911432535316357","0.988492199033576"
"Never","2017","35-65 y.","North Rhine-Westphalia","2997","0.908486800521081","0.898543100584798","0.918430500457365"
"Never","2017","35-65 y.","Hesse","983","0.92389087999573","0.908054025386772","0.939727734604688"
"Never","2017","35-65 y.","Rhineland-Palatinate,Saarland","778","0.865711806230892","0.843120067812102","0.888303544649682"
"Never","2017","35-65 y.","Baden-Württemberg","1589","0.900531444741753","0.886537035938058","0.914525853545449"
"Never","2017","35-65 y.","Bavaria","2212","0.904806006385188","0.893241402699263","0.916370610071114"
"Never","2017","35-65 y.","Berlin","496","0.901600663307663","0.876432000066577","0.926769326548748"
"Never","2017","35-65 y.","Brandenburg","581","0.921118771266438","0.900003066835055","0.942234475697822"
"Never","2017","35-65 y.","Mecklenburg-Western Pomerania","300","0.854632065079555","0.816887920288442","0.892376209870668"
