"pli0097_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1987","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Employed","Single parent ","","","","","3"
"Min 1x per month","1987","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1987","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1987","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1987","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1987","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1987","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1987","Employed","Single parent ","","","","","2"
"Min 1x per week","1987","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1987","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1987","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","1987","Not Employed","1-pers.-HH","","","","","5"
"Never","1987","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1987","Not Employed","Single parent ","","","","","5"
"Never","1987","Employed","(Married) couple without C. ","","","","","5"
"Never","1987","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1987","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1987","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1987","Employed","1-pers.-HH","","","","","5"
"Never","1987","Employed","Single parent ","","","","","5"
"Never","1987","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1987","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1987","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1987","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1987","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1987","Not Employed","Single parent ","","","","","4"
"Rarely","1987","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1987","Employed","1-pers.-HH","","","","","4"
"Rarely","1987","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1987","Employed","Single parent ","","","","","4"
"Rarely","1987","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1987","Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1987","Employed","Couple + C. LE and GT 16","","","","","4"
"Daily","1988","Not Employed","1-pers.-HH","","","","","1"
"Daily","1988","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1988","Not Employed","Single parent ","","","","","1"
"Daily","1988","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1988","Employed","1-pers.-HH","","","","","1"
"Daily","1988","Employed","(Married) couple without C. ","","","","","1"
"Daily","1988","Employed","Single parent ","","","","","1"
"Daily","1988","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1988","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1988","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1988","Not Employed","1-pers.-HH","4","","","","3"
"Min 1x per month","1988","Not Employed","(Married) couple without C. ","11","","","","3"
"Min 1x per month","1988","Not Employed","Single parent ","3","","","","3"
"Min 1x per month","1988","Not Employed","Couple + C. LE 16 ","5","","","","3"
"Min 1x per month","1988","Not Employed","Couple + C. GT 16 ","8","","","","3"
"Min 1x per month","1988","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1988","Employed","1-pers.-HH","12","","","","3"
"Min 1x per month","1988","Employed","(Married) couple without C. ","13","","","","3"
"Min 1x per month","1988","Employed","Single parent ","5","","","","3"
"Min 1x per month","1988","Employed","Couple + C. LE 16 ","27","","","","3"
"Min 1x per month","1988","Employed","Couple + C. GT 16 ","19","","","","3"
"Min 1x per month","1988","Employed","Couple + C. LE and GT 16","12","","","","3"
"Min 1x per week","1988","Not Employed","1-pers.-HH","2","","","","2"
"Min 1x per week","1988","Not Employed","Couple + C. LE 16 ","3","","","","2"
"Min 1x per week","1988","Not Employed","(Married) couple without C. ","6","","","","2"
"Min 1x per week","1988","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1988","Not Employed","Couple + C. LE and GT 16","1","","","","2"
"Min 1x per week","1988","Not Employed","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","1988","Employed","1-pers.-HH","8","","","","2"
"Min 1x per week","1988","Employed","(Married) couple without C. ","7","","","","2"
"Min 1x per week","1988","Employed","Single parent ","2","","","","2"
"Min 1x per week","1988","Employed","Couple + C. LE 16 ","17","","","","2"
"Min 1x per week","1988","Employed","Couple + C. GT 16 ","8","","","","2"
"Min 1x per week","1988","Employed","Couple + C. LE and GT 16","7","","","","2"
"Never","1988","Not Employed","1-pers.-HH","500","0.972775246351829","0.958720186115803","0.986830306587855","5"
"Never","1988","Not Employed","(Married) couple without C. ","881","0.946032739870316","0.931541921229002","0.960523558511629","5"
"Never","1988","Not Employed","Single parent ","160","0.937368528208029","0.901157958279962","0.973579098136095","5"
"Never","1988","Employed","(Married) couple without C. ","1240","0.925441055072581","0.911307972787431","0.93957413735773","5"
"Never","1988","Not Employed","Couple + C. LE 16 ","540","0.923542642701022","0.901747076538058","0.945338208863987","5"
"Never","1988","Not Employed","Couple + C. GT 16 ","663","0.921430593632623","0.901653096034428","0.941208091230819","5"
"Never","1988","Not Employed","Couple + C. LE and GT 16","354","0.955058908620683","0.93383406809841","0.976283749142957","5"
"Never","1988","Employed","1-pers.-HH","483","0.880083850674765","0.852683755322083","0.907483946027446","5"
"Never","1988","Employed","Single parent ","313","0.917764557501437","0.888433461025172","0.947095653977703","5"
"Never","1988","Employed","Couple + C. LE 16 ","1494","0.89459642947739","0.879739295418113","0.909453563536667","5"
"Never","1988","Employed","Couple + C. GT 16 ","1347","0.898479119958185","0.883050543133854","0.913907696782516","5"
"Never","1988","Employed","Couple + C. LE and GT 16","656","0.873830990604715","0.849509978270417","0.898152002939012","5"
"Rarely","1988","Not Employed","1-pers.-HH","9","","","","4"
"Rarely","1988","Not Employed","Single parent ","9","","","","4"
"Rarely","1988","Not Employed","Couple + C. LE 16 ","23","","","","4"
"Rarely","1988","Not Employed","(Married) couple without C. ","36","0.0351108699669402","0.023306735311655","0.0469150046222254","4"
"Rarely","1988","Not Employed","Couple + C. GT 16 ","37","0.0610525824608018","0.0434536653424789","0.0786514995791247","4"
"Rarely","1988","Employed","1-pers.-HH","37","0.0750248629598989","0.0528061526745413","0.0972435732452565","4"
"Rarely","1988","Not Employed","Couple + C. LE and GT 16","11","","","","4"
"Rarely","1988","Employed","(Married) couple without C. ","67","0.0556210377118813","0.0432898381819689","0.0679522372417937","4"
"Rarely","1988","Employed","Single parent ","17","","","","4"
"Rarely","1988","Employed","Couple + C. GT 16 ","98","0.0796335320507186","0.0658035196620951","0.0934635444393421","4"
"Rarely","1988","Employed","Couple + C. LE 16 ","103","0.0776069030976371","0.0646619047549843","0.0905519014402899","4"
"Rarely","1988","Employed","Couple + C. LE and GT 16","41","0.0952730160130763","0.0737682209329256","0.116777811093227","4"
"Daily","1989","Not Employed","1-pers.-HH","","","","","1"
"Daily","1989","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1989","Not Employed","Single parent ","","","","","1"
"Daily","1989","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1989","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1989","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1989","Employed","1-pers.-HH","","","","","1"
"Daily","1989","Employed","(Married) couple without C. ","","","","","1"
"Daily","1989","Employed","Single parent ","","","","","1"
"Daily","1989","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1989","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1989","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1989","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1989","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1989","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1989","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1989","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1989","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1989","Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1989","Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1989","Employed","Single parent ","","","","","3"
"Min 1x per month","1989","Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1989","Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1989","Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per week","1989","Not Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1989","Not Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1989","Not Employed","Single parent ","","","","","2"
"Min 1x per week","1989","Not Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1989","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1989","Not Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1989","Employed","1-pers.-HH","","","","","2"
"Min 1x per week","1989","Employed","(Married) couple without C. ","","","","","2"
"Min 1x per week","1989","Employed","Single parent ","","","","","2"
"Min 1x per week","1989","Employed","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","1989","Employed","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","1989","Employed","Couple + C. LE and GT 16","","","","","2"
"Never","1989","Not Employed","1-pers.-HH","","","","","5"
"Never","1989","Not Employed","Single parent ","","","","","5"
"Never","1989","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","1989","Not Employed","(Married) couple without C. ","","","","","5"
"Never","1989","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","1989","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","1989","Employed","1-pers.-HH","","","","","5"
"Never","1989","Employed","(Married) couple without C. ","","","","","5"
"Never","1989","Employed","Single parent ","","","","","5"
"Never","1989","Employed","Couple + C. LE 16 ","","","","","5"
"Never","1989","Employed","Couple + C. GT 16 ","","","","","5"
"Never","1989","Employed","Couple + C. LE and GT 16","","","","","5"
"Rarely","1989","Not Employed","Single parent ","","","","","4"
"Rarely","1989","Not Employed","1-pers.-HH","","","","","4"
"Rarely","1989","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","1989","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","1989","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1989","Employed","1-pers.-HH","","","","","4"
"Rarely","1989","Employed","(Married) couple without C. ","","","","","4"
"Rarely","1989","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1989","Employed","Single parent ","","","","","4"
"Rarely","1989","Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","1989","Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","1989","Employed","Couple + C. LE 16 ","","","","","4"
"Daily","1990","Not Employed","1-pers.-HH","1","","","","1"
"Daily","1990","Not Employed","(Married) couple without C. ","4","","","","1"
"Daily","1990","Not Employed","Single parent ","1","","","","1"
"Daily","1990","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1990","Not Employed","Couple + C. GT 16 ","4","","","","1"
"Daily","1990","Not Employed","Couple + C. LE and GT 16","1","","","","1"
"Daily","1990","Employed","1-pers.-HH","2","","","","1"
"Daily","1990","Employed","(Married) couple without C. ","3","","","","1"
"Daily","1990","Employed","Single parent ","","","","","1"
"Daily","1990","Employed","Couple + C. LE 16 ","3","","","","1"
"Daily","1990","Employed","Couple + C. GT 16 ","3","","","","1"
"Daily","1990","Employed","Couple + C. LE and GT 16","1","","","","1"
"Min 1x per month","1990","Not Employed","(Married) couple without C. ","13","","","","3"
"Min 1x per month","1990","Not Employed","Single parent ","3","","","","3"
"Min 1x per month","1990","Not Employed","1-pers.-HH","8","","","","3"
"Min 1x per month","1990","Not Employed","Couple + C. LE 16 ","11","","","","3"
"Min 1x per month","1990","Not Employed","Couple + C. GT 16 ","12","","","","3"
"Min 1x per month","1990","Not Employed","Couple + C. LE and GT 16","3","","","","3"
"Min 1x per month","1990","Employed","1-pers.-HH","21","","","","3"
"Min 1x per month","1990","Employed","(Married) couple without C. ","25","","","","3"
"Min 1x per month","1990","Employed","Single parent ","9","","","","3"
"Min 1x per month","1990","Employed","Couple + C. GT 16 ","35","0.0323558113802414","0.0230771808475023","0.0416344419129805","3"
"Min 1x per month","1990","Employed","Couple + C. LE 16 ","46","0.0298533360836115","0.0214271950253826","0.0382794771418405","3"
"Min 1x per month","1990","Employed","Couple + C. LE and GT 16","14","","","","3"
"Min 1x per week","1990","Not Employed","1-pers.-HH","6","","","","2"
"Min 1x per week","1990","Not Employed","Single parent ","1","","","","2"
"Min 1x per week","1990","Not Employed","(Married) couple without C. ","2","","","","2"
"Min 1x per week","1990","Not Employed","Couple + C. LE 16 ","3","","","","2"
"Min 1x per week","1990","Not Employed","Couple + C. GT 16 ","5","","","","2"
"Min 1x per week","1990","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","1990","Employed","1-pers.-HH","7","","","","2"
"Min 1x per week","1990","Employed","(Married) couple without C. ","5","","","","2"
"Min 1x per week","1990","Employed","Single parent ","3","","","","2"
"Min 1x per week","1990","Employed","Couple + C. LE 16 ","20","","","","2"
"Min 1x per week","1990","Employed","Couple + C. GT 16 ","16","","","","2"
"Min 1x per week","1990","Employed","Couple + C. LE and GT 16","6","","","","2"
"Never","1990","Not Employed","1-pers.-HH","459","0.916782662960837","0.892572194556375","0.940993131365298","5"
"Never","1990","Not Employed","Single parent ","134","0.875388773420509","0.823225263940054","0.927552282900964","5"
"Never","1990","Not Employed","(Married) couple without C. ","834","0.879519610458724","0.858765069516111","0.900274151401337","5"
"Never","1990","Not Employed","Couple + C. LE 16 ","456","0.857271837802068","0.827148899899933","0.887394775704203","5"
"Never","1990","Not Employed","Couple + C. GT 16 ","572","0.848532832886493","0.821161310019115","0.875904355753872","5"
"Never","1990","Not Employed","Couple + C. LE and GT 16","261","0.877716092779639","0.840074908357301","0.915357277201977","5"
"Never","1990","Employed","1-pers.-HH","434","0.788155004323853","0.75353029602","0.822779712627705","5"
"Never","1990","Employed","(Married) couple without C. ","1144","0.825578089073697","0.805380578439299","0.845775599708094","5"
"Never","1990","Employed","Single parent ","246","0.776774126252335","0.730194227026242","0.823354025478428","5"
"Never","1990","Employed","Couple + C. LE 16 ","1281","0.779622481212206","0.759099548828129","0.800145413596283","5"
"Never","1990","Employed","Couple + C. GT 16 ","1155","0.795763432829813","0.774623255387928","0.816903610271698","5"
"Never","1990","Employed","Couple + C. LE and GT 16","497","0.777421032517767","0.743996925524386","0.810845139511147","5"
"Rarely","1990","Not Employed","Single parent ","15","","","","4"
"Rarely","1990","Not Employed","1-pers.-HH","26","","","","4"
"Rarely","1990","Not Employed","(Married) couple without C. ","92","0.0998577576704604","0.0807425657372659","0.118972949603655","4"
"Rarely","1990","Not Employed","Couple + C. LE 16 ","48","0.109413842398102","0.0825321061060016","0.136295578690202","4"
"Rarely","1990","Not Employed","Couple + C. GT 16 ","66","0.11632904295289","0.0918499820918173","0.140808103813963","4"
"Rarely","1990","Not Employed","Couple + C. LE and GT 16","26","","","","4"
"Rarely","1990","Employed","1-pers.-HH","71","0.142895131703321","0.113240202096027","0.172550061310616","4"
"Rarely","1990","Employed","(Married) couple without C. ","179","0.146141178986763","0.127339458834955","0.16494289913857","4"
"Rarely","1990","Employed","Single parent ","49","0.182685357208405","0.139461311629688","0.225909402787122","4"
"Rarely","1990","Employed","Couple + C. LE and GT 16","77","0.174529761628128","0.144031501395986","0.20502802186027","4"
"Rarely","1990","Employed","Couple + C. LE 16 ","217","0.172995972314429","0.154268231030596","0.191723713598262","4"
"Rarely","1990","Employed","Couple + C. GT 16 ","188","0.156331263739718","0.137287236886934","0.175375290592502","4"
"Daily","1991","Not Employed","1-pers.-HH","","","","","1"
"Daily","1991","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1991","Not Employed","Single parent ","","","","","1"
"Daily","1991","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1991","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1991","Not Employed","Couple + C. LE and GT 16","","","","","1"
