"pli0097_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","Not Employed","1-pers.-HH","","","","","1"
"Daily","1985","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1985","Not Employed","Single parent ","","","","","1"
"Daily","1985","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1985","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1985","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1985","Employed","1-pers.-HH","","","","","1"
"Daily","1985","Employed","(Married) couple without C. ","","","","","1"
"Daily","1985","Employed","Single parent ","","","","","1"
"Daily","1985","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1985","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1985","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1985","Not Employed","1-pers.-HH","6","","","","3"
"Min 1x per month","1985","Not Employed","Single parent ","4","","","","3"
"Min 1x per month","1985","Not Employed","Couple + C. LE 16 ","10","","","","3"
"Min 1x per month","1985","Not Employed","(Married) couple without C. ","14","","","","3"
"Min 1x per month","1985","Not Employed","Couple + C. GT 16 ","13","","","","3"
"Min 1x per month","1985","Employed","1-pers.-HH","19","","","","3"
"Min 1x per month","1985","Not Employed","Couple + C. LE and GT 16","4","","","","3"
"Min 1x per month","1985","Employed","(Married) couple without C. ","18","","","","3"
"Min 1x per month","1985","Employed","Single parent ","8","","","","3"
"Min 1x per month","1985","Employed","Couple + C. LE 16 ","40","0.0257947748943632","0.0186442455304353","0.0329453042582911","3"
"Min 1x per month","1985","Employed","Couple + C. GT 16 ","37","0.0330499036469662","0.0234061023217544","0.0426937049721779","3"
"Min 1x per month","1985","Employed","Couple + C. LE and GT 16","13","","","","3"
"Min 1x per week","1985","Not Employed","Single parent ","3","","","","2"
"Min 1x per week","1985","Not Employed","Couple + C. LE 16 ","1","","","","2"
"Min 1x per week","1985","Not Employed","(Married) couple without C. ","9","","","","2"
"Min 1x per week","1985","Not Employed","1-pers.-HH","6","","","","2"
"Min 1x per week","1985","Not Employed","Couple + C. GT 16 ","10","","","","2"
"Min 1x per week","1985","Not Employed","Couple + C. LE and GT 16","2","","","","2"
"Min 1x per week","1985","Employed","1-pers.-HH","7","","","","2"
"Min 1x per week","1985","Employed","(Married) couple without C. ","8","","","","2"
"Min 1x per week","1985","Employed","Single parent ","2","","","","2"
"Min 1x per week","1985","Employed","Couple + C. GT 16 ","12","","","","2"
"Min 1x per week","1985","Employed","Couple + C. LE 16 ","23","","","","2"
"Min 1x per week","1985","Employed","Couple + C. LE and GT 16","13","","","","2"
"Never","1985","Employed","1-pers.-HH","544","0.88937499336908","0.864318576992413","0.914431409745747","5"
"Never","1985","Employed","(Married) couple without C. ","1225","0.917568502214504","0.90275458400602","0.932382420422989","5"
"Never","1985","Not Employed","Couple + C. GT 16 ","625","0.908775314454187","0.8871501716855","0.930400457222874","5"
"Never","1985","Not Employed","Couple + C. LE and GT 16","505","0.953816957235744","0.935880816208265","0.971753098263223","5"
"Never","1985","Not Employed","Couple + C. LE 16 ","721","0.9339076247785","0.916244443125843","0.951570806431156","5"
"Never","1985","Not Employed","1-pers.-HH","537","0.964325838303265","0.949004994548661","0.979646682057869","5"
"Never","1985","Not Employed","(Married) couple without C. ","1024","0.960023855376137","0.948274773483602","0.971772937268672","5"
"Never","1985","Not Employed","Single parent ","191","0.906414498086012","0.867022668511437","0.945806327660588","5"
"Never","1985","Employed","Single parent ","305","0.904057330548469","0.87237749386063","0.935737167236308","5"
"Never","1985","Employed","Couple + C. LE 16 ","1723","0.894955018340217","0.881124598794063","0.908785437886372","5"
"Never","1985","Employed","Couple + C. GT 16 ","1179","0.880161995470713","0.862641768989261","0.897682221952164","5"
"Never","1985","Employed","Couple + C. LE and GT 16","864","0.887667050191261","0.867523281527192","0.907810818855331","5"
"Rarely","1985","Not Employed","Couple + C. LE 16 ","28","","","","4"
"Rarely","1985","Not Employed","(Married) couple without C. ","21","","","","4"
"Rarely","1985","Not Employed","Single parent ","12","","","","4"
"Rarely","1985","Not Employed","1-pers.-HH","14","","","","4"
"Rarely","1985","Not Employed","Couple + C. GT 16 ","33","0.054688441719118","0.0376115119041248","0.0717653715341113","4"
"Rarely","1985","Employed","1-pers.-HH","32","0.0614166379378957","0.0422374908251486","0.0805957850506428","4"
"Rarely","1985","Not Employed","Couple + C. LE and GT 16","15","","","","4"
"Rarely","1985","Employed","(Married) couple without C. ","73","0.0602799419411402","0.0474598907435043","0.0730999931387761","4"
"Rarely","1985","Employed","Couple + C. GT 16 ","92","0.076703195477959","0.0623470278641725","0.0910593630917455","4"
"Rarely","1985","Employed","Single parent ","17","","","","4"
"Rarely","1985","Employed","Couple + C. LE 16 ","102","0.0642270051148085","0.0531686333604879","0.075285376869129","4"
"Rarely","1985","Employed","Couple + C. LE and GT 16","54","0.0743141845486288","0.0575828818409234","0.0910454872563343","4"
"Daily","1986","Not Employed","1-pers.-HH","","","","","1"
"Daily","1986","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1986","Not Employed","Single parent ","","","","","1"
"Daily","1986","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1986","Employed","1-pers.-HH","","","","","1"
"Daily","1986","Employed","(Married) couple without C. ","","","","","1"
"Daily","1986","Employed","Single parent ","","","","","1"
"Daily","1986","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1986","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1986","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1986","Not Employed","Single parent ","7","","","","3"
"Min 1x per month","1986","Not Employed","1-pers.-HH","8","","","","3"
"Min 1x per month","1986","Not Employed","Couple + C. LE 16 ","5","","","","3"
"Min 1x per month","1986","Not Employed","(Married) couple without C. ","7","","","","3"
"Min 1x per month","1986","Not Employed","Couple + C. GT 16 ","12","","","","3"
"Min 1x per month","1986","Not Employed","Couple + C. LE and GT 16","5","","","","3"
"Min 1x per month","1986","Employed","1-pers.-HH","15","","","","3"
"Min 1x per month","1986","Employed","(Married) couple without C. ","17","","","","3"
"Min 1x per month","1986","Employed","Single parent ","7","","","","3"
"Min 1x per month","1986","Employed","Couple + C. LE 16 ","31","0.0240240292330652","0.0167833551799872","0.0312647032861432","3"
"Min 1x per month","1986","Employed","Couple + C. GT 16 ","25","","","","3"
"Min 1x per month","1986","Employed","Couple + C. LE and GT 16","18","","","","3"
"Min 1x per week","1986","Not Employed","(Married) couple without C. ","9","","","","2"
"Min 1x per week","1986","Not Employed","1-pers.-HH","4","","","","2"
"Min 1x per week","1986","Not Employed","Single parent ","2","","","","2"
"Min 1x per week","1986","Not Employed","Couple + C. LE 16 ","4","","","","2"
"Min 1x per week","1986","Employed","1-pers.-HH","6","","","","2"
"Min 1x per week","1986","Not Employed","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","1986","Not Employed","Couple + C. LE and GT 16","1","","","","2"
"Min 1x per week","1986","Employed","(Married) couple without C. ","14","","","","2"
"Min 1x per week","1986","Employed","Single parent ","3","","","","2"
"Min 1x per week","1986","Employed","Couple + C. GT 16 ","14","","","","2"
"Min 1x per week","1986","Employed","Couple + C. LE 16 ","20","","","","2"
"Min 1x per week","1986","Employed","Couple + C. LE and GT 16","11","","","","2"
"Never","1986","Employed","1-pers.-HH","518","0.883271187414359","0.857071491530405","0.909470883298313","5"
"Never","1986","Not Employed","Couple + C. GT 16 ","646","0.936343665780774","0.918060926909828","0.95462640465172","5"
"Never","1986","Not Employed","Couple + C. LE and GT 16","469","0.948513366235341","0.928986411641911","0.968040320828772","5"
"Never","1986","Employed","(Married) couple without C. ","1249","0.905791634172575","0.890294883234241","0.921288385110909","5"
"Never","1986","Not Employed","1-pers.-HH","507","0.960960816449953","0.944502118397517","0.977419514502389","5"
"Never","1986","Not Employed","Single parent ","181","0.93561906546832","0.901082798261495","0.970155332675145","5"
"Never","1986","Not Employed","Couple + C. LE 16 ","635","0.944534429764059","0.927203122277517","0.961865737250601","5"
"Never","1986","Not Employed","(Married) couple without C. ","937","0.951816805528677","0.938463336673435","0.96517027438392","5"
"Never","1986","Employed","Single parent ","288","0.91354227205142","0.882307802863394","0.944776741239446","5"
"Never","1986","Employed","Couple + C. LE 16 ","1580","0.897963512416089","0.883650086105044","0.912276938727135","5"
"Never","1986","Employed","Couple + C. GT 16 ","1274","0.894045493871133","0.877923320085107","0.910167667657159","5"
"Never","1986","Employed","Couple + C. LE and GT 16","817","0.884523220616058","0.863596747638","0.905449693594117","5"
"Rarely","1986","Not Employed","Couple + C. LE 16 ","26","","","","4"
"Rarely","1986","Not Employed","1-pers.-HH","13","","","","4"
"Rarely","1986","Not Employed","(Married) couple without C. ","35","0.0318219822909087","0.0208771063686258","0.0427668582131915","4"
"Rarely","1986","Not Employed","Single parent ","4","","","","4"
"Rarely","1986","Employed","1-pers.-HH","38","0.0710001624271704","0.0500446794598386","0.0919556453945022","4"
"Rarely","1986","Not Employed","Couple + C. GT 16 ","24","","","","4"
"Rarely","1986","Not Employed","Couple + C. LE and GT 16","17","","","","4"
"Rarely","1986","Employed","(Married) couple without C. ","85","0.071706475375485","0.0580196220304908","0.0853933287204792","4"
"Rarely","1986","Employed","Couple + C. LE 16 ","87","0.0632223918681703","0.0517146470474119","0.0747301366889287","4"
"Rarely","1986","Employed","Couple + C. GT 16 ","87","0.0735279220123965","0.0598561002802078","0.0871997437445852","4"
"Rarely","1986","Employed","Single parent ","13","","","","4"
"Rarely","1986","Employed","Couple + C. LE and GT 16","50","0.0715530958737701","0.0546764228243044","0.0884297689232359","4"
"Daily","1987","Not Employed","1-pers.-HH","","","","","1"
"Daily","1987","Not Employed","(Married) couple without C. ","","","","","1"
"Daily","1987","Not Employed","Single parent ","","","","","1"
"Daily","1987","Not Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Not Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Not Employed","Couple + C. LE and GT 16","","","","","1"
"Daily","1987","Employed","1-pers.-HH","","","","","1"
"Daily","1987","Employed","(Married) couple without C. ","","","","","1"
"Daily","1987","Employed","Single parent ","","","","","1"
"Daily","1987","Employed","Couple + C. LE 16 ","","","","","1"
"Daily","1987","Employed","Couple + C. GT 16 ","","","","","1"
"Daily","1987","Employed","Couple + C. LE and GT 16","","","","","1"
"Min 1x per month","1987","Not Employed","Single parent ","","","","","3"
"Min 1x per month","1987","Not Employed","Couple + C. LE 16 ","","","","","3"
"Min 1x per month","1987","Not Employed","1-pers.-HH","","","","","3"
"Min 1x per month","1987","Not Employed","(Married) couple without C. ","","","","","3"
"Min 1x per month","1987","Not Employed","Couple + C. GT 16 ","","","","","3"
"Min 1x per month","1987","Not Employed","Couple + C. LE and GT 16","","","","","3"
"Min 1x per month","1987","Employed","1-pers.-HH","","","","","3"
