"pli0097_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","Not Employed","(1c) basic vocational qualification","23","","",""
"Rarely","1985","Not Employed","(2b) intermediate general qualification","16","","",""
"Rarely","1985","Not Employed","(2a) intermediate vocational","21","","",""
"Rarely","1985","Not Employed","(2c_gen) general maturity certificate","20","","",""
"Rarely","1985","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1985","Not Employed","(3a) lower tertiary education","2","","",""
"Rarely","1985","Not Employed","(3b) higher tertiary education","9","","",""
"Rarely","1985","Employed","(0) in school","","","",""
"Rarely","1985","Employed","(1a) inadequately completed","9","","",""
"Rarely","1985","Employed","(1b) general elementary school","28","","",""
"Rarely","1985","Employed","(1c) basic vocational qualification","131","0.0541350200443155","0.0454017649867444","0.0628682751018866"
"Rarely","1985","Employed","(2b) intermediate general qualification","17","","",""
"Rarely","1985","Employed","(2a) intermediate vocational","68","0.0719419744644512","0.0554762340398258","0.0884077148890766"
"Rarely","1985","Employed","(2c_gen) general maturity certificate","22","","",""
"Rarely","1985","Employed","(2c_voc) vocational maturity certificate","30","0.119345298152215","0.082032778429329","0.156657817875102"
"Rarely","1985","Employed","(3a) lower tertiary education","24","","",""
"Rarely","1985","Employed","(3b) higher tertiary education","55","0.142371790985441","0.108712154352964","0.176031427617917"
"Never","1985","Not Employed","(0) in school","167","0.919266232992331","0.879357325617007","0.959175140367656"
"Never","1985","Not Employed","(1a) inadequately completed","350","0.973474155510885","0.956781712021194","0.990166599000577"
"Never","1985","Not Employed","(1b) general elementary school","1261","0.978362839286587","0.970413904621787","0.986311773951386"
"Never","1985","Not Employed","(1c) basic vocational qualification","1158","0.966115902102216","0.955874696651766","0.976357107552666"
"Never","1985","Not Employed","(2b) intermediate general qualification","207","0.874396168886268","0.832114934711936","0.916677403060601"
"Never","1985","Not Employed","(2a) intermediate vocational","350","0.923252254475394","0.89652350717912","0.949981001771669"
"Never","1985","Not Employed","(2c_gen) general maturity certificate","169","0.836236007611115","0.784820373836155","0.887651641386074"
"Never","1985","Not Employed","(2c_voc) vocational maturity certificate","96","0.859744707037958","0.796000598691349","0.923488815384566"
"Never","1985","Not Employed","(3a) lower tertiary education","52","0.915525265449358","0.843329911822354","0.987720619076362"
"Never","1985","Not Employed","(3b) higher tertiary education","72","0.856276768723109","0.783394202682272","0.929159334763946"
"Never","1985","Employed","(0) in school","7","","",""
"Never","1985","Employed","(1a) inadequately completed","539","0.980096569361108","0.968434632226781","0.991758506495434"
"Never","1985","Employed","(1b) general elementary school","1258","0.96058707024708","0.950022213537809","0.971151926956351"
"Never","1985","Employed","(1c) basic vocational qualification","2363","0.911241385105644","0.900265377586787","0.922217392624502"
"Never","1985","Employed","(2b) intermediate general qualification","212","0.902728372362694","0.864760889991532","0.940695854733857"
"Never","1985","Employed","(2a) intermediate vocational","846","0.891652461227621","0.871845864723077","0.911459057732165"
"Never","1985","Employed","(2c_gen) general maturity certificate","150","0.799876190222635","0.740934549137572","0.858817831307699"
"Never","1985","Employed","(2c_voc) vocational maturity certificate","244","0.809882726866689","0.764720957498348","0.85504449623503"
"Never","1985","Employed","(3a) lower tertiary education","150","0.791429033361261","0.733506159018125","0.849351907704398"
"Never","1985","Employed","(3b) higher tertiary education","323","0.764751935871466","0.723894487357535","0.805609384385397"
"Daily","1986","Not Employed","(0) in school","","","",""
"Daily","1986","Not Employed","(1a) inadequately completed","","","",""
"Daily","1986","Not Employed","(1b) general elementary school","","","",""
"Daily","1986","Not Employed","(1c) basic vocational qualification","","","",""
"Daily","1986","Not Employed","(2b) intermediate general qualification","","","",""
"Daily","1986","Not Employed","(2a) intermediate vocational","","","",""
"Daily","1986","Not Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1986","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","Not Employed","(3a) lower tertiary education","","","",""
"Daily","1986","Not Employed","(3b) higher tertiary education","","","",""
"Daily","1986","Employed","(0) in school","","","",""
"Daily","1986","Employed","(1a) inadequately completed","","","",""
"Daily","1986","Employed","(1b) general elementary school","","","",""
"Daily","1986","Employed","(1c) basic vocational qualification","","","",""
"Daily","1986","Employed","(2b) intermediate general qualification","","","",""
"Daily","1986","Employed","(2a) intermediate vocational","","","",""
"Daily","1986","Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1986","Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","Employed","(3a) lower tertiary education","","","",""
"Daily","1986","Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","Not Employed","(0) in school","","","",""
"Min 1x per week","1986","Not Employed","(1a) inadequately completed","3","","",""
"Min 1x per week","1986","Not Employed","(1b) general elementary school","2","","",""
"Min 1x per week","1986","Not Employed","(1c) basic vocational qualification","11","","",""
"Min 1x per week","1986","Not Employed","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1986","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1986","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1986","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1986","Not Employed","(3a) lower tertiary education","1","","",""
"Min 1x per week","1986","Not Employed","(3b) higher tertiary education","2","","",""
"Min 1x per week","1986","Employed","(0) in school","","","",""
"Min 1x per week","1986","Employed","(1a) inadequately completed","1","","",""
"Min 1x per week","1986","Employed","(1b) general elementary school","4","","",""
"Min 1x per week","1986","Employed","(1c) basic vocational qualification","28","","",""
"Min 1x per week","1986","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1986","Employed","(2a) intermediate vocational","11","","",""
"Min 1x per week","1986","Employed","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1986","Employed","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per week","1986","Employed","(3a) lower tertiary education","4","","",""
"Min 1x per week","1986","Employed","(3b) higher tertiary education","14","","",""
"Min 1x per month","1986","Not Employed","(0) in school","3","","",""
"Min 1x per month","1986","Not Employed","(1a) inadequately completed","1","","",""
"Min 1x per month","1986","Not Employed","(1b) general elementary school","9","","",""
"Min 1x per month","1986","Not Employed","(1c) basic vocational qualification","14","","",""
"Min 1x per month","1986","Not Employed","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1986","Not Employed","(2a) intermediate vocational","2","","",""
"Min 1x per month","1986","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1986","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1986","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","Not Employed","(3b) higher tertiary education","3","","",""
"Min 1x per month","1986","Employed","(0) in school","","","",""
"Min 1x per month","1986","Employed","(1a) inadequately completed","1","","",""
"Min 1x per month","1986","Employed","(1b) general elementary school","13","","",""
"Min 1x per month","1986","Employed","(1c) basic vocational qualification","56","0.0240739038461044","0.0180143747090989","0.0301334329831098"
"Min 1x per month","1986","Employed","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1986","Employed","(2a) intermediate vocational","9","","",""
"Min 1x per month","1986","Employed","(2c_gen) general maturity certificate","8","","",""
"Min 1x per month","1986","Employed","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1986","Employed","(3a) lower tertiary education","7","","",""
"Min 1x per month","1986","Employed","(3b) higher tertiary education","14","","",""
"Rarely","1986","Not Employed","(0) in school","5","","",""
"Rarely","1986","Not Employed","(1a) inadequately completed","5","","",""
"Rarely","1986","Not Employed","(1b) general elementary school","21","","",""
"Rarely","1986","Not Employed","(1c) basic vocational qualification","21","","",""
"Rarely","1986","Not Employed","(2b) intermediate general qualification","12","","",""
"Rarely","1986","Not Employed","(2a) intermediate vocational","18","","",""
"Rarely","1986","Not Employed","(2c_gen) general maturity certificate","21","","",""
"Rarely","1986","Not Employed","(2c_voc) vocational maturity certificate","10","","",""
"Rarely","1986","Not Employed","(3a) lower tertiary education","3","","",""
"Rarely","1986","Not Employed","(3b) higher tertiary education","6","","",""
"Rarely","1986","Employed","(0) in school","","","",""
"Rarely","1986","Employed","(1a) inadequately completed","6","","",""
"Rarely","1986","Employed","(1b) general elementary school","34","0.0274155124206235","0.0185185284955724","0.0363124963456746"
"Rarely","1986","Employed","(1c) basic vocational qualification","123","0.056403051093267","0.0472829066956818","0.0655231954908521"
"Rarely","1986","Employed","(2b) intermediate general qualification","15","","",""
"Rarely","1986","Employed","(2a) intermediate vocational","69","0.0781117120807367","0.0608465233484798","0.0953769008129936"
"Rarely","1986","Employed","(2c_gen) general maturity certificate","22","","",""
"Rarely","1986","Employed","(2c_voc) vocational maturity certificate","21","","",""
"Rarely","1986","Employed","(3a) lower tertiary education","26","","",""
"Rarely","1986","Employed","(3b) higher tertiary education","59","0.159103515111355","0.123698293382469","0.194508736840241"
"Never","1986","Not Employed","(0) in school","172","0.949237111792126","0.917169076345609","0.981305147238642"
"Never","1986","Not Employed","(1a) inadequately completed","324","0.97550169905543","0.958897880759895","0.992105517350965"
"Never","1986","Not Employed","(1b) general elementary school","1127","0.971706475866399","0.962160563480487","0.981252388252311"
"Never","1986","Not Employed","(1c) basic vocational qualification","1072","0.959434134665205","0.947869946639144","0.970998322691266"
"Never","1986","Not Employed","(2b) intermediate general qualification","192","0.936247339113679","0.903125121655469","0.96936955657189"
"Never","1986","Not Employed","(2a) intermediate vocational","357","0.955520151653779","0.934709820548469","0.976330482759089"
"Never","1986","Not Employed","(2c_gen) general maturity certificate","176","0.852129655902622","0.803298899265197","0.900960412540046"
"Never","1986","Not Employed","(2c_voc) vocational maturity certificate","97","0.855984648178915","0.791533145384429","0.920436150973402"
"Never","1986","Not Employed","(3a) lower tertiary education","53","0.944339264854666","0.884821151522294","1.00385737818704"
"Never","1986","Not Employed","(3b) higher tertiary education","76","0.905334123153028","0.843817903276668","0.966850343029387"
"Never","1986","Employed","(0) in school","5","","",""
"Never","1986","Employed","(1a) inadequately completed","503","0.987465327092559","0.977819153542753","0.997111500642366"
"Never","1986","Employed","(1b) general elementary school","1243","0.953566635939605","0.94210170214933","0.96503156972988"
"Never","1986","Employed","(1c) basic vocational qualification","2251","0.908234998791551","0.8968221304897","0.919647867093401"
"Never","1986","Employed","(2b) intermediate general qualification","229","0.90358876057732","0.867001715976456","0.940175805178185"
"Never","1986","Employed","(2a) intermediate vocational","839","0.899470144834033","0.880123083530989","0.918817206137078"
"Never","1986","Employed","(2c_gen) general maturity certificate","168","0.800189832968861","0.744911445175733","0.85546822076199"
"Never","1986","Employed","(2c_voc) vocational maturity certificate","260","0.838138174389283","0.796249183869434","0.880027164909132"
"Never","1986","Employed","(3a) lower tertiary education","152","0.803344648987653","0.746678848838388","0.860010449136917"
"Never","1986","Employed","(3b) higher tertiary education","323","0.765767230900738","0.724772468096961","0.806761993704515"
"Daily","1987","Not Employed","(0) in school","","","",""
"Daily","1987","Not Employed","(1a) inadequately completed","","","",""
"Daily","1987","Not Employed","(1b) general elementary school","","","",""
"Daily","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Daily","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Daily","1987","Not Employed","(2a) intermediate vocational","","","",""
"Daily","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","Not Employed","(3a) lower tertiary education","","","",""
"Daily","1987","Not Employed","(3b) higher tertiary education","","","",""
"Daily","1987","Employed","(0) in school","","","",""
"Daily","1987","Employed","(1a) inadequately completed","","","",""
"Daily","1987","Employed","(1b) general elementary school","","","",""
"Daily","1987","Employed","(1c) basic vocational qualification","","","",""
"Daily","1987","Employed","(2b) intermediate general qualification","","","",""
"Daily","1987","Employed","(2a) intermediate vocational","","","",""
"Daily","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","Employed","(3a) lower tertiary education","","","",""
"Daily","1987","Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","Not Employed","(0) in school","","","",""
"Min 1x per week","1987","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1987","Not Employed","(1b) general elementary school","","","",""
"Min 1x per week","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","Employed","(0) in school","","","",""
"Min 1x per week","1987","Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1987","Employed","(1b) general elementary school","","","",""
"Min 1x per week","1987","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","Not Employed","(0) in school","","","",""
"Min 1x per month","1987","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1987","Not Employed","(1b) general elementary school","","","",""
"Min 1x per month","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1987","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1987","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","Employed","(0) in school","","","",""
"Min 1x per month","1987","Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1987","Employed","(1b) general elementary school","","","",""
"Min 1x per month","1987","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1987","Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1987","Employed","(3b) higher tertiary education","","","",""
"Rarely","1987","Not Employed","(0) in school","","","",""
"Rarely","1987","Not Employed","(1a) inadequately completed","","","",""
"Rarely","1987","Not Employed","(1b) general elementary school","","","",""
"Rarely","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","1987","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1987","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","1987","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","1987","Employed","(0) in school","","","",""
"Rarely","1987","Employed","(1a) inadequately completed","","","",""
"Rarely","1987","Employed","(1b) general elementary school","","","",""
"Rarely","1987","Employed","(1c) basic vocational qualification","","","",""
"Rarely","1987","Employed","(2b) intermediate general qualification","","","",""
"Rarely","1987","Employed","(2a) intermediate vocational","","","",""
"Rarely","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1987","Employed","(3a) lower tertiary education","","","",""
"Rarely","1987","Employed","(3b) higher tertiary education","","","",""
"Never","1987","Not Employed","(0) in school","","","",""
"Never","1987","Not Employed","(1a) inadequately completed","","","",""
"Never","1987","Not Employed","(1b) general elementary school","","","",""
"Never","1987","Not Employed","(1c) basic vocational qualification","","","",""
"Never","1987","Not Employed","(2b) intermediate general qualification","","","",""
"Never","1987","Not Employed","(2a) intermediate vocational","","","",""
"Never","1987","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","1987","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1987","Not Employed","(3a) lower tertiary education","","","",""
"Never","1987","Not Employed","(3b) higher tertiary education","","","",""
"Never","1987","Employed","(0) in school","","","",""
"Never","1987","Employed","(1a) inadequately completed","","","",""
"Never","1987","Employed","(1b) general elementary school","","","",""
"Never","1987","Employed","(1c) basic vocational qualification","","","",""
"Never","1987","Employed","(2b) intermediate general qualification","","","",""
"Never","1987","Employed","(2a) intermediate vocational","","","",""
"Never","1987","Employed","(2c_gen) general maturity certificate","","","",""
"Never","1987","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1987","Employed","(3a) lower tertiary education","","","",""
"Never","1987","Employed","(3b) higher tertiary education","","","",""
"Daily","1988","Not Employed","(0) in school","","","",""
"Daily","1988","Not Employed","(1a) inadequately completed","","","",""
"Daily","1988","Not Employed","(1b) general elementary school","","","",""
"Daily","1988","Not Employed","(1c) basic vocational qualification","","","",""
"Daily","1988","Not Employed","(2b) intermediate general qualification","","","",""
"Daily","1988","Not Employed","(2a) intermediate vocational","","","",""
"Daily","1988","Not Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1988","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1988","Not Employed","(3a) lower tertiary education","","","",""
"Daily","1988","Not Employed","(3b) higher tertiary education","","","",""
"Daily","1988","Employed","(0) in school","","","",""
"Daily","1988","Employed","(1a) inadequately completed","","","",""
"Daily","1988","Employed","(1b) general elementary school","","","",""
"Daily","1988","Employed","(1c) basic vocational qualification","","","",""
"Daily","1988","Employed","(2b) intermediate general qualification","","","",""
"Daily","1988","Employed","(2a) intermediate vocational","","","",""
"Daily","1988","Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1988","Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1988","Employed","(3a) lower tertiary education","","","",""
"Daily","1988","Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1988","Not Employed","(0) in school","","","",""
"Min 1x per week","1988","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1988","Not Employed","(1b) general elementary school","","","",""
"Min 1x per week","1988","Not Employed","(1c) basic vocational qualification","8","","",""
"Min 1x per week","1988","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1988","Not Employed","(2a) intermediate vocational","1","","",""
"Min 1x per week","1988","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1988","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1988","Not Employed","(3a) lower tertiary education","1","","",""
"Min 1x per week","1988","Not Employed","(3b) higher tertiary education","2","","",""
"Min 1x per week","1988","Employed","(0) in school","","","",""
"Min 1x per week","1988","Employed","(1a) inadequately completed","2","","",""
"Min 1x per week","1988","Employed","(1b) general elementary school","6","","",""
"Min 1x per week","1988","Employed","(1c) basic vocational qualification","18","","",""
"Min 1x per week","1988","Employed","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1988","Employed","(2a) intermediate vocational","10","","",""
"Min 1x per week","1988","Employed","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1988","Employed","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per week","1988","Employed","(3a) lower tertiary education","3","","",""
"Min 1x per week","1988","Employed","(3b) higher tertiary education","8","","",""
"Min 1x per month","1988","Not Employed","(0) in school","","","",""
"Min 1x per month","1988","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1988","Not Employed","(1b) general elementary school","5","","",""
"Min 1x per month","1988","Not Employed","(1c) basic vocational qualification","10","","",""
"Min 1x per month","1988","Not Employed","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1988","Not Employed","(2a) intermediate vocational","4","","",""
"Min 1x per month","1988","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1988","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per month","1988","Not Employed","(3a) lower tertiary education","1","","",""
"Min 1x per month","1988","Not Employed","(3b) higher tertiary education","2","","",""
"Min 1x per month","1988","Employed","(0) in school","","","",""
"Min 1x per month","1988","Employed","(1a) inadequately completed","1","","",""
"Min 1x per month","1988","Employed","(1b) general elementary school","9","","",""
"Min 1x per month","1988","Employed","(1c) basic vocational qualification","33","0.0162751390450991","0.0111374323436163","0.0214128457465819"
"Min 1x per month","1988","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1988","Employed","(2a) intermediate vocational","17","","",""
"Min 1x per month","1988","Employed","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1988","Employed","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1988","Employed","(3a) lower tertiary education","3","","",""
"Min 1x per month","1988","Employed","(3b) higher tertiary education","21","","",""
"Rarely","1988","Not Employed","(0) in school","8","","",""
"Rarely","1988","Not Employed","(1a) inadequately completed","2","","",""
"Rarely","1988","Not Employed","(1b) general elementary school","18","","",""
"Rarely","1988","Not Employed","(1c) basic vocational qualification","33","0.0305733786512636","0.0201701196835436","0.0409766376189836"
"Rarely","1988","Not Employed","(2b) intermediate general qualification","9","","",""
"Rarely","1988","Not Employed","(2a) intermediate vocational","22","","",""
"Rarely","1988","Not Employed","(2c_gen) general maturity certificate","20","","",""
"Rarely","1988","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"Rarely","1988","Not Employed","(3a) lower tertiary education","5","","",""
"Rarely","1988","Not Employed","(3b) higher tertiary education","5","","",""
"Rarely","1988","Employed","(0) in school","","","",""
"Rarely","1988","Employed","(1a) inadequately completed","8","","",""
"Rarely","1988","Employed","(1b) general elementary school","29","","",""
"Rarely","1988","Employed","(1c) basic vocational qualification","114","0.0548387874044657","0.0455946371165533","0.0640829376923781"
"Rarely","1988","Employed","(2b) intermediate general qualification","11","","",""
"Rarely","1988","Employed","(2a) intermediate vocational","65","0.078696744854767","0.061325660558467","0.0960678291510669"
"Rarely","1988","Employed","(2c_gen) general maturity certificate","24","","",""
"Rarely","1988","Employed","(2c_voc) vocational maturity certificate","22","","",""
"Rarely","1988","Employed","(3a) lower tertiary education","24","","",""
"Rarely","1988","Employed","(3b) higher tertiary education","78","0.200490988267279","0.160907785980783","0.240074190553775"
"Never","1988","Not Employed","(0) in school","145","0.939570253248082","0.901813695582405","0.97732681091376"
"Never","1988","Not Employed","(1a) inadequately completed","305","0.997113185400805","0.991111674774994","1.00311469602662"
"Never","1988","Not Employed","(1b) general elementary school","1025","0.978335189054003","0.969520870566341","0.987149507541665"
"Never","1988","Not Employed","(1c) basic vocational qualification","1001","0.951533428177092","0.938556455295001","0.964510401059182"
"Never","1988","Not Employed","(2b) intermediate general qualification","153","0.932792551792816","0.894472383754809","0.971112719830822"
"Never","1988","Not Employed","(2a) intermediate vocational","318","0.930211585909219","0.903325902498931","0.957097269319506"
"Never","1988","Not Employed","(2c_gen) general maturity certificate","147","0.851469212068459","0.798476303547101","0.904462120589816"
"Never","1988","Not Employed","(2c_voc) vocational maturity certificate","92","0.877955602405743","0.815044597466062","0.940866607345423"
