"pli0097_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","1993","(0) in school","","","",""
"Rarely","1993","(1a) inadequately completed","","","",""
"Rarely","1993","(1b) general elementary school","","","",""
"Rarely","1993","(1c) basic vocational qualification","","","",""
"Rarely","1993","(2b) intermediate general qualification","","","",""
"Rarely","1993","(2a) intermediate vocational","","","",""
"Rarely","1993","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","(3a) lower tertiary education","","","",""
"Rarely","1993","(3b) higher tertiary education","","","",""
"Never","1993","(0) in school","","","",""
"Never","1993","(1a) inadequately completed","","","",""
"Never","1993","(1b) general elementary school","","","",""
"Never","1993","(1c) basic vocational qualification","","","",""
"Never","1993","(2b) intermediate general qualification","","","",""
"Never","1993","(2a) intermediate vocational","","","",""
"Never","1993","(2c_gen) general maturity certificate","","","",""
"Never","1993","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","(3a) lower tertiary education","","","",""
"Never","1993","(3b) higher tertiary education","","","",""
"Daily","1994","(0) in school","","","",""
"Daily","1994","(1a) inadequately completed","","","",""
"Daily","1994","(1b) general elementary school","","","",""
"Daily","1994","(1c) basic vocational qualification","","","",""
"Daily","1994","(2b) intermediate general qualification","","","",""
"Daily","1994","(2a) intermediate vocational","","","",""
"Daily","1994","(2c_gen) general maturity certificate","","","",""
"Daily","1994","(2c_voc) vocational maturity certificate","","","",""
"Daily","1994","(3a) lower tertiary education","","","",""
"Daily","1994","(3b) higher tertiary education","","","",""
"Min 1x per week","1994","(0) in school","","","",""
"Min 1x per week","1994","(1a) inadequately completed","2","","",""
"Min 1x per week","1994","(1b) general elementary school","1","","",""
"Min 1x per week","1994","(1c) basic vocational qualification","33","0.00772072721715515","0.00501703488175749","0.0104244195525528"
"Min 1x per week","1994","(2b) intermediate general qualification","","","",""
"Min 1x per week","1994","(2a) intermediate vocational","17","","",""
"Min 1x per week","1994","(2c_gen) general maturity certificate","8","","",""
"Min 1x per week","1994","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per week","1994","(3a) lower tertiary education","10","","",""
"Min 1x per week","1994","(3b) higher tertiary education","28","","",""
"Min 1x per month","1994","(0) in school","1","","",""
"Min 1x per month","1994","(1a) inadequately completed","4","","",""
"Min 1x per month","1994","(1b) general elementary school","14","","",""
"Min 1x per month","1994","(1c) basic vocational qualification","49","0.0132056438820424","0.00967946512373107","0.0167318226403537"
"Min 1x per month","1994","(2b) intermediate general qualification","5","","",""
"Min 1x per month","1994","(2a) intermediate vocational","48","0.0178256960923567","0.0127020861326707","0.0229493060520428"
"Min 1x per month","1994","(2c_gen) general maturity certificate","6","","",""
"Min 1x per month","1994","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1994","(3a) lower tertiary education","37","0.0363579975730062","0.0237449292465316","0.0489710658994808"
"Min 1x per month","1994","(3b) higher tertiary education","33","0.0481889503792028","0.0332829680542936","0.0630949327041121"
"Rarely","1994","(0) in school","13","","",""
"Rarely","1994","(1a) inadequately completed","13","","",""
"Rarely","1994","(1b) general elementary school","77","0.033134101693681","0.0253479870529106","0.0409202163344514"
"Rarely","1994","(1c) basic vocational qualification","235","0.0622902701459409","0.054824828173771","0.0697557121181109"
"Rarely","1994","(2b) intermediate general qualification","23","","",""
"Rarely","1994","(2a) intermediate vocational","168","0.0686851801998277","0.0588916716630041","0.0784786887366513"
"Rarely","1994","(2c_gen) general maturity certificate","35","0.0855777207577619","0.0583670760731876","0.112788365442336"
"Rarely","1994","(2c_voc) vocational maturity certificate","36","0.0577063916197448","0.037625254892433","0.0777875283470565"
"Rarely","1994","(3a) lower tertiary education","78","0.0927253354685732","0.0731805229961059","0.112270147941041"
"Rarely","1994","(3b) higher tertiary education","94","0.138632900219894","0.114581587140063","0.162684213299726"
"Never","1994","(0) in school","187","0.906155329368369","0.865841301284629","0.946469357452109"
"Never","1994","(1a) inadequately completed","624","0.962628636470983","0.947968383480217","0.977288889461748"
"Never","1994","(1b) general elementary school","1938","0.962222269813092","0.953928428831649","0.970516110794534"
"Never","1994","(1c) basic vocational qualification","3709","0.916783358754862","0.908251382109462","0.925315335400261"
"Never","1994","(2b) intermediate general qualification","438","0.91839494988751","0.893539112783338","0.943250786991682"
"Never","1994","(2a) intermediate vocational","2329","0.906421291146874","0.89514381020617","0.917698772087577"
"Never","1994","(2c_gen) general maturity certificate","357","0.887230983070021","0.856463050069671","0.917998916070371"
"Never","1994","(2c_voc) vocational maturity certificate","467","0.915055954841265","0.891046986088709","0.939064923593821"
"Never","1994","(3a) lower tertiary education","721","0.861861962550928","0.838611135415339","0.885112789686516"
"Never","1994","(3b) higher tertiary education","638","0.788170514096158","0.759731483054135","0.816609545138182"
"Daily","1995","(0) in school","","","",""
"Daily","1995","(1a) inadequately completed","","","",""
"Daily","1995","(1b) general elementary school","2","","",""
"Daily","1995","(1c) basic vocational qualification","7","","",""
"Daily","1995","(2b) intermediate general qualification","1","","",""
"Daily","1995","(2a) intermediate vocational","4","","",""
"Daily","1995","(2c_gen) general maturity certificate","","","",""
"Daily","1995","(2c_voc) vocational maturity certificate","2","","",""
"Daily","1995","(3a) lower tertiary education","2","","",""
"Daily","1995","(3b) higher tertiary education","9","","",""
"Min 1x per week","1995","(0) in school","2","","",""
"Min 1x per week","1995","(1a) inadequately completed","4","","",""
"Min 1x per week","1995","(1b) general elementary school","12","","",""
"Min 1x per week","1995","(1c) basic vocational qualification","27","","",""
"Min 1x per week","1995","(2b) intermediate general qualification","2","","",""
"Min 1x per week","1995","(2a) intermediate vocational","29","","",""
"Min 1x per week","1995","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1995","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per week","1995","(3a) lower tertiary education","11","","",""
"Min 1x per week","1995","(3b) higher tertiary education","25","","",""
"Min 1x per month","1995","(0) in school","1","","",""
"Min 1x per month","1995","(1a) inadequately completed","2","","",""
"Min 1x per month","1995","(1b) general elementary school","14","","",""
"Min 1x per month","1995","(1c) basic vocational qualification","75","0.0198363718519856","0.0155525510221144","0.0241201926818569"
"Min 1x per month","1995","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1995","(2a) intermediate vocational","51","0.0223894721936497","0.0167352212455223","0.0280437231417771"
"Min 1x per month","1995","(2c_gen) general maturity certificate","6","","",""
"Min 1x per month","1995","(2c_voc) vocational maturity certificate","9","","",""
"Min 1x per month","1995","(3a) lower tertiary education","36","0.0386870739135345","0.0258280929796635","0.0515460548474055"
"Min 1x per month","1995","(3b) higher tertiary education","42","0.0542608959531209","0.0393948723734813","0.0691269195327605"
"Rarely","1995","(0) in school","15","","",""
"Rarely","1995","(1a) inadequately completed","16","","",""
"Rarely","1995","(1b) general elementary school","87","0.0469579562715215","0.0377824329011026","0.0561334796419404"
"Rarely","1995","(1c) basic vocational qualification","309","0.0832236159354844","0.0747375600840686","0.0917096717869002"
"Rarely","1995","(2b) intermediate general qualification","27","","",""
"Rarely","1995","(2a) intermediate vocational","226","0.0883258816050702","0.0774807701373268","0.0991709930728137"
"Rarely","1995","(2c_gen) general maturity certificate","46","0.113280150558543","0.0845353185615376","0.142024982555549"
"Rarely","1995","(2c_voc) vocational maturity certificate","53","0.107764607901151","0.083056004225487","0.132473211576814"
"Rarely","1995","(3a) lower tertiary education","106","0.122556921433954","0.100690907645439","0.14442293522247"
"Rarely","1995","(3b) higher tertiary education","113","0.148969655607039","0.125603509202902","0.172335802011176"
"Never","1995","(0) in school","247","0.911181310617807","0.876929799554427","0.945432821681186"
"Never","1995","(1a) inadequately completed","590","0.952490571094626","0.935636973218547","0.969344168970705"
"Never","1995","(1b) general elementary school","1927","0.940031478918346","0.929733474116767","0.950329483719926"
"Never","1995","(1c) basic vocational qualification","3652","0.889145070012613","0.87949979300632","0.898790347018906"
"Never","1995","(2b) intermediate general qualification","441","0.93105843831868","0.908250399213534","0.953866477423825"
"Never","1995","(2a) intermediate vocational","2320","0.875151357453053","0.862518438366212","0.887784276539895"
"Never","1995","(2c_gen) general maturity certificate","410","0.864188457272345","0.833116957058959","0.895259957485732"
"Never","1995","(2c_voc) vocational maturity certificate","536","0.865620402643146","0.838443446500578","0.892797358785714"
"Never","1995","(3a) lower tertiary education","709","0.825083987437713","0.799752827126665","0.850415147748761"
"Never","1995","(3b) higher tertiary education","703","0.765343473281358","0.737532885081106","0.79315406148161"
"Daily","1996","(0) in school","","","",""
"Daily","1996","(1a) inadequately completed","","","",""
"Daily","1996","(1b) general elementary school","","","",""
"Daily","1996","(1c) basic vocational qualification","","","",""
"Daily","1996","(2b) intermediate general qualification","","","",""
"Daily","1996","(2a) intermediate vocational","","","",""
"Daily","1996","(2c_gen) general maturity certificate","","","",""
"Daily","1996","(2c_voc) vocational maturity certificate","","","",""
"Daily","1996","(3a) lower tertiary education","","","",""
"Daily","1996","(3b) higher tertiary education","","","",""
"Min 1x per week","1996","(0) in school","1","","",""
"Min 1x per week","1996","(1a) inadequately completed","1","","",""
"Min 1x per week","1996","(1b) general elementary school","5","","",""
"Min 1x per week","1996","(1c) basic vocational qualification","29","","",""
"Min 1x per week","1996","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1996","(2a) intermediate vocational","24","","",""
"Min 1x per week","1996","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1996","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per week","1996","(3a) lower tertiary education","11","","",""
"Min 1x per week","1996","(3b) higher tertiary education","21","","",""
"Min 1x per month","1996","(0) in school","3","","",""
"Min 1x per month","1996","(1a) inadequately completed","1","","",""
"Min 1x per month","1996","(1b) general elementary school","7","","",""
"Min 1x per month","1996","(1c) basic vocational qualification","44","0.0110796175274791","0.00783535913066081","0.0143238759242974"
"Min 1x per month","1996","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1996","(2a) intermediate vocational","45","0.0180937283154808","0.0130111891513047","0.0231762674796569"
"Min 1x per month","1996","(2c_gen) general maturity certificate","7","","",""
"Min 1x per month","1996","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per month","1996","(3a) lower tertiary education","36","0.0371062905738371","0.0245459501573379","0.0496666309903364"
"Min 1x per month","1996","(3b) higher tertiary education","34","0.0428296152858261","0.0295424487908809","0.0561167817807713"
"Rarely","1996","(0) in school","12","","",""
"Rarely","1996","(1a) inadequately completed","12","","",""
"Rarely","1996","(1b) general elementary school","89","0.0493785595128795","0.0397400843154307","0.0590170347103283"
"Rarely","1996","(1c) basic vocational qualification","278","0.0852670532237436","0.0766111941516869","0.0939229122958003"
"Rarely","1996","(2b) intermediate general qualification","25","","",""
"Rarely","1996","(2a) intermediate vocational","210","0.0895596324636536","0.0786712444593326","0.100448020467975"
"Rarely","1996","(2c_gen) general maturity certificate","42","0.0976310032835544","0.0698973097792958","0.125364696787813"
"Rarely","1996","(2c_voc) vocational maturity certificate","52","0.0939601948288063","0.0706720427631747","0.117248346894438"
"Rarely","1996","(3a) lower tertiary education","122","0.160967100117161","0.136547051734055","0.185387148500268"
"Rarely","1996","(3b) higher tertiary education","132","0.157881432401064","0.133952803506687","0.181810061295441"
"Never","1996","(0) in school","270","0.946386697316236","0.92028097773125","0.972492416901223"
"Never","1996","(1a) inadequately completed","542","0.971348319924325","0.957481616137172","0.985215023711477"
"Never","1996","(1b) general elementary school","1840","0.944881205158851","0.934728686760938","0.955033723556763"
"Never","1996","(1c) basic vocational qualification","3648","0.896725108970931","0.887293203773444","0.906157014168418"
"Never","1996","(2b) intermediate general qualification","441","0.940102257854396","0.918603273764805","0.961601241943987"
"Never","1996","(2a) intermediate vocational","2363","0.882987002671832","0.870730236755222","0.895243768588441"
"Never","1996","(2c_gen) general maturity certificate","386","0.867875771156948","0.83623538555476","0.899516156759136"
"Never","1996","(2c_voc) vocational maturity certificate","540","0.888734495712079","0.863635535855703","0.913833455568455"
"Never","1996","(3a) lower tertiary education","701","0.790711155694433","0.763679637524404","0.817742673864461"
"Never","1996","(3b) higher tertiary education","705","0.781530643168633","0.75441412436507","0.808647161972196"
"Daily","1997","(0) in school","","","",""
"Daily","1997","(1a) inadequately completed","","","",""
"Daily","1997","(1b) general elementary school","","","",""
"Daily","1997","(1c) basic vocational qualification","","","",""
"Daily","1997","(2b) intermediate general qualification","","","",""
"Daily","1997","(2a) intermediate vocational","","","",""
"Daily","1997","(2c_gen) general maturity certificate","","","",""
"Daily","1997","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","(3a) lower tertiary education","","","",""
"Daily","1997","(3b) higher tertiary education","","","",""
"Min 1x per week","1997","(0) in school","2","","",""
"Min 1x per week","1997","(1a) inadequately completed","1","","",""
"Min 1x per week","1997","(1b) general elementary school","4","","",""
"Min 1x per week","1997","(1c) basic vocational qualification","28","","",""
"Min 1x per week","1997","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1997","(2a) intermediate vocational","25","","",""
"Min 1x per week","1997","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1997","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1997","(3a) lower tertiary education","8","","",""
"Min 1x per week","1997","(3b) higher tertiary education","17","","",""
"Min 1x per month","1997","(0) in school","5","","",""
"Min 1x per month","1997","(1a) inadequately completed","3","","",""
"Min 1x per month","1997","(1b) general elementary school","9","","",""
"Min 1x per month","1997","(1c) basic vocational qualification","57","0.0168649824951219","0.0128060045070588","0.0209239604831849"
"Min 1x per month","1997","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1997","(2a) intermediate vocational","38","0.0151487935670388","0.0104528887480463","0.0198446983860312"
"Min 1x per month","1997","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1997","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1997","(3a) lower tertiary education","38","0.0407229444823825","0.0276120421032603","0.0538338468615047"
"Min 1x per month","1997","(3b) higher tertiary education","47","0.0529798973849475","0.0382722098608093","0.0676875849090858"
"Rarely","1997","(0) in school","12","","",""
"Rarely","1997","(1a) inadequately completed","15","","",""
"Rarely","1997","(1b) general elementary school","69","0.0480242961331556","0.0383564854491719","0.0576921068171393"
"Rarely","1997","(1c) basic vocational qualification","222","0.0631497026883878","0.055482482761494","0.0708169226152815"
"Rarely","1997","(2b) intermediate general qualification","21","","",""
"Rarely","1997","(2a) intermediate vocational","178","0.0785757563573918","0.0682310288870885","0.0889204838276952"
"Rarely","1997","(2c_gen) general maturity certificate","32","0.113887606664174","0.0838965274095111","0.143878685918837"
"Rarely","1997","(2c_voc) vocational maturity certificate","34","0.0661673356450706","0.0461605601632189","0.0861741111269224"
"Rarely","1997","(3a) lower tertiary education","81","0.0893853209224348","0.0704600809766377","0.108310560868232"
"Rarely","1997","(3b) higher tertiary education","108","0.131584158119429","0.109388148171861","0.153780168066998"
"Never","1997","(0) in school","292","0.928612356670446","0.899997165724702","0.957227547616189"
"Never","1997","(1a) inadequately completed","500","0.961971767253772","0.94551673845045","0.978426796057093"
"Never","1997","(1b) general elementary school","1797","0.947860821982263","0.937809132184219","0.957912511780307"
"Never","1997","(1c) basic vocational qualification","3559","0.912192221676021","0.90327094839752","0.921113494954523"
"Never","1997","(2b) intermediate general qualification","442","0.935896099296166","0.913752143330763","0.95804005526157"
"Never","1997","(2a) intermediate vocational","2358","0.894578603258603","0.882772173505947","0.90638503301126"
"Never","1997","(2c_gen) general maturity certificate","394","0.872842056980009","0.841390001364237","0.90429411259578"
"Never","1997","(2c_voc) vocational maturity certificate","547","0.912248044082437","0.889475811151987","0.935020277012887"
"Never","1997","(3a) lower tertiary education","746","0.862057907684166","0.839183092508819","0.884932722859514"
"Never","1997","(3b) higher tertiary education","719","0.797080644125995","0.770673459119961","0.823487829132029"
"Daily","1998","(0) in school","1","","",""
"Daily","1998","(1a) inadequately completed","","","",""
"Daily","1998","(1b) general elementary school","","","",""
"Daily","1998","(1c) basic vocational qualification","4","","",""
"Daily","1998","(2b) intermediate general qualification","","","",""
"Daily","1998","(2a) intermediate vocational","2","","",""
"Daily","1998","(2c_gen) general maturity certificate","1","","",""
"Daily","1998","(2c_voc) vocational maturity certificate","2","","",""
"Daily","1998","(3a) lower tertiary education","1","","",""
"Daily","1998","(3b) higher tertiary education","5","","",""
"Min 1x per week","1998","(0) in school","1","","",""
"Min 1x per week","1998","(1a) inadequately completed","2","","",""
"Min 1x per week","1998","(1b) general elementary school","3","","",""
"Min 1x per week","1998","(1c) basic vocational qualification","28","","",""
"Min 1x per week","1998","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1998","(2a) intermediate vocational","21","","",""
"Min 1x per week","1998","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1998","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per week","1998","(3a) lower tertiary education","9","","",""
"Min 1x per week","1998","(3b) higher tertiary education","22","","",""
"Min 1x per month","1998","(0) in school","5","","",""
"Min 1x per month","1998","(1a) inadequately completed","3","","",""
"Min 1x per month","1998","(1b) general elementary school","22","","",""
"Min 1x per month","1998","(1c) basic vocational qualification","63","0.0150204358046342","0.0113260043992844","0.018714867209984"
"Min 1x per month","1998","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1998","(2a) intermediate vocational","37","0.0111735933678105","0.00731317336205032","0.0150340133735707"
"Min 1x per month","1998","(2c_gen) general maturity certificate","4","","",""
"Min 1x per month","1998","(2c_voc) vocational maturity certificate","11","","",""
"Min 1x per month","1998","(3a) lower tertiary education","32","0.0268800669040396","0.0166545621690785","0.0371055716390008"
"Min 1x per month","1998","(3b) higher tertiary education","58","0.0526786471602508","0.0389016879036177","0.066455606416884"
"Rarely","1998","(0) in school","20","","",""
"Rarely","1998","(1a) inadequately completed","23","","",""
"Rarely","1998","(1b) general elementary school","123","0.0675897651110402","0.0566880065108029","0.0784915237112775"
"Rarely","1998","(1c) basic vocational qualification","378","0.102080787747368","0.0928851179291543","0.111276457565582"
"Rarely","1998","(2b) intermediate general qualification","41","0.0696243904947184","0.0480980200573101","0.0911507609321268"
"Rarely","1998","(2a) intermediate vocational","253","0.0946036629922431","0.0838550743776381","0.105352251606848"
"Rarely","1998","(2c_gen) general maturity certificate","58","0.125469277188888","0.0959278985419521","0.155010655835823"
"Rarely","1998","(2c_voc) vocational maturity certificate","73","0.135667507054372","0.109776926031446","0.161558088077299"
"Rarely","1998","(3a) lower tertiary education","153","0.153497073779142","0.130706740334801","0.176287407223484"
"Rarely","1998","(3b) higher tertiary education","150","0.171622048808294","0.148368555196557","0.194875542420032"
"Never","1998","(0) in school","304","0.895023754976977","0.862002247747996","0.928045262205958"
"Never","1998","(1a) inadequately completed","465","0.944391371053943","0.924162496077992","0.964620246029893"
"Never","1998","(1b) general elementary school","1889","0.91980254480358","0.908008027449958","0.931597062157203"
"Never","1998","(1c) basic vocational qualification","3691","0.875379826280075","0.865347880559968","0.885411772000182"
"Never","1998","(2b) intermediate general qualification","492","0.923225485736542","0.900707819414802","0.945743152058282"
"Never","1998","(2a) intermediate vocational","2535","0.885218777806466","0.873511960797545","0.896925594815388"
"Never","1998","(2c_gen) general maturity certificate","415","0.850725644191437","0.818945058939812","0.882506229443061"
"Never","1998","(2c_voc) vocational maturity certificate","582","0.843835249972347","0.816388950899249","0.871281549045445"
"Never","1998","(3a) lower tertiary education","766","0.810661040043843","0.785891038049198","0.835431042038488"
"Never","1998","(3b) higher tertiary education","775","0.749257524275988","0.722526419055758","0.775988629496218"
"Daily","1999","(0) in school","","","",""
"Daily","1999","(1a) inadequately completed","","","",""
"Daily","1999","(1b) general elementary school","","","",""
"Daily","1999","(1c) basic vocational qualification","","","",""
"Daily","1999","(2b) intermediate general qualification","","","",""
"Daily","1999","(2a) intermediate vocational","","","",""
"Daily","1999","(2c_gen) general maturity certificate","","","",""
"Daily","1999","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","(3a) lower tertiary education","","","",""
"Daily","1999","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","(0) in school","4","","",""
"Min 1x per week","1999","(1a) inadequately completed","1","","",""
"Min 1x per week","1999","(1b) general elementary school","5","","",""
"Min 1x per week","1999","(1c) basic vocational qualification","39","0.0086989545093338","0.00584429622912267","0.0115536127895449"
"Min 1x per week","1999","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1999","(2a) intermediate vocational","20","","",""
"Min 1x per week","1999","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","1999","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per week","1999","(3a) lower tertiary education","11","","",""
"Min 1x per week","1999","(3b) higher tertiary education","28","","",""
"Min 1x per month","1999","(0) in school","6","","",""
"Min 1x per month","1999","(1a) inadequately completed","","","",""
"Min 1x per month","1999","(1b) general elementary school","9","","",""
"Min 1x per month","1999","(1c) basic vocational qualification","65","0.0180383315983178","0.0139470133141677","0.0221296498824678"
"Min 1x per month","1999","(2b) intermediate general qualification","5","","",""
"Min 1x per month","1999","(2a) intermediate vocational","47","0.0129452866220286","0.00879087290405563","0.0170997003400016"
"Min 1x per month","1999","(2c_gen) general maturity certificate","9","","",""
"Min 1x per month","1999","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1999","(3a) lower tertiary education","32","0.0295476752786803","0.0187740033662862","0.0403213471910744"
"Min 1x per month","1999","(3b) higher tertiary education","42","0.0355000357417523","0.0240656035403102","0.0469344679431945"
"Rarely","1999","(0) in school","14","","",""
"Rarely","1999","(1a) inadequately completed","14","","",""
"Rarely","1999","(1b) general elementary school","81","0.0507626747039595","0.0409946471030062","0.0605307023049128"
"Rarely","1999","(1c) basic vocational qualification","286","0.0647643272422537","0.0571986767021198","0.0723299777823875"
"Rarely","1999","(2b) intermediate general qualification","30","0.0553826040013795","0.0359466022128002","0.0748186057899588"
"Rarely","1999","(2a) intermediate vocational","208","0.0780592547722386","0.0681999339242994","0.0879185756201779"
"Rarely","1999","(2c_gen) general maturity certificate","39","0.0762472428159559","0.0524556187762541","0.100038866855658"
"Rarely","1999","(2c_voc) vocational maturity certificate","59","0.0950539814791583","0.0727962106145731","0.117311752343744"
"Rarely","1999","(3a) lower tertiary education","102","0.114175075066139","0.0939414086465609","0.134408741485717"
"Rarely","1999","(3b) higher tertiary education","130","0.129857948199123","0.109085941799657","0.15062995459859"
"Never","1999","(0) in school","293","0.927800581094308","0.899309257120691","0.956291905067926"
"Never","1999","(1a) inadequately completed","458","0.960241116378516","0.942632519122447","0.977849713634585"
"Never","1999","(1b) general elementary school","1845","0.942100881226121","0.931708097063026","0.952493665389216"
"Never","1999","(1c) basic vocational qualification","3675","0.908498386650095","0.899635110676155","0.917361662624034"
"Never","1999","(2b) intermediate general qualification","496","0.93682556662996","0.916153099039343","0.957498034220577"
"Never","1999","(2a) intermediate vocational","2569","0.900269417306123","0.889256973081923","0.911281861530322"
"Never","1999","(2c_gen) general maturity certificate","426","0.894671432269783","0.867152028704648","0.922190835834918"
"Never","1999","(2c_voc) vocational maturity certificate","592","0.881737170180296","0.857230806064775","0.906243534295818"
"Never","1999","(3a) lower tertiary education","804","0.847550375667878","0.824680651615289","0.870420099720467"
"Never","1999","(3b) higher tertiary education","806","0.808617844282576","0.784308598636884","0.832927089928268"
"Daily","2000","(0) in school","","","",""
"Daily","2000","(1a) inadequately completed","","","",""
"Daily","2000","(1b) general elementary school","","","",""
"Daily","2000","(1c) basic vocational qualification","","","",""
"Daily","2000","(2b) intermediate general qualification","","","",""
"Daily","2000","(2a) intermediate vocational","","","",""
"Daily","2000","(2c_gen) general maturity certificate","","","",""
"Daily","2000","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","(3a) lower tertiary education","","","",""
"Daily","2000","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","(0) in school","","","",""
"Min 1x per week","2000","(1a) inadequately completed","","","",""
"Min 1x per week","2000","(1b) general elementary school","","","",""
"Min 1x per week","2000","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","(0) in school","","","",""
"Min 1x per month","2000","(1a) inadequately completed","","","",""
"Min 1x per month","2000","(1b) general elementary school","","","",""
"Min 1x per month","2000","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","(3b) higher tertiary education","","","",""
"Rarely","2000","(0) in school","","","",""
"Rarely","2000","(1a) inadequately completed","","","",""
"Rarely","2000","(1b) general elementary school","","","",""
"Rarely","2000","(1c) basic vocational qualification","","","",""
"Rarely","2000","(2b) intermediate general qualification","","","",""
"Rarely","2000","(2a) intermediate vocational","","","",""
"Rarely","2000","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","(3a) lower tertiary education","","","",""
"Rarely","2000","(3b) higher tertiary education","","","",""
"Never","2000","(0) in school","","","",""
"Never","2000","(1a) inadequately completed","","","",""
"Never","2000","(1b) general elementary school","","","",""
"Never","2000","(1c) basic vocational qualification","","","",""
"Never","2000","(2b) intermediate general qualification","","","",""
"Never","2000","(2a) intermediate vocational","","","",""
"Never","2000","(2c_gen) general maturity certificate","","","",""
"Never","2000","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","(3a) lower tertiary education","","","",""
"Never","2000","(3b) higher tertiary education","","","",""
"Daily","2001","(0) in school","","","",""
"Daily","2001","(1a) inadequately completed","","","",""
"Daily","2001","(1b) general elementary school","","","",""
"Daily","2001","(1c) basic vocational qualification","","","",""
"Daily","2001","(2b) intermediate general qualification","","","",""
"Daily","2001","(2a) intermediate vocational","","","",""
"Daily","2001","(2c_gen) general maturity certificate","","","",""
"Daily","2001","(2c_voc) vocational maturity certificate","","","",""
"Daily","2001","(3a) lower tertiary education","","","",""
"Daily","2001","(3b) higher tertiary education","","","",""
"Min 1x per week","2001","(0) in school","3","","",""
"Min 1x per week","2001","(1a) inadequately completed","1","","",""
"Min 1x per week","2001","(1b) general elementary school","5","","",""
"Min 1x per week","2001","(1c) basic vocational qualification","51","0.0074868271690519","0.00544546600209462","0.00952818833600917"
"Min 1x per week","2001","(2b) intermediate general qualification","3","","",""
"Min 1x per week","2001","(2a) intermediate vocational","45","0.00974700370728201","0.00704378298625484","0.0124502244283092"
"Min 1x per week","2001","(2c_gen) general maturity certificate","4","","",""
"Min 1x per week","2001","(2c_voc) vocational maturity certificate","16","","",""
"Min 1x per week","2001","(3a) lower tertiary education","21","","",""
"Min 1x per week","2001","(3b) higher tertiary education","43","0.0201278490726171","0.0138769486953758","0.0263787494498585"
"Min 1x per month","2001","(0) in school","7","","",""
"Min 1x per month","2001","(1a) inadequately completed","1","","",""
"Min 1x per month","2001","(1b) general elementary school","11","","",""
"Min 1x per month","2001","(1c) basic vocational qualification","96","0.0141628510550301","0.0113646382544953","0.016961063855565"
"Min 1x per month","2001","(2b) intermediate general qualification","10","","",""
"Min 1x per month","2001","(2a) intermediate vocational","79","0.0170826208199447","0.0135172178895809","0.0206480237503085"
"Min 1x per month","2001","(2c_gen) general maturity certificate","15","","",""
"Min 1x per month","2001","(2c_voc) vocational maturity certificate","25","","",""
