"pli0097_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1988","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1988","Not Employed","direct migration background","1","","","","2"
"Min 1x per week","1988","Employed","direct migration background","12","","","","2"
"Min 1x per week","1988","Employed","no migration background","42","0.00926598935356678","0.0064359128039582","0.0120960659031754","2"
"Min 1x per week","1988","Employed","indirect migration background","","","","","2"
"Never","1988","Not Employed","no migration background","2467","0.946279908785572","0.937653215526085","0.954906602045059","5"
"Never","1988","Not Employed","direct migration background","789","0.972774536046425","0.961532527985024","0.984016544107825","5"
"Never","1988","Not Employed","indirect migration background","92","0.895865631143258","0.835082830575231","0.956648431711286","5"
"Never","1988","Employed","no migration background","3958","0.897525445037579","0.888567566826042","0.906483323249116","5"
"Never","1988","Employed","direct migration background","1789","0.938769897188677","0.927880086635997","0.949659707741357","5"
"Never","1988","Employed","indirect migration background","118","0.929272011156861","0.88414834979186","0.974395672521861","5"
"Rarely","1988","Not Employed","no migration background","111","0.0367905678946639","0.0295878768755362","0.0439932589137916","4"
"Rarely","1988","Not Employed","indirect migration background","4","","","","4"
"Rarely","1988","Not Employed","direct migration background","15","","","","4"
"Rarely","1988","Employed","no migration background","326","0.0751097751704028","0.0673246235703922","0.0828949267704135","4"
"Rarely","1988","Employed","direct migration background","50","0.0439935937743525","0.0346785827308721","0.0533086048178329","4"
"Rarely","1988","Employed","indirect migration background","3","","","","4"
"Daily","1989","Not Employed","no migration background","","","","","1"
"Daily","1989","Not Employed","direct migration background","","","","","1"
"Daily","1989","Not Employed","indirect migration background","","","","","1"
"Daily","1989","Employed","no migration background","","","","","1"
"Daily","1989","Employed","direct migration background","","","","","1"
"Daily","1989","Employed","indirect migration background","","","","","1"
"Min 1x per month","1989","Not Employed","no migration background","","","","","3"
"Min 1x per month","1989","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1989","Not Employed","direct migration background","","","","","3"
"Min 1x per month","1989","Employed","direct migration background","","","","","3"
"Min 1x per month","1989","Employed","no migration background","","","","","3"
"Min 1x per month","1989","Employed","indirect migration background","","","","","3"
"Min 1x per week","1989","Not Employed","direct migration background","","","","","2"
"Min 1x per week","1989","Not Employed","no migration background","","","","","2"
"Min 1x per week","1989","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1989","Employed","no migration background","","","","","2"
"Min 1x per week","1989","Employed","direct migration background","","","","","2"
"Min 1x per week","1989","Employed","indirect migration background","","","","","2"
"Never","1989","Not Employed","no migration background","","","","","5"
"Never","1989","Not Employed","direct migration background","","","","","5"
"Never","1989","Not Employed","indirect migration background","","","","","5"
"Never","1989","Employed","no migration background","","","","","5"
"Never","1989","Employed","direct migration background","","","","","5"
"Never","1989","Employed","indirect migration background","","","","","5"
"Rarely","1989","Not Employed","no migration background","","","","","4"
"Rarely","1989","Not Employed","indirect migration background","","","","","4"
"Rarely","1989","Not Employed","direct migration background","","","","","4"
"Rarely","1989","Employed","direct migration background","","","","","4"
"Rarely","1989","Employed","no migration background","","","","","4"
"Rarely","1989","Employed","indirect migration background","","","","","4"
"Daily","1990","Not Employed","no migration background","10","","","","1"
"Daily","1990","Not Employed","direct migration background","1","","","","1"
"Daily","1990","Not Employed","indirect migration background","","","","","1"
"Daily","1990","Employed","no migration background","10","","","","1"
"Daily","1990","Employed","direct migration background","3","","","","1"
"Daily","1990","Employed","indirect migration background","","","","","1"
"Min 1x per month","1990","Not Employed","no migration background","53","0.0202822532811644","0.0146484829410066","0.0259160236213222","3"
"Min 1x per month","1990","Not Employed","direct migration background","4","","","","3"
"Min 1x per month","1990","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1990","Employed","no migration background","128","0.0330374436000713","0.0276581902278785","0.0384166969722642","3"
"Min 1x per month","1990","Employed","direct migration background","25","","","","3"
"Min 1x per month","1990","Employed","indirect migration background","3","","","","3"
"Min 1x per week","1990","Not Employed","no migration background","14","","","","2"
"Min 1x per week","1990","Not Employed","direct migration background","3","","","","2"
"Min 1x per week","1990","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1990","Employed","no migration background","56","0.0134920525321347","0.010019864301176","0.0169642407630935","2"
"Min 1x per week","1990","Employed","direct migration background","8","","","","2"
"Min 1x per week","1990","Employed","indirect migration background","","","","","2"
"Never","1990","Not Employed","no migration background","2081","0.874812196852176","0.861586182959854","0.888038210744498","5"
"Never","1990","Not Employed","direct migration background","758","0.932286227582854","0.914875527413436","0.949696927752273","5"
"Never","1990","Not Employed","indirect migration background","110","0.961646367944908","0.927141087866153","0.996151648023662","5"
"Never","1990","Employed","no migration background","3345","0.782367808936585","0.769948969605979","0.79478664826719","5"
"Never","1990","Employed","direct migration background","1585","0.87885947267148","0.863506135042841","0.89421281030012","5"
"Never","1990","Employed","indirect migration background","161","0.913146654619567","0.87130228702726","0.954991022211873","5"
"Rarely","1990","Not Employed","no migration background","247","0.094715911964715","0.0830129857538127","0.106418838175617","4"
"Rarely","1990","Not Employed","direct migration background","34","0.0538911678265388","0.0382441187992678","0.0695382168538098","4"
"Rarely","1990","Not Employed","indirect migration background","9","","","","4"
"Rarely","1990","Employed","direct migration background","114","0.0922498033877088","0.0786333422186278","0.10586626455679","4"
"Rarely","1990","Employed","no migration background","702","0.169143440883871","0.157860961159067","0.180425920608674","4"
"Rarely","1990","Employed","indirect migration background","10","","","","4"
"Daily","1991","Not Employed","no migration background","","","","","1"
"Daily","1991","Not Employed","direct migration background","","","","","1"
"Daily","1991","Not Employed","indirect migration background","","","","","1"
"Daily","1991","Employed","no migration background","","","","","1"
"Daily","1991","Employed","direct migration background","","","","","1"
"Daily","1991","Employed","indirect migration background","","","","","1"
"Min 1x per month","1991","Not Employed","no migration background","","","","","3"
"Min 1x per month","1991","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1991","Not Employed","direct migration background","","","","","3"
"Min 1x per month","1991","Employed","no migration background","","","","","3"
"Min 1x per month","1991","Employed","direct migration background","","","","","3"
"Min 1x per month","1991","Employed","indirect migration background","","","","","3"
"Min 1x per week","1991","Not Employed","direct migration background","","","","","2"
"Min 1x per week","1991","Not Employed","no migration background","","","","","2"
"Min 1x per week","1991","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1991","Employed","no migration background","","","","","2"
"Min 1x per week","1991","Employed","direct migration background","","","","","2"
"Min 1x per week","1991","Employed","indirect migration background","","","","","2"
"Never","1991","Not Employed","no migration background","","","","","5"
"Never","1991","Not Employed","direct migration background","","","","","5"
"Never","1991","Not Employed","indirect migration background","","","","","5"
"Never","1991","Employed","no migration background","","","","","5"
"Never","1991","Employed","direct migration background","","","","","5"
"Never","1991","Employed","indirect migration background","","","","","5"
"Rarely","1991","Not Employed","no migration background","","","","","4"
"Rarely","1991","Not Employed","direct migration background","","","","","4"
"Rarely","1991","Not Employed","indirect migration background","","","","","4"
"Rarely","1991","Employed","direct migration background","","","","","4"
"Rarely","1991","Employed","no migration background","","","","","4"
"Rarely","1991","Employed","indirect migration background","","","","","4"
"Daily","1992","Not Employed","no migration background","","","","","1"
"Daily","1992","Not Employed","direct migration background","","","","","1"
"Daily","1992","Not Employed","indirect migration background","","","","","1"
"Daily","1992","Employed","no migration background","","","","","1"
"Daily","1992","Employed","direct migration background","","","","","1"
"Daily","1992","Employed","indirect migration background","","","","","1"
"Min 1x per month","1992","Not Employed","no migration background","64","0.0216028809514299","0.0165992181417314","0.0266065437611283","3"
"Min 1x per month","1992","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1992","Not Employed","direct migration background","4","","","","3"
"Min 1x per month","1992","Employed","direct migration background","7","","","","3"
"Min 1x per month","1992","Employed","no migration background","154","0.0214933370172858","0.0180987110788652","0.0248879629557064","3"
"Min 1x per month","1992","Employed","indirect migration background","3","","","","3"
"Min 1x per week","1992","Not Employed","direct migration background","1","","","","2"
"Min 1x per week","1992","Not Employed","no migration background","20","","","","2"
"Min 1x per week","1992","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1992","Employed","no migration background","83","0.0111864169659638","0.00872457131394322","0.0136482626179845","2"
"Min 1x per week","1992","Employed","direct migration background","7","","","","2"
"Min 1x per week","1992","Employed","indirect migration background","","","","","2"
"Never","1992","Not Employed","no migration background","3010","0.928491402439052","0.919623055183246","0.937359749694857","5"
"Never","1992","Not Employed","direct migration background","766","0.963150836385144","0.9500138570766","0.976287815693689","5"
"Never","1992","Not Employed","indirect migration background","146","0.958374188786006","0.926930669261401","0.989817708310612","5"
"Never","1992","Employed","no migration background","6306","0.898340731904936","0.891266942233447","0.905414521576425","5"
"Never","1992","Employed","direct migration background","1638","0.938969906816356","0.927683022460403","0.950256791172309","5"
"Never","1992","Employed","indirect migration background","231","0.879509876147263","0.838912711774164","0.920107040520361","5"
"Rarely","1992","Not Employed","no migration background","149","0.0448604858618887","0.0377362217842456","0.0519847499395318","4"
"Rarely","1992","Not Employed","indirect migration background","9","","","","4"
"Rarely","1992","Not Employed","direct migration background","19","","","","4"
"Rarely","1992","Employed","direct migration background","76","0.0544730616441528","0.0437725617289788","0.0651735615593269","4"
"Rarely","1992","Employed","no migration background","468","0.0689795141118143","0.0630475598808282","0.0749114683428003","4"
"Rarely","1992","Employed","indirect migration background","13","","","","4"
"Daily","1993","Not Employed","no migration background","","","","","1"
"Daily","1993","Not Employed","direct migration background","","","","","1"
"Daily","1993","Not Employed","indirect migration background","","","","","1"
"Daily","1993","Employed","no migration background","","","","","1"
"Daily","1993","Employed","direct migration background","","","","","1"
"Daily","1993","Employed","indirect migration background","","","","","1"
"Min 1x per month","1993","Not Employed","no migration background","","","","","3"
"Min 1x per month","1993","Not Employed","direct migration background","","","","","3"
"Min 1x per month","1993","Not Employed","indirect migration background","","","","","3"
"Min 1x per month","1993","Employed","no migration background","","","","","3"
"Min 1x per month","1993","Employed","direct migration background","","","","","3"
"Min 1x per month","1993","Employed","indirect migration background","","","","","3"
"Min 1x per week","1993","Not Employed","no migration background","","","","","2"
"Min 1x per week","1993","Not Employed","direct migration background","","","","","2"
"Min 1x per week","1993","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1993","Employed","no migration background","","","","","2"
"Min 1x per week","1993","Employed","direct migration background","","","","","2"
"Min 1x per week","1993","Employed","indirect migration background","","","","","2"
"Never","1993","Not Employed","no migration background","","","","","5"
"Never","1993","Not Employed","direct migration background","","","","","5"
"Never","1993","Not Employed","indirect migration background","","","","","5"
"Never","1993","Employed","no migration background","","","","","5"
"Never","1993","Employed","direct migration background","","","","","5"
"Never","1993","Employed","indirect migration background","","","","","5"
"Rarely","1993","Not Employed","no migration background","","","","","4"
"Rarely","1993","Not Employed","direct migration background","","","","","4"
"Rarely","1993","Not Employed","indirect migration background","","","","","4"
"Rarely","1993","Employed","direct migration background","","","","","4"
"Rarely","1993","Employed","no migration background","","","","","4"
"Rarely","1993","Employed","indirect migration background","","","","","4"
"Daily","1994","Not Employed","no migration background","","","","","1"
"Daily","1994","Not Employed","direct migration background","","","","","1"
"Daily","1994","Not Employed","indirect migration background","","","","","1"
"Daily","1994","Employed","no migration background","","","","","1"
"Daily","1994","Employed","direct migration background","","","","","1"
"Daily","1994","Employed","indirect migration background","","","","","1"
"Min 1x per month","1994","Not Employed","no migration background","61","0.0161209738701239","0.0119557598100965","0.0202861879301513","3"
"Min 1x per month","1994","Not Employed","direct migration background","4","","","","3"
"Min 1x per month","1994","Not Employed","indirect migration background","2","","","","3"
"Min 1x per month","1994","Employed","direct migration background","13","","","","3"
"Min 1x per month","1994","Employed","no migration background","127","0.0177681696753625","0.0145411549053986","0.0209951844453264","3"
"Min 1x per month","1994","Employed","indirect migration background","3","","","","3"
"Min 1x per week","1994","Not Employed","no migration background","18","","","","2"
"Min 1x per week","1994","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1994","Not Employed","direct migration background","4","","","","2"
"Min 1x per week","1994","Employed","direct migration background","8","","","","2"
"Min 1x per week","1994","Employed","no migration background","76","0.0111017056574626","0.00854227555797901","0.0136611357569462","2"
"Min 1x per week","1994","Employed","indirect migration background","","","","","2"
"Never","1994","Not Employed","no migration background","3256","0.926512934322689","0.917883108429773","0.935142760215605","5"
"Never","1994","Not Employed","direct migration background","790","0.954468101027184","0.940277218112913","0.968658983941455","5"
"Never","1994","Not Employed","indirect migration background","158","0.956319787825041","0.925321779101715","0.987317796548366","5"
"Never","1994","Employed","no migration background","5759","0.891266769531531","0.883662498149998","0.898871040913064","5"
"Never","1994","Employed","direct migration background","1420","0.932936955764031","0.92034993116612","0.945523980361943","5"
"Never","1994","Employed","indirect migration background","304","0.905615143502434","0.873731361739323","0.937498925265545","5"
"Rarely","1994","Not Employed","no migration background","177","0.0527619848869733","0.0453682996220935","0.0601556701518531","4"
"Rarely","1994","Not Employed","direct migration background","31","0.0366107278134106","0.0238264585259945","0.0493949971008267","4"
"Rarely","1994","Not Employed","indirect migration background","7","","","","4"
"Rarely","1994","Employed","no migration background","476","0.0798633551356437","0.073241608736568","0.0864851015347194","4"
"Rarely","1994","Employed","direct migration background","76","0.0525105688235768","0.0412860986771027","0.0637350389700509","4"
"Rarely","1994","Employed","indirect migration background","16","","","","4"
"Daily","1995","Not Employed","no migration background","6","","","","1"
"Daily","1995","Not Employed","direct migration background","1","","","","1"
"Daily","1995","Not Employed","indirect migration background","1","","","","1"
"Daily","1995","Employed","no migration background","15","","","","1"
"Daily","1995","Employed","direct migration background","4","","","","1"
"Daily","1995","Employed","indirect migration background","","","","","1"
"Min 1x per month","1995","Not Employed","no migration background","72","0.020761099397281","0.016054166217707","0.0254680325768549","3"
"Min 1x per month","1995","Not Employed","direct migration background","11","","","","3"
"Min 1x per month","1995","Not Employed","indirect migration background","1","","","","3"
"Min 1x per month","1995","Employed","no migration background","138","0.0218415253130362","0.018271664771934","0.0254113858541384","3"
"Min 1x per month","1995","Employed","direct migration background","16","","","","3"
"Min 1x per month","1995","Employed","indirect migration background","3","","","","3"
"Min 1x per week","1995","Not Employed","no migration background","35","0.00928129982746463","0.00611575759537813","0.0124468420595511","2"
"Min 1x per week","1995","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1995","Not Employed","direct migration background","4","","","","2"
"Min 1x per week","1995","Employed","no migration background","71","0.00969044925566337","0.0072978905821044","0.0120830079292223","2"
"Min 1x per week","1995","Employed","direct migration background","12","","","","2"
"Min 1x per week","1995","Employed","indirect migration background","1","","","","2"
"Never","1995","Not Employed","no migration background","3176","0.894604247154632","0.884467571199565","0.904740923109699","5"
"Never","1995","Not Employed","direct migration background","1041","0.944373771683407","0.930773503223153","0.95797404014366","5"
"Never","1995","Not Employed","indirect migration background","162","0.903892452224995","0.859844979468998","0.947939924980992","5"
"Never","1995","Employed","no migration background","5577","0.860575729180785","0.85211575777769","0.86903570058388","5"
"Never","1995","Employed","direct migration background","1580","0.921232764726815","0.908420180393794","0.934045349059837","5"
"Never","1995","Employed","indirect migration background","319","0.89226746663553","0.859311838182992","0.925223095088068","5"
"Rarely","1995","Not Employed","no migration background","236","0.0736136895184502","0.0649929626148929","0.0822344164220075","4"
"Rarely","1995","Not Employed","direct migration background","34","0.0336921297811823","0.0229853786860947","0.04439888087627","4"
"Rarely","1995","Not Employed","indirect migration background","8","","","","4"
"Rarely","1995","Employed","no migration background","639","0.105776905629921","0.0982654600123013","0.113288351247542","4"
"Rarely","1995","Employed","direct migration background","86","0.0527240256479387","0.0420943064849619","0.0633537448109156","4"
"Rarely","1995","Employed","indirect migration background","17","","","","4"
"Daily","1996","Not Employed","no migration background","","","","","1"
"Daily","1996","Not Employed","direct migration background","","","","","1"
"Daily","1996","Not Employed","indirect migration background","","","","","1"
"Daily","1996","Employed","no migration background","","","","","1"
"Daily","1996","Employed","direct migration background","","","","","1"
"Daily","1996","Employed","indirect migration background","","","","","1"
"Min 1x per month","1996","Not Employed","no migration background","50","0.0140114919889472","0.010076270720257","0.0179467132576373","3"
"Min 1x per month","1996","Not Employed","direct migration background","3","","","","3"
"Min 1x per month","1996","Not Employed","indirect migration background","1","","","","3"
"Min 1x per month","1996","Employed","no migration background","122","0.0186515289495177","0.0153541754811042","0.0219488824179311","3"
"Min 1x per month","1996","Employed","direct migration background","10","","","","3"
"Min 1x per month","1996","Employed","indirect migration background","1","","","","3"
"Min 1x per week","1996","Not Employed","no migration background","22","","","","2"
"Min 1x per week","1996","Not Employed","direct migration background","3","","","","2"
"Min 1x per week","1996","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1996","Employed","no migration background","70","0.00970985282287853","0.00731992814803121","0.0120997774977258","2"
"Min 1x per week","1996","Employed","direct migration background","6","","","","2"
"Min 1x per week","1996","Employed","indirect migration background","2","","","","2"
"Never","1996","Not Employed","no migration background","3123","0.909137087494145","0.899514340816875","0.918759834171415","5"
"Never","1996","Not Employed","direct migration background","966","0.933967368788297","0.91871960512028","0.949215132456314","5"
"Never","1996","Not Employed","indirect migration background","167","0.948322330896266","0.915801057909121","0.98084360388341","5"
"Never","1996","Employed","no migration background","5665","0.864002927581367","0.855648454821585","0.872357400341149","5"
"Never","1996","Employed","direct migration background","1501","0.923984378469051","0.910949512143566","0.937019244794535","5"
"Never","1996","Employed","indirect migration background","342","0.892759725264396","0.861146381376791","0.924373069152","5"
"Rarely","1996","Not Employed","direct migration background","47","0.0601384117797709","0.0455412330201571","0.0747355905393848","4"
"Rarely","1996","Not Employed","no migration background","232","0.0714463980757338","0.0628228756360209","0.0800699205154467","4"
"Rarely","1996","Not Employed","indirect migration background","10","","","","4"
"Rarely","1996","Employed","no migration background","610","0.107635690646237","0.100082231102033","0.11518915019044","4"
"Rarely","1996","Employed","direct migration background","71","0.0611914301713814","0.049402981238182","0.0729798791045807","4"
"Rarely","1996","Employed","indirect migration background","23","","","","4"
"Daily","1997","Not Employed","no migration background","","","","","1"
"Daily","1997","Not Employed","direct migration background","","","","","1"
"Daily","1997","Not Employed","indirect migration background","","","","","1"
"Daily","1997","Employed","direct migration background","","","","","1"
"Daily","1997","Employed","no migration background","","","","","1"
"Daily","1997","Employed","indirect migration background","","","","","1"
"Min 1x per month","1997","Not Employed","no migration background","54","0.0148484164499794","0.0108230989042079","0.0188737339957508","3"
"Min 1x per month","1997","Not Employed","direct migration background","10","","","","3"
"Min 1x per month","1997","Not Employed","indirect migration background","6","","","","3"
"Min 1x per month","1997","Employed","direct migration background","10","","","","3"
"Min 1x per month","1997","Employed","no migration background","133","0.0211012238498446","0.0175460556677667","0.0246563920319225","3"
"Min 1x per month","1997","Employed","indirect migration background","2","","","","3"
"Min 1x per week","1997","Not Employed","no migration background","23","","","","2"
"Min 1x per week","1997","Not Employed","indirect migration background","","","","","2"
"Min 1x per week","1997","Not Employed","direct migration background","3","","","","2"
"Min 1x per week","1997","Employed","direct migration background","8","","","","2"
"Min 1x per week","1997","Employed","no migration background","58","0.00970330919540301","0.00727848624194303","0.012128132148863","2"
"Min 1x per week","1997","Employed","indirect migration background","2","","","","2"
"Never","1997","Not Employed","no migration background","3211","0.920394274762657","0.911385460095893","0.929403089429421","5"
"Never","1997","Not Employed","direct migration background","952","0.925078607134868","0.908810338285358","0.941346875984378","5"
"Never","1997","Not Employed","indirect migration background","188","0.934903060749121","0.900627455830806","0.969178665667436","5"
"Never","1997","Employed","no migration background","5594","0.883052691693691","0.875103447105516","0.891001936281866","5"
"Never","1997","Employed","direct migration background","1391","0.941396950412179","0.929361220601441","0.953432680222917","5"
"Never","1997","Employed","indirect migration background","355","0.926805196112784","0.900373317518526","0.953237074707042","5"
"Rarely","1997","Not Employed","no migration background","180","0.0575508467386967","0.0497997462059965","0.0653019472713968","4"
"Rarely","1997","Not Employed","direct migration background","41","0.0602965539347496","0.045587296242977","0.0750058116265221","4"
"Rarely","1997","Not Employed","indirect migration background","5","","","","4"
"Rarely","1997","Employed","no migration background","493","0.0861427752610611","0.0792023506714694","0.0930831998506529","4"
"Rarely","1997","Employed","direct migration background","54","0.0440580702183004","0.0335419772002482","0.0545741632363525","4"
"Rarely","1997","Employed","indirect migration background","14","","","","4"
"Daily","1998","Not Employed","no migration background","5","","","","1"
"Daily","1998","Not Employed","direct migration background","","","","","1"
"Daily","1998","Not Employed","indirect migration background","","","","","1"
"Daily","1998","Employed","no migration background","11","","","","1"
"Daily","1998","Employed","direct migration background","","","","","1"
"Daily","1998","Employed","indirect migration background","","","","","1"
"Min 1x per month","1998","Not Employed","no migration background","66","0.0136368046779336","0.0101175501293706","0.0171560592264965","3"
"Min 1x per month","1998","Not Employed","indirect migration background","5","","","","3"
"Min 1x per month","1998","Not Employed","direct migration background","14","","","","3"
"Min 1x per month","1998","Employed","no migration background","144","0.0198314858919929","0.0165772372286339","0.023085734555352","3"
"Min 1x per month","1998","Employed","direct migration background","19","","","","3"
