"pli0097_h","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","Full Time","(2c_voc) vocational maturity certificate","7","","",""
"Min 1x per month","1985","Full Time","(3a) lower tertiary education","12","","",""
"Min 1x per month","1985","Full Time","(3b) higher tertiary education","14","","",""
"Min 1x per month","1985","Part Time","(0) in school","","","",""
"Min 1x per month","1985","Part Time","(1a) inadequately completed","2","","",""
"Min 1x per month","1985","Part Time","(1b) general elementary school","4","","",""
"Min 1x per month","1985","Part Time","(1c) basic vocational qualification","12","","",""
"Min 1x per month","1985","Part Time","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1985","Part Time","(2a) intermediate vocational","2","","",""
"Min 1x per month","1985","Part Time","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1985","Part Time","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1985","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","Part Time","(3b) higher tertiary education","7","","",""
"Min 1x per month","1985","Not Working","(0) in school","1","","",""
"Min 1x per month","1985","Not Working","(1a) inadequately completed","1","","",""
"Min 1x per month","1985","Not Working","(1b) general elementary school","7","","",""
"Min 1x per month","1985","Not Working","(1c) basic vocational qualification","14","","",""
"Min 1x per month","1985","Not Working","(2b) intermediate general qualification","10","","",""
"Min 1x per month","1985","Not Working","(2a) intermediate vocational","5","","",""
"Min 1x per month","1985","Not Working","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1985","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Min 1x per month","1985","Not Working","(3a) lower tertiary education","1","","",""
"Min 1x per month","1985","Not Working","(3b) higher tertiary education","5","","",""
"Rarely","1985","Full Time","(0) in school","","","",""
"Rarely","1985","Full Time","(1a) inadequately completed","7","","",""
"Rarely","1985","Full Time","(1b) general elementary school","20","","",""
"Rarely","1985","Full Time","(1c) basic vocational qualification","96","0.0524580109344535","0.0426179049183771","0.06229811695053"
"Rarely","1985","Full Time","(2b) intermediate general qualification","10","","",""
"Rarely","1985","Full Time","(2a) intermediate vocational","56","0.077648867383477","0.057963903513302","0.097333831253652"
"Rarely","1985","Full Time","(2c_gen) general maturity certificate","7","","",""
"Rarely","1985","Full Time","(2c_voc) vocational maturity certificate","17","","",""
"Rarely","1985","Full Time","(3a) lower tertiary education","20","","",""
"Rarely","1985","Full Time","(3b) higher tertiary education","41","0.147498870285273","0.10757169325602","0.187426047314526"
"Rarely","1985","Part Time","(0) in school","","","",""
"Rarely","1985","Part Time","(1a) inadequately completed","2","","",""
"Rarely","1985","Part Time","(1b) general elementary school","8","","",""
"Rarely","1985","Part Time","(1c) basic vocational qualification","35","0.0592517171462107","0.0404697562033729","0.0780336780890485"
"Rarely","1985","Part Time","(2b) intermediate general qualification","7","","",""
"Rarely","1985","Part Time","(2a) intermediate vocational","12","","",""
"Rarely","1985","Part Time","(2c_gen) general maturity certificate","15","","",""
"Rarely","1985","Part Time","(2c_voc) vocational maturity certificate","13","","",""
"Rarely","1985","Part Time","(3a) lower tertiary education","4","","",""
"Rarely","1985","Part Time","(3b) higher tertiary education","14","","",""
"Rarely","1985","Not Working","(0) in school","10","","",""
"Rarely","1985","Not Working","(1a) inadequately completed","3","","",""
"Rarely","1985","Not Working","(1b) general elementary school","16","","",""
"Rarely","1985","Not Working","(1c) basic vocational qualification","23","","",""
"Rarely","1985","Not Working","(2b) intermediate general qualification","16","","",""
"Rarely","1985","Not Working","(2a) intermediate vocational","21","","",""
"Rarely","1985","Not Working","(2c_gen) general maturity certificate","20","","",""
"Rarely","1985","Not Working","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1985","Not Working","(3a) lower tertiary education","2","","",""
"Rarely","1985","Not Working","(3b) higher tertiary education","9","","",""
"Never","1985","Full Time","(0) in school","","","",""
"Never","1985","Full Time","(1a) inadequately completed","440","0.988570924019726","0.97872812629101","0.998413721748441"
"Never","1985","Full Time","(1b) general elementary school","837","0.956313393787803","0.942723612229604","0.969903175346002"
"Never","1985","Full Time","(1c) basic vocational qualification","1808","0.910278274806274","0.897664922320538","0.92289162729201"
"Never","1985","Full Time","(2b) intermediate general qualification","121","0.909742657122484","0.861225399682889","0.958259914562078"
"Never","1985","Full Time","(2a) intermediate vocational","628","0.88323774083306","0.859616159359197","0.906859322306923"
"Never","1985","Full Time","(2c_gen) general maturity certificate","67","0.84976918255044","0.768906626898883","0.930631738201996"
"Never","1985","Full Time","(2c_voc) vocational maturity certificate","181","0.851500674570404","0.803291501006489","0.899709848134319"
"Never","1985","Full Time","(3a) lower tertiary education","123","0.780897272567912","0.716195063343255","0.845599481792568"
"Never","1985","Full Time","(3b) higher tertiary education","235","0.755101882346729","0.706682162006702","0.803521602686756"
"Never","1985","Part Time","(0) in school","7","","",""
"Never","1985","Part Time","(1a) inadequately completed","99","0.949171605907825","0.906753131794816","0.991590080020834"
"Never","1985","Part Time","(1b) general elementary school","421","0.967435411458196","0.950736544146036","0.984134278770356"
"Never","1985","Part Time","(1c) basic vocational qualification","555","0.914179916356677","0.891897409428106","0.936462423285248"
"Never","1985","Part Time","(2b) intermediate general qualification","91","0.893446735424873","0.832973138032616","0.953920332817129"
"Never","1985","Part Time","(2a) intermediate vocational","218","0.91853227134486","0.883631734831469","0.95343280785825"
"Never","1985","Part Time","(2c_gen) general maturity certificate","83","0.774737572565344","0.693665795204994","0.855809349925694"
"Never","1985","Part Time","(2c_voc) vocational maturity certificate","63","0.716276025690373","0.618102631448019","0.814449419932727"
"Never","1985","Part Time","(3a) lower tertiary education","27","","",""
"Never","1985","Part Time","(3b) higher tertiary education","88","0.7925981408385","0.717172423570888","0.868023858106112"
"Never","1985","Not Working","(0) in school","167","0.919266232992331","0.879357325617007","0.959175140367656"
"Never","1985","Not Working","(1a) inadequately completed","350","0.973474155510885","0.956781712021194","0.990166599000577"
"Never","1985","Not Working","(1b) general elementary school","1261","0.978362839286587","0.970413904621787","0.986311773951386"
"Never","1985","Not Working","(1c) basic vocational qualification","1158","0.966115902102216","0.955874696651766","0.976357107552666"
"Never","1985","Not Working","(2b) intermediate general qualification","207","0.874396168886268","0.832114934711936","0.916677403060601"
"Never","1985","Not Working","(2a) intermediate vocational","350","0.923252254475394","0.89652350717912","0.949981001771669"
"Never","1985","Not Working","(2c_gen) general maturity certificate","169","0.836236007611115","0.784820373836155","0.887651641386074"
"Never","1985","Not Working","(2c_voc) vocational maturity certificate","96","0.859744707037958","0.796000598691349","0.923488815384566"
"Never","1985","Not Working","(3a) lower tertiary education","52","0.915525265449358","0.843329911822354","0.987720619076362"
"Never","1985","Not Working","(3b) higher tertiary education","72","0.856276768723109","0.783394202682272","0.929159334763946"
"Daily","1986","Full Time","(0) in school","","","",""
"Daily","1986","Full Time","(1a) inadequately completed","","","",""
"Daily","1986","Full Time","(1b) general elementary school","","","",""
"Daily","1986","Full Time","(1c) basic vocational qualification","","","",""
"Daily","1986","Full Time","(2b) intermediate general qualification","","","",""
"Daily","1986","Full Time","(2a) intermediate vocational","","","",""
"Daily","1986","Full Time","(2c_gen) general maturity certificate","","","",""
"Daily","1986","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","Full Time","(3a) lower tertiary education","","","",""
"Daily","1986","Full Time","(3b) higher tertiary education","","","",""
"Daily","1986","Part Time","(0) in school","","","",""
"Daily","1986","Part Time","(1a) inadequately completed","","","",""
"Daily","1986","Part Time","(1b) general elementary school","","","",""
"Daily","1986","Part Time","(1c) basic vocational qualification","","","",""
"Daily","1986","Part Time","(2b) intermediate general qualification","","","",""
"Daily","1986","Part Time","(2a) intermediate vocational","","","",""
"Daily","1986","Part Time","(2c_gen) general maturity certificate","","","",""
"Daily","1986","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","Part Time","(3a) lower tertiary education","","","",""
"Daily","1986","Part Time","(3b) higher tertiary education","","","",""
"Daily","1986","Not Working","(0) in school","","","",""
"Daily","1986","Not Working","(1a) inadequately completed","","","",""
"Daily","1986","Not Working","(1b) general elementary school","","","",""
"Daily","1986","Not Working","(1c) basic vocational qualification","","","",""
"Daily","1986","Not Working","(2b) intermediate general qualification","","","",""
"Daily","1986","Not Working","(2a) intermediate vocational","","","",""
"Daily","1986","Not Working","(2c_gen) general maturity certificate","","","",""
"Daily","1986","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","Not Working","(3a) lower tertiary education","","","",""
"Daily","1986","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","Full Time","(0) in school","","","",""
"Min 1x per week","1986","Full Time","(1a) inadequately completed","1","","",""
"Min 1x per week","1986","Full Time","(1b) general elementary school","4","","",""
"Min 1x per week","1986","Full Time","(1c) basic vocational qualification","26","","",""
"Min 1x per week","1986","Full Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1986","Full Time","(2a) intermediate vocational","9","","",""
"Min 1x per week","1986","Full Time","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1986","Full Time","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per week","1986","Full Time","(3a) lower tertiary education","2","","",""
"Min 1x per week","1986","Full Time","(3b) higher tertiary education","12","","",""
"Min 1x per week","1986","Part Time","(0) in school","","","",""
"Min 1x per week","1986","Part Time","(1a) inadequately completed","","","",""
"Min 1x per week","1986","Part Time","(1b) general elementary school","","","",""
"Min 1x per week","1986","Part Time","(1c) basic vocational qualification","2","","",""
"Min 1x per week","1986","Part Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1986","Part Time","(2a) intermediate vocational","2","","",""
"Min 1x per week","1986","Part Time","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1986","Part Time","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1986","Part Time","(3a) lower tertiary education","2","","",""
"Min 1x per week","1986","Part Time","(3b) higher tertiary education","2","","",""
"Min 1x per week","1986","Not Working","(0) in school","","","",""
"Min 1x per week","1986","Not Working","(1a) inadequately completed","3","","",""
"Min 1x per week","1986","Not Working","(1b) general elementary school","2","","",""
"Min 1x per week","1986","Not Working","(1c) basic vocational qualification","11","","",""
"Min 1x per week","1986","Not Working","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1986","Not Working","(2a) intermediate vocational","","","",""
"Min 1x per week","1986","Not Working","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1986","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per week","1986","Not Working","(3a) lower tertiary education","1","","",""
"Min 1x per week","1986","Not Working","(3b) higher tertiary education","2","","",""
"Min 1x per month","1986","Full Time","(0) in school","","","",""
"Min 1x per month","1986","Full Time","(1a) inadequately completed","1","","",""
"Min 1x per month","1986","Full Time","(1b) general elementary school","10","","",""
"Min 1x per month","1986","Full Time","(1c) basic vocational qualification","46","0.0253675508885375","0.0182655187311234","0.0324695830459516"
"Min 1x per month","1986","Full Time","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1986","Full Time","(2a) intermediate vocational","8","","",""
"Min 1x per month","1986","Full Time","(2c_gen) general maturity certificate","1","","",""
"Min 1x per month","1986","Full Time","(2c_voc) vocational maturity certificate","6","","",""
"Min 1x per month","1986","Full Time","(3a) lower tertiary education","7","","",""
"Min 1x per month","1986","Full Time","(3b) higher tertiary education","11","","",""
"Min 1x per month","1986","Part Time","(0) in school","","","",""
"Min 1x per month","1986","Part Time","(1a) inadequately completed","","","",""
"Min 1x per month","1986","Part Time","(1b) general elementary school","3","","",""
"Min 1x per month","1986","Part Time","(1c) basic vocational qualification","10","","",""
"Min 1x per month","1986","Part Time","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1986","Part Time","(2a) intermediate vocational","1","","",""
"Min 1x per month","1986","Part Time","(2c_gen) general maturity certificate","7","","",""
"Min 1x per month","1986","Part Time","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per month","1986","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","Part Time","(3b) higher tertiary education","3","","",""
"Min 1x per month","1986","Not Working","(0) in school","3","","",""
"Min 1x per month","1986","Not Working","(1a) inadequately completed","1","","",""
"Min 1x per month","1986","Not Working","(1b) general elementary school","9","","",""
"Min 1x per month","1986","Not Working","(1c) basic vocational qualification","14","","",""
"Min 1x per month","1986","Not Working","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1986","Not Working","(2a) intermediate vocational","2","","",""
"Min 1x per month","1986","Not Working","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1986","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1986","Not Working","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","Not Working","(3b) higher tertiary education","3","","",""
"Rarely","1986","Full Time","(0) in school","","","",""
"Rarely","1986","Full Time","(1a) inadequately completed","5","","",""
"Rarely","1986","Full Time","(1b) general elementary school","25","","",""
"Rarely","1986","Full Time","(1c) basic vocational qualification","94","0.0577089753468761","0.0471763377869653","0.0682416129067868"
"Rarely","1986","Full Time","(2b) intermediate general qualification","12","","",""
"Rarely","1986","Full Time","(2a) intermediate vocational","52","0.0779398187306715","0.0580237874038796","0.0978558500574634"
"Rarely","1986","Full Time","(2c_gen) general maturity certificate","6","","",""
"Rarely","1986","Full Time","(2c_voc) vocational maturity certificate","13","","",""
"Rarely","1986","Full Time","(3a) lower tertiary education","23","","",""
"Rarely","1986","Full Time","(3b) higher tertiary education","49","0.17779479482514","0.135903601311744","0.219685988338536"
"Rarely","1986","Part Time","(0) in school","","","",""
"Rarely","1986","Part Time","(1a) inadequately completed","1","","",""
"Rarely","1986","Part Time","(1b) general elementary school","9","","",""
"Rarely","1986","Part Time","(1c) basic vocational qualification","29","","",""
"Rarely","1986","Part Time","(2b) intermediate general qualification","3","","",""
"Rarely","1986","Part Time","(2a) intermediate vocational","17","","",""
"Rarely","1986","Part Time","(2c_gen) general maturity certificate","16","","",""
"Rarely","1986","Part Time","(2c_voc) vocational maturity certificate","8","","",""
"Rarely","1986","Part Time","(3a) lower tertiary education","3","","",""
"Rarely","1986","Part Time","(3b) higher tertiary education","10","","",""
"Rarely","1986","Not Working","(0) in school","5","","",""
"Rarely","1986","Not Working","(1a) inadequately completed","5","","",""
"Rarely","1986","Not Working","(1b) general elementary school","21","","",""
"Rarely","1986","Not Working","(1c) basic vocational qualification","21","","",""
"Rarely","1986","Not Working","(2b) intermediate general qualification","12","","",""
"Rarely","1986","Not Working","(2a) intermediate vocational","18","","",""
"Rarely","1986","Not Working","(2c_gen) general maturity certificate","21","","",""
"Rarely","1986","Not Working","(2c_voc) vocational maturity certificate","10","","",""
"Rarely","1986","Not Working","(3a) lower tertiary education","3","","",""
"Rarely","1986","Not Working","(3b) higher tertiary education","6","","",""
"Never","1986","Full Time","(0) in school","","","",""
"Never","1986","Full Time","(1a) inadequately completed","394","0.984329978703183","0.972174248449374","0.996485708956992"
"Never","1986","Full Time","(1b) general elementary school","832","0.945551351118688","0.930482674007834","0.960620028229542"
"Never","1986","Full Time","(1c) basic vocational qualification","1717","0.903259045183201","0.889907415591952","0.916610674774449"
"Never","1986","Full Time","(2b) intermediate general qualification","128","0.886933753703124","0.83503079074738","0.938836716658867"
"Never","1986","Full Time","(2a) intermediate vocational","627","0.896398031677897","0.87375795352807","0.919038109827724"
"Never","1986","Full Time","(2c_gen) general maturity certificate","66","0.879370574660881","0.805659956490776","0.953081192830986"
"Never","1986","Full Time","(2c_voc) vocational maturity certificate","196","0.866987122959409","0.822215264578526","0.911758981340293"
"Never","1986","Full Time","(3a) lower tertiary education","117","0.789293063855426","0.72381233330794","0.854773794402911"
"Never","1986","Full Time","(3b) higher tertiary education","248","0.744628285346801","0.696850142701554","0.792406427992048"
"Never","1986","Part Time","(0) in school","5","","",""
"Never","1986","Part Time","(1a) inadequately completed","109","0.997414199165348","0.987923743660738","1.00690465466996"
"Never","1986","Part Time","(1b) general elementary school","411","0.967254865272296","0.950295024927983","0.984214705616608"
"Never","1986","Part Time","(1c) basic vocational qualification","534","0.923780358993393","0.902091735968156","0.94546898201863"
"Never","1986","Part Time","(2b) intermediate general qualification","101","0.92586416623737","0.876222776852582","0.975505555622159"
"Never","1986","Part Time","(2a) intermediate vocational","212","0.909084232084201","0.872090702749381","0.946077761419021"
"Never","1986","Part Time","(2c_gen) general maturity certificate","102","0.767672807444773","0.693933183357094","0.841412431532451"
"Never","1986","Part Time","(2c_voc) vocational maturity certificate","64","0.764651993319907","0.669278328845449","0.860025657794365"
"Never","1986","Part Time","(3a) lower tertiary education","35","0.857529571165449","0.749210478437556","0.965848663893342"
"Never","1986","Part Time","(3b) higher tertiary education","75","0.845974592035392","0.77139814652543","0.920551037545355"
"Never","1986","Not Working","(0) in school","172","0.949237111792126","0.917169076345609","0.981305147238642"
"Never","1986","Not Working","(1a) inadequately completed","324","0.97550169905543","0.958897880759895","0.992105517350965"
"Never","1986","Not Working","(1b) general elementary school","1127","0.971706475866399","0.962160563480487","0.981252388252311"
"Never","1986","Not Working","(1c) basic vocational qualification","1072","0.959434134665205","0.947869946639144","0.970998322691266"
"Never","1986","Not Working","(2b) intermediate general qualification","192","0.936247339113679","0.903125121655469","0.96936955657189"
"Never","1986","Not Working","(2a) intermediate vocational","357","0.955520151653779","0.934709820548469","0.976330482759089"
"Never","1986","Not Working","(2c_gen) general maturity certificate","176","0.852129655902622","0.803298899265197","0.900960412540046"
"Never","1986","Not Working","(2c_voc) vocational maturity certificate","97","0.855984648178915","0.791533145384429","0.920436150973402"
"Never","1986","Not Working","(3a) lower tertiary education","53","0.944339264854666","0.884821151522294","1.00385737818704"
"Never","1986","Not Working","(3b) higher tertiary education","76","0.905334123153028","0.843817903276668","0.966850343029387"
"Daily","1987","Full Time","(0) in school","","","",""
"Daily","1987","Full Time","(1a) inadequately completed","","","",""
"Daily","1987","Full Time","(1b) general elementary school","","","",""
"Daily","1987","Full Time","(1c) basic vocational qualification","","","",""
"Daily","1987","Full Time","(2b) intermediate general qualification","","","",""
"Daily","1987","Full Time","(2a) intermediate vocational","","","",""
"Daily","1987","Full Time","(2c_gen) general maturity certificate","","","",""
"Daily","1987","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","Full Time","(3a) lower tertiary education","","","",""
"Daily","1987","Full Time","(3b) higher tertiary education","","","",""
"Daily","1987","Part Time","(0) in school","","","",""
"Daily","1987","Part Time","(1a) inadequately completed","","","",""
"Daily","1987","Part Time","(1b) general elementary school","","","",""
"Daily","1987","Part Time","(1c) basic vocational qualification","","","",""
"Daily","1987","Part Time","(2b) intermediate general qualification","","","",""
"Daily","1987","Part Time","(2a) intermediate vocational","","","",""
"Daily","1987","Part Time","(2c_gen) general maturity certificate","","","",""
"Daily","1987","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","Part Time","(3a) lower tertiary education","","","",""
"Daily","1987","Part Time","(3b) higher tertiary education","","","",""
"Daily","1987","Not Working","(0) in school","","","",""
"Daily","1987","Not Working","(1a) inadequately completed","","","",""
"Daily","1987","Not Working","(1b) general elementary school","","","",""
"Daily","1987","Not Working","(1c) basic vocational qualification","","","",""
"Daily","1987","Not Working","(2b) intermediate general qualification","","","",""
"Daily","1987","Not Working","(2a) intermediate vocational","","","",""
"Daily","1987","Not Working","(2c_gen) general maturity certificate","","","",""
"Daily","1987","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","Not Working","(3a) lower tertiary education","","","",""
"Daily","1987","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","Full Time","(0) in school","","","",""
"Min 1x per week","1987","Full Time","(1a) inadequately completed","","","",""
"Min 1x per week","1987","Full Time","(1b) general elementary school","","","",""
"Min 1x per week","1987","Full Time","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","Full Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","Full Time","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","Full Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","Full Time","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","Full Time","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","Part Time","(0) in school","","","",""
"Min 1x per week","1987","Part Time","(1a) inadequately completed","","","",""
"Min 1x per week","1987","Part Time","(1b) general elementary school","","","",""
"Min 1x per week","1987","Part Time","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","Part Time","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","Part Time","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","Part Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","Part Time","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","Not Working","(0) in school","","","",""
"Min 1x per week","1987","Not Working","(1a) inadequately completed","","","",""
"Min 1x per week","1987","Not Working","(1b) general elementary school","","","",""
"Min 1x per week","1987","Not Working","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","Not Working","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","Not Working","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","Not Working","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","Not Working","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","Not Working","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","Full Time","(0) in school","","","",""
"Min 1x per month","1987","Full Time","(1a) inadequately completed","","","",""
"Min 1x per month","1987","Full Time","(1b) general elementary school","","","",""
"Min 1x per month","1987","Full Time","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","Full Time","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","Full Time","(2a) intermediate vocational","","","",""
"Min 1x per month","1987","Full Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1987","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1987","Full Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1987","Full Time","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","Part Time","(0) in school","","","",""
"Min 1x per month","1987","Part Time","(1a) inadequately completed","","","",""
"Min 1x per month","1987","Part Time","(1b) general elementary school","","","",""
"Min 1x per month","1987","Part Time","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","Part Time","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","Part Time","(2a) intermediate vocational","","","",""
"Min 1x per month","1987","Part Time","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1987","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1987","Part Time","(3a) lower tertiary education","","","",""
"Min 1x per month","1987","Part Time","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","Not Working","(0) in school","","","",""
"Min 1x per month","1987","Not Working","(1a) inadequately completed","","","",""
"Min 1x per month","1987","Not Working","(1b) general elementary school","","","",""
"Min 1x per month","1987","Not Working","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","Not Working","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","Not Working","(2a) intermediate vocational","","","",""
