"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","17178.36","15177.04","3468","6136","9755","22141","29237","53338","16808.54","17548.18","0","170618","16505","17258"
"1984","higher education","25536.64","24263.27","793","11526","16363","31365","39555","73308","24468.81","26604.47","51","143736","24057","25691"
"1984","higher vocational","21832.61","20247","660","8957","13590","27460","35630","57027","20991.77","22673.45","2383","94603","20216","22302"
"1984","in school","24682.3","23430","187","12555","17383","30489","36626","67087","23057.12","26307.48","0","89039","21084","24200"
"1984","inadequately","17205.39","15994.76","1019","7937","11473","21366","28251","44534","16613.2","17797.58","0","103309","17197","18095"
"1984","middle vocational","19569.14","17974","5725","8397","12480","24314","31646","55500","19285.87","19852.41","0","170618","18354","19002"
"1984","vocational + Abi","19834.15","17922.04","312","7433","12274","26146","30718","54161","18458.44","21209.86","744","148650","16884","20552"
"1985","general elemantary","17509.35","15487","3079","6352","9895","22412","30185","50270","17135.97","17882.73","46","137599","17211","18026"
"1985","higher education","25801.81","23933.96","758","12118","16766","32271","40956","61370","24890.94","26712.68","1174","114342","23947","26315"
"1985","higher vocational","22080.5","20893.18","621","9267","13932","28323","34660","61140","21217.81","22943.19","3147","71811","21225","23579"
"1985","in school","25991.89","25695.3","187","13304","18492","32585","40362","59398","24491.78","27492","4039","61961","22810","26915"
"1985","inadequately","17166.95","15849.97","849","7365","10331","22327","28365","46868","16585.12","17748.78","0","62449","17797","19016"
"1985","middle vocational","20074.77","18180","5198","8641","12729","24746","33013","57380","19763.93","20385.61","0","169250","18878","19546"
"1985","vocational + Abi","19286.3","17234.71","280","8977","12273","24848","32747","50605","18134.17","20438.43","75","56930","17611","19836"
"1986","general elemantary","17841.32","15832.48","2924","6544","9928","23050","31239","52036","17433.6","18249.04","0","215855","17721","18808"
"1986","higher education","26860.67","25524.72","751","11749","18260","33710","41060","66315","25849.78","27871.56","0","185058","25681","27688"
"1986","higher vocational","21928.25","20263.19","583","9792","13613","27476","34269","63138","21005.88","22850.62","1840","92846","20795","23283"
"1986","in school","25571.39","23795.35","188","12499","18120","30942","39201","57602","23931.89","27210.89","0","75592","21456","24755"
"1986","inadequately","18054.55","16303.52","790","6930","11355","23307","30426","56731","17415.38","18693.72","108","61416","18544","20445"
