"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","22163.49","20505","7568","10971","15113","26790","34339","59821","21910.98","22416","716","148650","20359","20745"
"1984","Not Employed","16085.75","13778.89","4663","5829","9101","20152","28531","50370","15768.32","16403.18","0","170618","14721","15300"
"1985","Employed","22727.99","20843.18","6854","10987","15137","27592","35843","61429","22458.78","22997.2","501","169250","20983","21567"
"1985","Not Employed","16391.2","14199","4233","6136","9328","20866","29253","50270","16086.2","16696.2","0","142772","15344","15953"
"1986","Employed","23214.79","21382","6698","11424","15557","28031","35756","63138","22935.68","23493.9","393","215855","21683","22101"
"1986","Not Employed","16385.04","14112","3945","6077","9311","21070","29601","53167","16044.35","16725.73","0","215855","15782","16414"
"1987","Employed","24125.2","22314.04","6714","11815","16484","28995","38000","63070","23850.23","24400.17","825","124820","22682","23190"
"1987","Not Employed","16989.28","14566.31","3799","6439","9584","21942","30203","51630","16642.69","17335.87","0","124820","16839","17581"
"1988","Employed","24827.37","22855","6450","12004","16912","30052","38792","64063","24540.42","25114.32","744","152338","23142","23687"
"1988","Not Employed","17315.14","15013.48","3572","6725","9680","22098","31476","53486","16947.41","17682.87","0","124872","17107","17849"
"1989","Employed","26066.64","24013.16","6270","12508","17550","31233","41222","73970","25749.31","26383.97","666","170922","24146","24724"
"1989","Not Employed","18219.46","15699.99","3439","6762","9944","23080","32394","61678","17805.37","18633.55","0","170922","17793","18634"
"1990","Employed","26814.39","24538","6172","12738","18036","32478","41135","75701","26461.42","27167.36","693","221883","25055","25629"
"1990","Not Employed","18838.53","16174","3345","7084","10677","23790","33734","66122","18407.1","19269.96","0","145759","17890","18926"
"1991","Employed","28795.65","26564","6197","13555","19141","35095","45051","84256","28444.31","29146.99","1457","178897","26885","27531"
"1991","Not Employed","19928.01","17084","3269","7375","10911","25071","36195","64570","19470.86","20385.16","10","153869","19350","20362"
