"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","Female","","","","","","","","","","","","","",""
"1984","East Germany","Male","","","","","","","","","","","","","",""
"1984","West Germany","Female","18372.7","16626.12","6232","6442","10676","23867","31072","56766","18087.64","18657.76","0","170618","17620","18212"
"1984","West Germany","Male","20760.94","18769.77","5999","9817","13412","25694","33512","57027","20474.27","21047.61","0","170618","18861","19426"
"1985","East Germany","Female","","","","","","","","","","","","","",""
"1985","East Germany","Male","","","","","","","","","","","","","",""
"1985","West Germany","Female","18749.28","16922","5632","6775","10891","24219","32368","56141","18462.93","19035.63","0","142772","18360","18930"
"1985","West Germany","Male","21292.54","19262.76","5455","10025","13577","26141","34411","57674","20990.18","21594.9","0","169250","19621","20233"
"1986","East Germany","Female","","","","","","","","","","","","","",""
"1986","East Germany","Male","","","","","","","","","","","","","",""
"1986","West Germany","Female","19058.59","17129.36","5377","6698","10736","24829","32490","59545","18745.59","19371.59","0","215855","19258","19915"
"1986","West Germany","Male","21628.4","19828.17","5266","9993","13790","26684","34858","61416","21315.47","21941.33","0","215855","20320","20932"
"1987","East Germany","Female","","","","","","","","","","","","","",""
"1987","East Germany","Male","","","","","","","","","","","","","",""
"1987","West Germany","Female","19885.87","18097.53","5307","7258","11290","25621","34434","60860","19573.18","20198.56","0","124820","20141","20787"
"1987","West Germany","Male","22562.55","20750.9","5206","10350","14469","27695","37014","61705","22249.73","22875.37","0","124820","21551","22169"
"1988","East Germany","Female","","","","","","","","","","","","","",""
"1988","East Germany","Male","","","","","","","","","","","","","",""
"1988","West Germany","Female","20406.07","18467.63","5068","7356","11355","26646","35148","61015","20074.97","20737.17","0","152338","20443","21217"
"1988","West Germany","Male","23177.16","21303.92","4954","10655","15023","28669","37342","64063","22850.83","23503.49","0","124872","21982","22553"
"1989","East Germany","Female","","","","","","","","","","","","","",""
"1989","East Germany","Male","","","","","","","","","","","","","",""
"1989","West Germany","Female","21381.88","19421.12","4928","7599","11762","27324","36843","66354","21019.12","21744.64","0","170922","21476","22193"
"1989","West Germany","Male","24429.95","22380.93","4781","11164","15693","29673","38898","72825","24063.69","24796.21","200","170922","22976","23641"
"1990","East Germany","Female","","","","","","","","","","","","","",""
"1990","East Germany","Male","","","","","","","","","","","","","",""
"1990","West Germany","Female","22199.42","19980.72","4827","8161","12379","28502","37667","68986","21805.16","22593.68","0","221883","22084","22837"
"1990","West Germany","Male","25201.84","22846.55","4690","11523","16246","31074","40081","75581","24800.81","25602.87","0","221883","23686","24348"
"1991","East Germany","Female","","","","","","","","","","","","","",""
"1991","East Germany","Male","","","","","","","","","","","","","",""
"1991","West Germany","Female","23785.52","21336.67","4807","8424","12829","30770","41446","78367","23373.33","24197.71","10","178897","23641","24388"
"1991","West Germany","Male","26931.64","24335.47","4659","12289","17283","33318","43564","77089","26533.64","27329.64","10","178897","25214","26002"
"1992","East Germany","Female","15894.15","14956.12","2097","5403","9367","20886","27175","42241","15523.67","16264.63","1841","64315","16923","17835"
"1992","East Germany","Male","18003.91","16925.29","1896","8484","11623","22449","28352","44551","17621.28","18386.54","2239","64315","18496","19204"
"1992","West Germany","Female","24924.82","22571.24","4804","8952","13550","32334","43703","76584","24502.58","25347.06","0","255823","24725","25679"
"1992","West Germany","Male","28316.63","25818.02","4594","13089","18274","34858","46757","80277","27897.56","28735.7","0","255823","26723","27601"
"1993","East Germany","Female","18656.94","17580.87","2019","7115","10778","24177","31516","47795","18198.79","19115.09","848","126937","19514","20387"
"1993","East Germany","Male","20780.79","19631.87","1821","9380","13650","26511","33600","46904","20320.23","21241.35","86","126937","21205","22338"
"1993","West Germany","Female","25796.89","23070.48","4766","9205","13973","33495","45326","79066","25347.38","26246.4","0","221375","25165","26090"
"1993","West Germany","Male","29477","26828.15","4572","12894","18820","36413","49225","80770","29029.18","29924.82","251","221375","27526","28544"
"1994","East Germany","Female","20944.26","18973.02","1989","8417","12222","27029","34778","61018","20405.96","21482.56","235","131917","21677","22628"
"1994","East Germany","Male","23108.77","21585.21","1799","10792","15031","29027","36364","60899","22554.18","23663.36","0","131917","23358","24683"
"1994","West Germany","Female","26476.16","24068.37","4715","9622","14412","34235","45927","76117","26025.57","26926.75","0","204137","26204","27003"
"1994","West Germany","Male","30146.55","27385","4441","13379","19663","37672","50030","79455","29686.87","30606.23","0","204137","28234","29205"
"1995","East Germany","Female","21493.3","19686.1","1951","8595","12801","27225","35257","66054","20947.33","22039.27","205","141277","22337","23414"
