"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","direct migration background","20218.95","18935","1927","10395","13528","24253","30128","50014","19719.04","20718.86","2664","148650","19631","20473"
"1984","Full Time","indirect migration background","20324.05","20363.32","52","11550","15401","25738","28606","34346","18127.51","22520.59","5831","43622","20203","25403"
"1984","Full Time","no migration background","22850.75","21007.03","3699","11671","15728","27276","35126","61168","22489.67","23211.83","2021","131250","20969","21567"
"1984","Not Working","direct migration background","15970.58","14030.46","1000","5399","9817","19549","27292","52787","15359.78","16581.38","0","131250","14514","15513"
"1984","Not Working","indirect migration background","14774.76","12394","58","10236","10553","16215","25850","34248","12697.86","16851.66","3068","38225","14872","21289"
"1984","Not Working","no migration background","16100.67","13765.82","3605","5829","8952","20196","28657","50203","15728.07","16473.27","0","170618","14652","15320"
"1984","Part Time","direct migration background","20395.37","17951.52","490","9209","13675","25738","34470","49780","19560.74","21230","1907","83895","17424","19320"
"1984","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1984","Part Time","no migration background","21256.92","19704.7","1382","8998","14213","26315","33347","60934","20640.24","21873.6","716","143736","19576","20575"
"1985","Full Time","direct migration background","20497.41","19255.28","1591","10441","13735","24958","32238","46096","20078.32","20916.5","4580","69703","20094","21082"
"1985","Full Time","indirect migration background","20196.83","19520.24","51","9477","16216","22989","29572","36939","17962.04","22431.62","9181","43352","20432","26062"
"1985","Full Time","no migration background","23627.2","21639","3344","11893","15893","28291","36708","63823","23204.19","24050.21","2048","169250","21847","22525"
"1985","Not Working","direct migration background","16044.51","14166","891","6749","10635","20162","26381","48637","15501.76","16587.26","0","72590","14873","16022"
"1985","Not Working","indirect migration background","16222.78","13514.15","72","11952","12564","20298","26032","32683","14589.96","17855.6","5692","39845","16541","20642"
"1985","Not Working","no migration background","16421.14","14203.17","3270","6123","9271","20954","29456","50270","16056.92","16785.36","0","142772","15232","16043"
"1985","Part Time","direct migration background","20730.94","18258.83","463","9111","13774","25176","32823","77794","19805.54","21656.34","2352","114342","17611","20246"
"1985","Part Time","indirect migration background","","","","","","","","","","","","","",""
