"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","18497.79","17346.4","1161","6836","11108","23725","31056","47556","17874.85","19120.73","0","137599","18180","19633"
"1985","Rural Area","Male","21226.03","19317.46","1123","9804","13805","25436","33513","57380","20503.01","21949.05","2352","169250","19397","20589"
"1985","Urban Area","Female","18825.82","16761","4471","6759","10847","24467","32765","56807","18503.31","19148.33","0","142772","18272","18901"
"1985","Urban Area","Male","21313.25","19240.01","4332","10054","13508","26346","34563","57674","20981.69","21644.81","0","162146","19549","20244"
"1986","Rural Area","Female","19703.63","17993.79","1115","6844","11173","25773","32262","61416","18905.56","20501.7","307","215855","19306","20617"
"1986","Rural Area","Male","22039.87","20175.33","1070","10086","14337","26800","34873","61416","21203.21","22876.53","1840","215855","20254","21107"
"1986","Urban Area","Female","18862.68","16893.1","4262","6575","10619","24669","32502","59300","18527.49","19197.87","0","185058","19035","19837"
"1986","Urban Area","Male","21503.28","19759.42","4196","9993","13675","26654","34858","60172","21173.47","21833.09","0","185058","20254","21017"
"1987","Rural Area","Female","19862.05","18702.11","1110","7332","11602","25730","34306","53524","19208.26","20515.84","307","108409","19801","21272"
"1987","Rural Area","Male","22288.76","20261.56","1050","10264","14437","27485","36886","55550","21605.49","22972.03","1427","108409","20804","22240"
"1987","Urban Area","Female","19892.98","17909.12","4197","7240","11213","25612","34499","61705","19537.27","20248.69","0","124820","20023","20841"
"1987","Urban Area","Male","22644.21","20911.27","4156","10418","14477","27748","37028","62833","22292.3","22996.12","0","124820","21590","22264"
"1988","Rural Area","Female","20534.48","19297","1033","7404","11792","26875","35279","53038","19854.35","21214.61","1305","86608","20421","21854"
"1988","Rural Area","Male","22831.54","21111.99","991","10298","14866","28790","38417","56691","22143.56","23519.52","1524","86608","21523","22886"
"1988","Urban Area","Female","20368.72","18215","4035","7356","11259","26477","35098","61604","19990.93","20746.51","0","152338","20302","21208"
"1988","Urban Area","Male","23279.47","21372","3963","10870","15023","28654","36967","65788","22909.45","23649.49","0","124872","21942","22605"
"1989","Rural Area","Female","21611.86","20238.27","971","7605","11967","27557","37407","56410","20822.53","22401.19","666","155412","21238","23060"
"1989","Rural Area","Male","24304.19","22563.92","952","10506","15647","30363","39947","59513","23522.8","25085.58","2577","155412","23306","25053"
"1989","Urban Area","Female","21317.45","19119.54","3957","7579","11719","27307","36799","70372","20909.18","21725.72","0","170922","21335","22111"
"1989","Urban Area","Male","24466.69","22316.06","3829","11278","15732","29650","38676","75974","24052.56","24880.82","200","170922","22818","23428"
"1990","Rural Area","Female","21595.39","19976.88","978","7712","12313","28134","37364","61334","20794.79","22395.99","149","120039","21712","23244"
"1990","Rural Area","Male","24782.33","22733.62","940","10965","15949","31110","39962","64294","23983.16","25581.5","0","120039","23255","25009"
"1990","Urban Area","Female","22370.25","19955.41","3849","8378","12380","28584","37992","74656","21919.5","22821","0","221883","21992","22899"
"1990","Urban Area","Male","25323.49","22879","3750","11732","16290","31044","40092","79159","24863.51","25783.47","0","221883","23602","24372"
"1991","Rural Area","Female","22891.48","21066.73","989","8283","12150","30132","40040","60722","22048.56","23734.4","1784","153869","23146","24671"
"1991","Rural Area","Male","26518.49","24259","963","11828","16752","33765","43097","66698","25695.09","27341.89","1278","153869","24717","26422"
"1991","Urban Area","Female","24048.36","21419.64","3818","8473","12899","30944","41858","84779","23577.49","24519.23","10","178897","23641","24564"
"1991","Urban Area","Male","27057.79","24386","3696","12437","17377","33281","43839","78705","26604.11","27511.47","10","178897","25183","26109"
"1992","Rural Area","Female","20746.21","18382.63","2299","6855","11162","27359","36868","63061","20260.13","21232.29","149","90142","19355","20363"
"1992","Rural Area","Male","24050.07","21461.63","2142","10151","14634","30108","40803","80277","23544.74","24555.4","2147","90142","21166","22362"
"1992","Urban Area","Female","24180.64","21635","4539","8651","13019","31488","42449","74898","23751.09","24610.19","0","255823","23157","24035"
"1992","Urban Area","Male","27250.76","24624.83","4292","12132","17195","33620","45341","75421","26820.06","27681.46","0","255823","25135","26042"
"1993","Rural Area","Female","22170.53","19814.7","2283","7801","11835","28630","39129","63616","21622.69","22718.37","0","153933","21318","22374"
"1993","Rural Area","Male","25574.15","23006.11","2117","10858","15843","31946","42735","69397","25024.53","26123.77","1593","153933","23344","24477"
"1993","Urban Area","Female","25346.86","22644","4502","9116","13880","32822","44459","79139","24897.69","25796.03","0","221375","24270","25167"
"1993","Urban Area","Male","28703.22","26032.49","4276","12496","18101","35546","47727","80770","28249.23","29157.21","86","221375","26517","27524"
"1994","Rural Area","Female","23480.69","21339.05","2235","8626","12955","30275","41229","69399","22904.27","24057.11","86","204137","23151","24651"
"1994","Rural Area","Male","26991.62","24763.97","2082","11960","17121","33535","43985","74703","26382.26","27600.98","2045","204137","25528","26526"
"1994","Urban Area","Female","26209.83","23713.7","4469","9406","14396","33771","45592","76117","25756.11","26663.55","0","185898","25343","26384"
"1994","Urban Area","Male","29505.42","26829.11","4158","13165","18852","36818","48180","78778","29043.73","29967.11","0","185898","27297","28485"
"1995","Rural Area","Female","24130.51","21521.57","2309","8554","13413","31078","42403","67125","23548.09","24712.93","205","210927","23739","24808"
"1995","Rural Area","Male","27338.89","24820.62","2169","12212","17471","33989","45952","73385","26730.24","27947.54","205","210927","25210","26506"
"1995","Urban Area","Female","26038.52","23070.69","4621","9416","14430","33196","45946","77724","25590.44","26486.6","0","213353","24821","25873"
"1995","Urban Area","Male","28990.02","26124.75","4271","12765","18300","36441","47877","83869","28525.6","29454.44","0","213353","26677","27590"
"1996","Rural Area","Female","24437.74","21894.74","2283","8663","13498","31811","42444","67538","23841.44","25034.04","0","236125","24147","25326"
"1996","Rural Area","Male","28115.1","24845.1","2151","12581","18143","35660","47390","74718","27477.75","28752.45","1018","236125","25784","27091"
"1996","Urban Area","Female","26273.17","23509.03","4526","9423","14631","33633","46060","80049","25818.94","26727.4","0","261326","25309","26169"
"1996","Urban Area","Male","29721.25","26879.62","4164","12928","18902","36890","49049","82203","29241.45","30201.05","0","261326","27250","28254"
"1997","Rural Area","Female","25028.33","22373.92","2248","9350","14071","32114","43665","71317","24413.61","25643.05","211","192239","25151","26417"
"1997","Rural Area","Male","28344.34","25731.6","2118","12551","18334","35429","46846","77505","27730.37","28958.31","427","192239","27005","28033"
"1997","Urban Area","Female","26731.93","23971.25","4429","9742","14970","34674","46210","80484","26283.13","27180.73","0","173716","25977","26983"
"1997","Urban Area","Male","29950.29","27273.52","4119","13236","19067","37603","49333","82125","29487.67","30412.91","143","173716","27995","29088"
"1998","Rural Area","Female","25113.16","22996.75","2505","9774","14562","32209","43545","65634","24555.72","25670.6","246","134546","25080","26194"
"1998","Rural Area","Male","28421.29","26158.58","2380","12846","18981","35443","47889","68919","27856.72","28985.86","0","131275","26650","27504"
"1998","Urban Area","Female","27058.72","24113.17","4906","10216","15637","34280","47163","81512","26612.98","27504.46","0","276704","26159","26900"
