"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","college entrance qualification","26971.42","25695","569","13024","18861","32212","40601","76979","25902.05","28040.79","2714","129256","25201","26749"
"1984","Full Time","lower secondary degree","21647.57","19941.96","2577","11615","15087","25638","32874","57027","21230.26","22064.88","2556","148650","20013","20742"
"1984","Full Time","no degree/no degree yet","19036.16","17726.16","595","9815","13284","22454","28766","45767","18263.7","19808.62","4647","103309","18630","20271"
"1984","Full Time","Other degree","19129.03","17674.67","943","9853","12528","23134","28087","48552","18408.86","19849.2","2664","148650","18918","20241"
"1984","Full Time","secondary school degree","23416.12","21978.96","950","11234","16204","28449","35757","59821","22709.99","24122.25","2021","143736","21654","23229"
"1984","Not Working","college entrance qualification","18384.47","16584.49","435","4530","10430","25811","33512","52787","17271.08","19497.86","0","76979","15651","18492"
"1984","Not Working","lower secondary degree","14576.13","12392.95","2627","5645","8283","17914","25050","47662","14158.11","14994.15","0","170618","13228","13867"
"1984","Not Working","no degree/no degree yet","20728.82","18639.94","576","8529","12926","26701","34130","55861","19866.12","21591.52","0","103309","16305","17650"
"1984","Not Working","Other degree","15636.5","14107.01","321","7363","11349","18824","25982","39162","14652.4","16620.6","0","113747","13750","15185"
"1984","Not Working","secondary school degree","19256.96","17485.29","665","6945","12066","24561","32447","55861","18377.57","20136.35","0","131250","17820","19495"
"1984","Part Time","college entrance qualification","21700.41","20039.57","291","6258","13634","28715","36151","61266","20235.68","23165.14","895","113666","17480","23001"
"1984","Part Time","lower secondary degree","20367.72","18628.8","923","8967","13929","24698","31803","60934","19680.53","21054.91","716","124176","18389","19576"
"1984","Part Time","no degree/no degree yet","19754.51","18851.35","133","9800","12391","24314","31579","45713","18300.79","21208.23","2352","50367","16783","19665"
"1984","Part Time","Other degree","16418.2","14517","189","8064","10920","20373","28251","46486","15073.63","17762.77","1907","83895","16809","18593"
"1984","Part Time","secondary school degree","23603.36","23250","345","11407","17383","28003","33902","49780","22304.79","24901.93","3068","143736","22337","24239"
"1985","Full Time","college entrance qualification","26651.52","25483.95","562","12848","17933","33510","41226","58983","25711.23","27591.81","3349","72590","25342","27963"
"1985","Full Time","lower secondary degree","22272.71","20359.72","2238","11825","15344","26052","33582","63764","21798.27","22747.15","3166","142772","20678","21639"
"1985","Full Time","no degree/no degree yet","19521.6","18712","452","9803","13230","23139","29089","45733","18755.91","20287.29","6695","61433","19306","21018"
"1985","Full Time","Other degree","19127.82","17853.95","791","9843","12553","23620","28645","50026","18565.84","19689.8","4580","62449","19029","20503"
"1985","Full Time","secondary school degree","24741.18","22810.55","888","11696","16773","29344","37508","80007","23832.53","25649.83","2048","169250","22851","24468"
"1985","Not Working","college entrance qualification","19215.01","17631.53","394","5000","11627","25647","33986","56659","18033.91","20396.11","0","62449","17630","19860"
"1985","Not Working","lower secondary degree","14673.84","12890","2327","5921","8610","18367","25342","46868","14280.85","15066.83","0","142772","13963","14729"
"1985","Not Working","no degree/no degree yet","21661.27","20213.49","536","8349","12925","28692","35052","53045","20820.61","22501.93","0","61961","17179","19690"
