"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","66 and older","20142.37","17877","1835","8750","12256","24563","33704","60217","19613.36","20671.38","2394","92554","18703","19683"
"2000","16-34 y.","30280.61","27881","7145","11625","18924","38133","50649","87877","29874.35","30686.87","0","314389","28764","29458"
"2000","35-65 y.","32812.74","29809","13479","14066","20926","40571","54326","94364","32508.35","33117.13","0","314389","30483","31025"
"2000","66 and older","20775.56","18138","3640","8941","12183","24787","34928","66292","20319.49","21231.63","0","222456","18858","19556"
"2001","16-34 y.","30761.49","28364","6300","11593","18712","39091","50885","87787","30327.15","31195.83","0","293555","29479","30327"
"2001","35-65 y.","33645.89","30726.41","12318","14325","21399","41808","55075","96978","33315.03","33976.75","0","293555","31754","32364"
"2001","66 and older","21696.33","18907","3445","9609","13131","26270","36299","70956","21223.7","22168.96","665","261624","19840","20504"
"2002","16-34 y.","31273.96","28252","6186","11686","19429","38724","50975","96807","30657.51","31890.41","0","577811","31912","32857"
"2002","35-65 y.","34583.43","31069.34","13330","13977","21458","41703","56873","111234","34097.35","35069.51","0","581740","35569","36396"
"2002","66 and older","21626.81","19158.87","3641","9533","13236","26327","34915","67986","20905.51","22348.11","100","577811","20377","21204"
"2003","16-34 y.","32193.25","29470","5886","11891","19296","40277","52852","99188","31549.01","32837.49","0","630041","32391","33365"
"2003","35-65 y.","35409.55","31966.23","12707","14381","21829","43316","58270","110804","34930.92","35888.18","0","630041","36364","37265"
"2003","66 and older","22838.21","19515.98","3704","9722","13566","27495","37845","77358","22145.49","23530.93","1145","630041","21211","22024"
"2004","16-34 y.","31755.37","29076.44","5646","11352","18647","39969","53235","98882","31161.75","32348.99","0","339785","32366","33467"
"2004","35-65 y.","35343.69","31949","12270","14372","21758","43347","56831","107840","34663.52","36023.86","0","2046737","36383","37134"
"2004","66 and older","22969.3","20169","3817","10113","13794","28029","36990","77945","22351.42","23587.18","0","278762","21740","22434"
"2005","16-34 y.","31834.96","28704.65","5344","11145","19200","40139","54185","94759","31200.45","32469.47","0","290603","32014","33148"
"2005","35-65 y.","36175.61","32234","11649","14833","21988","44060","59365","108217","35402.45","36948.77","0","2489562","37008","37727"
"2005","66 and older","23760.4","20258.95","3819","10685","14498","28732","38616","79211","22972.05","24548.75","23","699243","21822","22700"
"2006","16-34 y.","32073.85","28281.19","5450","10294","18180","41007","54049","101023","31398.6","32749.1","0","350598","31883","33016"
"2006","35-65 y.","37002.37","32482.34","12439","14150","21901","45098","61094","123245","36410.74","37594","0","890439","36804","37497"
"2006","66 and older","23536","20039","4492","10380","14405","28309","38850","76911","22848.27","24223.73","1377","686604","21633","22497"
"2007","16-34 y.","32975.04","28917","5071","11016","18600","41982","57679","107132","32178.87","33771.21","0","624538","31976","33216"
"2007","35-65 y.","37515.55","33394.93","11489","14536","22464","46109","62215","122957","36940.55","38090.55","81","624538","37315","38167"
"2007","66 and older","24277.12","20434.71","4405","10643","14638","28868","40461","77625","23560.43","24993.81","1609","544488","22246","23065"
"2008","16-34 y.","34019.78","30401","4632","11720","19957","42790","58697","110793","33181.05","34858.51","0","594117","32740","34038"
"2008","35-65 y.","38659.64","34116","10694","14626","22950","46869","64639","125138","37980.59","39338.69","0","1329526","38126","39095"
"2008","66 and older","24625.05","20747","4360","10684","14870","29156","40900","87498","23882.3","25367.8","2018","519663","22289","22982"
"2009","16-34 y.","34915.92","31290.3","4243","11811","20521","44287","60106","109944","34053.07","35778.77","0","454829","33869","35304"
"2009","35-65 y.","39222.84","34534.55","9901","15226","23084","48051","64951","134001","38582.46","39863.22","0","678817","38808","39872"
"2009","66 and older","24719.67","20849","4219","10460","14722","29442","41178","90343","24058.96","25380.38","212","327123","22613","23525"
"2010","16-34 y.","35787.8","31989.51","6950","11353","20196","46238","62563","111930","35216.83","36358.77","0","319665","30959","31916"
"2010","35-65 y.","39455.74","34748","13406","14937","23311","48952","66864","128119","38961.61","39949.87","0","664511","37044","37929"
"2010","66 and older","24956.23","21341.9","4076","10552","15154","30184","41926","89011","24333.71","25578.75","765","193956","23075","24106"
"2011","16-34 y.","37267.08","32990.65","7348","11747","20731","48716","64682","123837","36667.53","37866.63","0","550303","32512","33397"
"2011","35-65 y.","40489.49","35785","16455","15287","23801","50444","68186","135140","40030.43","40948.55","83","725750","38006","38749"
"2011","66 and older","25923.14","21719","5212","10832","15493","31592","44033","89862","25287.86","26558.42","1172","725750","23736","24572"
"2012","16-34 y.","37843.8","33567.31","6893","12395","20951","48567","64935","123658","37143.67","38543.93","0","725909","32827","33816"
"2012","35-65 y.","41220.69","35968","16121","14950","24027","50907","69154","134711","40655.96","41785.42","0","1498562","37938","38784"
"2012","66 and older","26174.47","22230","5262","11532","16180","31134","43250","88519","25625.56","26723.38","30","315239","23923","24607"
"2013","16-34 y.","38114.06","32922.05","8440","12137","20688","49280","66663","128200","37524.26","38703.86","0","677047","32430","33437"
"2013","35-65 y.","41715.45","36720.35","17766","15180","24422","52055","71153","133132","41225.97","42204.93","0","1141458","37536","38291"
"2013","66 and older","26800.99","23366.64","5110","12125","16657","32188","44526","83679","26256.05","27345.93","0","313121","24941","25651"
"2014","16-34 y.","39086.34","34268.53","7161","11790","21100","51391","68651","119855","38468.42","39704.26","0","725974","34163","35278"
"2014","35-65 y.","42829.79","37249","15615","15086","24804","52650","72034","149326","42290.86","43368.72","0","1295921","38949","39787"
"2014","66 and older","27119.4","23747","5010","12217","16563","32456","45223","90346","26550.54","27688.26","1800","474630","25077","25868"
"2015","16-34 y.","39380.88","34745.36","7281","11540","21157","51907","70615","119873","38793.18","39968.58","0","362113","32971","34269"
"2015","35-65 y.","42739.31","38008","15262","15572","24735","53975","74141","122751","42264","43214.62","0","1034092","39389","40230"
"2015","66 and older","28172.49","23902.82","4969","12526","16919","33814","47928","88129","27567.7","28777.28","2374","410475","25762","26862"
"2016","16-34 y.","39553.81","34607.24","6214","11910","21771","50673.04","70845","138021","38812.65","40294.97","0","571359","35300","36559"
"2016","35-65 y.","44553.18","39333","13960","16324","26054","54995","74574","148891","43969.99","45136.37","0","1592880","40895","41796"
"2016","66 and older","28967.46","24615","4783","12346","17186","35178","50053","90168","28305.22","29629.7","1580","418877","26618","27569"
"2017","16-34 y.","39303.8","35092.33","7976","11520","21301","51766","70447","119662","38649.01","39958.59","0","814988","32609","33970"
"2017","35-65 y.","45999.9","40904.45","16433","16303","26434","57085","77738","151907","45444.36","46555.44","0","947279","41370","42297"
"2017","66 and older","29862.3","25824","5043","13054","18109","36138","50105","92740","29162.77","30561.83","0","605732","27525","28583"
"2018","16-34 y.","40825.75","36258.81","8522","11320","21723","52985","73948","130209","40168.84","41482.66","0","678951","30720","31956"
"2018","35-65 y.","46913.16","42056","16277","16595","27085","57803","77452","152837","46360.14","47466.18","0","985295","40905","41865"
"2018","66 and older","30650.12","26541.83","5091","13409","18650","37197","51587","100271","29981.73","31318.51","0","603743","28249","29306"
"2019","16-34 y.","41984.42","37273","7578","12450","23213","54938","75448","133099","41171.28","42797.56","0","1261549","32132","33572"
"2019","35-65 y.","49585.74","43892.81","16812","17355","28829","60360","82586","170578","48219.02","50952.46","0","8068819","45169","46324"
"2019","66 and older","32088.77","27259.02","5277","13666","19168","38900","54764","109495","31056.33","33121.21","0","739376","30422","31824"
