"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","19495.02","17710","12231","7622","12066","24698","32385","57027","19292.48","19697.56","0","170618","18306","18677"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","19946.08","18132","11087","7986","12322","25176","33343","56930","19737.53","20154.63","0","169250","19042","19549"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","20273.01","18503.15","10643","8080","12190","25821","33806","60172","20051.27","20494.75","0","215855","19930","20329"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","21151.37","19364","10513","8342","12904","26625","35468","61607","20929.67","21373.07","0","124820","20970","21439"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","21721.98","19868.46","10022","8529","13163","27763","36309","61800","21488.99","21954.97","0","152338","21359","21868"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","22831.01","20903.37","9709","8906","13823","28498","37768","70841","22572.71","23089.31","0","170922","22355","22819"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","23634.55","21380","9517","9389","14204","29667","39026","73376","23352.89","23916.21","0","221883","22961","23501"
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","25279.76","23132","9466","9850","15179","32113","42353","77365","24992.52","25567","10","178897","24579","25117"
"1992","East Germany","16904.45","15955","3993","6821","10439","21629","27771","43157","16636.98","17171.92","1841","64315","17832","18469"
"1992","West Germany","26544.68","24300.15","9398","10395","15908","33381","45140","80277","26246.25","26843.11","0","255823","25844","26503"
"1993","East Germany","19675.16","18672","3840","8073","12201","25548","32376","47162","19348.81","20001.51","86","126937","20424","21150"
"1993","West Germany","27564.97","24980","9338","10508","16269","35191","47408","79749","27246.74","27883.2","0","221375","26416","27287"
"1994","East Germany","21990.64","20051.57","3788","9186","13678","27972","35513","60899","21603.17","22378.11","0","131917","22583","23503"
"1994","West Germany","28228.88","25778.9","9156","10991","17030","36018","47427","77434","27906.09","28551.67","0","204137","27233","27978"
"1995","East Germany","22604.94","20973","3705","9547","14461","28404","36635","65119","22212.46","22997.42","205","141277","23181","23983"
"1995","West Germany","27935.12","25160.86","9665","10572","16589","35852","47831","78925","27615.43","28254.81","0","213353","26606","27243"
"1996","East Germany","23103.86","21227","3696","9919","14957","28522","37562","62578","22719.53","23488.19","628","127679","23909","24514"
"1996","West Germany","28412.44","25661","9429","10552","17025","36468","48708","82203","28079.73","28745.15","0","261326","27043","27735"
"1997","East Germany","23907.41","22064","3651","10369","15244","29704","38447","66220","23474.2","24340.62","427","192239","24664","25486"
"1997","West Germany","28681.87","26168","9264","11252","17312","36655","49333","81490","28365.1","28998.64","0","173716","27734","28532"
"1998","East Germany","23853.24","22075","3885","10510","15181","29393","38419","62167","23450.01","24256.47","511","134546","24636","25444"
"1998","West Germany","28986.69","26502.86","10442","11600","17765","36520","49178","79317","28679.09","29294.29","0","276704","27716","28378"
"1999","East Germany","24727.88","22845","3803","11025","15786","30575","40570","66758","24306.9","25148.86","596","183193","24929","25814"
"1999","West Germany","29868.49","26861.64","9965","11720","18308","37978","50948","83510","29542.32","30194.66","102","242816","28291","28886"
"2000","East Germany","25378.95","22962","5878","10774","15870","31580","41861","71472","24983.25","25774.65","0","314389","24843","25705"
"2000","West Germany","30761.48","27808","18388","11688","18434","38895","52322","92360","30496.23","31026.73","0","291390","29336","29817"
"2001","East Germany","25634.17","23363","5465","10866","16089","32103","42622","74099","25260.7","26007.64","0","140330","25662","26503"
"2001","West Germany","31592.57","28547.38","16598","12165","18792","40032","53242","93561","31300.06","31885.08","0","293555","30490","31120"
"2002","East Germany","25884.03","23381.23","5458","11041","15629","32417","42482","78697","25402.88","26365.18","0","255660","26627","27504"
"2002","West Germany","32224.65","28289.07","17699","12000","18911","39581","54110","107216","31793.92","32655.38","0","581740","33902","34698"
"2003","East Germany","26777.31","24336","5372","11164","16290","33609","44292","77195","26287.74","27266.88","696","205653","27196","28241"
"2003","West Germany","33083.54","29609.42","16925","12353","18995","41093","55261","107129","32654.96","33512.12","0","630041","34766","35593"
"2004","East Germany","26406.36","24024.56","5255","11185","16370","33397","44394","79141","25926.77","26885.95","1","233011","26717","27760"
"2004","West Germany","32903.93","28982.92","16478","12232","19159","40897","54801","106206","32355.8","33452.06","0","2046737","34565","35256"
"2005","East Germany","26618.38","23728.08","5064","10980","16315","34011","45063","80534","26098.1","27138.66","0","278416","26561","27472"
"2005","West Germany","33647.6","29612","15748","12732","19423","41738","56800","106591","33025.16","34270.04","0","2489562","34889","35704"
"2006","East Germany","26091.81","23135","5393","10330","15659","33764","44871","78771","25583.7","26599.92","0","267264","26057","27007"
"2006","West Germany","34260.71","29554","16988","12354","19015","42680","57910","117517","33763.06","34758.36","0","890439","34271","35066"
"2007","East Germany","26778.47","23916","5114","10433","16132","33698","46597","79613","26242.63","27314.31","0","284753","26317","27412"
"2007","West Germany","34863","30147.66","15851","12544","19510","43797","59927","121036","34358.8","35367.2","0","624538","34878","35629"
"2008","East Germany","27370.14","24363.57","4833","10918","16632","34886","47359","77742","26787.61","27952.67","170","527897","26948","27900"
"2008","West Germany","35773.58","30820","14853","12847","19957","44131","61413","119675","35203.19","36343.97","0","1329526","35689","36334"
"2009","East Germany","28315.24","24945.91","4592","10987","16629","36085","48719","80418","27719.68","28910.8","156","377929","26978","28155"
"2009","West Germany","36176.61","31282.09","13771","13020","20278","45236","62747","125922","35635.57","36717.65","0","678817","36130","37135"
"2010","East Germany","28486.22","24800.5","5537","10870","16375","36238","49621","84717","27956.89","29015.55","0","420571","27032","27886"
"2010","West Germany","36547.94","31524.55","18895","13042","20341","46091","64249","124972","36142.42","36953.46","0","664511","34887","35509"
"2011","East Germany","28833.89","25321.48","6413","10964","16646","36804","50822","84999","28358.82","29308.96","59","205220","27044","28110"
"2011","West Germany","37813.22","32854.21","22602","13107","20875","47991","66153","129854","37418.95","38207.49","0","725750","35867","36528"
"2012","East Germany","28798.15","25154.31","6280","11043","16482","36674","49833","90496","28311.63","29284.67","0","310263","27196","28210"
"2012","West Germany","38505.05","33091.91","21996","13574","21302","48375","66578","132980","38035.93","38974.17","0","1498562","35851","36553"
"2013","East Germany","29666.45","25758.97","6240","11028","17246","37754","51381","91103","29184.54","30148.36","600","231294","27644","28567"
"2013","West Germany","38890.08","33219","25076","13899","21532","49280","67692","129982","38490.43","39289.73","0","1141458","35544","36162"
"2014","East Germany","30059.75","25971","5704","10950","17288","37986","53420","91449","29541.69","30577.81","800","313830","28156","29308"
"2014","West Germany","39820.31","33881.25","22082","13973","21786","50296","69381","135248","39387.82","40252.8","0","1295921","36961","37694"
"2015","East Germany","30372.07","26425.82","5541","11573","17426","39350","53724","91630","29873.19","30870.95","0","209988","28815","29858"
"2015","West Germany","40062.47","34521.34","21971","14001","21903","51593","71518","119873","39672.28","40452.66","0","1034092","36841","37537"
"2016","East Germany","31645.87","27110.98","5168","11807","18013","40389","54727","104034","30945.19","32346.55","21","571359","29782","31030"
"2016","West Germany","41265.72","35798","19789","14571","22966","52116","72074","141607","40798.05","41733.39","0","1592880","38492","39288"
"2017","East Germany","32141.85","28137.61","6096","11784","18386","41204","56569","98753","31602.6","32681.1","0","302037","30114","31307"
"2017","West Germany","42167.29","36684.14","23356","14664","23283","53388","73484","138263","41710.25","42624.33","0","947279","38212","38919"
"2018","East Germany","32879.33","28867","6153","12036","18355","42594","55598","101256","32306.58","33452.08","0","501040","30309","31674"
"2018","West Germany","43193.49","37484","23737","14935","23831","54486","74943","143802","42744.57","43642.41","0","985295","37160","37976"
"2019","East Germany","35211.36","31629.27","6135","12841","19831","45002","59032","108508","34090.74","36331.98","0","872251","33374","34587"
"2019","West Germany","45222.1","38882.52","23453","15452","24696","56980","78384","148824","44215.97","46228.23","0","8068819","40506","41331"
