"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","20085.8","18681.8","2338","8441","13067","24709","31403","58171","19626.77","20544.83","0","148650","18258","19129"
"1984","16-34 y.","Male","21390.31","19610.42","2270","9817","13929","26685","34669","58171","20926.29","21854.33","0","131250","19117","20032"
"1984","35-65 y.","Female","20329.69","18432.06","3123","8541","12867","25420","33290","57724","19924.54","20734.84","0","170618","18569","19418"
"1984","35-65 y.","Male","21836.14","19967.96","3220","11349","14721","26472","33896","58980","21449.64","22222.64","920","148650","19451","20158"
"1984","66 and older","Female","11454.48","9216.68","771","4908","6215","13662","20431","39555","10818.82","12090.14","0","110296","9817","10921"
"1984","66 and older","Male","14993.7","12885","509","6988","9657","17198","24263","43143","14035.65","15951.75","895","170618","12578","13891"
"1985","16-34 y.","Female","20072.76","18733.54","2082","8500","12774","25086","33331","55811","19640.17","20505.35","0","92277","18654","19809"
"1985","16-34 y.","Male","21947.62","20162.98","2101","10177","13919","27153","36116","57674","21441.9","22453.34","0","162146","19944","20883"
"1985","35-65 y.","Female","20847.24","18898.79","2879","8822","13248","26036","33671","57674","20435.12","21259.36","0","142772","19362","20226"
"1985","35-65 y.","Male","22362.48","20284.35","2907","11222","14990","27199","34589","59398","21957.51","22767.45","0","169250","20023","20778"
"1985","66 and older","Female","12123.37","9835.6","671","4908","6749","14782","21515","42260","11367.99","12878.75","67","108060","10500","11781"
"1985","66 and older","Male","15524.86","13501.54","447","7295","10229","18471","25184","46701","14651.74","16397.98","92","77794","13393","14729"
"1986","16-34 y.","Female","20864.66","19699","2014","8373","13262","26430","33749","63325","20364.07","21365.25","0","215855","19824","20821"
"1986","16-34 y.","Male","22280.47","20540","2084","10254","14172","27189","35756","61416","21764.77","22796.17","0","215855","20707","21635"
"1986","35-65 y.","Female","21123.95","19541.63","2741","8875","13175","26595","34483","59545","20682.56","21565.34","51","215855","20169","20972"
"1986","35-65 y.","Male","22855.83","20983.34","2757","11613","15504","27806","35263","61790","22432.81","23278.85","3436","215855","20730","21614"
"1986","66 and older","Female","11875.22","9699.19","622","5104","6864","14272","20826","47031","11133.76","12616.68","174","66928","10382","11684"
"1986","66 and older","Male","15318.54","12771.84","425","7708","9993","17702","25773","50616","14432.68","16204.4","2331","66928","12992","14642"
"1987","16-34 y.","Female","21935.96","20479.23","1967","9534","14455","26664","35430","65891","21431.1","22440.82","0","106218","20754","21675"
"1987","16-34 y.","Male","23139.11","21554.92","2077","10681","15067","28245","37761","62833","22632.82","23645.4","0","124820","21832","22664"
"1987","35-65 y.","Female","22224.9","20355.84","2684","9412","14159","27711","36733","60611","21790.06","22659.74","18","124820","21393","22239"
"1987","35-65 y.","Male","23920.91","22139.86","2700","12101","16419","28681","37428","61607","23503.73","24338.09","307","124820","22074","22872"
