"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","18568.45","16745.26","348","8973","12373","23185","32892","48637","17626.58","19510.32","0","61433","17743","19658"
"1985","direct migration background","Urban Area","19026.24","17456.2","2597","8891","12468","23938","30110","49866","18682.95","19369.53","0","114342","18401","19240"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","17682.59","16146.7","127","9181","12564","22489","26604","33830","16297.9","19067.28","5692","43352","18138","23299"
"1985","no migration background","Rural Area","19884.83","18561.07","1919","8019","12660","24586","32763","55891","19344.14","20425.52","25","169250","19147","20227"
"1985","no migration background","Urban Area","20124.43","18134","6079","7835","12200","25746","33986","57337","19824.61","20424.25","0","162146","19068","19741"
"1986","direct migration background","Rural Area","19261.72","17972.15","357","8705","12673","23109","33195","46142","18350.67","20172.77","307","46142","18205","20445"
"1986","direct migration background","Urban Area","19325.14","17640.52","2499","9381","12527","24271","31440","50830","18979.48","19670.8","0","75592","19393","20431"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","17077.74","16375.56","137","5574","9361","22698","27645","48867","15240.15","18915.33","3357","57443","18232","23887"
"1986","no migration background","Rural Area","20904.56","19254","1809","8169","12427","26492","33831","61416","20231.52","21577.6","393","215855","20243","20843"
"1986","no migration background","Urban Area","20231.51","18468","5822","7871","11971","25851","34201","60172","19926.25","20536.77","0","185058","19828","20345"
"1987","direct migration background","Rural Area","20991.46","19538","363","8711","12969","26627","34708","46522","19837.48","22145.44","4356","68160","21246","23755"
"1987","direct migration background","Urban Area","20521.12","19769.9","2480","9447","13603","25519","32404","53369","20153.73","20888.51","0","77872","20780","21502"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","19720.8","18561.91","156","10747","13663","24576","30270","46063","18233.71","21207.89","2496","48617","19551","23721"
"1987","no migration background","Rural Area","21016.75","19472","1776","8486","12956","26367","35165","55550","20493.09","21540.41","307","108409","20290","21382"
"1987","no migration background","Urban Area","21294.55","19327","5717","8127","12752","27038","36274","62833","20967.29","21621.81","0","124820","20897","21679"
"1988","direct migration background","Rural Area","20236.57","19256.17","334","8439","13277","25822","32990","47514","19120.74","21352.4","4558","58382","20332","22909"
"1988","direct migration background","Urban Area","20861.3","19619","2356","9658","13702","26200","33592","49473","20448.92","21273.68","8","80790","20827","21764"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","19715.08","19130.88","195","9766","12950","25064","31476","49462","18228.25","21201.91","3712","80790","19687","22787"
"1988","no migration background","Rural Area","21727.02","20320","1661","8470","13512","28131","37223","56691","21185.28","22268.76","1305","86608","21141","22199"
"1988","no migration background","Urban Area","21880.92","19799","5447","8443","12916","27875","36453","64944","21539.35","22222.49","0","152338","21405","22114"
"1989","direct migration background","Rural Area","21927.63","20767.26","316","8610","14249","27605","36040","48435","20671.18","23184.08","666","68126","21115","24204"
"1989","direct migration background","Urban Area","22099.3","20492","2290","10376","14253","26270","34496","80541","21652.44","22546.16","8","132757","21922","22671"
"1989","indirect migration background","Rural Area","21648.36","21482.6","32","14250","17745","23060","27678","68126","16877.12","26419.6","13298","68126","19452","26540"
"1989","indirect migration background","Urban Area","21529.2","21036.88","228","11557","14309","26922","32558","45772","20228.95","22829.45","3025","64045","22084","24080"
