"year","hgtyp1hh","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(Married) couple without C.","Rural Area","16919.62","15553.44","499","8677","11300","21324","26062","37810","16258.27","17580.97","4848","46701","15680","17343"
"1985","(Married) couple without C.","Urban Area","18629.01","17055.81","1936","9948","12454","22635","29019","53479","18238.37","19019.65","0","77794","17058","18024"
"1985","1-pers.-HH","Rural Area","9927.8","7685.78","179","3878","5544","11627","15077","43772","7963.27","11892.33","0","169250","7635","9203"
"1985","1-pers.-HH","Urban Area","10333.03","9292.29","1002","4540","6305","12527","15916","42300","9821.18","10844.88","0","162146","9337","10034"
"1985","Couple + C. GT 16 ","Rural Area","26679.79","23248.88","386","16086","19559","31564","37586","57380","25335.22","28024.36","8182","137599","22874","25831"
"1985","Couple + C. GT 16 ","Urban Area","27126.51","25747.48","1643","15254","19692","32741","40956","59398","26632.94","27620.08","4768","63764","25310","26100"
"1985","Couple + C. LE 16","Rural Area","19596.01","18012.17","547","11993","14489","22292","26131","65855","18842.53","20349.49","2352","80007","17217","18642"
"1985","Couple + C. LE 16","Urban Area","21698.36","19566.42","2135","12200","14980","25042","31681","65653","21250.91","22145.81","3158","142772","18323","19115"
"1985","Couple + C. LE and GT 16","Rural Area","25675.27","24991","333","15734","20114","29178","34852","50699","24841.29","26509.25","11412","50699","23304","25972"
"1985","Couple + C. LE and GT 16","Urban Area","28270.5","25926","1160","16119","19809","33141","42977","68706","27613.53","28927.47","7136","129341","22873","24639"
"1985","Single parent","Rural Area","15684.68","13260.34","115","5950","9404","19882","27312","42538","13892.03","17477.33","307","42538","13011","16827"
"1985","Single parent","Urban Area","15695.76","14408.07","431","7157","10265","19150","25127","56141","14869.54","16521.98","0","56141","13638","15028"
"1986","(Married) couple without C.","Rural Area","17795.59","15764.13","443","8851","11984","21564","29341","44854","17003.2","18587.98","2593","49210","15598","17753"
"1986","(Married) couple without C.","Urban Area","19018.24","17507.77","1945","9725","12730","23112","29254","47131","18573.02","19463.46","2683","185058","17771","18702"
"1986","1-pers.-HH","Rural Area","9233.54","8641.64","168","4238","6044","11538","16237","20193","8559.35","9907.73","393","24732","8109","9559"
"1986","1-pers.-HH","Urban Area","10056.27","9410.61","954","4584","6285","12457","16144","27422","9696.73","10415.81","0","56464","9424","10199"
"1986","Couple + C. GT 16 ","Rural Area","28944.89","26138.45","426","14751","19759","32206","42443","71314","26957.79","30931.99","8134","215855","25280","27760"
"1986","Couple + C. GT 16 ","Urban Area","27605.99","25156","1681","15103","19864","33270","42165","63325","27078.04","28133.94","6698","91435","25188","26593"
"1986","Couple + C. LE 16","Rural Area","20571.41","19380.59","493","12037","15734","23273","28402","49560","19863.61","21279.21","4832","73321","18336","20003"
"1986","Couple + C. LE 16","Urban Area","21593.25","20257","1918","12585","15473","25519","31927","64059","21199.87","21986.63","6056","92846","19116","19921"
"1986","Couple + C. LE and GT 16","Rural Area","26961.9","24452","319","15863","19971","30200","33738","121424","25561.01","28362.79","9151","121424","22202","24452"
"1986","Couple + C. LE and GT 16","Urban Area","29000.3","26886","1084","17359","21362","33537","41257","72208","28367.76","29632.84","8633","75592","24385","25709"
"1986","Single parent","Rural Area","15639.8","13143.72","117","6494","9238","20617","28226","33514","13967.38","17312.22","307","39910","12884","16749"
"1986","Single parent","Urban Area","16484.32","15099.88","394","7011","9966","21106","26847","60141","15538.77","17429.87","307","60141","14048","15845"
"1987","(Married) couple without C.","Rural Area","18395.04","16479.65","459","9395","11926","21362","29619","61757","17383.27","19406.81","3284","108409","16533","18177"
"1987","(Married) couple without C.","Urban Area","20028.1","18436","1898","10471","13848","24272","30560","50002","19588.99","20467.21","1130","121339","18586","19606"
