"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Female","21934.88","20574.13","2890","9689","14837","26741","34054","61168","21522.02","22347.74","1033","148650","20727","21387"
"1984","Employed","Male","22308.95","20392","4678","11756","15284","26803","34393","58980","21989.78","22628.12","716","148650","19902","20490"
"1984","Not Employed","Female","15881.67","13699.91","3342","5522","8590","20092","28252","50370","15507.63","16255.71","0","170618","14753","15383"
"1984","Not Employed","Male","16586.49","13893.99","1321","6749","9886","20312","29323","50203","15985.66","17187.32","0","170618","14112","15308"
"1985","Employed","Female","22396.54","20852.63","2637","9750","14714","27651","35414","63764","21970.4","22822.68","501","137599","21317","22122"
"1985","Employed","Male","22945.58","20810.51","4217","11781","15368","27567","35950","61140","22598.41","23292.75","1892","169250","20589","21335"
"1985","Not Employed","Female","16108.71","14074.57","2995","5872","8971","20778","28734","49790","15745.92","16471.5","0","142772","15367","16063"
"1985","Not Employed","Male","17048.82","14451.46","1238","7056","10481","21229","30005","53045","16484.92","17612.72","0","77794","14889","16063"
"1986","Employed","Female","22907.44","21381.29","2616","9986","15102","28179","35545","63458","22455.56","23359.32","393","215855","21809","22591"
"1986","Employed","Male","23419.3","21380.65","4082","12004","15928","27952","36171","61790","23064.34","23774.26","1644","215855","21350","21994"
"1986","Not Employed","Female","16140.21","14037.07","2761","5792","8775","20920","29311","52944","15729.03","16551.39","0","215855","15850","16607"
"1986","Not Employed","Male","16946.72","14263.63","1184","7273","10101","21196","30500","53514","16338.2","17555.24","0","91435","14931","16338"
"1987","Employed","Female","23660.61","21964","2644","10353","15687","28652","37558","65891","23210.76","24110.46","825","124820","22618","23434"
"1987","Employed","Male","24442.21","22514.17","4070","12496","16927","29186","38335","63070","24095.17","24789.25","1219","124820","22561","23210"
"1987","Not Employed","Female","16813.5","14437.56","2663","6234","9033","21893","30270","51133","16403.63","17223.37","0","106872","16949","17766"
"1987","Not Employed","Male","17394.45","14854.24","1136","7315","10557","21993","30203","55462","16745.29","18043.61","0","124820","15847","17680"
"1988","Employed","Female","24312.34","22611.2","2581","10614","16041","29867","38761","61950","23845.19","24779.49","1172","152338","23114","23942"
"1988","Employed","Male","25185.83","23042.07","3869","12774","17450","30232","38862","64944","24822.75","25548.91","744","110883","23034","23721"
"1988","Not Employed","Female","17099.52","14866.58","2487","6551","9128","22000","31476","53676","16657.47","17541.57","0","110883","17241","18012"
"1988","Not Employed","Male","17790.57","15284.35","1085","7620","11094","22213","31536","49479","17127.15","18453.99","0","124872","16426","17839"
"1989","Employed","Female","25493.06","23638","2555","10886","17009","30996","40809","73173","24983","26003.12","666","170922","23981","24826"
"1989","Employed","Male","26470.02","24204","3715","13478","18169","31481","41590","74720","26065.21","26874.83","727","155412","24107","24771"
"1989","Not Employed","Female","17843.59","15443.26","2373","6414","9383","22826","32640","59180","17355.02","18332.16","0","132408","17793","18799"
"1989","Not Employed","Male","19032.12","16641.66","1066","7903","11248","23578","31939","66354","18255.19","19809.05","200","170922","17322","19060"
"1990","Employed","Female","26287.24","24466","2549","11493","17134","32061","41023","74867","25732.91","26841.57","1508","221883","24912","25940"
"1990","Employed","Male","27188.94","24630.43","3623","13661","18536","32665","41242","76628","26731.07","27646.81","693","221883","24861","25661"
"1990","Not Employed","Female","18448.7","15615.08","2278","6868","10045","23368","33457","66122","17922.83","18974.57","0","123478","17740","18938"
"1990","Not Employed","Male","19677.75","16897.65","1067","8196","11834","24304","33951","66576","18922.32","20433.18","0","145759","17718","19301"
"1991","Employed","Female","28240.03","26240.13","2580","11776","18074","34749","44430","85390","27674.84","28805.22","1457","178897","26789","27771"
"1991","Employed","Male","29200.13","26637","3617","14782","19929","35293","45607","78367","28752.95","29647.31","2834","178897","26735","27587"
"1991","Not Employed","Female","19603.08","16748.52","2227","6850","10166","24986","36242","63764","19037.59","20168.57","10","153869","19409","20694"
"1991","Not Employed","Male","20628.07","17646.37","1042","9234","12428","25197","35842","67360","19854.67","21401.47","10","111683","18397","20319"
"1992","Employed","Female","27055.8","24837.2","3999","11475","16768","33346","44969","80277","26623.02","27488.58","763","255823","24299","25055"
"1992","Employed","Male","28411.79","25757","5116","13790","18663","34823","45950","80277","28036.53","28787.05","874","255823","25030","25862"
"1992","Not Employed","Female","19088.44","15868.44","2902","6051","9671","24649","35392","63519","18604.51","19572.37","0","138411","18225","19164"
"1992","Not Employed","Male","20022.82","17003.49","1374","8301","11629","25219","33705","63918","19362.17","20683.47","0","99213","17971","19458"
"1993","Employed","Female","29089.16","26556.8","3811","13019","18560","36141","47859","79066","28627.93","29550.39","848","221375","26429","27413"
"1993","Employed","Male","30431.27","27702.32","4922","14839","20481","36851","48974","79139","30031.52","30831.02","2570","221375","27299","28109"
"1993","Not Employed","Female","19740.79","16380.81","2974","7041","10431","25231","35753","71154","19231.19","20250.39","0","153933","18757","19654"
"1993","Not Employed","Male","20678.86","17661.95","1471","8438","12171","25745","35054","71478","19996.98","21360.74","86","153933","18003","19741"
"1994","Employed","Female","30561.67","28222.02","3656","13563","20022","37695","49852","81563","30076.13","31047.21","1825","204137","28145","29099"
"1994","Employed","Male","31546.9","28998.67","4699","15459","21651","38591","50715","78778","31128.45","31965.35","2291","204137","28727","29527"
"1994","Not Employed","Female","20589.21","17650.27","3048","7505","10983","26455","37133","68349","20096.28","21082.14","0","142356","19726","20644"
"1994","Not Employed","Male","21938.96","18838.08","1541","9186","13301","27116","37443","73789","21248.58","22629.34","0","204137","19156","20514"
