"year","e11103","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","East Germany","","","","","","","","","","","","","",""
"1984","Full Time","West Germany","22538.53","20782","5678","11458","15438","26912","34561","60780","22247.07","22829.99","2021","148650","20581","21098"
"1984","Not Working","East Germany","","","","","","","","","","","","","",""
"1984","Not Working","West Germany","16085.75","13778.89","4663","5829","9101","20152","28531","50370","15768.32","16403.18","0","170618","14721","15300"
"1984","Part Time","East Germany","","","","","","","","","","","","","",""
"1984","Part Time","West Germany","21145.88","19587.39","1890","8998","14052","26257","33788","57724","20642.63","21649.13","716","143736","19320","20081"
"1985","Full Time","East Germany","","","","","","","","","","","","","",""
"1985","Full Time","West Germany","23262.89","21374.63","4986","11720","15654","27959","36312","62449","22946.34","23579.44","2048","169250","21365","21976"
"1985","Not Working","East Germany","","","","","","","","","","","","","",""
"1985","Not Working","West Germany","16391.2","14199","4233","6136","9328","20866","29253","50270","16086.2","16696.2","0","142772","15344","15953"
"1985","Part Time","East Germany","","","","","","","","","","","","","",""
"1985","Part Time","West Germany","21409.09","19552.99","1868","9019","14146","26611","34345","59398","20900.4","21917.78","501","129341","19565","20642"
"1986","Full Time","East Germany","","","","","","","","","","","","","",""
"1986","Full Time","West Germany","23655.84","21798.12","4865","11950","15997","28325","36107","62495","23324.41","23987.27","2113","215855","21927","22422"
"1986","Not Working","East Germany","","","","","","","","","","","","","",""
"1986","Not Working","West Germany","16385.04","14112","3945","6077","9311","21070","29601","53167","16044.35","16725.73","0","215855","15782","16414"
"1986","Part Time","East Germany","","","","","","","","","","","","","",""
"1986","Part Time","West Germany","22109.81","20367","1833","9277","14802","27132","35533","63138","21595.8","22623.82","393","121424","20459","21366"
"1987","Full Time","East Germany","","","","","","","","","","","","","",""
"1987","Full Time","West Germany","24774.76","22882.28","4899","12499","17006","29574","38623","65891","24455.21","25094.31","1379","124820","23169","23767"
"1987","Not Working","East Germany","","","","","","","","","","","","","",""
"1987","Not Working","West Germany","16989.28","14566.31","3799","6439","9584","21942","30203","51630","16642.69","17335.87","0","124820","16839","17581"
"1987","Part Time","East Germany","","","","","","","","","","","","","",""
"1987","Part Time","West Germany","22479.22","20817.93","1815","9752","15215","27621","36543","60490","21945.64","23012.8","825","124820","21347","22121"
"1988","Full Time","East Germany","","","","","","","","","","","","","",""
"1988","Full Time","West Germany","25541.23","23622","4602","12736","17285","30823","39814","64944","25200.66","25881.8","2137","124872","23752","24528"
"1988","Not Working","East Germany","","","","","","","","","","","","","",""
"1988","Not Working","West Germany","17315.14","15013.48","3572","6725","9680","22098","31476","53486","16947.41","17682.87","0","124872","17107","17849"
"1988","Part Time","East Germany","","","","","","","","","","","","","",""
"1988","Part Time","West Germany","23122.64","21665.63","1848","9748","15957","28681","36535","59563","22596.85","23648.43","744","152338","21673","22545"
"1989","Full Time","East Germany","","","","","","","","","","","","","",""
"1989","Full Time","West Germany","26509.89","24313.46","4556","13097","18076","31536","41743","74720","26139.54","26880.24","2700","170922","24441","25053"
"1989","Not Working","East Germany","","","","","","","","","","","","","",""
"1989","Not Working","West Germany","18219.46","15699.99","3439","6762","9944","23080","32394","61678","17805.37","18633.55","0","170922","17793","18634"
"1989","Part Time","East Germany","","","","","","","","","","","","","",""
"1989","Part Time","West Germany","24927.17","23081.03","1714","9814","16671","30633","39985","70841","24314.32","25540.02","666","150321","22855","24080"
"1990","Full Time","East Germany","","","","","","","","","","","","","",""
"1990","Full Time","West Germany","27349.11","25142.27","4439","13443","18624","32665","41242","76845","26928.93","27769.29","1928","221883","25439","26145"
"1990","Not Working","East Germany","","","","","","","","","","","","","",""
"1990","Not Working","West Germany","18838.53","16174","3345","7084","10677","23790","33734","66122","18407.1","19269.96","0","145759","17890","18926"
"1990","Part Time","East Germany","","","","","","","","","","","","","",""
"1990","Part Time","West Germany","25497.49","23468.23","1733","10796","16412","31784","40588","74656","24851.24","26143.74","693","159864","23502","24712"
"1991","Full Time","East Germany","","","","","","","","","","","","","",""
"1991","Full Time","West Germany","29214.79","26978","4436","14341","19679","35263","45271","80870","28804.34","29625.24","1784","178897","27273","27901"
"1991","Not Working","East Germany","","","","","","","","","","","","","",""
"1991","Not Working","West Germany","19928.01","17084","3269","7375","10911","25071","36195","64570","19470.86","20385.16","10","153869","19350","20362"
"1991","Part Time","East Germany","","","","","","","","","","","","","",""
"1991","Part Time","West Germany","27794.39","25381.63","1761","11066","18326","34440","44285","84270","27117.79","28470.99","1457","135291","25527","26789"
"1992","Full Time","East Germany","20207.98","19326.21","2186","10563","14867","24530","30701","46219","19869.95","20546.01","3794","64315","19821","20645"
"1992","Full Time","West Germany","30606.77","28193.07","4419","15042","20673","36820","47783","86623","30171.48","31042.06","3457","255823","28584","29453"
"1992","Not Working","East Germany","11564.48","10160","1043","4716","6641","14111","21024","33890","11089.08","12039.88","1841","64315","11197","12127"
