"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","Female","16409.6","14314.13","2314","5749","8896","21201","28213","53843","15951.25","16867.95","0","170618","15682","16604"
"1984","general elemantary","Male","19365.27","17456.73","1154","8299","12128","24225","31687","53338","18747.38","19983.16","205","148650","17627","18985"
"1984","higher education","Female","24064.4","21599","256","7976","14125","30012","39555","76979","22000.07","26128.73","2595","143736","22088","25811"
"1984","higher education","Male","26256.04","24904.17","537","13093","17562","31864","38938","66398","25019.88","27492.2","51","143736","24225","26117"
"1984","higher vocational","Female","20278.76","18368.81","276","7190","11679","26749","33975","58171","18931.33","21626.19","2730","65709","18305","21140"
"1984","higher vocational","Male","22956.01","21491.79","384","11081","15157","27957","36185","56801","21887.06","24024.96","2383","94603","21119","23627"
"1984","in school","Female","23841.04","22790.34","92","12223","17179","29223","35368","89039","21453.44","26228.64","0","89039","20510","24126"
"1984","in school","Male","25494.21","24140.99","95","12568","17477","31048","43143","67087","23244.37","27744.05","3555","67087","20078","25618"
"1984","inadequately","Female","16579.55","15585.43","593","7363","11079","20878","27615","39162","15846.6","17312.5","0","103309","17080","18237"
"1984","inadequately","Male","17992.73","16336.74","426","9203","11968","22114","28469","45212","17007.69","18977.77","920","103309","16729","18621"
"1984","middle vocational","Female","19195.61","17871.04","2551","7363","11816","24475","31687","54134","18759.17","19632.05","0","148650","18439","19338"
"1984","middle vocational","Male","19889.72","18085.83","3174","9777","13067","24151","31597","56801","19518.01","20261.43","0","170618","18178","18889"
"1984","vocational + Abi","Female","19708.97","16944.2","117","6442","10495","25627","35989","54161","17716.66","21701.28","2096","54161","15651","21594"
"1984","vocational + Abi","Male","19916.46","18666.98","195","8963","13187","26270","29983","80046","18055.2","21777.72","744","148650","16809","20957"
"1985","general elemantary","Female","16705.79","14799.59","2043","6117","9262","21730","29378","49346","16248.51","17163.07","67","137599","16460","17500"
"1985","general elemantary","Male","19793.62","17642","1036","8734","12210","24649","33187","51402","19153.37","20433.87","46","129341","18175","19703"
"1985","higher education","Female","23675.91","21698.5","247","9244","14922","31091","40137","61370","22005.8","25346.02","3451","114342","22332","25428"
"1985","higher education","Male","26860.64","25506.39","511","13090","18696","32949","42088","61429","25777.35","27943.93","1174","114342","25021","27441"
"1985","higher vocational","Female","20381.66","18994.46","260","7890","10995","26463","33986","61140","18967.51","21795.81","3147","71811","19356","22823"
"1985","higher vocational","Male","23323.8","22256.68","361","11879","15799","28617","36111","61140","22247.61","24399.99","4448","64303","22088","24433"
"1985","in school","Female","26552.43","26103.36","75","12186","18314","32760","42710","61961","24012.03","29092.83","5492","61961","20766","27742"
"1985","in school","Male","25629.35","24882.23","112","13449","18525","32219","37600","53045","23757.83","27500.87","4039","59398","21958","26776"
"1985","inadequately","Female","16429.03","15741.91","491","6442","9910","22224","27172","38689","15660.67","17197.39","0","61433","17611","19557"
"1985","inadequately","Male","17992.36","15973.29","358","8167","11710","22557","29079","49866","17097.32","18887.4","0","62449","17139","19557"
"1985","middle vocational","Female","19656.41","17937.54","2345","7498","12227","24824","33242","56995","19206.99","20105.83","0","142772","18886","19832"
"1985","middle vocational","Male","20443.18","18358","2853","10054","13296","24725","32837","57674","20013.71","20872.65","0","169250","18593","19535"
"1985","vocational + Abi","Female","19049.34","15544.67","107","7976","11346","25067","31876","55811","17092.43","21006.25","2701","55811","15537","22020"
"1985","vocational + Abi","Male","19441.9","17636.42","173","9353","12482","23927","34063","50605","18007.99","20875.81","75","56930","17359","19928"
"1986","general elemantary","Female","17015.53","14943.39","1910","6091","9311","21969","30185","53167","16483.7","17547.36","0","215855","16839","17902"
"1986","general elemantary","Male","20104.26","18410.52","1014","8752","12171","25651","33831","50830","19496.73","20711.79","3240","91435","19320","20728"
"1986","higher education","Female","24674.77","22918.75","245","8691","15052","32648","40306","66315","22983.82","26365.72","0","81275","23273","27519"
"1986","higher education","Male","27932.95","26654.53","506","13422","19539","34201","41223","70754","26677.11","29188.79","0","185058","26200","28415"
"1986","higher vocational","Female","20866.12","18512.02","250","8373","11942","26566","36907","60141","19283.79","22448.45","1932","92846","19282","23043"
"1986","higher vocational","Male","22759.82","21854.71","333","11601","15554","28002","33920","63325","21659.53","23860.11","1840","72777","21174","24410"
"1986","in school","Female","25755.54","24444","73","12458","18209","30783","39646","57602","22990.81","28520.27","3697","75592","21456","27298"
"1986","in school","Male","25461.47","22028.43","115","12499","17880","32168","39201","57523","23406.29","27516.65","0","61263","20728","25009"
"1986","inadequately","Female","17386.06","16217.32","458","5719","10196","23226","30653","45325","16556.16","18215.96","108","56731","18963","21035"
"1986","inadequately","Male","18840.41","16323.26","332","8520","11950","23442","29746","61416","17834.21","19846.61","798","61416","17380","20203"
"1986","middle vocational","Female","19819.52","18460","2267","7088","11800","25612","32842","61416","19346.33","20292.71","51","185058","20005","20794"
"1986","middle vocational","Male","20749.68","19013.88","2748","10053","13312","25191","32233","61416","20311.5","21187.86","0","215855","19671","20315"
"1986","vocational + Abi","Female","20041.06","16318.35","112","9122","12654","26038","31708","72208","17896.4","22185.72","108","72208","16237","22248"
"1986","vocational + Abi","Male","20353.66","17636.37","166","9814","12354","24210","38177","53163","18759.95","21947.37","2683","59474","17064","21113"
"1987","general elemantary","Female","17419.1","15757.87","1851","6450","9581","22858","30365","50002","16942.65","17895.55","0","124820","18404","19327"
"1987","general elemantary","Male","21170.62","19274.34","1006","9334","12925","26988","35350","59183","20473.15","21868.09","0","124820","20305","21848"
"1987","higher education","Female","24743.24","23974.92","248","7911","14902","32088","42161","77872","22918.69","26567.79","307","106872","23937","26942"
"1987","higher education","Male","29568.89","27747.95","496","14087","20816","36007","44788","79047","28306.38","30831.4","390","121339","27418","30063"
"1987","higher vocational","Female","22104.65","19484.3","249","8652","12071","28610","38979","62833","20517.14","23692.16","2265","82023","19937","24015"
"1987","higher vocational","Male","24448.21","23578.43","320","12499","17015","29406","37478","61607","23217.49","25678.93","1201","104625","23313","25208"
"1987","in school","Female","25324.73","24738.25","90","11401","16397","33037","39523","53088","22833.1","27816.36","4295","77872","22799","26298"
"1987","in school","Male","27759.19","25874.59","101","15215","18251","35989","42749","73067","25344.6","30173.78","3631","73067","22083","27556"
"1987","inadequately","Female","18390.73","17765.84","447","6439","11600","23285","31257","43856","17503.07","19278.39","825","68160","20008","21996"
"1987","inadequately","Male","19509.04","18600.22","315","10187","12394","23546","31027","43856","18426.58","20591.5","1841","68160","18981","21609"
"1987","middle vocational","Female","20852.19","19070.35","2244","7991","12400","26323","35189","64678","20354.41","21349.97","8","121339","20474","21594"
"1987","middle vocational","Male","21393.73","19642.61","2744","10159","14228","26127","34434","59596","20993.42","21794.04","0","124820","20701","21448"
"1987","vocational + Abi","Female","21409.12","17588.3","117","11085","14110","26318","35785","104625","19000.76","23817.48","3068","104625","17725","22848"
"1987","vocational + Abi","Male","21417.21","18379.53","161","7026","13573","27321","39084","65891","19581.9","23252.52","922","65891","18943","21716"
"1988","general elemantary","Female","17838.05","15775.01","1761","6565","9350","23215","32070","50398","17330.41","18345.69","1992","101344","18359","19594"
"1988","general elemantary","Male","21440.81","20171.66","979","9476","13232","27648","34913","53676","20766.09","22115.53","813","101344","20815","22396"
"1988","higher education","Female","26136.04","23540.84","230","9694","16170","33826","43351","84608","24106.12","28165.96","0","110883","23540","28671"
"1988","higher education","Male","30415.4","28565.24","472","14295","21402","36662","46404","84608","29064.57","31766.23","147","124872","28400","31292"
"1988","higher vocational","Female","23114.46","20959.6","230","8275","12633","30702","40712","61604","21488.64","24740.28","3508","71988","21142","25753"
"1988","higher vocational","Male","24992.59","23819.68","311","11886","16891","30398","37223","79070","23681","26304.18","3345","91840","23659","26376"
"1988","in school","Female","27170.5","25726.78","73","14584","19258","34225","40620","65863","24479.99","29861.01","5080","65863","23719","28145"
"1988","in school","Male","26116.35","25743.29","90","12627","18254","31536","35770","79672","23655.48","28577.22","7016","79672","22703","27354"
"1988","inadequately","Female","17912.96","17410.66","423","6899","9859","23438","30111","48201","16838.35","18987.57","1930","80790","19763","22213"
"1988","inadequately","Male","20313.81","18325.33","279","11202","13702","23740","33425","48407","19067.86","21559.76","3747","80790","19316","21998"
"1988","middle vocational","Female","21276.08","19452.91","2162","8255","12566","27286","35279","61202","20764.07","21788.09","8","152338","21006","22104"
"1988","middle vocational","Male","22016.89","20152.31","2595","10738","14577","26946","35279","61015","21596.13","22437.65","0","101344","21043","21868"
"1988","vocational + Abi","Female","21933.32","18214.8","117","9397","14577","26998","37821","97058","19540.25","24326.39","515","97058","17915","23043"
"1988","vocational + Abi","Male","24363.86","21321.24","154","9680","15412","30544","41587","65788","22309.48","26418.24","498","75084","19947","24050"
"1989","general elemantary","Female","18200.21","16205.27","1679","6784","9755","24137","32275","52144","17673.09","18727.33","1308","132408","18960","20372"
"1989","general elemantary","Male","21955.68","20520.95","910","9757","13688","27919","36691","55479","21221.67","22689.69","507","132408","21658","23080"
"1989","higher education","Female","28859.67","24193.49","227","8692","17597","37090","48435","101708","26462.18","31257.16","4330","132757","24185","29116"
"1989","higher education","Male","32750.07","29480.8","472","14408","21738","38799","49788","132408","31044.79","34455.35","3106","170922","29116","31956"
"1989","higher vocational","Female","24143.7","22562.04","222","9817","13140","30690","42114","70372","22408.09","25879.31","3865","72825","22715","26409"
"1989","higher vocational","Male","25914.75","24215.08","294","12295","17515","32100","40178","79258","24488.19","27341.31","5586","102045","24054","26558"
"1989","in school","Female","30591.12","27833.56","85","13549","22292","34684","48605","89316","27279.51","33902.73","2650","89316","23353","29082"
"1989","in school","Male","26522.37","25209","90","14162","19791","30659","37786","72825","23920.43","29124.31","3681","90347","24080","27303"
"1989","inadequately","Female","19441.87","18255.17","399","7541","11368","25316","33056","49499","18329.07","20554.67","666","68126","20693","23346"
"1989","inadequately","Male","21704.16","19491.18","261","10833","13979","27482","35244","52425","20481.7","22926.62","4071","60847","20372","23938"
"1989","middle vocational","Female","22252.43","20615.79","2110","8169","12864","27984","37159","66080","21679.32","22825.54","0","170922","22097","23050"
"1989","middle vocational","Male","23194.14","21224.41","2528","11211","15516","27900","36823","66354","22728.82","23659.46","200","132757","22028","22819"
"1989","vocational + Abi","Female","23623","19933.88","133","10028","14367","27806","41703","100612","21187.53","26058.47","3492","100612","20337","24578"
"1989","vocational + Abi","Male","24885.97","23504.66","157","9275","17094","30117","45740","68673","22879.91","26892.03","3448","80541","22555","25229"
"1990","general elemantary","Female","18427.43","16270.84","1616","6768","10155","24576","33349","53360","17875.09","18979.77","0","84618","19139","20640"
"1990","general elemantary","Male","21949.69","20615","872","9825","13364","27778","36016","59168","21189.22","22710.16","0","82248","21393","23526"
