"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","direct migration background","West Germany","25132.28","23255","2425","11209","16551","31253","40045","61035","24638.7","25625.86","0","173775","24725","25810"
"1992","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1992","indirect migration background","West Germany","26813.66","26765.3","401","13048","17376","32705","42562","65188","25559.71","28067.61","0","78349","26923","28668"
"1992","no migration background","East Germany","16966.92","16036.95","3837","6859","10496","21653","27869","43275","16693.98","17239.86","1841","64315","17897","18513"
"1992","no migration background","West Germany","26746.91","24383.55","6572","10223","15784","33709","45918","80277","26369.06","27124.76","153","255823","25979","26722"
"1993","direct migration background","East Germany","16559.39","14891.18","136","7353","10092","21234","28926","39379","15179.2","17939.58","3224","43082","14678","17799"
"1993","direct migration background","West Germany","26873.87","24455","2362","12000","16871","33219","43184","74477","26306.86","27440.88","859","221375","25010","26054"
"1993","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1993","indirect migration background","West Germany","27444.27","25841.9","462","11727","18052","35147","44625","69748","26190.88","28697.66","188","86375","25794","29231"
"1993","no migration background","East Germany","19796.71","18784.2","3690","8085","12320","25688","32572","47795","19462.42","20131","86","126937","20557","21297"
"1993","no migration background","West Germany","27676.78","25034.96","6514","10378","16131","35435","48021","80770","27279.78","28073.78","0","221375","26829","27742"
"1994","direct migration background","East Germany","18650.62","16588.95","143","9201","11277","22699","32840","45947","17078.31","20222.93","4602","47069","16229","19342"
"1994","direct migration background","West Germany","27524.34","25379.48","2231","11785","16699","35175","44783","73132","26930.4","28118.28","0","185898","25948","27122"
"1994","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1994","indirect migration background","West Germany","28249.6","28238.84","480","12185","19077","37012","44871","60811","27043.65","29455.55","0","75597","28177","30803"
"1994","no migration background","East Germany","22151.77","20227","3629","9183","13755","28044","35514","60899","21753.66","22549.88","0","131917","22699","23830"
"1994","no migration background","West Germany","28342.65","25778","6445","10788","17089","36302","48458","79455","27943.26","28742.04","0","204137","27515","28366"
"1995","direct migration background","East Germany","18829.5","17008.86","143","8591","11762","24541","32315","43834","17273.56","20385.44","2625","52400","16930","20398"
"1995","direct migration background","West Germany","25540.72","23399.71","2671","9534","15471","32378","43033","72498","24995.21","26086.23","0","213353","24009","25164"
"1995","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1995","indirect migration background","West Germany","28677.84","26946.83","497","11103","18610","36288","46991","64779","27428.05","29927.63","448","135523","26957","29514"
"1995","no migration background","East Germany","22798.44","21107","3546","9588","14742","28503","36736","65220","22394.89","23201.99","205","141277","23329","24149"
"1995","no migration background","West Germany","28397.96","25536.36","6497","10703","16875","36302","48833","84037","27992.51","28803.41","0","213353","27531","28450"
"1996","direct migration background","East Germany","18776.18","17541.57","141","9326","11612","22896","31401","44737","17149.4","20402.96","2389","62578","17959","21403"
"1996","direct migration background","West Germany","26089.38","23129","2480","10051","16190","33254","44306","76599","25558.99","26619.77","0","156023","23999","25220"
"1996","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1996","indirect migration background","West Germany","29479.89","27966.22","529","10486","18444","37242","48275","67173","28181.78","30778","102","193088","26744","29421"
"1996","no migration background","East Germany","23333.81","21552","3535","10122","15193","28738","37658","63989","22939.51","23728.11","628","127679","24031","24727"
"1996","no migration background","West Germany","28840.34","26169","6420","10601","17207","36835","49555","83869","28412.95","29267.73","0","261326","28162","28958"
"1997","direct migration background","East Germany","18495.55","17779.29","132","8168","12482","23381","32266","45385","16898.49","20092.61","427","47785","17678","20595"
"1997","direct migration background","West Germany","26627.4","23969","2360","10667","17071","33508","43932","77122","26076.24","27178.56","0","173716","24866","26009"
"1997","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1997","indirect migration background","West Germany","28414.92","26663.58","553","11643","18945","36578","44752","71157","27309.11","29520.73","486","110923","26603","29983"
"1997","no migration background","East Germany","24189.39","22282","3497","10409","15605","29937","38963","67128","23743.7","24635.08","1922","192239","24782","25665"
"1997","no migration background","West Germany","29096.28","26598.44","6351","11289","17382","37562","49896","83582","28696.51","29496.05","211","173716","28912","29629"
"1998","direct migration background","East Germany","18191.94","16514.63","119","8674","12131","23048","27194","45382","16506.33","19877.55","4438","51664","16528","21617"
"1998","direct migration background","West Germany","26831.53","24152","2302","11785","17299","32890","44191","74969","26252.57","27410.49","0","198810","25088","26294"
"1998","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1998","indirect migration background","West Germany","28912.11","27462","578","13230","19689","36181","47714","71085","27802.51","30021.71","152","126770","26508","29254"
"1998","no migration background","East Germany","24109.96","22342.06","3740","10585","15643","29594","38683","63519","23698.02","24521.9","511","134546","24816","25599"
"1998","no migration background","West Germany","29409.47","26894.72","7562","11574","17829","37374","50245","79517","29034.74","29784.2","0","276704","28773","29535"
"1999","direct migration background","East Germany","20033.4","18314.76","110","10663","12112","25707","30016","75908","18082.61","21984.19","6258","75908","18922","23591"
"1999","direct migration background","West Germany","27404.18","24750","2113","12442","18277","32390","43846","77237","26798.47","28009.89","208","175477","25499","26377"
"1999","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1999","indirect migration background","West Germany","29045.54","26901.98","590","12607","19413","37946","47285","66773","27981.69","30109.39","245","87123","26686","28916"
"1999","no migration background","East Germany","24940","23104","3671","11028","15881","30732","40635","66758","24509.75","25370.25","596","183193","25130","26075"
"1999","no migration background","West Germany","30374.57","27554.94","7262","11595","18258","38763","52222","86005","29975.43","30773.71","102","242816","29412","30237"
"2000","direct migration background","East Germany","18959.66","17700.22","151","8667","11946","24272","29806","52992","17251.83","20667.49","3168","74593","17038","20768"
"2000","direct migration background","West Germany","27940.9","26006.23","3193","11003","17551","34223","45970","84299","27404.64","28477.16","0","157431","26397","27357"
"2000","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2000","indirect migration background","West Germany","31476.39","28935.64","805","12400","20396","40270","52183","82119","30403.54","32549.24","0","126622","28810","31080"
"2000","no migration background","East Germany","25591.22","23102","5701","10818","16053","31855","42085","71472","25188.27","25994.17","0","314389","25031","25853"
"2000","no migration background","West Germany","31262.25","28113.9","14390","11831","18518","39647","53586","93438","30952.14","31572.36","0","291390","29949","30571"
"2001","direct migration background","East Germany","19503.32","18145.93","124","9539","12839","25798","30676","48209","17779.29","21227.35","3892","54431","18100","21448"
"2001","direct migration background","West Germany","28204.83","25503.72","2821","11166","17284","34910","45760","92496","27545.95","28863.71","13","261392","26768","28020"
"2001","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2001","indirect migration background","West Germany","32386.14","29417.74","752","11474","19977","42471","56981","83465","31137.88","33634.4","2743","180035","29026","31472"
"2001","no migration background","East Germany","25810.38","23592","5316","10882","16273","32316","42991","74099","25430.27","26190.49","0","140330","25776","26618"
"2001","no migration background","West Germany","32179.41","29119.41","13025","12393","19084","40869","54270","93699","31844.44","32514.38","0","293555","31456","32170"
"2002","direct migration background","East Germany","17992.04","15309.03","116","9130","12427","23147","29187","45775","16047.94","19936.14","0","55482","15327","20089"
"2002","direct migration background","West Germany","28895.27","26315.54","2704","11212","17870","35389","45617","96329","27883.09","29907.45","1656","577811","28484","29692"
"2002","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2002","indirect migration background","West Germany","34871.43","30586.23","760","11926","22054","40049","53953","138459","32301.2","37441.66","1609","577811","31117","33841"
"2002","no migration background","East Germany","26145.54","23653","5318","11119","16063","32597","42778","79088","25656.03","26635.05","0","255660","26834","27786"
"2002","no migration background","West Germany","32738.73","28709","14235","12232","19011","40536","55748","107216","32261.15","33216.31","0","581740","35423","36224"
"2003","direct migration background","East Germany","20327.73","18229.94","106","8173","14116","27204","32568","55117","18439.67","22215.79","4975","56338","18049","21759"
"2003","direct migration background","West Germany","29390.09","26732.67","2539","10931","17724","35638","46310","93557","28277.2","30502.98","600","630041","28874","30022"
"2003","indirect migration background","East Germany","22287.55","16895.01","32","9212","13327","33125","43288","55117","17406.79","27168.31","3904","55117","15238","33125"
"2003","indirect migration background","West Germany","35578.94","30744.06","758","11892","22480","42461","54682","112802","32781.26","38376.62","2700","630041","31914","35149"
"2003","no migration background","East Germany","26973.08","24590","5234","11196","16501","34038","44387","77418","26474.33","27471.83","696","205653","27355","28464"
"2003","no migration background","West Germany","33671.58","30047.69","13628","12584","19222","42146","56924","109002","33209.65","34133.51","0","605876","36168","37099"
"2004","direct migration background","East Germany","19471.11","17690.23","103","7893","14355","24357","30613","58127","17608.98","21333.24","5788","58127","17691","22613"
"2004","direct migration background","West Germany","29746.86","26586.57","2449","11586","17158","35713","47121","86301","27934.82","31558.9","0","2046737","28689","30031"
"2004","indirect migration background","East Germany","19788.47","12971.99","35","6300","12750","23855","40483","58127","14513.07","25063.87","1625","58127","13752","25319"
"2004","indirect migration background","West Germany","33742.37","30776.38","776","13608","21544","41494","55872","118723","32176.92","35307.82","143","166243","32941","35255"
"2004","no migration background","East Germany","26638.76","24225","5117","11213","16560","33701","44738","79141","26150.51","27127.01","1","233011","27024","28004"
"2004","no migration background","West Germany","33468.8","29510.11","13253","12302","19360","41859","55996","108238","32884.72","34052.88","0","2046737","35978","36618"
"2005","direct migration background","East Germany","18058.63","16162.85","102","7705","9000","23826","28782","74898","15983.29","20133.97","6600","74898","17603","22713"
"2005","direct migration background","West Germany","30288.33","26333","2282","12049","17899","35827","49005","89138","28003.19","32573.47","0","2489562","28947","30443"
"2005","indirect migration background","East Germany","28344.65","23971.8","35","11026","11444","43527","45273","74898","22089.96","34599.34","4591","74898","19288","32201"
"2005","indirect migration background","West Germany","33796.66","30411","800","13346","21531","43684","55324","109257","32167.83","35425.49","1000","207281","31876","35152"
"2005","no migration background","East Germany","26864.79","23945","4927","11296","16630","34433","45213","80534","26335","27394.58","0","278416","26775","27855"
"2005","no migration background","West Germany","34289.97","30116.08","12666","12749","19731","42764","57874","107793","33644.95","34934.99","0","2489562","36325","37061"
"2006","direct migration background","East Germany","17411.05","15219","112","8727","9970","22507","28854","48393","15375.88","19446.22","0","66343","17661","21913"
"2006","direct migration background","West Germany","30269.2","26908","2287","11875","17794","37241","49417","93739","29133.62","31404.78","0","880714","28451","30158"
"2006","indirect migration background","East Germany","23625.27","14219.39","43","7057","10887","33355","47942","66343","18305.98","28944.56","4140","66343","13674","31903"
"2006","indirect migration background","West Germany","32625.2","29790.63","820","11950","19752","43487","51207","89252","30819.89","34430.51","0","348146","31292","34095"
"2006","no migration background","East Germany","26370.89","23391.51","5238","10533","16048","34078","45078","79086","25852.56","26889.22","0","267264","26241","27368"
"2006","no migration background","West Germany","35138.3","30068.25","13881","12566","19220","43627","60052","123568","34571.46","35705.14","0","890439","35545","36491"
"2007","direct migration background","East Germany","16947.57","15301.18","94","8707","10803","21343","25943","63041","14671.64","19223.5","4800","69056","17890","21692"
"2007","direct migration background","West Germany","30935.56","27552","2055","11810","17532","38244","51905","99193","29804.98","32066.14","81","426223","28759","30674"
"2007","indirect migration background","East Germany","25278.91","20536.36","45","7680","10282","33411","56647","69056","18190.49","32367.33","2087","103919","23873","39106"
"2007","indirect migration background","West Germany","34030.95","31079.04","800","11931","19305","44323","53289","131762","31903.99","36157.91","4","426223","31976","35078"
"2007","no migration background","East Germany","27066.14","24256.41","4975","10712","16341","34126","46943","79775","26521.8","27610.48","0","284753","26533","27552"
"2007","no migration background","West Germany","35664.71","30610.06","12996","12799","19863","44971","62140","121603","35093.78","36235.64","0","624538","35957","36935"
"2008","direct migration background","East Germany","18368.13","16841.22","81","7321","8679","22358","30494","60933","15469.54","21266.72","5131","68550","18255","22289"
"2008","direct migration background","West Germany","31071.3","27446","1839","11983","17590","37048","51862","103972","29343.53","32799.07","40","1329526","28967","30716"
"2008","indirect migration background","East Germany","29464.57","23737.03","45","11886","14794","35994","59103","68985","24434.53","34494.61","7952","68985","29143","36271"
"2008","indirect migration background","West Germany","34012.5","31981.84","785","13202","21168","42562","56872","98264","32308.76","35716.24","590","232569","32146","35462"
"2008","no migration background","East Germany","27542.55","24509.98","4707","11004","16720","35199","47369","78713","26949.21","28135.89","170","527897","27017","28051"
"2008","no migration background","West Germany","36791.18","31787.01","12229","13238","20281","45714","63885","122584","36161.29","37421.07","0","1329526","36836","37794"
"2009","direct migration background","East Germany","19098.1","16699.36","76","8115","11760","24191","30821","69466","16177.81","22018.39","7428","69466","18402","24508"
"2009","direct migration background","West Germany","31275.64","27725.43","1600","11527","18705","38905","53848","104277","30202.45","32348.83","0","249661","29850","31284"
"2009","indirect migration background","East Germany","31554.47","26557.21","43","12555","20042","35170","69466","69466","25864.81","37244.13","4184","69466","26073","39530"
"2009","indirect migration background","West Germany","35720.19","32459.94","714","13902","22266","43620","57508","113449","33664.24","37776.14","2133","277231","33587","36438"
"2009","no migration background","East Germany","28476.36","25128","4473","11047","16829","36424","48876","81311","27870.16","29082.56","156","377929","27091","28318"
"2009","no migration background","West Germany","37104.92","32212","11457","13240","20497","46109","64107","130675","36488.29","37721.55","0","678817","37312","38169"
"2010","direct migration background","East Germany","22488.32","17231.71","128","11400","14200","26847","35932","106965","19517.09","25459.55","5819","106965","21168","26294"
"2010","direct migration background","West Germany","32792.47","29263","2793","11852","18232","41290","55371","122554","32005.12","33579.82","0","198898","27748","29205"
"2010","indirect migration background","East Germany","24254.85","20907.68","78","10631","15437","31152","39867","87476","19818.52","28691.18","5235","87476","23954","32909"
"2010","indirect migration background","West Germany","36711.33","35112","1150","13021","20988","47757","61273","111013","35288.72","38133.94","1615","209221","32755","35309"
"2010","no migration background","East Germany","28670.17","24991.18","5331","10800","16606","36668","49693","84492","28129.01","29211.33","0","420571","27089","28044"
"2010","no migration background","West Germany","37296.44","32073.27","14952","13320","20924","46896","65576","127106","36821.89","37770.99","0","664511","36352","37141"
"2011","direct migration background","East Germany","22979.96","19814.78","159","8400","14154","30244","40438","66638","20409.29","25550.63","144","107183","21681","26094"
"2011","direct migration background","West Germany","33650.98","29527.33","3121","12000","19283","41022","58090","121790","32862.08","34439.88","2269","386588","29665","31013"
"2011","indirect migration background","East Germany","27924.25","28113.39","90","11568","16430","36131","49222","67650","24629.48","31219.02","6052","77463","26930","34937"
"2011","indirect migration background","West Germany","39902.57","35677.68","1320","14722","22452","51040","68062","122066","38255.98","41549.16","0","386588","34314","36982"
"2011","no migration background","East Germany","28973.58","25483.76","6164","10980","16776","36906","51181","85350","28486.39","29460.77","59","205220","27112","28200"
"2011","no migration background","West Germany","38480.51","33395.5","18161","13450","21041","49163","66886","132856","38026.78","38934.24","0","725750","37250","38125"
"2012","direct migration background","East Germany","22411.34","20350.03","156","9655","14069","27483","39223","68569","19789.82","25032.86","67","107271","21315","26404"
"2012","direct migration background","West Germany","34032.57","30003","2915","12615","20581","41741","57051","106086","33257.29","34807.85","960","230497","30248","31610"
"2012","indirect migration background","East Germany","26382.69","21159.57","82","7488","15476","35985","42989","84574","22286.38","30479","4019","84574","25274","37449"
"2012","indirect migration background","West Germany","42323.21","37426","1292","15044","24987","53319","69600","126905","40040.7","44605.72","0","1205572","34244","36859"
"2012","no migration background","East Germany","28982.61","25321","6042","11108","16742","36783","50002","90496","28484.76","29480.46","0","310263","27284","28266"
"2012","no migration background","West Germany","39153.35","33414.77","17789","13789","21250","49516","67909","134181","38613.95","39692.75","0","1498562","36973","37821"
"2013","direct migration background","East Germany","23368.18","19889.05","439","8304","11659","30437","43427","71527","21961.16","24775.2","3276","97742","23458","25966"
"2013","direct migration background","West Germany","33047.57","29331.22","5990","12186","18947","40425","57174","106514","32518.86","33576.28","0","478072","30625","31522"
"2013","indirect migration background","East Germany","27486.14","20657.7","110","8682","14843","39130","49040","91103","24032.84","30939.44","3658","91103","25763","34752"
"2013","indirect migration background","West Germany","38386.24","33761.96","2127","12240","21139","48470","66781","125282","36938.3","39834.18","0","1141458","34343","36281"
"2013","no migration background","East Germany","29929.04","25971.96","5691","11416","17547","38070","51566","91103","29417.56","30440.52","600","231294","27981","29005"
"2013","no migration background","West Germany","40146.28","34217","16959","14445","22140","50919","70218","137393","39621.47","40671.09","0","1105893","37943","38744"
"2014","direct migration background","East Germany","23847.31","20196.26","353","10566","14024","30758","46831","60400","22432.22","25262.4","3756","82234","23603","27929"
"2014","direct migration background","West Germany","34585.71","30340.12","4829","13256","19807","42737","58597","112487","33949.51","35221.91","0","366989","31767","32734"
"2014","indirect migration background","East Germany","28338.21","22539.54","118","8284","13644","40978","56215","87485","25116.65","31559.77","800","87485","23636","33734"
"2014","indirect migration background","West Germany","39168.1","35147.71","1815","12416","21370","49838","65230","118264","37756.32","40579.88","0","725974","36073","37877"
"2014","no migration background","East Germany","30323.34","26235.38","5233","11057","17655","38398","53646","91449","29772.6","30874.08","842","313830","28305","29501"
"2014","no migration background","West Germany","40982.14","34897","15438","14216","22445","51635","71316","138709","40425.19","41539.09","0","1295921","39087","40070"
"2015","direct migration background","East Germany","23312.77","19421","435","8881","13699","30301","44928","69197","22055.53","24570.01","3512","74646","23633","26876"
"2015","direct migration background","West Germany","34075.7","29754.08","5562","12758","19081","43284","60557","108298","33515.66","34635.74","0","338249","30517","31579"
"2015","indirect migration background","East Germany","30495.64","24207.27","118","13214","17942","42694","59369","79788","27278.2","33713.08","21","79788","27160","32284"
"2015","indirect migration background","West Germany","39540.37","35615.8","1690","13320","22154","50554","67879","117871","38324.26","40756.48","1560","287263","36397","38252"
"2015","no migration background","East Germany","30694.34","26660.14","4988","11615","17868","39720","54383","92356","30158.99","31229.69","0","209988","29108","30551"
"2015","no migration background","West Germany","41436.45","35874","14719","14306","22488","53020","74225","121012","40920.97","41951.93","0","1034092","39992","40961"
"2016","direct migration background","East Germany","25574.31","21985.29","359","11001","15335","30855","48938","78147","23950.52","27198.1","1500","84019","23628","28091"
"2016","direct migration background","West Germany","36075.37","31665.78","4567","13633","20616","45379","62313","120710","35438.11","36712.63","0","262035","32236","33558"
"2016","indirect migration background","East Germany","29273.95","24423.07","114","12676","19830","37111","50494","80822","25763.76","32784.14","21","84019","26381","35315"
"2016","indirect migration background","West Germany","40881.02","36192.03","1574","12015","23683","52415","71448","135673","39486.06","42275.98","950","308804","38100","40279"
"2016","no migration background","East Germany","31972.53","27450","4695","11807","18442","40895","55325","104886","31217.29","32727.77","1800","571359","30006","31483"
"2016","no migration background","West Germany","42471.26","36881","13648","14931","23416","53638","73805","146878","41854.44","43088.08","0","1592880","41079","42060"
"2017","direct migration background","East Germany","26253","23377","749","7562","15658","31783","48915","81484","25061.18","27444.82","0","85345","20121","23520"
"2017","direct migration background","West Germany","36534.08","31700.09","6168","12012","20026","46372","65158","121863","35880.49","37187.67","0","605732","27936","29045"
"2017","indirect migration background","East Germany","31986.44","29001.19","115","7002","16320","44492","61836","97155","28130.67","35842.21","4152","99479","25521","37713"
"2017","indirect migration background","West Germany","42275.96","38625.65","1722","14101","23855","54697","72085","130873","40603.59","43948.33","0","832820","39698","42445"
"2017","no migration background","East Germany","32469.98","28464.38","5232","11884","18580","41375","56635","99305","31880.87","33059.09","228","302037","31428","32727"
"2017","no migration background","West Germany","43472.44","37957","15466","15580","23753","54954","75066","139969","42877.63","44067.25","0","947279","42898","43702"
"2018","direct migration background","East Germany","27603.5","25265.57","885","6143","14325","35623","51249","90565","26505.44","28701.56","0","99667","18669","20928"
"2018","direct migration background","West Germany","37309.81","32752","7223","11640","19887","47781","64540","130209","36732.66","37886.96","0","666144","26232","27410"
"2018","indirect migration background","East Germany","31409.92","25272.72","128","11544","17968","43314","55116","90327","27944","34875.84","3780","94760","28542","39519"
"2018","indirect migration background","West Germany","44198.49","39535.63","1691","13893","25113","53239","73528","136526","42065.21","46331.77","436","985295","39246","42259"
"2018","no migration background","East Germany","33207.35","29234.78","5140","12400","18668","42662","55738","104759","32568.25","33846.45","298","501040","32096","33481"
"2018","no migration background","West Germany","44543.53","38596.92","14823","15971","24669","56629","76886","145879","43953.27","45133.79","0","769624","43049","44079"
"2019","direct migration background","East Germany","30768.34","25857.95","764","9984","17573","37720","54330","105711","29089.08","32447.6","0","287208","21648","23707"
"2019","direct migration background","West Germany","40436.49","34993.88","6496","12672","21520","50334","70403","159750","39545.88","41327.1","0","951840","27440","28480"
"2019","indirect migration background","East Germany","39814.1","35657.01","135","13993","21309","48397","66374","95967","26930.5","52697.7","5323","723371","41242","48677"
"2019","indirect migration background","West Germany","47280.07","43386.88","1641","15041","24956","57751","81790","170578","43551.39","51008.75","2018","1149066","43200","46571"
"2019","no migration background","East Germany","35374.53","31982.89","5236","12918","19984","45002","59161","108508","34141.05","36608.01","0","872251","35352","36982"
"2019","no migration background","West Germany","46204.93","39714.78","15316","16283","25468","58672","79152","146787","44782.24","47627.62","0","8068819","46792","47993"
