"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","18806.65","17050.98","3417","8433","12391","23512","29808","50014","18445.93","19167.37","0","148650","17755","18413"
"1984","indirect migration background","17283.35","15393.59","128","9244","12208","22435","28213","35467","15819.21","18747.49","3068","43622","17723","21900"
"1984","no migration background","19577.6","17796.54","8686","7506","12050","24845","32560","57027","19331.2","19824","0","170618","18384","18919"
"1985","direct migration background","18961.96","17391.21","2945","8945","12462","23819","30227","48637","18639.61","19284.31","0","114342","18325","19171"
"1985","indirect migration background","17304.68","15377.86","144","9181","12373","22861","26604","33830","16019.91","18589.45","5692","43352","18388","22861"
"1985","no migration background","20065.55","18267.56","7998","7897","12302","25429","33538","56995","19803.36","20327.74","0","169250","19186","19749"
"1986","direct migration background","19315.67","17781.67","2856","9310","12531","24000","31463","50830","18992.68","19638.66","0","75592","19360","20285"
"1986","indirect migration background","17962.51","17159.31","156","7155","11625","23619","29489","48867","16288.02","19637","3357","57443","18929","23619"
"1986","no migration background","20395.06","18655.54","7631","7956","12154","26083","34119","61416","20112.77","20677.35","0","215855","19969","20427"
"1987","direct migration background","20588.47","19769.19","2843","9320","13520","25656","32949","52113","20235.34","20941.6","0","77872","20943","21607"
"1987","indirect migration background","19704.36","18582.7","177","11600","13151","24576","30270","46063","18335.92","21072.8","2496","48617","19999","23721"
"1987","no migration background","21227.75","19334.38","7493","8222","12812","26832","35934","61757","20948.93","21506.57","0","124820","20801","21489"
"1988","direct migration background","20773.55","19579.94","2690","9542","13625","26198","33488","48847","20386.9","21160.2","8","80790","20871","21705"
"1988","indirect migration background","20000.61","19187.37","224","9851","13163","25765","31476","49462","18605.07","21396.15","3712","80790","19828","22287"
"1988","no migration background","21844.41","19948.96","7108","8446","13024","27928","36535","61950","21553.7","22135.12","0","152338","21460","22069"
"1989","direct migration background","22074.07","20629.59","2606","9960","14253","26533","34763","70372","21653.02","22495.12","8","132757","22021","22673"
"1989","indirect migration background","21546.74","21051","260","11631","14309","25780","32251","45772","20276.47","22817.01","3025","68126","22168","23947"
"1989","no migration background","22936.54","20968","6843","8747","13710","28826","38117","70841","22610.73","23262.35","0","170922","22424","22940"
"1990","direct migration background","22578.34","20615","2551","10603","14562","27778","35780","61673","22120.74","23035.94","24","171815","22200","23323"
"1990","indirect migration background","22949.61","22529.38","296","11004","14357","28495","36367","48917","21680.61","24218.61","149","70874","24109","26901"
"1990","no migration background","23780.63","21465","6670","9240","14162","29931","39479","74656","23423.45","24137.81","0","221883","22958","23602"
"1991","direct migration background","24392.73","22851.04","2501","11046","15839","30588","38666","64937","23920.4","24865.06","418","178897","23920","24985"
"1991","indirect migration background","24765.96","24511","349","10703","14123","32868","40514","56889","23459.05","26072.87","418","70853","25391","28135"
"1991","no migration background","25410.59","23138","6616","9744","15058","32341","43141","78367","25047.03","25774.15","10","178897","24517","25223"
"1992","direct migration background","24358.5","22710","2571","10161","15560","30401","39439","61035","23877.41","24839.59","0","173775","24183","25287"
"1992","indirect migration background","26582.42","25980.57","411","13048","17376","32646","41374","65188","25345.02","27819.82","0","78349","26871","28541"
"1992","no migration background","24612.1","22043.6","10409","9171","14036","31607","42698","76805","24338.04","24886.16","153","255823","22404","22914"
"1993","direct migration background","26114.8","23807","2498","11017","15943","32542","42305","70472","25565.09","26664.51","859","221375","24552","25496"
"1993","indirect migration background","27370.13","25797.69","476","12332","18066","34368","44625","69748","26147.11","28593.15","188","86375","25726","28986"
"1993","no migration background","25959.24","23387.83","10204","9695","14903","33118","44706","75015","25669.33","26249.15","0","221375","24273","24845"
"1994","direct migration background","26813.33","24533","2374","11213","16227","34235","43985","70928","26241.17","27385.49","0","185898","25343","26700"
"1994","indirect migration background","28106.53","28081.67","496","12185","19077","36991","44871","60811","26928.79","29284.27","0","75597","28014","30617"
"1994","no migration background","27000.05","24640.54","10074","10310","15878","34235","45842","76117","26702.01","27298.09","0","204137","25827","26366"
"1995","direct migration background","25092.02","22815","2814","9525","14858","31848","42452","71599","24565.62","25618.42","0","213353","23769","24699"
"1995","indirect migration background","28499.08","26704.11","513","11740","18610","35853","46991","62689","27279.4","29718.76","448","135523","26873","29467"
"1995","no migration background","27181.69","24366","10043","10506","16185","34477","46999","78287","26879.2","27484.18","0","213353","25843","26442"
"1996","direct migration background","25593.04","22708","2621","9975","15799","32607","44083","76599","25080.88","26105.2","0","156023","23699","24879"
"1996","indirect migration background","29241.44","27589.03","549","10486","18444","37158","48275","67173","27977.1","30505.78","102","193088","26744","29244"
"1996","no migration background","27665.44","24839.35","9955","10552","16653","35023","47394","80049","27352.59","27978.29","0","261326","26503","27043"
"1997","direct migration background","26075.63","23472.45","2492","10627","16605","32811","42584","75008","25543.52","26607.74","0","173716","24427","25617"
"1997","indirect migration background","28269.93","26675.36","575","11942","18918","36452","43664","71157","27192.89","29346.97","486","110923","26800","29953"
"1997","no migration background","28048.29","25532.59","9848","11098","17009","35792","48228","81490","27742.64","28353.94","211","192239","27377","27904"
"1998","direct migration background","26307.74","23459.5","2421","11387","16907","32334","43835","74969","25748.05","26867.43","0","198810","24817","25909"
"1998","indirect migration background","28703.74","27296.54","604","13071","19100","36161","47714","71085","27611.49","29795.99","152","126770","26474","28911"
"1998","no migration background","28256.25","25732.33","11302","11370","17175","35573","48011","77189","27968.15","28544.35","0","276704","27218","27772"
"1999","direct migration background","26994.74","24551.41","2223","11940","17849","31782","43188","77237","26408.87","27580.61","208","175477","25236","26189"
"1999","indirect migration background","28811.4","26768.57","612","12143","19240","37792","47185","66773","27767.35","29855.45","245","87123","26419","28694"
"1999","no migration background","29211.36","26352.22","10933","11442","17670","36995","50063","82511","28906.19","29516.53","102","242816","27830","28439"
"2000","direct migration background","27521.49","25673.79","3344","10869","17232","33965","44961","83681","27000.3","28042.68","0","157431","26027","27015"
"2000","indirect migration background","31322.25","28830.27","831","12172","20396","39945","52169","82119","30257.68","32386.82","0","126622","28764","30736"
"2000","no migration background","30033.52","26827","20091","11509","17869","38010","51458","92360","29781.43","30285.61","0","314389","28530","29016"
"2001","direct migration background","27823.43","25016.79","2945","11130","17007","34435","45109","90555","27185.35","28461.51","13","261392","26382","27484"
"2001","indirect migration background","32284.65","29425","777","11474","19874","42314","56844","83341","31064.52","33504.78","2743","180035","29025","31405"
"2001","no migration background","30810.08","27674","18341","11850","18323","39139","52087","91279","30544.77","31075.39","0","293555","29715","30230"
"2002","direct migration background","28431.79","25890.31","2820","11048","17044","34841","45386","94890","27453.64","29409.94","0","577811","27783","29174"
"2002","indirect migration background","34478.87","30319","784","10534","21196","40049","53611","138459","31977.45","36980.29","1609","577811","31062","33769"
"2002","no migration background","31313.85","27276","19553","11961","18360","38886","53033","103337","30935.91","31691.79","0","581740","32835","33425"
"2003","direct migration background","29057.61","26473.3","2645","10842","17391","35474","45797","93557","27983.22","30132","600","630041","28410","29722"
"2003","indirect migration background","35116.52","30673.11","790","10821","21896","41958","54682","110765","32418.36","37814.68","2700","630041","31671","34497"
"2003","no migration background","32224.5","28486.7","18862","12162","18504","40483","54691","105079","31857.53","32591.47","0","605876","33279","34081"
"2004","direct migration background","29382.27","26285.05","2552","11316","16975","35320","47068","86301","27639.42","31125.12","0","2046737","28053","29617"
"2004","indirect migration background","33149.41","30452.93","811","13073","20227","40749","55739","118723","31623.4","34675.42","143","166243","32586","35055"
"2004","no migration background","31998.83","28179.29","18370","12007","18526","40160","53792","102607","31551.02","32446.64","0","2046737","33215","33915"
"2005","direct migration background","29789.09","25903","2384","11399","17630","35387","48639","89138","27597.43","31980.75","0","2489562","28273","29859"
"2005","indirect migration background","33637.93","30397.66","835","12912","21154","43527","55324","93816","32053.37","35222.49","1000","207281","31662","34889"
"2005","no migration background","32690.59","28587.3","17593","12411","18922","40903","55196","105732","32197.97","33183.21","0","2489562","33431","34213"
"2006","direct migration background","29729.99","26286.61","2399","11408","17064","36667","49417","93721","28639.06","30820.92","0","880714","27865","29775"
"2006","indirect migration background","32352.83","29203","863","11368","19112","43487","51207","89252","30611.84","34093.82","0","348146","30734","33849"
"2006","no migration background","33212.9","28326.64","19119","12014","18272","41560","56894","116055","32771.82","33653.98","0","890439","32785","33541"
"2007","direct migration background","30380.54","26761","2149","11270","17134","37680","51420","97408","29289.39","31471.69","81","426223","28320","30201"
"2007","indirect migration background","33698.15","30732.79","845","11412","18943","44310","53289","131762","31650.82","35745.48","4","426223","31851","34861"
"2007","no migration background","33773.23","28830.58","17971","12205","19023","42501","58771","114856","33327.34","34219.12","0","624538","33099","33838"
"2008","direct migration background","30683.54","27077","1920","11604","17434","36635","50530","103935","29021.07","32346.01","40","1329526","28663","30219"
"2008","indirect migration background","33839.87","31679.92","830","12944","20580","42530","56873","98085","32206.41","35473.33","590","232569","32242","35423"
"2008","no migration background","34793.38","29669.03","16936","12533","19309","43414","60749","116074","34302.83","35283.93","0","1329526","33945","34773"
"2009","direct migration background","30899.76","27005","1676","11524","18096","38649","53406","104277","29861.61","31937.91","0","249661","29249","30952"
"2009","indirect migration background","35584.17","32304.33","757","13569","22120","43382","57508","113449","33619.44","37548.9","2133","277231","33604","35907"
"2009","no migration background","35221.95","30172.45","15930","12652","19490","44283","61751","120635","34740.02","35703.88","0","678817","34175","35092"
"2010","direct migration background","32495.33","28926.57","2921","11852","17797","40534","54159","122554","31730.21","33260.45","0","198898","27521","28917"
"2010","indirect migration background","36101.04","34168.23","1228","13021","20253","47495","60828","110723","34738.7","37463.38","1615","209221","32365","34954"
"2010","no migration background","35454.89","30286.09","20283","12874","19634","44939","62518","118571","35071.37","35838.41","0","664511","33797","34422"
"2011","direct migration background","33327.33","29312.46","3280","11991","18998","40438","57193","117284","32564.53","34090.13","144","386588","29381","30676"
"2011","indirect migration background","39434.34","35026.53","1410","14544","22007","50455","67314","122066","37874.99","40993.69","0","386588","34132","36551"
"2011","no migration background","36464.53","31441.44","24325","12917","19839","46659","63877","124447","36098.88","36830.18","0","725750","34377","35059"
"2012","direct migration background","33670.33","29606.14","3071","12400","20337","41630","56266","106086","32919.97","34420.69","67","230497","30003","31280"
"2012","indirect migration background","41631.26","36924.61","1374","14658","23710","52435","69590","126905","39469.4","43793.12","0","1205572","34153","36744"
"2012","no migration background","37026","31507","23831","13116","20124","47137","64659","125583","36599.23","37452.77","0","1498562","34273","34907"
"2013","direct migration background","32604.29","28873","6429","11732","18406","40116","56252","106514","32100.37","33108.21","0","478072","30114","30978"
"2013","indirect migration background","37920.3","33605.87","2237","11943","20564","47917","66033","122721","36531.73","39308.87","0","1141458","34182","36014"
"2013","no migration background","37992.65","32160.89","22650","13732","20906","48454","66663","126806","37573.97","38411.33","0","1105893","35140","35896"
"2014","direct migration background","34091.26","29890.09","5182","12840","19513","42525","57176","111901","33487.84","34694.68","0","366989","31410","32290"
"2014","indirect migration background","38691.16","34848.62","1933","12288","21289","49623","64512","118264","37348.03","40034.29","0","725974","35764","37411"
"2014","no migration background","38750.41","32700","20671","13587","20887","49441","68189","131450","38305.51","39195.31","0","1295921","36065","36738"
"2015","direct migration background","33520.03","29258.67","5997","12263","18693","42919","59408","105890","32990.17","34049.89","0","338249","29947","31003"
"2015","indirect migration background","39152.44","34921.11","1808","13320","21919","50397","67843","117871","37993.26","40311.62","21","287263","35611","37786"
"2015","no migration background","39190.22","33590","19707","13541","21368","50295","70258","119278","38775.25","39605.19","0","1034092","36872","37693"
"2016","direct migration background","35529.42","31007","4926","13248","20038","45014","62015","117592","34924.31","36134.53","0","262035","31713","32819"
"2016","indirect migration background","40284.42","35537.64","1688","12015","23129","52116","70356","135673","38957.95","41610.89","21","308804","37558","39869"
"2016","no migration background","40282.86","34576","18343","14088","22155","50823","70491","142570","39778.78","40786.94","0","1592880","37930","38695"
"2017","direct migration background","35944.94","31307","6917","11995","19480","45731","64163","118123","35345.53","36544.35","0","605732","27094","28238"
"2017","indirect migration background","41772.6","38091.43","1837","13862","23542","53997","71474","129292","40183.16","43362.04","0","832820","39179","42029"
"2017","no migration background","41225.03","35660.93","20698","14458","22519","52314","72194","136926","40749.99","41700.07","0","947279","39495","40278"
"2018","direct migration background","36763.38","32268.85","8108","11298","19617","47581","64133","130209","36233.31","37293.45","0","666144","25356","26484"
"2018","indirect migration background","43499.29","39046.36","1819","13611","23765","53087","72655","136526","41497.95","45500.63","436","985295","38916","41938"
"2018","no migration background","42213.7","36527","19963","14864","23148","53571","73807","135194","41739.17","42688.23","0","769624","39764","40671"
"2019","direct migration background","39906.4","34132","7263","12534","21370","50261","70281","159750","39088.82","40723.98","0","951840","26616","27640"
"2019","indirect migration background","46897.8","43160.8","1782","15041","24803","57530","81704","170578","43330.01","50465.59","2018","1149066","43257","46486"
"2019","no migration background","43979.32","37897","20622","15351","24340","55533","75835","139502","42873.69","45084.95","0","8068819","43749","44526"
