"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","19793.73","18404","2284","8019","12599","24501","32763","50699","19316.66","20270.8","0","169250","18998","19860"
"1985","Urban Area","19992.95","17997.02","8803","7976","12247","25480","33573","56995","19761.24","20224.66","0","162146","18927","19540"
"1986","Rural Area","20808.23","19146.48","2185","8264","12451","26432","33738","61416","20230.23","21386.23","307","215855","20003","20648"
"1986","Urban Area","20110.37","18425","8458","7979","12079","25635","33877","60141","19874.68","20346.06","0","185058","19836","20285"
"1987","Rural Area","21009.17","19472","2160","8501","12969","26350","35165","55550","20535.8","21482.54","307","108409","20520","21573"
"1987","Urban Area","21193.79","19359","8353","8268","12849","26726","35737","62833","20942.99","21444.59","0","124820","20989","21502"
"1988","Rural Area","21633.05","20277.79","2024","8486","13476","27844","37132","56691","21148.75","22117.35","1305","86608","21115","22131"
"1988","Urban Area","21748.07","19753.32","7998","8554","13024","27707","36163","62610","21483.03","22013.11","0","152338","21316","21887"
"1989","Rural Area","22913.69","21077","1923","8881","14139","28509","38726","59513","22357.35","23470.03","666","155412","22522","24066"
"1989","Urban Area","22807.38","20802","7786","8921","13712","28498","37433","73173","22516.02","23098.74","0","170922","22227","22687"
"1990","Rural Area","23134.21","21434","1918","9149","13814","28986","38642","61334","22567.11","23701.31","0","120039","22774","23795"
"1990","Urban Area","23777.77","21345","7599","9562","14329","29772","39142","76628","23455.33","24100.21","0","221883","22918","23524"
"1991","Rural Area","24640.5","22962.02","1952","9845","15097","31944","41273","63658","24049.68","25231.32","1278","153869","24191","25272"
"1991","Urban Area","25471.14","23152","7514","9857","15193","32141","42741","80870","25143.41","25798.87","10","178897","24564","25187"
"1992","Rural Area","22342.37","19882","4441","8188","12814","28674","39373","76805","21990.69","22694.05","149","90142","20363","21160"
"1992","Urban Area","25641.05","23107","8831","9712","15156","32536","44001","74898","25335.97","25946.13","0","255823","24362","24932"
"1993","Rural Area","23799.5","21433","4400","8869","13616","30157","41469","67368","23409.96","24189.04","0","153933","22556","23220"
"1993","Urban Area","26961.11","24393.27","8778","10276","15828","34284","45954","80502","26640.89","27281.33","0","221375","25483","26146"
"1994","Rural Area","25172.88","22655","4317","9936","14810","31920","42403","69514","24752.62","25593.14","86","204137","24732","25519"
"1994","Urban Area","27782.76","25325.06","8627","10756","16544","35305","46392","77434","27458.15","28107.37","0","185898","26519","27116"
"1995","Rural Area","25685.34","23068","4478","9845","15111","32801","43983","69243","25263.34","26107.34","205","210927","24706","25361"
"1995","Urban Area","27443.2","24632.56","8892","10555","16459","34893","46999","78782","27120.08","27766.32","0","213353","25944","26538"
"1996","Rural Area","26219.27","23373.69","4434","9745","15779","33563","44778","72095","25782.24","26656.3","0","236125","25161","25966"
"1996","Urban Area","27914.26","25191.19","8690","10701","16785","35288","47808","80429","27583.48","28245.04","0","261326","26358","27014"
"1997","Rural Area","26630.34","24122.58","4366","10746","16480","33696","45381","75731","26194.8","27065.88","211","192239","26284","27139"
"1997","Urban Area","28269.93","25725.32","8548","11134","17129","36144","48362","81490","27946.97","28592.89","0","173716","27142","27785"
"1998","Rural Area","26718.85","24583.17","4885","10722","16539","33779","46100","68163","26321.22","27116.48","0","134546","26035","26730"
"1998","Urban Area","28557.05","25952","9442","11600","17316","35752","48084","81626","28236.99","28877.11","0","276704","27160","27760"
"1999","Rural Area","27278.61","25008.65","4728","11242","16717","34330","45972","72017","26854.64","27702.58","341","242816","26581","27254"
"1999","Urban Area","29601.24","26427.36","9040","11717","18096","37575","50642","86005","29264.73","29937.75","102","183193","27707","28290"
"2000","Rural Area","28321.71","25349","8307","11208","17255","35855","48069","84167","27957.79","28685.63","0","314389","26968","27653"
"2000","Urban Area","30380.43","27373","15959","11599","18163","38330","52045","92033","30097.62","30663.24","0","272109","28790","29317"
"2001","Rural Area","28982.07","26574","7533","11644","17679","36827","48244","78705","28609.43","29354.71","0","293555","28087","28998"
"2001","Urban Area","31137.08","27824.74","14530","11768","18354","39275","52949","95136","30827.45","31446.71","0","275190","29673","30350"
"2002","Rural Area","29446.41","26554.04","7670","11728","17578","37183","48907","89698","28976.58","29916.24","0","255668","30052","30981"
"2002","Urban Area","31747.48","27506","15487","11798","18585","38908","53291","108766","31277.87","32217.09","0","581740","33107","33787"
"2003","Rural Area","30393.99","27415","7350","11914","17835","38852","50414","91094","29919.95","30868.03","0","289132","31072","31752"
"2003","Urban Area","32579.7","28615.59","14947","12089","18671","40201","55171","107057","32115.13","33044.27","0","630041","33404","34321"
"2004","Rural Area","30475.76","27251","7194","11810","17954","38494","49419","90271","29546.64","31404.88","86","2046737","30455","31334"
"2004","Urban Area","32246.03","28326.72","14539","12040","18575","40156","54794","105342","31788.39","32703.67","0","880481","33584","34347"
"2005","Rural Area","31097.56","27257.23","6880","12038","18300","39025","52285","89138","29996.66","32198.46","0","2489562","30420","31719"
"2005","Urban Area","32908.98","28791","13932","12535","18954","40874","56129","107793","32418.64","33399.32","0","699243","33671","34489"
"2006","Rural Area","30918.72","26860.2","7540","11369","17409","38953","51829","103242","30332.37","31505.07","0","880714","30108","31054"
"2006","Urban Area","33551.73","28865","14841","12264","18559","41896","57446","114908","33027.99","34075.47","0","890439","33411","34168"
"2007","Rural Area","31076.86","27568.6","7104","11662","18077","39789","53830","99778","30559.58","31594.14","920","300363","29930","31012"
"2007","Urban Area","34387.78","29210.3","13861","12241","19039","42905","60093","120371","33834.95","34940.61","0","624538","33874","34806"
"2008","Rural Area","32302.56","28051.24","6659","11604","18330","40273","54795","106831","31521.29","33083.83","0","1329526","30487","31693"
"2008","Urban Area","35118.27","29948.28","13027","12880","19514","43467","60975","122353","34555.92","35680.62","0","785072","34571","35462"
"2009","Rural Area","32760.89","28874.52","6323","12150","19105","41609","55895","110118","32133.55","33388.23","0","678817","31444","32448"
"2009","Urban Area","35626.53","30416","12040","12737","19537","44785","62698","124986","35050.14","36202.92","0","643348","34963","36072"
"2010","Rural Area","32496.39","28980.51","8374","12444","18643","41523","54586","107143","32039.32","32953.46","0","317467","30768","31710"
"2010","Urban Area","36254.25","30799","16058","12747","19849","46158","64789","127633","35799.04","36709.46","0","664511","34100","34832"
"2011","Rural Area","33922.62","29751.93","10258","12336","19040","43045","57759","116766","33483.82","34361.42","83","315451","31732","32536"
"2011","Urban Area","37243.41","32170","18757","12917","20229","47910","66106","125318","36798.54","37688.28","0","725750","34930","35738"
"2012","Rural Area","33773.82","30334.28","10159","12744","19497","42998","56857","113924","33343.64","34204","0","331848","31822","32706"
"2012","Urban Area","38196.41","32114","18117","13200","20692","48419","67049","134181","37650.38","38742.44","0","1498562","34918","35626"
"2013","Rural Area","34246.1","30045","10560","13219","19932","44002","58721","105155","33817.57","34674.63","600","354694","32285","33136"
"2013","Urban Area","38642.14","32441","20756","13302","20876","49029","68176","131112","38184.94","39099.34","0","1141458","34660","35334"
"2014","Rural Area","34785.83","30541.12","9508","13193","20155","44206","58245","117530","34318.1","35253.56","0","387588","33035","33877"
"2014","Urban Area","39620.65","33074.59","18278","13571","21116","50342","70159","135248","39127.14","40114.16","0","1295921","36113","36801"
"2015","Rural Area","35320.72","31257","9381","12966","20217","45741","60745","112298","34884.08","35757.36","0","252107","32960","34114"
"2015","Urban Area","39728.29","33839","18131","13595","21457","51115","71518","123959","39282.15","40174.43","0","1034092","36032","36801"
"2016","Rural Area","37005.08","32475","8598","13673","21373","46561","61934","132034","36405.51","37604.65","10","571359","34312","35480"
"2016","Urban Area","40732.71","35013.1","16359","13905","22102","52055","71986","136263","40209.5","41255.92","0","1592880","37804","38551"
"2017","Rural Area","38072.54","33210.67","10278","13799","21328","47089","64810","130484","37525.15","38619.93","0","832820","34635","35691"
