"year","e11102","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Full Time","22538.53","20782","5678","11458","15438","26912","34561","60780","22247.07","22829.99","2021","148650","20581","21098"
"1984","Employed","Not Working","","","","","","","","","","","","","",""
"1984","Employed","Part Time","21145.88","19587.39","1890","8998","14052","26257","33788","57724","20642.63","21649.13","716","143736","19320","20081"
"1984","Not Employed","Full Time","","","","","","","","","","","","","",""
"1984","Not Employed","Not Working","16085.75","13778.89","4663","5829","9101","20152","28531","50370","15768.32","16403.18","0","170618","14721","15300"
"1984","Not Employed","Part Time","","","","","","","","","","","","","",""
"1985","Employed","Full Time","23262.89","21374.63","4986","11720","15654","27959","36312","62449","22946.34","23579.44","2048","169250","21365","21976"
"1985","Employed","Not Working","","","","","","","","","","","","","",""
"1985","Employed","Part Time","21409.09","19552.99","1868","9019","14146","26611","34345","59398","20900.4","21917.78","501","129341","19565","20642"
"1985","Not Employed","Full Time","","","","","","","","","","","","","",""
"1985","Not Employed","Not Working","16391.2","14199","4233","6136","9328","20866","29253","50270","16086.2","16696.2","0","142772","15344","15953"
"1985","Not Employed","Part Time","","","","","","","","","","","","","",""
"1986","Employed","Full Time","23655.84","21798.12","4865","11950","15997","28325","36107","62495","23324.41","23987.27","2113","215855","21927","22422"
"1986","Employed","Not Working","","","","","","","","","","","","","",""
"1986","Employed","Part Time","22109.81","20367","1833","9277","14802","27132","35533","63138","21595.8","22623.82","393","121424","20459","21366"
"1986","Not Employed","Full Time","","","","","","","","","","","","","",""
"1986","Not Employed","Not Working","16385.04","14112","3945","6077","9311","21070","29601","53167","16044.35","16725.73","0","215855","15782","16414"
"1986","Not Employed","Part Time","","","","","","","","","","","","","",""
"1987","Employed","Full Time","24774.76","22884.57","4899","12499","17006","29574","38623","65891","24455.21","25094.31","1379","124820","23169","23767"
"1987","Employed","Not Working","","","","","","","","","","","","","",""
"1987","Employed","Part Time","22479.22","20817.93","1815","9752","15215","27621","36543","60490","21945.64","23012.8","825","124820","21347","22121"
"1987","Not Employed","Full Time","","","","","","","","","","","","","",""
"1987","Not Employed","Not Working","16989.28","14566.31","3799","6439","9584","21942","30203","51630","16642.69","17335.87","0","124820","16839","17581"
"1987","Not Employed","Part Time","","","","","","","","","","","","","",""
"1988","Employed","Full Time","25541.23","23622","4602","12736","17285","30823","39814","64944","25200.66","25881.8","2137","124872","23752","24528"
"1988","Employed","Not Working","","","","","","","","","","","","","",""
"1988","Employed","Part Time","23122.64","21665.63","1848","9748","15957","28681","36535","59563","22596.85","23648.43","744","152338","21673","22545"
"1988","Not Employed","Full Time","","","","","","","","","","","","","",""
"1988","Not Employed","Not Working","17315.14","15013.48","3572","6725","9680","22098","31476","53486","16947.41","17682.87","0","124872","17107","17849"
"1988","Not Employed","Part Time","","","","","","","","","","","","","",""
"1989","Employed","Full Time","26509.89","24313.46","4556","13097","18076","31536","41743","74720","26139.54","26880.24","2700","170922","24441","25053"
"1989","Employed","Not Working","","","","","","","","","","","","","",""
"1989","Employed","Part Time","24927.17","23081.03","1714","9814","16671","30633","39985","70841","24314.32","25540.02","666","150321","22855","24080"
"1989","Not Employed","Full Time","","","","","","","","","","","","","",""
"1989","Not Employed","Not Working","18219.46","15699.99","3439","6762","9944","23080","32394","61678","17805.37","18633.55","0","170922","17793","18634"
"1989","Not Employed","Part Time","","","","","","","","","","","","","",""
"1990","Employed","Full Time","27349.11","25142.28","4439","13443","18624","32665","41242","76845","26928.93","27769.29","1928","221883","25439","26145"
"1990","Employed","Not Working","","","","","","","","","","","","","",""
"1990","Employed","Part Time","25497.49","23468.23","1733","10796","16412","31784","40588","74656","24851.24","26143.74","693","159864","23502","24712"
"1990","Not Employed","Full Time","","","","","","","","","","","","","",""
"1990","Not Employed","Not Working","18838.53","16174","3345","7084","10677","23790","33734","66122","18407.1","19269.96","0","145759","17890","18926"
"1990","Not Employed","Part Time","","","","","","","","","","","","","",""
"1991","Employed","Full Time","29214.79","26978","4436","14341","19679","35263","45271","80870","28804.34","29625.24","1784","178897","27273","27901"
"1991","Employed","Not Working","","","","","","","","","","","","","",""
"1991","Employed","Part Time","27794.39","25381.63","1761","11066","18326","34440","44285","84270","27117.79","28470.99","1457","135291","25527","26789"
"1991","Not Employed","Full Time","","","","","","","","","","","","","",""
"1991","Not Employed","Not Working","19928.01","17084","3269","7375","10911","25071","36195","64570","19470.86","20385.16","10","153869","19350","20362"
"1991","Not Employed","Part Time","","","","","","","","","","","","","",""
"1992","Employed","Full Time","28266.58","25756.56","6605","13783","18508","34510","45502","80277","27934.71","28598.45","3457","255823","25205","25936"
"1992","Employed","Not Working","","","","","","","","","","","","","",""
"1992","Employed","Part Time","26749.28","24556.8","2510","10458","16030","33247","46070","80277","26205.34","27293.22","763","173775","23272","24511"
"1992","Not Employed","Full Time","","","","","","","","","","","","","",""
"1992","Not Employed","Not Working","19390.86","16263.65","4276","6725","10368","24863","35004","63918","18999.94","19781.78","0","138411","18273","19101"
"1992","Not Employed","Part Time","","","","","","","","","","","","","",""
"1993","Employed","Full Time","30294.07","27685","6269","14939","20268","36679","48379","79139","29945.71","30642.43","3972","221375","27424","28161"
"1993","Employed","Not Working","","","","","","","","","","","","","",""
"1993","Employed","Part Time","28807.97","26335.2","2464","10887","18470","36212","49225","76533","28207.93","29408.01","848","221375","25644","26824"
"1993","Not Employed","Full Time","","","","","","","","","","","","","",""
"1993","Not Employed","Not Working","20054.71","16886","4445","7353","10873","25348","35538","71154","19645.99","20463.43","0","153933","18722","19548"
"1993","Not Employed","Part Time","","","","","","","","","","","","","",""
"1994","Employed","Full Time","31485.62","29060","5985","15672","21774","38164","49964","78778","31119.62","31851.62","2826","204137","29082","29672"
"1994","Employed","Not Working","","","","","","","","","","","","","",""
"1994","Employed","Part Time","30272.35","27514.7","2370","11814","19275","38320","51131","81992","29645.83","30898.87","1825","204137","26863","28051"
"1994","Not Employed","Full Time","","","","","","","","","","","","","",""
"1994","Not Employed","Not Working","21049.11","18125.13","4589","8098","11835","26655","37307","68349","20648.07","21450.15","0","204137","19732","20444"
"1994","Not Employed","Part Time","","","","","","","","","","","","","",""
"1995","Employed","Full Time","31731.6","29214.88","5918","16008","21742","38527","49912","84037","31357.29","32105.91","2813","213353","29052","29692"
"1995","Employed","Not Working","","","","","","","","","","","","","",""
"1995","Employed","Part Time","29225.28","26524","2614","10957","18009","36486","49491","85021","28612.87","29837.69","1227","213353","26037","27097"
"1995","Not Employed","Full Time","","","","","","","","","","","","","",""
"1995","Not Employed","Not Working","21364.95","18485","4838","7728","12005","26678","38284","67278","20972.81","21757.09","0","210927","20067","20875"
"1995","Not Employed","Part Time","","","","","","","","","","","","","",""
"1996","Employed","Full Time","32137.23","29577","5753","15889","21331","39500","51462","82189","31747.92","32526.54","2505","261326","29363","30162"
"1996","Employed","Not Working","","","","","","","","","","","","","",""
"1996","Employed","Part Time","29536.39","26706.83","2701","10875","18881","36869","48790","90481","28928.14","30144.64","807","261326","26703","27723"
"1996","Not Employed","Full Time","","","","","","","","","","","","","",""
"1996","Not Employed","Not Working","21974.45","19163.15","4671","8124","12416","27698","39196","69731","21567.89","22381.01","0","236125","20758","21498"
"1996","Not Employed","Part Time","","","","","","","","","","","","","",""
"1997","Employed","Full Time","32642.54","30266","5606","16243","22336","39616","50913","82125","32258.07","33027.01","3037","192239","30285","30983"
"1997","Employed","Not Working","","","","","","","","","","","","","",""
"1997","Employed","Part Time","29651.83","27118.55","2557","11634","19168","36836","49484","85920","29075.86","30227.8","486","173716","27478","28744"
"1997","Not Employed","Full Time","","","","","","","","","","","","","",""
"1997","Not Employed","Not Working","22519.69","19429.38","4752","8508","12812","28334","40409","71157","22112.86","22926.52","0","192239","21245","22074"
"1997","Not Employed","Part Time","","","","","","","","","","","","","",""
"1998","Employed","Full Time","32700.08","30026","6007","16407","22752","39732","51488","83596","32321.96","33078.2","2064","276704","30138","30888"
"1998","Employed","Not Working","","","","","","","","","","","","","",""
"1998","Employed","Part Time","30475.68","27850.37","2881","12676","19513","37932","50675","86391","29915.76","31035.6","1125","198810","27801","28881"
"1998","Not Employed","Full Time","","","","","","","","","","","","","",""
"1998","Not Employed","Not Working","22804.55","20057","5439","8623","13350","28683","39852","68919","22422.98","23186.12","0","276704","21566","22193"
"1998","Not Employed","Part Time","","","","","","","","","","","","","",""
"1999","Employed","Full Time","33580.47","30636.94","5851","16630","23028","41376","52828","83224","33190.75","33970.19","3368","242816","30732","31562"
"1999","Employed","Not Working","","","","","","","","","","","","","",""
"1999","Employed","Part Time","31228.53","28508","2949","12016","19942","38579","51249","86589","30619.18","31837.88","341","242816","28533","29591"
"1999","Not Employed","Full Time","","","","","","","","","","","","","",""
"1999","Not Employed","Not Working","23342.46","20368.58","4968","9098","13602","28828","40318","76421","22938.55","23746.37","102","183193","21803","22579"
"1999","Not Employed","Part Time","","","","","","","","","","","","","",""
"2000","Employed","Full Time","34733.51","31705","10099","16626","23351","41979","55628","93828","34389.15","35077.87","874","314389","32519","33151"
"2000","Employed","Not Working","","","","","","","","","","","","","",""
"2000","Employed","Part Time","31570.87","29004.12","5096","10924","19212","39639","53575","93864","31056.2","32085.54","722","314389","29615","30558"
"2000","Not Employed","Full Time","","","","","","","","","","","","","",""
"2000","Not Employed","Not Working","23872.24","20703.97","9069","9203","13927","29600","41290","79139","23549.64","24194.84","0","272109","22079","22689"
"2000","Not Employed","Part Time","","","","","","","","","","","","","",""
"2001","Employed","Full Time","35808.37","32958","9085","16771","23952","43544","56666","99689","35427.45","36189.29","1406","293555","33691","34448"
"2001","Employed","Not Working","","","","","","","","","","","","","",""
"2001","Employed","Part Time","31900.39","29570.87","4839","11394","19759","40404","52683","93461","31378.79","32421.99","1182","293555","30501","31422"
"2001","Not Employed","Full Time","","","","","","","","","","","","","",""
"2001","Not Employed","Not Working","24333.5","21125.73","8139","9637","14203","30465","42373","78476","23988.09","24678.91","0","261624","22822","23434"
"2001","Not Employed","Part Time","","","","","","","","","","","","","",""
"2002","Employed","Full Time","36779.14","33069","9595","17260","24062","43164","59066","112105","36237.81","37320.47","905","577811","37852","38701"
"2002","Employed","Not Working","","","","","","","","","","","","","",""
"2002","Employed","Part Time","32949.23","29952.09","5253","12065","20065","40137","54800","106660","32194.2","33704.26","140","577811","33571","35007"
"2002","Not Employed","Full Time","","","","","","","","","","","","","",""
"2002","Not Employed","Not Working","24495.81","21038","8309","9592","13977","30052","41480","83655","23954.83","25036.79","0","581740","23742","24497"
"2002","Not Employed","Part Time","","","","","","","","","","","","","",""
"2003","Employed","Full Time","37756.93","34141.56","8933","17652","24904","45032","60094","111141","37246.8","38267.06","2087","304270","38667","39678"
"2003","Employed","Not Working","","","","","","","","","","","","","",""
"2003","Employed","Part Time","34189.86","31302.57","5145","12434","20481","41985","55845","105142","33421.87","34957.85","975","630041","34681","35915"
"2003","Not Employed","Full Time","","","","","","","","","","","","","",""
"2003","Not Employed","Not Working","25397.93","21742.43","8219","9617","14374","31383","43356","85911","24837.4","25958.46","0","630041","24384","25104"
"2003","Not Employed","Part Time","","","","","","","","","","","","","",""
"2004","Employed","Full Time","37860.75","34350.52","8479","17974","24826","45111","59142","110838","37098.01","38623.49","600","2046737","38328","39260"
"2004","Employed","Not Working","","","","","","","","","","","","","",""
"2004","Employed","Part Time","33271.75","30728.99","5032","12036","19913","41540","54179","104750","32553.09","33990.41","633","395290","34523","35764"
"2004","Not Employed","Full Time","","","","","","","","","","","","","",""
"2004","Not Employed","Not Working","25481.18","21777.43","8222","9747","14417","31379","43955","86559","24802.84","26159.52","0","2046737","24439","25192"
"2004","Not Employed","Part Time","","","","","","","","","","","","","",""
"2005","Employed","Full Time","38419.19","34667.34","8053","17878","24763","46237","61682","107882","37580.64","39257.74","1530","2489562","38966","40078"
"2005","Employed","Not Working","","","","","","","","","","","","","",""
"2005","Employed","Part Time","33667.31","30548.04","4830","12250","20234","42050","55810","106855","32915.53","34419.09","1056","575024","34877","36078"
"2005","Not Employed","Full Time","","","","","","","","","","","","","",""
